gene_name	regulator	sign
cheB	sigD	1
cheB	sigA	1
cheB	spo0A	-1
cheB	codY	-1
yhcD	sigG	1
yhcD	comK	1
eglS	sigA	1
yugI	stringent response	-1
cwlD	sigG	1
cwlD	sigE	1
cwlD	lexA	-1
cwlD	spoVT	1
cwlD	spoIIID	-1
katA	perR	-1
acoA	sigL	1
acoA	sigK	1
acoA	ccpA	-1
acoA	acoR	1
oppB	tnrA	1
oppB	scoC	-1
oppB	codY	0
yabO	sigX	1
yabO	sigW	1
yabO	sigE	1
yabO	spoIIID	-1
glpF	sigA	1
glpF	glpP	1
glpF	ccpA	-1
glpF	abrB	1
ywlB	sigB	1
ywlB	sigE	1
ywlB	spoIIID	-1
gutP	sigA	1
gutP	gutR	1
hemA	sigA	1
hemA	perR	-1
yndE	sigG	1
yndE	spoVT	-1
ureB	sigH	1
ureB	sigA	1
ureB	tnrA	1
ureB	pucR	1
ureB	glnR	-1
ureB	codY	-1
pabB	sigA	1
pabB	TRAP	-1
tcyM	sigA	1
tcyM	ytlI	1
tcyM	cymR	-1
tcyM	spx	-1
phy	abrB	-1
gyrA	sigA	1
yclH	yclJ	1
tcyN	sigA	1
tcyN	ytlI	1
tcyN	cymR	-1
tcyN	spx	-1
pheT	sigA	1
pheT	T-box-PHE	1
yfnH	sigK	1
yfnH	sigE	1
cotY	sigK	1
cotY	gerR	1
cotY	gerE	1
ysxB	stringent response	-1
ysxB	L21_leader	0
spoVAC	sigG	1
spoVAC	spoVT	1
ykuU	abrB	-1
yfhF	sigB	1
yfhF	sigG	1
yfhF	sigF	1
kinA	sigH	1
kinA	stringent response	1
kinA	spo0A	1
ybfM	sigX	1
ybfM	sigA	1
yueG	sigK	1
ypuD	sigM	1
ypuD	sigB	1
ypuD	sigE	1
ypuD	lexA	-1
yhdT	codY	0
ctaA	sigE	1
ctaA	sigA	1
ctaA	resD	1
rbfA	sigB	1
rbfA	sigA	1
rbfA	stringent response	-1
ezrA	sigA	1
efeM	sigX	1
efeM	sigW	1
efeM	fur	-1
ydfS	sigG	1
ydfS	sigK	1
ydfS	spoVT	-1
rplR	stringent response	-1
cotZ	sigK	1
cotZ	sigE	1
cotZ	gerE	1
cotZ	gerR	1
yqfL	yqfL	1
arsR	sigF	1
arsR	sigA	1
arsR	arsR	-1
ycgO	sigE	1
ycgO	spo0A	1
ycgO	putR	1
ycgO	codY	-1
ycgO	spoIIID	1
ycgO	ccpA	-1
ykoV	sigG	1
ykoV	spoVT	1
cccA	ccpA	-1
cccA	abrB	-1
rodA	sigM	1
ytvI	sigE	1
ytvI	spoIIID	-1
yxlE	sigY	1
yojB	sigK	1
yxjC	sigE	1
yxjC	ccpA	-1
yxjC	spoIIID	-1
ypgR	sigH	1
ydfP	sigB	1
ydfP	mhqR	-1
spoVAEA	sigG	1
spoVAEA	spoVT	1
ylaD	ylaC	1
ylaD	sigA	1
ylaD	spx	1
rocE	sigL	1
rocE	spo0A	-1
rocE	rocR	1
rocE	codY	-1
rocE	ahrC	1
yurS	sigK	1
yurS	sigE	1
yurS	gerE	1
ssuA	sigA	1
ssuA	cymR	-1
ssuA	spx	-1
rplM	stringent response	-1
rplM	rplM	0
ndk	ccpA	0
rpsH	stringent response	-1
gerPB	sigK	1
gerPB	gerE	-1
ansZ	sigA	1
ansZ	tnrA	1
ansZ	codY	-1
fadE	sigA	1
fadE	sdpR	1
fadE	fadR	-1
fadE	ccpA	-1
thiG	Thi-box	-1
thiG	tenI	-1
ptsG	sigA	1
ptsG	stringent response	-1
ptsG	glcT	1
yfmJ	spo0A	1
yfhQ	sigG	1
yfhQ	sigA	1
yfhQ	yfhP	-1
yfhQ	spoVT	-1
yfhQ	rsfA	1
clsB	sigG	1
clsB	sigE	1
pucD	sigA	1
pucD	tnrA	1
pucD	pucR	1
glgC	sigE	1
glgC	sigH	1
divIB	sigM	1
divIB	sigE	1
divIB	sigA	1
divIB	spoIIID	-1
yvfR	yvfU	0
tig	stringent response	-1
liaI	sigA	1
liaI	liaR	1
liaI	abrB	-1
ycdF	sigB	1
arsB	sigF	1
arsB	sigA	1
arsB	arsR	-1
yfkN	phoP	1
yfkN	ccpA	-1
yjiA	sigK	1
catD	yodB	-1
catD	catR	-1
yxjF	sigE	1
yxjF	ccpA	-1
yxjF	spoIIID	-1
hprT	sigM	1
blt	sigA	1
blt	mta	1
blt	bltR	1
yfkR	sigG	1
ykvT	walR	1
pyrB	sigA	1
pyrB	pyrR	1
pyrB	purR	-1
alsT	tnrA	-1
dhbE	sigA	1
dhbE	fur	-1
dhbE	abrB	-1
splB	sigG	1
splB	splA	-1
uxuB	sigE	1
uxuB	sigA	1
uxuB	exuR	-1
uxuB	ccpA	-1
uxuB	spoIIID	-1
appF	scoC	-1
appF	codY	-1
appF	tnrA	0
tuaE	sigA	1
tuaE	phoP	1
veg	sigA	1
gbsB	gbsR	-1
hemAT	sigD	1
yerC	spo0A	1
yvlD	sigW	1
yvlD	abrB	-1
narG	sigA	1
narG	fnr	1
yhcN	sigG	1
yhcN	sigF	1
yitG	sigG	1
yngJ	sigE	1
yngJ	spoIIID	-1
yvnB	sigG	1
pstS	sigA	1
pstS	phoP	1
yybM	rok	-1
yybM	spo0A	1
ywdJ	tnrA	-1
garD	ycbG	-1
ybfO	sigW	1
ybfO	abrB	-1
ycnD	yczG	0
queD	preQ1 riboswitch	-1
recJ	stringent response	-1
rapH	sigA	1
rapH	rghR	-1
rapH	comK	1
rapH	abrB	-1
yumC	tnrA	0
yumC	fur	0
rnc	sigK	1
rnc	sigA	1
rnc	stringent response	-1
rnc	gerE	1
glnH	sigE	1
glnH	tnrA	1
glnH	codY	0
yhcI	sigG	1
yhcI	comK	1
yhcI	gabR	0
ytbD	ytcD	0
glyA	sigA	1
glyA	purR	-1
ytrI	sigE	1
ytrI	spoIIID	-1
ytrI	lexA	0
gspA	sigB	1
yfhP	sigK	1
yfhP	yfhP	-1
glpD	sigA	1
glpD	glpP	1
glpD	ccpA	-1
glpD	abrB	1
flhF	sigD	1
flhF	sigA	1
flhF	spo0A	-1
flhF	codY	-1
fabD	sigA	1
fabD	fapR	-1
fabD	comA	1
ykfD	codY	-1
ykaA	spo0A	-1
araL	sigA	1
araL	ccpA	-1
araL	araR	-1
wapA	sigA	1
wapA	yvrHb	1
wapA	degU	-1
yjaZ	sigE	1
spoVM	sigE	1
spoVM	spoIIID	1
yrpC	sigK	1
ybaN	sigE	1
ybaN	spoIIID	-1
yrkC	sigK	1
pit	spo0A	-1
rapJ	tnrA	0
yodC	yodB	-1
treP	sigA	1
treP	treR	-1
treP	phoP	1
treP	ccpA	-1
pupG	sigA	1
pupG	ccpA	-1
rpoC	stringent response	-1
ykvQ	sigK	1
hutP	sigA	1
hutP	codY	-1
hutP	ccpA	-1
hutP	abrB	1
yvmC	abrB	-1
ykbA	purR	0
hutI	sigA	1
hutI	hutP	1
hutI	codY	-1
hutI	ccpA	-1
yybP	RNA - yybP-ykoY	0
yjbJ	sigD	1
ypuB	sigB	1
ylmH	spo0A	-1
ydhE	liaR	1
epsH	sigA	1
epsH	sigH	1
epsH	sinR	-1
epsH	eAR	0
epsH	abrB	-1
yfmD	fur	-1
pbpG	sigG	1
pbpG	sigF	1
ydhU.1	fur	-1
yerB	spo0A	1
yrvJ	sigH	1
uvrX	lexA	-1
cheD	sigD	1
cheD	sigA	1
cheD	spo0A	-1
cheD	codY	-1
rplO	stringent response	-1
yocH	sigA	1
yocH	walR	1
yocH	spo0A	1
yocH	abrB	-1
rocR	sigA	1
rocR	rocR	-1
rocR	codY	0
yxaM	codY	-1
yxaM	abrB	-1
yesS	yesS	1
yesS	ccpA	0
hxlA	hxlR	1
yhzE	sigK	1
yhzE	gerE	1
ytrB	sigA	1
ytrB	ytrA	-1
msrB	spx	1
tasA	sigA	1
tasA	sinR	-1
tasA	abrB	-1
tasA	spo0A	1
infA	stringent response	-1
yetL	yetL	0
ydaF	sigB	1
purT	sigA	1
yvlA	sigW	1
yvlA	abrB	-1
ydcP	sigG	1
cydA	sigA	1
cydA	rex	-1
cydA	resD	1
cydA	ccpA	-1
yxlC	sigY	1
yvaK	sigB	1
phrC	sigH	1
phrC	sigA	1
phrC	comA	1
phrC	codY	-1
phrC	ccpA	-1
rpsR	stringent response	-1
rpsR	comK	1
ywrC	ywrC	0
ykuT	sigB	1
citM	sigA	1
citM	citT	1
citM	ccpA	-1
ydfA	aseR	-1
ydfA	czrA	0
engD	comK	1
liaF	sigA	1
liaF	liaR	1
liaF	abrB	-1
ccpB	sigG	1
slrA	ywcC	-1
gapB	sigA	1
gapB	ccpN	-1
ppsE	abrB	-1
yqaP	abrB	-1
yclQ	fur	-1
araN	sigA	1
araN	ccpA	-1
araN	araR	-1
natA.1	abrB	-1
pyrK	sigA	1
pyrK	pyrR	1
pyrK	purR	-1
rbsK	sigA	1
rbsK	ccpA	-1
rbsK	abrB	1
rbsK	rbsR	0
hisF	hisR	0
yppE	spo0A	1
ybzH	ybzH	0
fliZ	sigD	1
fliZ	sigA	1
fliZ	spo0A	-1
fliZ	codY	-1
gerPF	sigK	1
gerPF	gerE	-1
sipT	degU	1
ydfE	ydfF	0
pucF	sigA	1
pucF	pucR	1
iolE	sigA	1
iolE	iolR	-1
iolE	ccpA	-1
yuxG	rhaR	0
yxjA	G-box-HXTX	1
yxjA	G-box-GUA	1
ycgT	sigA	1
ycgT	fur	-1
gudB	sigA	1
ohrB	sigB	1
ycgP	putR	0
ycgP	codY	0
frlD	frlR	-1
frlD	codY	-1
yhjQ	sigK	1
msmE	ccpA	-1
msmE	msmR	0
bioW	birA	-1
yqgO	sigG	1
opuBC	sigA	1
opuBC	gbsR	-1
opuBC	codY	0
opuBC	yvbF/YvaV	0
acoC	sigL	1
acoC	sigK	1
acoC	ccpA	-1
acoC	acoR	1
yvdP	sigK	1
yvdP	sigG	1
epsG	sigA	1
epsG	sigH	1
epsG	sinR	-1
epsG	eAR	0
epsG	abrB	-1
gerPA	sigK	1
gerPA	gerE	-1
ykfA	codY	-1
yrzE	sigE	1
yrzE	spoIIID	-1
yabK	sigG	1
yabK	sigF	1
yocL	sigE	1
rplP	stringent response	-1
yttP	sigH	1
yttP	spo0A	1
yttP	phoP	1
yttP	ccpA	-1
desK	desR	0
fliD	sigD	1
malA	sigA	1
malA	glvR	1
malA	ccpA	-1
malA	malR	1
gntP	sigK	1
gntP	sigA	1
gntP	gntR	-1
gntP	ccpA	-1
gntP	abrB	1
gntP	ccpB	-1
trpF	sigA	1
trpF	TRAP	-1
yvlC	sigW	1
yvlC	abrB	-1
yknV	sigE	1
appB	scoC	-1
appB	codY	-1
appB	tnrA	0
pcrA	lexA	-1
yxxG	sigA	1
yxxG	yvrHb	1
yxxG	degU	-1
yitE	sigK	1
yitE	sigE	1
yitE	spoIIID	-1
ispA.1	sigA	1
ispA.1	scoC	-1
ispA.1	ipi	1
ispA.1	degU	1
yvrC	RNA - Cobalamin	0
gabR	sigA	1
gabR	gabR	-1
mtnD	sigA	1
mtnD	S-box-SAM	-1
ylbE	sigK	1
yebD	sigG	1
ybcL	ybzH	0
phoR	sigE	1
phoR	sigB	1
phoR	sigA	1
phoR	phoP	1
phoR	ccpA	-1
phoR	scoC	-1
phoR	resD	1
yuiB	codY	-1
yuiB	tnrA	0
yfjC	sigE	1
yoaR	sigG	1
pgm	sigA	1
pgm	cggR	-1
frlB	frlR	-1
frlB	codY	-1
rpsM	stringent response	-1
ycnE	yczG	0
spoIIAB	sigH	1
spoIIAB	sigG	1
spoIIAB	sigF	1
spoIIAB	spo0A	1
spoIIAB	sinR	-1
spoIIAB	abrB	-1
spoIIAB	spoVT	-1
rapK	sigH	1
rapK	abrB	-1
rpsI	stringent response	-1
rpsI	rplM	0
yppD	spo0A	1
azlC	azlB	-1
yrrD	sigG	1
yrrD	spoVT	1
pucA	sigA	1
pucA	tnrA	1
pucA	pucR	1
spoIIP	sigF	1
spoIIP	sigE	1
spoIIP	gerR	-1
spoIIP	gerE	-1
yxeP	sigA	1
yxeP	cymR	-1
yxeP	spx	-1
yycO	sigK	1
yycO	sigE	1
yycO	phoP	1
aroE	sigA	1
aroE	TRAP	-1
mcsA	sigF	1
mcsA	sigB	1
mcsA	sigA	1
mcsA	ctsR	-1
yorD	abrB	-1
pyrC	sigA	1
pyrC	pyrR	1
pyrC	purR	-1
gdh	sigG	1
gdh	spoVT	-1
ydjI	sigW	1
ydjI	abrB	-1
tenI	Thi-box	-1
tenI	tenI	-1
ydcC	sigE	1
ydcC	spoIIID	-1
thrZ	sigA	1
thrZ	T-box-THR	1
lonB	sigF	1
yxlD	sigY	1
yuzJ	sigA	1
yuzJ	tnrA	1
yuzJ	pucR	1
levE	sigL	1
levE	levR	1
levE	ccpA	-1
yngHA	sigE	1
yngHA	spoIIID	-1
yngHA	ccpA	0
pgcM	sigK	1
pgcM	sigE	1
pgcM	mdxR	0
clpP	sigB	1
clpP	sigA	1
clpP	ctsR	-1
mtnU	sigA	1
bofA	sigE	1
bofA	spoIIID	-1
yrpD	abrB	-1
era	sigB	1
era	sigA	1
era	spo0A	1
icd	sigA	1
icd	citB	0
icd	ccpC	-1
icd	ccpA	-1
icd	codY	0
opuCC	codY	0
opuCC	yvbF/YvaV	0
yaaB	sigA	1
yngA	yclJ	1
spoVAF	sigG	1
spoVAF	spoVT	1
ycgG	sigE	1
ycgG	sigK	1
ycgG	spoIIID	-1
qoxB	stringent response	-1
yqgQ	ccpA	0
atpB	stringent response	-1
flgC	sigD	1
flgC	sigA	1
flgC	spo0A	-1
flgC	codY	-1
ywbI	sigA	1
ywbI	ywbI	0
yjmD	sigE	1
yjmD	sigA	1
yjmD	exuR	-1
yjmD	ccpA	-1
yjmD	spoIIID	-1
rsmG	comK	1
ltaSA	sigM	1
thiF	Thi-box	-1
thiF	tenI	-1
purS	sigA	1
purS	purR	-1
purS	G-box-HXTX	1
purS	G-box-GUA	1
argI	sigL	1
argI	spo0A	-1
argI	rocR	1
argI	codY	-1
argI	ahrC	1
spoIISA	sigK	1
nrdF	sigA	1
nrdF	resD	1
nrdF	nrdR	0
glnP	sigE	1
glnP	tnrA	1
glnP	codY	0
yyaC	sigF	1
ureC	sigH	1
ureC	sigA	1
ureC	tnrA	1
ureC	pucR	1
ureC	glnR	-1
ureC	codY	-1
qoxC	stringent response	-1
yozI	perR	0
ypiB	sigH	1
sipS	sigA	1
sipS	degU	1
speD	sigA	1
speD	ccpN	-1
melA	ccpA	-1
melA	msmR	0
mecB	sigK	1
dusB	sigA	1
dusB	TRAP	-1
yybL	rok	-1
yybL	spo0A	1
fadH	sigA	1
fadH	fadR	-1
ydiP	lexA	-1
safA	sigE	1
safA	sigG	1
ykuO	sigA	1
ykuO	fur	-1
bdbD	sigE	1
bdbD	comK	1
pyrG	sigA	1
pyrG	CTP-box	1
relA	sigB	1
yuzA	sigG	1
yuzA	sigB	1
sda	sigA	1
sda	lexA	-1
sda	dnaA	-1
yrzA	sigK	1
yhfS	birA	0
ywqE	abrB	-1
ispD	sigM	1
ispD	sigB	1
kduI	sigA	1
kduI	kdgR	-1
kduI	ccpA	-1
yqaJ	sknR	-1
yycA	yclJ	1
yycA	tnrA	0
sigF	sigH	1
sigF	sigG	1
sigF	sigF	1
sigF	spo0A	1
sigF	sinR	-1
sigF	abrB	-1
sigF	spoVT	-1
yocJ	yodB	-1
yobB	abrB	-1
albF	sigA	1
albF	rok	-1
albF	resD	1
albF	abrB	-1
sigV	sigV	1
yhdI	yhdI/YdeL	0
yjaV	sigE	1
ahpC	sigA	1
ahpC	perR	-1
ycsN	sigH	1
nhaX	sigB	1
ilvA	codY	-1
pucC	sigA	1
pucC	tnrA	1
pucC	pucR	1
ycnJ	ycnK	-1
ycnJ	csoR	-1
sspL	sigG	1
ppsC	abrB	-1
yqgX	ccpA	0
aseR	aseR	-1
aseR	czrA	0
dltD	sigX	1
dltD	sigM	1
dltD	sigD	1
dltD	yvrHb	1
dltD	stringent response	-1
dltD	spo0A	-1
yhaA	codY	0
yerD	sigB	1
gerKB	sigG	1
gerKB	spoVT	-1
ysxE	sigE	1
cysK	sigA	1
cysK	spx	1
cysK	cymR	-1
spoIIIAB	sigE	1
spoIIIAB	gerR	-1
spoIIIAB	spoIIID	-1
spoIIIAB	gerE	-1
yxlF	sigY	1
hemC	sigA	1
hemC	perR	-1
lexA	lexA	-1
comFB	sigD	1
comFB	sigA	1
comFB	comK	1
yeeK	sigK	1
yqaB	sigK	1
folK	sigA	1
folK	TRAP	-1
pdp	sigK	1
pdp	sigA	1
pdp	deoR	-1
pdp	ccpA	-1
yeaA	sigW	1
yeaA	sigE	1
nadB	sigA	1
nadB	nadR	-1
phrA	sigA	1
phrA	spo0A	-1
phrA	comA	1
phrA	codY	-1
comGD	sigA	1
comGD	comK	1
comGD	comZ	-1
adcA	sigA	1
adcA	zur	-1
purL	sigA	1
purL	purR	-1
purL	G-box-HXTX	1
purL	G-box-GUA	1
degU	sigA	1
degU	tnrA	-1
degU	degU	1
degU	ccpA	1
gtaB	sigB	1
gtaB	sigA	1
albB	sigA	1
albB	rok	-1
albB	resD	1
albB	abrB	-1
oxaAA	sigA	1
ykfC	codY	-1
yfhC	fur	-1
murE	stringent response	-1
cycB	lacR	-1
cycB	ccpA	0
qcrA	sigA	1
qcrA	resD	1
qcrA	ccpA	-1
qcrA	abrB	-1
dnaJ	sigA	1
dnaJ	hrcA	-1
dnaJ	arfM	0
ftsY	sigK	1
ftsY	sigA	1
ftsY	stringent response	-1
ftsY	gerE	1
murG	sigE	1
murG	sigA	1
murG	spoIIID	-1
cotH	sigK	1
cotH	sigE	1
cotH	gerE	-1
cwlH	sigK	1
cwlH	gerE	1
cotI	sigK	1
hslO	sigM	1
pyrAB	sigA	1
pyrAB	pyrR	1
pyrAB	purR	-1
yocR	codY	0
ywjA	fur	-1
ytrH	sigE	1
ytrH	lexA	0
yngF	sigE	1
yngF	spoIIID	-1
yngF	ccpA	0
gerKC	sigG	1
gerKC	spoVT	-1
bpr	degU	1
cypX	abrB	-1
pgsC	degU	1
pgsC	tnrA	0
yydF	sigA	1
yydF	abrB	-1
yydF	rok	-1
epsL	sigA	1
epsL	sigH	1
epsL	sinR	-1
epsL	eAR	0
epsL	abrB	-1
yabM	sigX	1
yabM	sigW	1
yabM	sigE	1
yabM	spoIIID	-1
rsgI	sigI	1
ylxH	sigD	1
ylxH	sigA	1
ylxH	spo0A	-1
ylxH	codY	-1
gerBB	sigG	1
gerBB	spoVT	-1
sucC	sigA	1
sucC	ccpA	-1
metQ	sigA	1
metQ	S-box-SAM	-1
metQ	codY	1
mdxG	sigK	1
mdxG	sigE	1
mdxG	mdxR	0
azlB	azlB	-1
yqjL	sigW	1
yqjL	sigM	1
yqjL	sigB	1
yqjL	sigX	1
yhaX	sigE	1
yhaX	spoIIID	-1
adaB	sigA	1
adaB	adaA	1
yqcG	spo0A	1
yqcG	abrB	-1
yneJ	sigA	1
yneJ	sigH	1
yodS	sigE	1
khtT	sigE	1
gmuD	sigA	1
gmuD	gmuR	-1
gmuD	ccpA	-1
gmuD	abrB	1
rocB	sigL	1
rocB	rocR	1
rocB	codY	-1
rocB	ahrC	1
rocB	abrB	-1
yfmO	sigA	1
yfmO	yfmP	-1
gerAC	sigG	1
gerAC	sigF	1
gerAC	spoVT	-1
ydcA	sigE	1
yusZ	codY	0
yflJ	sigE	1
yxeM	sigA	1
yxeM	cymR	-1
yxeM	spx	-1
spoIIB	spo0A	1
yrkI	yrkD	0
bioD	birA	-1
yqgE	sigG	1
ylbA	abrB	-1
katX	sigF	1
katX	sigB	1
katX	rsfA	1
ackA	sigA	1
ackA	codY	1
ackA	ccpA	1
albD	sigA	1
albD	rok	-1
albD	resD	1
albD	abrB	-1
rpmEB	sigB	1
rpmEB	zur	-1
yhcR	sigH	1
gcvPA	Gly-box	-1
gcvPA	spoVT	1
gcvPA	T-box-GLY	-1
sepF	spo0A	-1
hutH	sigA	1
hutH	hutP	1
hutH	codY	-1
hutH	ccpA	-1
arsC	sigF	1
arsC	sigA	1
arsC	arsR	-1
yhfM	sigF	1
epsF	sigA	1
epsF	sigH	1
epsF	sinR	-1
epsF	eAR	0
epsF	abrB	-1
bdbA	yvrHb	1
bdbA	rok	-1
bdbA	abrB	-1
bdbA	abh	1
cotM	sigK	1
cotM	sigE	1
cotM	gerE	-1
spoIVB	sigG	1
spoIVB	sigF	1
spoIVB	spoVT	1
spoIVB	spoIIID	1
ganA	lacR	-1
ganA	ccpA	0
yczF	sigG	1
wprA	yvrHb	1
wprA	ccpA	-1
sigH	sigA	1
sigH	sigH	1
sigH	abrB	-1
treR	sigA	1
treR	treR	-1
treR	phoP	1
treR	ccpA	-1
yrpE	zur	0
flgE	sigD	1
flgE	sigA	1
flgE	spo0A	-1
flgE	codY	-1
cotS	sigK	1
cheC	sigD	1
cheC	sigA	1
cheC	spo0A	-1
cheC	codY	-1
yhfO	sigE	1
yhfO	spoIIID	-1
metS	sigA	1
metS	spo0A	-1
yxlG	sigY	1
comGF	sigA	1
comGF	comK	1
comGF	comZ	-1
appA	scoC	-1
appA	codY	-1
appA	tnrA	0
adk	stringent response	-1
ymaG	sigK	1
xtmA	xpf	1
yhcZ	sigA	1
yhcZ	sigE	1
yhcZ	liaR	1
skfA	sigA	1
skfA	spo0A	1
skfA	phoP	1
skfA	abrB	-1
oppC	tnrA	1
oppC	scoC	-1
oppC	codY	0
yqzH	lexA	-1
glcF	ccpA	0
ydaE	sigB	1
ypmP	codY	-1
ytbE	ytcD	0
ylbK	sigE	1
ylbK	spoIIID	-1
amyE	sigA	1
amyE	ccpA	-1
amyE	abrB	1
amyE	degU	1
pssA	sigX	1
pssA	sigA	1
tlp	sigG	1
tlp	sigF	1
ybbE	codY	0
ybbE	murR	0
hisH	hisR	0
dinB	lexA	-1
tyrA	sigA	1
tyrA	TRAP	-1
albA	sigA	1
albA	rok	-1
albA	resD	1
albA	abrB	-1
fadF	sigA	1
fadF	fadR	-1
purQ	sigA	1
purQ	purR	-1
purQ	G-box-HXTX	1
purQ	G-box-GUA	1
uvrB	lexA	-1
ysxC	sigA	1
ysxC	ctsR	-1
yceD	sigX	1
yceD	sigW	1
yceD	sigM	1
yceD	sigB	1
yceD	sigA	1
tuaD	sigA	1
tuaD	phoP	1
ydhD	sigE	1
ybdM	sigG	1
mtrB	sigA	1
phoA	sigA	1
phoA	sigG	1
phoA	phoP	1
phoA	tenA	1
phoA	codY	0
araB	sigA	1
araB	ccpA	-1
araB	araR	-1
sodF	sigE	1
ybfQ	sigW	1
yuaB	degU	1
yuaB	abrB	-1
rapB	sigA	1
licR	sigA	1
yjcZ	sigK	1
yjcZ	gerE	1
hag	sigD	1
hag	scoC	-1
hag	csrA	-1
hag	codY	-1
yesJ	sigE	1
yesJ	spoIIID	1
psiE	yrkP	1
ylmA	codY	-1
citB	sigA	1
citB	fsrA	-1
citB	codY	-1
citB	ccpC	-1
citB	ccpA	-1
citB	tnrA	1
citB	abrB	1
rapG	sigA	1
rapG	sigH	1
rapG	sinR	-1
rapG	rghR	-1
lytB	sigD	1
lytB	sigA	1
lytB	yvrHb	-1
lytB	slrR	-1
lytB	lytR	-1
ftsX	spo0A	-1
yvhJ	spo0A	-1
mtnK	sigA	1
mtnK	S-box-SAM	-1
alrB	sigE	1
manA	manR	1
infC	sigA	1
infC	stringent response	-1
infC	rplT	-1
hmp	sigA	1
hmp	resD	1
hmp	nsrR	-1
hmp	arfM	1
hmp	spoVT	1
yjoB	sigW	1
yydH	sigA	1
yydH	rok	-1
yydH	abrB	-1
ggaA	sigA	1
ypuA	sigM	1
ydaT	sigB	1
yfnE	sigK	1
yfnE	sigE	1
yfnE	gerR	-1
yjcM	abrB	-1
yjcM	spo0A	1
bceB	bceR	1
glnT	sigA	1
glnT	glnL	1
glnT	ccpA	0
ccpA	sigA	1
ppsA	abrB	-1
ytmI	sigA	1
ytmI	ytlI	1
ytmI	cymR	-1
ytmI	spx	-1
atpA	stringent response	-1
ykzH	sigK	1
ydbS	sigW	1
tatAD	phoP	1
ywnJ	sigX	1
ywnJ	sigW	1
ywnJ	sigM	1
ywnJ	sigF	1
accD	spo0A	1
yesU	yesS	1
yesU	ccpA	0
mcpB	sigD	1
yitB	sigK	1
pbpD	sigA	1
pbpD	codY	0
abrB	sigA	1
abrB	spo0A	-1
abrB	abrB	-1
pyrD	sigA	1
pyrD	pyrR	1
pyrD	purR	-1
yqhB	sigB	1
yqhB	lexA	-1
yjgC	sigB	1
cysS	sigA	1
cysS	T-box-CYS	1
cotF	sigK	1
cotF	sigE	1
cotF	spoIIID	1
yweA	abrB	-1
yqfD	sigE	1
yqfD	spoIIID	-1
yvfH	comA	1
yvfH	lutR	0
ypuC.1	sigB	1
ywrB	ywrC	0
cydB	sigA	1
cydB	rex	-1
cydB	resD	1
cydB	ccpA	-1
ywhH	comA	1
malP	sigA	1
malP	glvR	1
malP	ccpA	-1
malP	malR	1
ilvB	sigA	1
ilvB	tnrA	-1
ilvB	codY	-1
ilvB	ccpA	1
ilvB	T-box-LEU	1
yvfI	lutR	0
yvfI	ccpA	0
fhuC	fur	-1
yslB	sigE	1
yhcG	sigG	1
yhcG	comK	1
yhcG	gabR	0
rplL	stringent response	-1
rplL	rplJ	0
tagF	sigA	1
tagF	walR	1
tagF	phoP	-1
ppsD	abrB	-1
yfmF	fur	-1
tufA	stringent response	-1
sigX	sigX	1
sigX	sigA	1
sigX	yvrHb	1
pyrAA	sigA	1
pyrAA	pyrR	1
pyrAA	purR	-1
xkdE	xpf	1
ppsB	abrB	-1
ylxF	sigD	1
ylxF	sigA	1
ylxF	spo0A	-1
ylxF	codY	-1
citR	sigA	1
citR	codY	0
citR	citR	0
rpsC	stringent response	-1
yabT	sigF	1
licA	sigA	1
licA	licR	1
licA	ccpA	-1
licA	rbsR	0
lytF	sigD	1
lytF	slrR	-1
ykgA	sigB	1
hisZ	hisR	0
atpH	stringent response	-1
oatA	sigV	1
bioYB	birA	0
yheJ	abrB	-1
yppG	sigK	1
pdhD	sigA	1
pdhD	stringent response	-1
glpQ	sigA	1
glpQ	phoP	1
glpQ	glpP	1
glpQ	ccpA	-1
spoVG	sigH	1
spoVG	sinR	-1
spoVG	abrB	-1
spoVG	codY	0
speB	sigA	1
ywlC	dnaA	-1
yesL	sigH	1
mdxR	sigK	1
comGB	sigA	1
comGB	comK	1
comGB	comZ	-1
mdxF	sigK	1
mdxF	sigE	1
mdxF	mdxR	0
ybdK	comK	1
adhB	sigG	1
resE	sigA	1
resE	resD	1
resE	phoP	1
resE	ccpA	-1
dxs	stringent response	-1
ycbK	sigA	1
ycbK	T-box-TRP	1
ycbK	TRAP	-1
yhdF	sigB	1
rpmH	sigA	1
yxeD	sigG	1
yxeD	sigE	1
yxeD	abrB	-1
yxeD	spoVT	1
ybbB	fur	-1
sacY	sigA	1
sacY	sacY	1
sacY	sacT	1
sacY	degU	1
gapA	sigA	1
gapA	cggR	-1
cotU	sigK	1
cotU	gerR	1
cotU	gerE	1
gmuE	sigA	1
gmuE	gmuR	-1
gmuE	ccpA	-1
gmuE	abrB	1
kdgT	sigA	1
kdgT	kdgR	-1
kdgT	ccpA	-1
fliF	sigD	1
fliF	sigA	1
fliF	spo0A	-1
fliF	codY	-1
ythA	sigG	1
ywrK	sigK	1
yitA	sigK	1
yxeL	sigA	1
yxeL	cymR	-1
yxeL	spx	-1
yetF	sigF	1
recF	sigA	1
glgA	sigE	1
glgA	sigH	1
ffh	sigA	1
ywrE	sigW	1
ilvC	sigA	1
ilvC	tnrA	-1
ilvC	codY	-1
ilvC	ccpA	1
ilvC	T-box-LEU	1
tcyP	sigA	1
tcyP	cymR	-1
rpoB	sigA	1
rpoB	stringent response	-1
