SMMPr_1,SMMPr_2,SMMPr_3,HiOs_1,HiOs_2,HiOs_3,SMM_1,SMM_2,SMM_3,Salt_1,Salt_2,Salt_3
new_2053985_2054612,9.6815,9.2033,9.1355,10.2137,10.1447,10.1054,9.9012,9.9851,10.2861,10.3393,10.6116,10.7568
new_2054085_2054544_c,11.6856,11.7114,11.9974,11.101,10.8289,11.209,11.4174,11.3901,11.4526,9.3857,9.2242,9.3126
BSU18840,12.4235,12.4842,12.9555,11.254,10.9531,11.2811,12.6396,12.6283,12.6486,11.7574,11.528,11.6776
new_2055241_2055358_c,13.3079,13.5135,13.8737,12.009,11.6722,12.3153,13.5656,13.4847,13.4229,12.6393,12.3533,12.724
BSU18849,10.6762,10.6529,10.6968,9.478,9.4279,9.4922,11.3587,11.2791,11.2479,8.5439,8.3043,8.4647
BSU18850,11.9691,11.8482,11.9746,12.0936,11.6997,12.0682,12.4102,12.4465,12.2229,10.2546,10.1061,10.3138
new_2056617_2057213,11.3796,11.3082,11.5714,11.5378,11.5079,11.7464,11.8876,11.893,11.8636,10.0184,9.8962,10.0017
BSU18860,8.1949,8.1783,8.4694,8.8294,9.4312,9.002,8.8872,8.8286,8.7836,8.7877,8.8024,9.044
BSU18870,10.5697,10.5851,10.8303,10.7461,10.6257,10.6703,10.9993,11.0153,11.0366,9.2184,9.086,9.1718
new_2057588_2058714_c,11.6929,11.4927,11.7129,12.8026,12.4696,12.66,12.027,11.8321,12.0855,11.2338,11.4522,11.6098
BSU18890,11.8012,11.5819,11.7828,12.7294,12.4593,12.6571,12.0251,11.9813,12.0213,11.1953,11.1964,11.3488
BSU18898,9.0969,9.1029,9.4114,9.4178,9.3454,9.3086,9.1561,9.1087,9.0853,8.8105,8.7636,8.8242
BSU18899,7.0493,7.6702,7.369,7.7706,8.3134,8.209,7.3733,7.1109,7.3392,7.614,7.1692,7.2237
BSU18900,8.9577,9.101,9.2592,9.4452,9.0972,9.2243,9.1759,8.9452,8.8248,8.6248,8.5008,8.7783
BSU18908,13.0633,13.237,12.996,14.3877,14.0495,14.131,11.7141,11.7634,11.5157,10.5247,10.0989,10.1091
BSU18909,7.3283,7.3466,7.4836,8.474,8.8864,8.484,7.2977,7.1821,7.3695,7.1961,7.1381,7.1121
BSU18910,14.2296,14.4657,14.631,14.3387,13.9935,14.3911,13.9513,13.9994,13.9333,12.2605,12.2536,12.3623
BSU18920,13.7722,13.7413,14.1965,13.684,13.9536,13.7583,13.2484,13.1529,13.1509,11.4353,11.2403,11.3658
BSU18950,7.0159,7.2729,7.2161,7.6762,7.818,7.6245,7.3957,7.3204,7.4934,7.405,7.1928,7.2175
BSU18960,10.4501,10.5559,10.7721,10.4469,10.4487,10.2978,9.1463,9.1661,9.1735,8.5485,8.3639,8.2901
BSU18970,12.6726,12.7486,13.1834,12.4451,12.0828,12.3853,13.0189,13.0124,13.0167,11.0766,10.9874,11.4156
new_2069030_2069174_c,13.2107,13.3319,13.8398,13.4053,13.0104,13.3011,13.6684,13.6946,13.4671,12.2551,12.1586,12.4002
new_2069176_2069261_c,11.8819,11.7528,11.8405,10.7231,10.4156,10.6651,12.2267,12.1732,12.3005,10.2435,10.2315,10.413
BSU18979,11.6408,11.2655,11.6519,10.4773,10.0052,10.3204,11.9259,11.8313,11.7753,9.8239,9.905,10.0745
new_2069562_2069699_c,12.466,12.1105,12.4658,10.8132,10.5711,10.9049,12.7775,12.8721,12.4344,10.5333,9.9266,10.6498
new_2069746_2069982_c,12.6564,12.4371,12.6614,12.6934,12.7616,12.8397,12.3225,12.3689,12.3015,13.944,13.7515,13.95
new_2069824_2069977,12.619,12.8442,12.9402,12.7727,12.7792,13.1968,12.0882,12.5349,12.0209,11.2521,10.8058,10.2549
new_2069984_2070118_c,14.404,14.699,14.7949,15.0108,14.9073,15.0522,13.8378,13.8849,13.7073,15.8749,15.6701,15.9536
new_2070120_2070243_c,13.9106,14.4327,14.7711,14.086,13.8568,14.0744,13.6605,13.8024,13.46,15.8338,15.5856,16.07
BSU18980,14.5549,14.8584,15.2346,14.3421,14.0065,14.5538,13.9046,14.0819,13.9658,15.9117,16.0663,16.3171
new_2071115_2071197_c,10.936,11.0271,10.8905,10.3473,10.1863,10.2768,10.8165,10.9153,10.9892,10.1162,10.2149,10.2497
new_2071199_2071285_c,13.0553,13.2987,11.6973,13.6056,13.5861,13.5451,13.0309,13.2127,12.631,12.4417,12.2801,12.5311
BSU18990,12.3813,12.7075,12.8178,12.4703,12.2139,12.292,12.112,12.1789,12.214,11.7058,11.7004,11.7731
BSU19000,11.3838,11.3961,11.5436,11.3262,10.842,11.0162,11.0755,11.0908,10.9062,10.5766,10.2804,10.4593
new_2074222_2074617_c,11.8064,11.9823,12.1399,11.5565,11.3624,11.3975,11.4501,11.5938,11.6513,11.3536,11.2319,11.5194
new_2074312_2074438,7.6293,7.4702,7.5008,8.0057,8.2286,7.9456,7.1293,7.1957,7.1462,7.2164,7.1699,7.0406
BSU19020,7.3307,7.5097,7.5622,7.8019,8.0378,7.7057,7.291,7.1249,7.1814,7.2901,7.1392,7.1265
new_2075780_2076111,7.3635,7.6002,7.6168,7.8815,8.1745,7.8951,7.5311,7.4122,7.3556,7.4737,7.4377,7.3652
new_2076113_2076205,11.3752,11.8657,11.8434,11.5089,11.0748,11.3826,10.0656,10.2309,10.0857,9.0876,8.982,9.0119
BSU19030,9.1625,9.5944,9.7096,9.3329,9.0846,9.2849,8.1656,8.1698,8.0132,7.5969,7.4809,7.6009
new_2078548_2079183_c,9.1433,9.1706,9.7042,10.1644,10.0345,10.0819,9.2858,9.2157,9.269,8.2596,8.1762,8.3264
new_2078627_2079084,10.2176,10.6234,10.575,10.5202,10.4991,10.7299,8.9856,9.1496,8.9527,8.7827,8.7007,8.815
new_2079086_2079196,12.3523,12.5997,12.8586,13.7722,14.4426,13.9149,12.8066,13.0974,12.7035,13.1507,12.8424,12.532
BSU19040,11.4341,11.2578,11.2111,12.5972,12.3508,12.4046,11.4319,11.4265,11.603,9.9298,9.6862,9.686
BSU19050,11.3614,11.1791,11.3359,11.5002,11.2648,11.4642,11.4779,11.4535,11.5441,9.7171,9.6065,9.6638
BSU19060,11.7298,11.5437,11.6088,11.9371,11.6992,11.7972,11.9296,11.851,11.8888,10.3348,10.0471,10.1465
BSU19070,8.8705,9.095,9.1026,8.8827,8.6916,8.7625,8.8189,8.8094,8.7879,8.3041,8.0762,8.1556
BSU19080,9.2178,9.2925,9.2204,9.3009,9.0516,9.1609,9.0786,8.9774,8.9883,8.6804,8.4979,8.5498
BSU19090,7.3192,7.567,7.8109,7.8067,7.8696,7.767,7.8516,7.7449,7.713,7.5547,7.3793,7.3836
BSU19100,9.026,8.9968,9.1049,8.7698,8.7137,8.8573,9.2029,9.1505,9.1398,9.4396,9.277,9.4703
new_2084124_2084188,7.5934,7.7846,8.1656,7.1959,7.425,7.2907,7.2585,6.9305,7.0514,7.0936,7.0704,7.0489
BSU19110,9.1867,8.9506,8.8295,8.7719,8.951,8.3027,7.4291,7.5267,7.7022,7.474,7.6248,7.0725
BSU19120,11.1502,11.4266,11.4535,12.0543,11.7926,11.9306,11.3491,11.247,11.2723,10.8081,10.5416,10.4505
BSU19130,13.4891,13.7486,13.658,13.7256,13.4384,13.4322,13.4457,13.1767,13.2932,13.2886,13.2739,13.1869
BSU19140,12.375,13.2675,13.6044,12.3818,12.2339,12.3257,12.7263,12.5921,12.5813,12.1833,12.2104,12.2147
BSU19150,8.2894,8.3128,8.4733,10.3498,10.2351,10.0581,8.7804,8.6544,8.7241,13.5613,13.7438,13.7129
BSU19160,10.0581,10.0624,9.9768,11.2792,10.8834,11.0831,10.8833,10.627,10.7866,9.5859,9.5015,9.5489
BSU19170,12.6157,12.5967,12.7326,12.838,12.6907,12.9026,13.1113,13.1028,13.1192,11.5365,11.381,11.5942
BSU19180,8.9972,8.9381,9.2799,8.4217,8.4833,8.3573,8.3467,8.2572,8.2938,8.0092,8.3774,8.382
new_2090455_2090524,6.9294,7.0394,7.5227,7.0479,7.376,7.162,7.3482,7.0179,6.8757,7.2101,7.0214,7.1248
BSU19190,9.4531,9.393,9.5609,10.5577,10.4871,10.5284,9.7275,9.6922,9.7672,9.6512,9.6406,9.7656
BSU19200,8.7774,8.7304,8.8146,9.7729,9.6805,9.7438,9.0496,9.011,9.0355,8.9981,8.8494,8.9609
new_2092326_2092824_c,8.071,8.0927,7.9349,8.555,8.6568,8.2691,7.3781,7.3287,7.3588,7.8858,7.9622,7.9134
new_2092817_2093011,9.5571,9.6443,9.6738,8.2776,8.7138,8.5516,8.1967,7.958,7.9912,7.9816,7.7067,7.5134
BSU19210,13.6006,13.8623,14.0574,15.4943,15.3596,15.437,14.0904,13.7717,14.1072,16.004,15.7369,15.9538
new_2093013_2093780,8.278,8.3797,8.6005,7.5995,10.3582,8.7965,8.0985,8.4283,7.8937,8.0307,7.8879,7.5554
new_2093816_2094009_c,11.1718,11.3686,12.019,12.9788,12.7955,12.9798,11.5909,11.679,11.6981,10.8394,11.2134,11.2772
BSU19220,10.3554,10.4228,10.6202,11.8827,11.5929,11.7097,10.7358,10.5597,10.5479,9.9472,9.8156,10.0419
new_2095786_2095916_c,9.9729,10.0751,10.2994,10.8591,10.5583,10.513,10.0894,10.1918,10.4039,9.6497,9.6579,9.56
BSU_misc_RNA_32,13.6911,14.1146,14.1249,15.1168,15.7184,15.3333,14.08,14.4528,14.02,14.3254,13.8198,13.6337
new_2096129_2096321_c,6.9897,7.3117,7.4225,7.7009,8.0467,7.7171,7.7887,7.7677,7.5827,8.1002,8.1647,7.9932
BSU19230,11.2942,11.2068,11.5614,11.1344,10.9011,11.0911,12.2299,12.0611,12.3621,12.1688,12.1386,12.1014
BSU19240,10.2396,10.1517,10.2027,11.0191,10.7696,10.7489,10.0477,10.0023,9.9811,14.8922,14.8852,14.6696
BSU19250,10.1862,10.003,10.1608,10.3491,10.127,10.2258,10.0624,9.945,9.9169,12.2518,11.8662,12.2731
new_2098025_2098315_c,10.1114,9.9633,10.1168,10.2726,10.0577,10.0701,9.9069,9.9108,9.8849,12.1448,11.9151,12.2962
BSU19259,9.7118,9.6782,9.5526,9.7036,9.9307,9.4974,8.3823,8.2636,8.3682,8.6414,8.569,8.2496
BSU19260,10.2538,10.2485,10.4219,10.4141,10.1685,10.3498,10.0265,9.9516,10.0085,12.236,12.2064,12.5787
new_2098330_2098837,9.3838,9.126,8.98,9.1352,9.3724,8.8719,7.8703,7.9341,7.9021,8.2249,8.1069,7.7805
new_2098793_2098895_c,10.3963,10.4664,10.5434,10.7701,10.492,10.7,10.413,10.402,10.4447,12.6145,12.5695,12.8197
BSU19270,12.1902,11.849,11.6261,11.4474,11.6804,10.6507,8.8146,9.1094,9.2901,8.8839,9.0053,7.9105
new_2098897_2099422_c,10.2819,10.3128,10.6531,10.8151,10.895,10.8371,10.5666,10.5549,10.6091,12.9702,12.8645,13.1216
BSU19280,11.9948,11.597,11.3508,11.0787,11.5,10.5166,8.577,8.9118,9.1685,8.603,8.851,7.8022
BSU19290,13.2624,13.3856,13.7248,13.3063,13.2579,13.3994,12.9214,12.957,12.8598,14.7586,14.6058,14.7107
new_2099791_2099863_c,13.4363,13.8906,13.9203,13.7704,13.4444,13.811,13.265,13.5315,13.0571,15.1368,15.001,15.1613
new_2099865_2099968_c,13.4326,13.8558,13.9444,13.6006,13.2876,13.7385,12.5542,12.9819,12.5287,15.1323,14.9908,15.2097
BSU19300,12.4909,12.5974,12.7027,13.1863,12.9311,12.9516,13.1539,13.1582,13.0332,13.5611,13.4088,13.2902
new_2100391_2100457_c,7.9954,8.2603,8.6023,8.6468,8.3451,8.4367,8.0423,7.9744,7.9884,9.6407,9.1192,9.624
new_2100447_2100579,14.9529,15.1353,15.1408,15.3603,15.2301,15.3102,13.6939,13.748,13.671,14.3682,14.281,14.2823
BSU19310,13.6444,13.807,13.6245,14.1236,13.9607,14.0668,12.1853,12.353,12.4423,12.8847,12.8422,12.9265
BSU19320,9.6289,9.4476,9.0188,9.1511,9.3501,8.7892,7.6847,7.6827,7.9754,8.2333,8.2924,7.9332
BSU19330,9.4927,9.0981,8.7483,8.8775,9.1561,8.5073,7.4269,7.5213,7.5005,7.7683,7.8543,7.4098
new_2104902_2106408,7.7186,7.6583,7.5966,7.5987,7.8664,7.5732,7.1732,7.0408,7.0081,7.2772,7.1823,7.1181
BSU19340,10.4231,10.461,10.6753,11.1677,11.142,11.0848,11.1582,10.9067,11.3635,10.3313,10.3848,10.4222
new_2106316_2107474_c,7.8577,7.9182,8.1172,7.5637,7.935,7.8193,7.5247,7.5185,7.3414,7.4073,7.2549,7.25
BSU19350,11.5171,11.3675,11.4912,12.657,12.6485,12.4663,12.0764,11.9367,12.1041,10.172,10.2296,10.1054
BSU19360,14.9958,14.9293,15.0677,15.0832,14.8439,15.0844,14.9509,15.1379,15.0533,14.3774,14.0408,14.1825
BSU19370,15.1683,15.3072,15.3646,15.3749,15.0924,15.398,15.3201,15.3983,15.3091,14.639,14.3318,14.4556
new_2111720_2111836_c,9.4199,9.3594,10.1308,9.4914,9.7181,10.1219,9.6871,9.8809,9.8366,9.1117,9.0646,9.4855
BSU19380,11.2394,11.2503,11.3648,11.0531,10.9463,10.9842,11.1026,11.0881,11.2264,11.3919,11.2196,11.4468
BSU19390,11.6968,11.791,11.8999,11.5012,11.2746,11.5331,11.5324,11.5472,11.662,11.9093,11.6855,12.0083
BSU19400,10.3077,10.3024,10.3773,10.6067,10.35,10.5109,9.8851,10.0237,10.117,9.6592,9.6708,9.3539
BSU19410,13.0321,13.1176,13.2468,12.895,12.7533,12.9541,12.65,12.8237,12.8852,11.9883,11.7599,11.6348
new_2116747_2116967_c,13.3837,13.2715,13.3323,13.9371,13.5225,13.7484,11.5239,11.8636,11.6485,10.9975,10.7301,10.9784
BSU19420,10.2501,10.6081,10.7695,10.6628,10.4076,10.6319,9.9052,9.9555,9.9579,10.3901,10.206,10.5217
BSU19430,7.7787,7.5905,7.6129,7.4091,7.5675,7.4783,7.2612,7.0451,7.0218,8.3454,8.5914,8.251
new_2119128_2119278_c,8.0975,7.9191,7.9057,7.7023,7.8845,7.7002,7.4464,7.1645,7.214,9.0653,9.1927,8.8254
new_2119268_2119353,9.7108,9.7015,9.7561,9.8451,9.6317,9.4366,8.4675,8.5256,8.4902,8.1081,7.8909,8.1992
BSU19440,10.3043,10.1362,10.184,10.9142,10.8067,10.9209,10.6289,10.4985,10.8128,9.3999,9.3858,9.5427
BSU19450,10.2622,10.2376,10.4554,11.0145,10.8867,10.9731,10.7739,10.7381,10.9245,9.4582,9.3689,9.644
BSU19460,12.274,12.4542,12.5735,12.2328,11.9651,12.1324,12.1532,12.1585,12.1322,13.05,13.0424,13.0568
BSU19470,12.5737,12.8188,12.8346,12.6466,12.1364,12.4492,12.6724,12.612,12.5516,13.4989,13.2882,13.4494
BSU19479,12.73,12.8357,12.9853,12.6187,12.1678,12.6372,12.7094,12.7231,12.6576,13.7461,13.4122,13.5272
BSU19480,9.6707,9.6852,9.7108,10.8201,10.5642,10.6851,10.1349,10.05,10.0164,9.4394,9.0975,9.2706
new_2123802_2124020,7.9311,8.0279,8.1586,7.4357,7.5075,7.4103,7.098,6.9462,6.8846,7.1523,7.0952,7.0567
BSU19490,9.7644,9.5753,9.9915,7.7381,8.1535,7.6802,7.2708,7.0036,7.0371,7.2503,7.1177,7.0568
BSU19510,10.2675,10.3004,10.9799,7.7114,8.2878,7.7722,7.5475,7.3103,7.3535,7.3578,7.3104,7.3444
BSU19520,6.7074,7.0512,7.2074,7.0706,7.2915,7.2829,7.2051,6.9678,6.8305,7.042,6.9274,7.0182
new_2126185_2126320_c,6.6177,7.0014,7.2151,7.0273,7.3095,7.2933,6.9929,6.8674,6.8344,7.0026,6.9887,6.9949
new_2126442_2126548,8.6646,8.9167,8.9993,9.6822,9.5567,9.5032,9.069,8.7496,8.6925,9.9581,9.5852,9.6421
BSU19530,8.1097,8.2651,8.2935,8.9455,8.9376,8.8692,8.218,8.1387,8.0823,8.949,8.6474,8.8346
BSU19540,10.0771,10.0393,10.0249,10.9685,10.839,10.8593,10.1413,10.2823,10.267,10.695,10.524,10.3572
new_2127740_2127812,12.7374,13.0965,12.9983,13.6039,13.2524,13.6347,12.9931,13.0339,12.9965,13.5609,13.6243,13.4971
BSU19550,11.608,11.9617,12.2826,12.714,12.5944,12.6388,12.1235,12.0429,12.1907,12.6878,12.482,12.2346
BSU19560,8.8188,8.9071,8.9996,8.9875,8.8627,8.8329,8.9916,8.8629,9.1668,9.8152,9.9524,9.7382
BSU19570,9.7735,9.8922,9.9826,9.697,9.4985,9.4234,9.8304,9.744,9.7754,10.6029,10.5089,10.6186
BSU19579,12.993,12.7504,12.6623,13.296,13.2783,13.0235,13.3422,13.1235,13.4095,10.9926,10.9122,10.9639
BSU19580,12.4096,12.2143,12.3644,12.9125,12.9457,12.8296,12.8724,12.7453,13.0433,10.6133,10.6992,10.6703
BSU19590,13.353,13.5007,13.5812,13.7286,13.4605,13.6821,13.1924,13.3098,13.2896,13.3552,13.1628,13.3722
BSU19600,9.1228,9.2212,9.8714,7.7185,8.0194,7.7414,7.8865,7.7027,7.6958,7.8487,7.7375,7.925
BSU19610,10.0683,9.9573,10.5614,8.1717,8.5612,8.1375,8.1519,7.7112,7.628,8.2802,8.3213,8.3236
BSU19620,10.9825,11.1393,11.2301,11.2407,10.9627,11.1354,11.0699,11.0714,10.9597,10.7661,10.47,10.6032
new_2135388_2135469_c,11.2911,11.266,11.4829,11.4635,10.9826,11.133,11.2243,11.1923,11.2535,10.9838,10.656,10.9416
BSU19630,11.7792,11.8371,11.893,11.9,11.7913,11.9563,11.7953,11.8579,11.8167,11.6242,11.4633,11.618
new_2136172_2136261_c,11.9094,12.2031,11.8088,12.4409,12.0782,12.3209,12.4315,12.4304,12.2643,11.9107,11.8417,11.9738
BSU19639,8.3862,8.1861,8.1512,7.6042,7.7934,7.6948,7.2534,7.0956,7.0865,7.3336,7.3086,7.3627
BSU19640,10.6578,10.622,10.5249,11.4174,11.3134,11.2393,9.8821,9.9029,10.0491,9.2503,8.9577,9.0288
BSU19650,8.8742,9.077,9.1146,9.5195,9.3768,9.4157,9.3707,9.318,9.398,8.7832,8.8334,8.8705
BSU19660,10.2937,9.8968,9.6935,9.9964,10.1361,9.2905,8.2397,8.3515,8.5149,8.497,8.6595,8.0408
new_2137815_2138036_c,7.8928,7.9963,8.409,7.7956,8.1064,7.8055,7.632,7.4259,7.4007,7.8736,7.7065,7.8462
BSU19669,8.5209,8.5921,8.143,8.7975,8.9275,8.3234,7.4689,7.704,7.7573,7.5544,7.3854,7.1364
BSU19670,8.8659,8.7745,9.5307,8.3747,8.4317,8.235,8.0188,7.8261,7.8328,8.205,8.1779,8.4255
new_2138041_2139052,7.8983,7.89,7.7374,7.9985,8.4312,8.071,7.4119,7.4481,7.5122,7.7652,7.852,7.4697
BSU19680,10.7493,10.7977,10.8596,12.0595,12.0931,11.8712,10.4208,10.452,10.3904,11.051,10.8065,10.721
BSU19689,9.4605,9.1544,9.0248,8.7108,8.8058,8.3055,7.4308,7.4111,7.6788,7.4714,7.5256,7.3005
BSU19690,9.5239,9.2595,8.8893,8.5833,8.7295,8.3295,7.401,7.3528,7.5567,7.4089,7.457,7.2454
BSU19700,9.321,8.9079,8.6415,8.3411,8.4816,8.0192,7.2657,7.2193,7.3871,7.3255,7.3136,7.1617
BSU19710,9.1303,8.9602,8.5898,8.3913,8.5721,8.1398,7.3509,7.2901,7.4271,7.3915,7.4295,7.1849
BSU19720,9.5131,9.0672,8.7636,8.728,8.8171,8.346,7.3946,7.5709,7.5755,7.3307,7.391,7.1198
BSU19730,9.3048,9.0496,8.5272,8.4737,8.718,8.2088,7.3938,7.3347,7.4605,7.1821,7.25,6.9531
BSU19740,9.7315,9.3005,8.9267,8.7385,9.0288,8.3952,7.4082,7.4311,7.6556,7.244,7.2519,6.9287
BSU19749,11.1705,11.3188,12.2168,9.174,9.4827,9.0198,10.6356,10.5958,10.7338,9.1988,9.1586,9.0813
BSU19750,10.6107,10.4657,10.9172,9.2455,9.0924,9.1394,11.2396,11.1291,11.2823,9.5346,9.6152,9.4521
BSU19760,9.3317,9.2275,9.5664,8.0702,8.014,7.8608,9.3346,9.464,9.399,8.3019,8.2245,8.1842
BSU19770,9.6549,10.1639,10.8665,7.4201,7.8641,7.3133,7.1999,6.8806,6.813,7.0702,6.977,7.0722
BSU19780,11.481,11.321,12.2236,7.9158,8.7523,7.7357,7.5276,6.9008,7.1966,7.1532,7.2443,7.5516
BSU19790,10.4969,10.6265,11.4534,7.712,8.439,7.5336,7.5261,7.0614,7.2208,7.3459,7.4624,7.5118
BSU19800,7.9737,8.2657,8.2282,8.1515,8.1477,8.2124,7.7564,7.5835,7.4974,7.6264,7.557,7.5438
BSU19810,9.1839,9.2848,9.8239,7.4546,7.8107,7.5723,7.7312,7.5377,7.4927,7.4097,7.2861,7.525
BSU19820,8.8569,8.562,8.8151,8.0545,8.343,8.0143,7.3203,7.101,7.2709,7.3905,7.156,7.1439
BSU19830,6.9029,7.1848,7.3748,7.5075,7.5526,7.4561,7.5082,7.2433,7.271,7.3794,7.3273,7.2507
new_2152853_2153170_c,6.9332,7.1329,7.3669,7.432,8.3361,7.7079,7.5053,7.3421,7.26,7.2298,7.1591,7.1839
BSU19840,10.4289,10.3769,10.5304,11.2333,11.1596,11.0883,10.1169,10.0999,10.2305,9.0138,8.8442,8.8185
new_2153170_2153718,9.3419,9.4854,9.5095,9.6213,9.5252,9.5679,9.1086,9.1618,9.6293,8.3808,8.2805,8.4194
BSU19850,6.8773,7.1803,7.4535,7.4345,7.5043,7.3421,7.5226,7.2285,7.2329,7.3582,7.3261,7.2652
new_2153357_2153439_c,6.9719,7.5014,7.8311,7.4781,7.6985,7.3645,7.5384,7.2911,7.3696,7.3904,7.3772,7.3639
BSU19860,7.4102,7.7737,7.9316,7.6474,7.7796,7.678,7.7682,7.4944,7.6422,7.5802,7.5476,7.472
BSU19870,7.4478,7.9208,8.1424,7.673,7.7774,7.6362,7.7656,7.4376,7.623,7.3761,7.5018,7.4143
BSU19880,7.791,8.0757,8.4044,7.9967,8.0381,8.3256,7.9061,7.8523,7.845,7.5802,7.571,7.5101
BSU19890,7.8245,8.0627,8.4639,8.0051,8.032,7.9535,7.9141,7.9177,7.8722,7.6786,7.6611,7.5868
BSU19910,7.8896,8.2836,8.6931,8.2551,8.1527,8.1566,8.2217,7.9924,7.9683,7.8538,7.7291,7.763
BSU19920,7.9085,8.3674,8.6777,8.3601,8.1506,8.1816,8.1341,8.0222,8.0551,7.7778,7.6743,7.7212
BSU19930,7.8469,8.1442,8.4499,7.9829,8.0497,7.8411,7.9213,7.6404,7.6872,7.6149,7.6033,7.4892
BSU19940,7.5929,7.9008,8.2671,7.7635,7.83,7.6382,7.7182,7.4839,7.5103,7.4489,7.4225,7.4169
new_2156121_2156756_c,7.9775,8.4216,8.8494,8.008,8.0837,8.1783,7.9898,7.8528,7.853,7.7767,7.7139,7.6961
BSU19950,9.8598,9.6462,9.1573,8.5549,8.8884,8.415,7.6402,7.5815,7.6555,7.5265,7.6171,6.9946
BSU19970,8.362,8.7213,9.4418,8.8153,8.4665,8.5216,8.771,8.617,8.6175,8.1761,8.0048,8.0427
new_2157111_2157231_c,8.9053,9.2077,9.4736,9.1176,8.5142,9.17,9.0378,9.0501,9.1282,8.8594,8.7816,8.3758
new_2157233_2157340_c,6.7961,7.4466,7.494,7.4103,7.7347,7.3906,7.6848,7.1132,7.3626,7.598,7.3171,7.5882
BSU19980,6.6768,7.0368,7.4081,7.2306,7.31,7.299,7.3737,7.1256,7.1009,7.2899,7.2473,7.3387
new_2157683_2157828_c,7.0791,7.4311,7.7002,7.5073,7.651,7.6829,7.6229,7.5065,7.5307,7.5407,7.6749,7.6043
BSU19990,8.0387,8.4269,8.6875,8.3944,8.1874,8.3826,8.4352,8.2642,8.2348,8.0365,8.1464,8.0863
BSU19999,8.3363,8.6102,9.1188,8.659,8.5897,8.5062,8.5613,8.4471,8.4856,8.1108,8.3011,8.1712
new_2158288_2158723_c,8.8673,9.1322,9.3224,9.2549,9.3107,9.36,9.0415,9.1298,9.1723,8.7633,8.9285,8.9417
BSU20000,10.8573,10.2729,10.4406,11.8188,11.8404,11.8922,11.3949,11.4381,11.4149,10.7602,10.9205,11.0789
new_2158685_2158869,10.3732,9.8114,10.4834,11.0572,10.86,11.2259,10.6316,10.7739,11.0328,10.4669,10.541,10.5307
BSU20010,9.7825,9.8732,10.2324,10.3359,9.9613,10.1407,9.9922,9.9777,9.9806,9.3376,9.3336,9.2933
BSU20020,7.4673,7.7404,7.8623,7.9372,7.8967,7.9782,7.9644,7.8187,7.8288,8.2113,8.1755,8.2745
BSU20030,7.3981,7.5632,7.8154,7.7949,7.6987,7.7856,7.7796,7.4946,7.5637,7.9597,8.0369,7.8898
BSU20040,7.3009,7.455,7.696,7.7834,7.7692,7.7168,7.7429,7.4795,7.6564,7.6722,7.6692,7.6432
BSU20050,7.3843,7.6139,7.8038,8.1719,8.0126,7.9352,7.9829,7.641,7.8963,7.8427,7.7803,7.7277
new_2161801_2162107_c,7.5808,7.7152,8.0082,7.939,8.0315,7.9253,8.2094,7.9445,8.315,8.0887,7.9535,7.9746
BSU20060,6.9972,7.339,7.5253,7.383,7.5214,7.4373,7.6472,7.3917,7.4425,7.4536,7.337,7.3588
BSU20070,6.9336,7.2847,7.4766,7.3719,7.4728,7.3938,7.5965,7.3424,7.3434,7.2431,7.1799,7.3123
BSU20080,6.8843,7.2281,7.4589,7.2256,7.3237,7.28,7.3428,7.1403,7.1068,7.1602,7.0903,7.0581
new_2166326_2166412_c,7.3776,7.6643,7.7463,7.479,7.4474,7.3499,7.5594,7.2804,7.3392,7.2935,7.2511,7.231
BSU20090,7.1242,7.6488,7.7888,7.465,7.4622,7.4471,7.583,7.277,7.3399,7.2819,7.2395,7.1902
BSU20100,7.0772,7.5179,7.745,7.3803,7.4341,7.3257,7.5278,7.2444,7.3373,7.2823,7.1245,7.1966
BSU20110,7.1997,7.5179,7.8097,7.387,7.4307,7.3296,7.577,7.19,7.3612,7.2732,7.1755,7.2511
BSU20120,7.3184,7.726,8.0139,7.5238,7.5329,7.4133,7.7091,7.4059,7.4715,7.3568,7.2505,7.3156
BSU20130,7.496,7.8948,8.0907,7.6208,7.5801,7.5003,7.7768,7.5551,7.4989,7.427,7.3525,7.4157
BSU20140,7.545,7.9695,8.3699,7.7135,7.7256,7.7567,7.9207,7.7783,7.7885,7.6102,7.5536,7.6045
BSU20150,7.3723,7.6732,7.8849,7.4722,7.6744,7.6633,7.8011,7.5001,7.4597,7.5012,7.399,7.3152
BSU20160,7.3489,7.6427,7.8584,7.3908,7.595,7.3436,7.7992,7.487,7.54,7.3244,7.298,7.3823
BSU20170,7.4906,7.8833,8.1275,7.5364,7.5755,7.5121,7.7498,7.5174,7.584,7.4028,7.3123,7.3965
BSU20180,7.6657,8.0181,8.2479,7.5678,7.5286,7.4996,7.8353,7.457,7.5301,7.3993,7.2625,7.2667
new_2169677_2170029_c,7.7097,8.0596,8.4459,7.5491,7.545,7.5062,7.8328,7.4292,7.5707,7.4259,7.1484,7.2398
BSU20190,8.4613,8.1245,9.0392,7.0514,7.7534,7.2352,7.1176,6.9537,6.852,7.079,6.8769,6.9563
new_2169927_2169994,8.3449,8.1352,9.0537,7.0838,7.8189,7.2548,7.1142,6.9973,6.8797,7.1409,6.9307,6.9628
BSU20200,7.8092,8.1608,8.4469,7.8102,7.7546,7.7352,7.9248,7.8513,7.7466,7.4986,7.3754,7.3743
