LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,G135_1,G135_3,G150_1,G150_2,G150_3,G180_1,G180_2,G180_3
BSU17380,13.7359,12.7902,12.6558,13.8081,13.5245,13.7704,14.2616,12.3166,13.6858,14.376,14.4376,14.2389,14.5849,13.4752
BSU17390,13.6022,13.0103,12.8386,13.7436,13.3642,13.9017,14.4009,12.647,13.5201,14.253,14.219,14.1261,14.4263,13.5056
new_1872092_1872751_c,7.2031,7.1691,7.3552,7.1549,7.1516,7.2842,8.3956,8.1413,7.67,7.3376,8.2543,7.7048,7.2514,7.8747
BSU17400,12.4969,11.9362,11.5016,12.7393,12.2069,12.3747,13.2748,11.3973,12.404,13.0993,13.2402,13.1375,13.6651,12.2717
new_1872786_1873153,8.1893,7.8136,7.7753,8.41,9.1708,8.8953,9.3965,8.2237,8.7446,9.5812,9.3312,9.3039,9.4952,8.6853
BSU17410,8.4816,8.2923,8.0749,8.2313,8.3083,8.3919,8.476,7.9987,8.3524,8.5057,8.709,8.6011,8.6166,8.0165
new_1874062_1874202,8.3941,7.9492,7.9766,8.5825,8.9483,8.8623,9.5943,8.4045,8.7557,9.6579,9.499,9.538,10.1189,8.8041
BSU17420,8.0995,7.8203,7.7857,8.5352,8.4826,8.5517,9.062,8.1487,8.3951,9.2425,9.0246,9.0945,9.5612,8.4133
BSU17430,11.9424,11.3661,10.7885,12.082,12.0496,11.9836,12.1432,10.1609,11.7433,12.3158,12.383,11.8593,12.509,10.926
BSU17440,12.1756,11.6762,11.5008,12.2603,12.0226,12.2312,12.0924,9.8927,11.8093,12.3974,12.5841,11.8576,12.4639,11.047
BSU17450,14.8165,14.776,14.5868,15.1427,14.5989,14.5546,15.8434,14.0967,14.7168,15.6955,15.6033,15.5884,16.1271,15.2217
BSU17460,14.6095,14.8841,14.5423,15.0933,14.779,14.9375,15.1987,13.4941,14.1968,15.0128,14.7498,14.8238,15.1988,14.2287
new_1879781_1880041,8.1908,8.6186,8.5899,8.8236,10.3661,8.4349,9.6318,8.6147,8.6237,9.964,9.0977,9.4723,9.7719,9.0276
BSU17470,8.7537,8.951,8.8095,8.9751,10.4983,8.8282,9.7119,8.4925,8.7364,9.9125,9.034,9.3553,9.683,8.9154
new_1880378_1880622,8.7365,8.8315,8.6479,8.7725,10.1234,8.6738,9.4924,8.4575,8.6405,9.5898,9.0515,9.2512,9.6788,8.8364
BSU17480,8.6561,8.5929,8.5504,8.766,9.8144,8.5629,9.2654,8.4098,8.5905,9.3691,8.9024,8.9732,9.2293,8.7319
BSU17490,7.7887,8.0853,7.7714,7.5481,8.4979,7.6924,8.5627,7.7396,7.7914,8.2924,8.105,8.0913,8.146,7.6236
new_1881406_1881535,12.1788,12.1819,12.1885,11.6486,12.157,12.1003,10.927,8.851,11.1482,11.4388,11.3537,10.8269,10.6101,9.8942
BSU17500,11.5371,11.5164,11.3991,11.3063,11.4567,11.3654,10.4228,8.8528,10.7037,10.9298,10.6656,10.3835,10.5716,9.5482
BSU17510,11.3327,11.1925,11.1434,10.8484,11.1534,11.1884,10.371,8.8637,10.1852,10.3595,10.2748,9.821,9.9712,9.4893
BSU17520,8.6363,9.042,8.8995,7.9272,8.4482,8.1604,8.1324,7.619,8.1845,7.9689,8.3045,7.9797,7.7912,7.5607
new_1884169_1884237,11.37,11.5904,11.2425,10.9075,11.1079,10.6723,10.3155,8.7002,10.4773,10.4498,10.6336,10.0594,9.9647,9.3008
BSU17530,11.0976,11.2477,11.049,10.6137,11.0069,10.214,10.2453,8.7644,10.3522,10.2536,10.5771,9.7535,9.8997,9.3158
new_1884880_1884967,10.6363,11.0592,10.869,10.5493,10.5137,10.0965,9.8301,8.2497,9.9376,9.9604,10.2252,9.495,9.4877,8.9786
BSU17540,10.6018,11.133,10.9421,10.4918,10.4934,10.101,9.8082,8.2501,9.9188,9.8664,10.195,9.4645,9.4758,9.0426
BSU17550,10.7243,11.0437,11.0119,10.3999,10.3707,10.0915,9.8193,8.2279,9.8098,9.7039,9.9806,9.3099,9.4664,8.9165
BSU17559,10.5446,11.0721,10.837,10.311,10.4217,10.2314,10.0878,8.2626,9.8931,9.8451,10.1169,9.4498,9.7632,9.1194
new_1885918_1886056,10.5534,11.0842,10.7767,10.2227,10.393,10.2503,9.958,8.2456,9.8937,9.8827,10.2121,9.5865,9.7424,9.1645
BSU17560,10.5202,11.169,10.7438,10.0155,10.4073,10.3569,9.9161,8.6959,9.6681,9.8092,10.2108,9.5933,9.6762,9.1734
new_1886528_1887351,8.4018,9.5721,9.0604,8.051,8.0615,8.4646,8.1807,7.6358,8.0716,7.7526,8.3464,7.7801,7.4577,7.5667
BSU17570,8.802,9.2019,8.9763,7.2221,7.4531,7.4741,7.8692,7.5428,8.2638,7.6466,8.3925,7.5722,7.4355,7.2919
BSU17580,9.4536,9.9334,9.6326,7.8412,7.9164,8.0186,8.1877,7.6873,8.765,8.2796,8.9642,7.9807,8.0379,7.6091
new_1888890_1889195_c,7.1008,7.2992,7.4204,6.9661,6.951,7.0262,7.7377,7.5044,7.4316,6.8763,7.7787,7.347,6.7843,7.1269
BSU17590,10.4047,10.7198,10.3728,9.7524,10.0999,9.8181,9.5197,8.4342,9.4766,9.6183,9.7239,9.1989,9.4539,8.9331
new_1891565_1891743_c,11.3387,11.2825,11.2111,10.5409,11.0156,10.7293,10.3967,8.7731,10.3645,10.3968,10.5903,10.068,9.9075,9.7079
new_1891803_1891907,12.1671,12.8724,13.1494,7.7139,9.0941,9.974,9.6197,8.0229,10.6597,10.2829,10.894,8.9828,9.9672,8.3581
BSU17600,11.3113,12.1694,11.6864,8.6838,8.5944,8.8999,9.5897,8.2267,10.3238,9.8728,10.5049,9.0419,9.4111,8.4977
new_1893246_1893320,11.1584,12.045,11.9212,8.8584,8.5751,8.9587,9.4969,8.2354,10.1812,9.7085,10.7133,8.975,8.8043,8.7869
BSU17610,10.8227,11.6679,11.3731,8.61,8.6271,8.9165,9.389,8.1979,9.8853,9.4754,10.1341,8.986,9.2954,8.5526
new_1894896_1895211,10.9829,11.9458,11.5732,8.6447,8.6523,8.9826,9.5303,8.2242,10.0208,9.7798,10.4967,9.1338,9.5264,8.7807
BSU17620,10.0238,10.0164,9.6764,9.758,9.77,10.232,9.3934,8.4241,9.3245,9.5361,9.3986,10.2325,10.3788,9.6035
new_1896225_1896423,8.8777,8.2912,8.1505,8.2038,8.9172,8.5173,8.925,7.9668,9.045,8.8178,9.3461,8.6499,9.2161,8.4411
BSU17630,8.2737,7.8535,7.7263,7.7552,7.911,7.7499,8.3531,7.7618,8.3217,8.1488,8.547,8.2393,8.3066,7.7637
BSU17640,7.178,6.8756,7.2181,7.0624,6.9595,7.1322,7.8612,7.6014,7.5787,7.5653,7.763,7.6388,7.3753,7.3643
new_1899126_1899205_c,7.5511,7.3494,7.9087,7.5935,7.0174,7.0926,8.1267,7.5962,7.8938,8.0423,8.0866,8.029,7.8316,7.5479
BSU17650,11.9046,11.4106,11.1341,10.4065,10.9216,10.9892,10.829,9.0693,11.4103,11.4953,11.6216,11.1722,11.5754,10.3578
BSU17660,11.7101,11.3856,10.9815,10.8992,10.9573,11.0902,10.7871,9.0975,11.1383,11.3532,11.4303,10.8306,11.2282,10.1262
new_1900263_1900568_c,8.8191,10.0471,8.9795,8.6524,8.5882,8.0823,8.392,7.711,8.2835,8.2877,8.6388,7.7326,7.5196,7.7514
new_1900515_1901611,11.486,11.0839,11.0091,10.8479,10.4728,11.0427,11.0745,9.1252,10.9813,11.2841,11.5862,10.7971,11.1142,10.1104
new_1900570_1900855_c,11.4365,11.8843,11.2339,10.2566,11.0978,10.8079,9.5889,8.204,10.023,10.49,10.3002,8.98,9.0888,8.7885
BSU17670,8.5973,9.0436,8.6992,8.0471,8.4183,8.4065,9.1693,8.7616,8.3869,8.5072,8.985,8.2129,8.1485,9.1792
BSU17678,11.8129,11.4486,11.2835,10.8225,10.9003,11.0922,11.4095,9.7805,11.5145,11.5923,11.9875,11.3951,11.5354,10.8733
new_1901738_1901854,11.7603,11.3665,11.2004,10.793,10.6684,10.847,11.3706,9.7868,11.2414,11.5274,11.887,11.3082,11.5618,10.7454
new_1901856_1902166,11.0918,10.8861,10.6908,10.2882,10.007,10.5101,10.9275,9.2272,11.0531,11.1666,11.4695,10.8569,11.1937,10.2975
BSU17680,11.0141,10.9065,10.5538,10.545,10.4399,10.6425,10.6046,9.1429,10.674,10.9692,10.8977,10.5408,11.0511,9.82
new_1903165_1903471_c,9.8896,10.3436,9.9858,9.2962,9.8737,9.6977,9.299,8.1387,9.033,9.3201,8.9102,9.0483,9.1871,8.7142
new_1903330_1903490,8.3213,8.1449,7.832,7.8222,7.696,7.8547,8.5079,8.0838,8.1305,8.5176,8.5204,8.1147,8.2951,7.8748
BSU17690,11.2214,11.7546,11.5668,9.8192,10.76,10.5164,9.3283,8.2322,9.6521,10.052,9.5915,9.4889,9.7429,8.7322
new_1904268_1904392_c,9.9696,8.681,8.4753,9.1967,9.857,9.5279,9.5119,8.2302,9.4774,9.9823,9.7635,9.6994,9.9578,9.1539
BSU17699,10.007,8.6255,8.4372,9.2225,10.0415,9.563,9.4956,8.2266,9.4738,10.0046,9.6779,9.6663,9.8884,9.2076
BSU17700,9.1646,9.3624,8.6845,8.6703,9.1473,9.1228,10.4622,10.4923,9.4556,9.9159,10.0813,9.2256,9.3949,10.4468
BSU17710,12.026,12.3865,11.8416,11.7042,11.6955,11.7513,9.9394,8.7035,9.8843,10.6364,9.7556,10.4542,10.6801,10.4059
new_1905706_1905808,7.2294,7.1215,7.2299,7.2685,7.3104,7.3289,7.8877,7.5667,7.6329,7.6333,7.7532,7.8102,7.5459,7.4864
BSU17720,7.1581,6.9627,7.2123,7.0922,7.0862,7.2659,7.6871,7.5167,7.4322,7.2054,7.53,7.544,7.3657,7.1716
new_1906208_1907012,7.2675,7.2137,7.3592,7.1797,7.0866,7.3478,7.5846,7.6648,7.3579,7.1443,7.4335,7.3464,7.2737,7.5341
BSU17730,12.3329,12.4517,12.0285,11.9212,12.4468,12.1825,11.1223,9.9266,11.0297,11.5853,10.3729,11.4736,11.8482,10.5762
BSU17740,8.3524,8.4415,8.3002,8.0005,8.587,8.5326,8.3869,7.6984,7.9579,8.0777,8.035,8.2488,8.2269,8.1319
new_1907202_1907287,8.4061,8.464,8.3361,7.9657,8.5316,8.4797,8.2401,7.692,7.8425,8.0091,7.9097,8.1908,8.1931,8.125
new_1907334_1907493,7.0541,6.9111,7.1512,7.1136,7.1631,7.33,7.7503,7.6673,7.4638,7.1762,7.585,7.5587,7.1691,7.2041
BSU17750,7.0889,6.8679,7.136,7.0381,7.0688,7.163,7.3868,7.4293,7.3837,7.0464,7.3757,7.3301,7.0938,7.0235
BSU17760,7.2056,6.9826,7.2242,7.0939,7.1552,7.2548,7.5289,7.4232,7.371,7.2128,7.4414,7.3344,7.1757,7.1295
BSU17770,7.6299,7.3946,7.5375,7.5092,7.6083,7.6337,7.9465,7.6098,7.7173,7.5084,7.8532,7.7035,7.6257,7.3316
BSU17780,10.2317,9.9821,9.7146,10.2423,10.3097,10.0428,9.1119,8.0936,9.5126,9.7979,9.6683,9.1488,9.0478,8.4211
new_1912142_1913240_c,6.9615,6.8029,7.1273,6.8519,6.9034,7.0381,7.3354,7.4155,7.2831,6.8437,7.5512,7.1797,6.8288,7.0236
BSU17790,10.5954,10.5047,10.2938,10.2395,10.5424,10.3013,9.7117,8.2415,9.7872,10.1385,10.1826,9.4405,9.4594,8.7809
BSU17800,10.391,10.2176,9.8275,10.1652,10.0368,10.0616,9.5097,8.2316,9.6084,9.8101,9.7702,8.8315,9.0165,8.4958
new_1914233_1914999_c,7.0884,7.1087,7.2861,7.0802,6.9608,7.1564,7.4468,7.5265,7.3832,6.7932,7.5699,7.1563,6.8573,7.0687
BSU17810,10.5841,10.4194,10.3022,10.5104,10.3199,10.4554,10.0716,8.6162,9.8971,10.1613,10.1634,9.4965,9.9308,8.8965
new_1915001_1915132_c,8.2224,8.077,7.8149,7.846,7.8312,7.9919,8.0062,7.6302,7.5955,7.3475,8.1045,7.6044,7.0616,7.2126
new_1915122_1915220,7.1058,6.8734,7.204,7.041,7.1054,7.1911,7.6883,7.5179,7.4682,7.0476,7.4924,7.3887,7.0775,7.1062
new_1915134_1915264_c,8.0234,8.0503,7.8209,7.8536,7.883,7.9755,7.771,7.5609,7.551,7.3017,8.036,7.5644,6.9996,7.2259
BSU17820,7.0409,6.9601,7.1225,6.9892,7.0525,7.1519,7.4881,7.5004,7.3406,7.0584,7.4089,7.2973,7.0837,7.0288
new_1915794_1916005_c,7.0496,7.0202,7.1614,7.0727,6.9619,7.0474,7.5895,7.3673,7.5199,7.048,7.562,7.3727,6.9928,7.0399
new_1916003_1916622,7.1855,6.9809,7.2483,7.1445,7.1631,7.2672,7.8362,7.5872,7.5883,7.2894,7.7636,7.635,7.3108,7.1144
BSU17830,7.2995,7.3094,7.3911,7.0776,7.1686,7.1271,7.7888,7.5456,7.6335,7.2188,7.9818,7.6819,7.2074,7.3636
BSU17840,11.1512,11.5077,11.2606,10.5262,10.6876,10.6013,10.6523,8.9034,10.8499,10.9605,10.468,10.1921,10.4527,9.6692
new_1917098_1917430,11.0934,11.4278,11.2204,10.5754,10.5206,10.6175,10.7071,8.9835,10.7521,10.8131,10.3513,10.0004,10.0959,9.633
new_1917432_1917610,10.466,11.0431,10.7953,10.4586,10.3042,10.2254,9.9391,8.8241,9.7624,10.2997,9.8745,8.8907,9.3955,8.9227
BSU17850,13.1558,13.0267,12.78,13.1296,13.1592,13.0026,12.648,11.3348,12.5621,12.9862,12.5878,12.5579,12.8275,11.8646
BSU17860,10.3631,9.9559,9.808,9.9921,9.5191,9.7873,9.8904,8.4969,9.7555,10.4281,10.0317,10.0029,10.2717,9.2484
BSU17870,10.2912,10.0062,9.7321,10.0467,9.4452,9.8168,9.9606,8.5107,9.7416,10.4289,10.0405,10.0265,10.3457,9.1003
BSU17880,13.4184,12.9534,12.6012,13.3503,13.5637,13.0148,13.0722,11.805,12.6125,13.3287,13.2124,13.0732,13.1201,12.6092
new_1919693_1919828,12.8381,12.6743,12.4167,11.7458,13.0554,12.2636,12.4107,10.5503,12.2753,12.5149,12.5497,12.1758,12.3088,11.7239
BSU17890,15.0494,15.0744,15.0374,14.6038,14.69,14.717,14.4752,12.6747,14.5389,14.7252,14.5951,14.1063,14.3561,13.4522
new_1921866_1922524_c,7.4929,8.1866,7.9192,7.392,7.2912,7.3465,7.8358,7.5244,7.9055,7.1441,8.7438,7.9368,6.9494,7.1755
BSU17900,8.5955,8.7532,8.6622,8.3302,10.4825,8.5784,8.9178,7.9489,8.6871,8.8027,8.9849,8.5445,8.7638,8.0906
BSU17910,15.9767,15.7255,15.1275,15.457,15.9539,15.5938,15.1684,13.6641,15.0821,15.9442,14.9361,15.0956,15.5065,14.9076
new_1922824_1923123,10.0642,9.1884,9.1667,9.5801,9.6676,10.017,10.6044,9.0715,9.7367,10.8281,10.1948,10.4548,10.6502,10.1631
BSU17920,10.8865,11.2951,10.6586,10.7048,10.4036,10.4543,9.8232,8.7035,9.4228,10.2585,10.1265,10.3485,10.3628,9.7125
new_1923125_1923233,10.4535,9.9265,9.549,9.5116,10.0125,10.3353,10.9505,9.1869,10.0839,11.1602,10.3187,10.9204,11.2952,10.4472
BSU17930,9.4411,9.0767,8.926,9.4964,9.1792,9.4075,9.8758,8.7346,9.1883,10.3486,9.4126,9.5311,10.0013,9.192
BSU17940,11.3091,11.1869,10.617,11.2663,11.0444,11.021,10.9132,9.6447,10.4845,11.3042,10.7395,10.8574,11.0264,10.3511
BSU17950,12.3156,12.3806,12.1131,12.0675,12.1075,12.2843,12.1552,10.9255,11.6875,12.2266,11.6077,11.7815,12.155,11.684
BSU17960,11.0237,11.0954,10.7331,10.8681,11.0397,10.9874,10.3397,9.3034,10.4126,10.8568,10.1711,10.6785,10.9978,10.1883
new_1925453_1925538_c,9.68,9.7979,9.3083,8.1921,9.1409,9.4237,8.3624,7.6483,8.4647,8.8021,8.2787,8.1493,8.978,7.883
new_1925528_1925637,7.8181,7.7355,7.8324,7.452,7.7236,7.6421,8.9608,8.0796,8.086,8.3886,8.4688,8.3036,8.4566,8.8736
new_1925540_1925623_c,7.0262,6.8585,7.1802,7.0876,6.9903,7.1149,8.1393,7.6241,7.5775,6.8416,8.3011,7.6978,7.0273,7.1105
BSU17970,7.3476,7.5641,7.4996,7.0912,7.6166,7.6835,7.4047,7.6026,7.5685,6.9176,8.0536,7.6177,7.108,7.2469
BSU17980,7.0741,6.9909,7.3392,6.9917,7.0645,7.1974,7.6541,7.6511,7.6917,6.9806,8.1556,7.5671,6.8529,7.0987
BSU17990,7.1252,7.1078,7.354,7.02,7.1434,7.205,7.6981,7.64,7.7778,6.9324,8.6873,7.6627,7.0153,7.0899
new_1926452_1926585,8.6784,8.6806,8.5052,8.3281,8.3432,8.5665,9.1059,8.1365,8.8825,9.2655,8.8465,8.6952,8.7169,8.8977
new_1926587_1926679,14.3651,15.8366,15.9366,8.6472,13.0626,13.2879,11.2653,9.561,12.6648,12.6888,13.0117,11.4866,11.9811,10.5797
BSU18000,12.8471,14.4924,14.4156,11.1547,11.0694,11.419,10.1683,8.9449,11.1115,11.1628,11.2332,9.8864,10.2736,9.2705
new_1929410_1929480,11.2353,12.7688,12.5623,9.3864,8.7287,9.1635,8.8867,8.004,9.7306,9.5956,10.2659,8.4795,8.7669,8.2132
BSU18010,11.1759,12.6119,12.6101,9.0039,8.5346,9.038,8.7584,8.0078,9.6228,9.4299,10.1837,8.2973,8.5478,8.078
BSU18019,7.7213,8.4557,7.9206,7.1706,7.2224,7.3057,8.5974,7.7326,7.7234,7.1207,7.9012,7.9083,7.7235,7.0767
BSU18020,7.6145,7.9412,7.8638,7.1845,7.2219,7.2831,8.2651,8.0423,7.7472,7.2077,7.8845,7.8795,7.5547,7.4772
BSU18030,7.3735,7.6719,7.7029,7.216,7.2237,7.3156,8.2155,8.0408,7.7116,7.1966,7.8596,7.6975,7.2545,7.3357
new_1930742_1930833,11.598,10.9117,10.455,10.5391,11.2584,11.0467,11.0113,9.1858,10.9221,11.3162,11.0655,10.8552,11.5376,10.1903
BSU18040,11.2948,10.7372,10.2934,11.0444,11.1935,11.3093,11.0083,9.3807,10.9225,11.2845,11.3135,11.1456,11.4659,10.4043
BSU18050,11.7278,11.0936,10.5789,11.4013,11.6592,11.5303,11.4049,9.8336,11.1844,11.3902,11.6812,11.4535,11.842,10.574
BSU18060,13.4427,13.4144,13.0564,13.1532,13.3409,13.246,13.195,11.7198,12.8176,13.1599,12.8454,13.0799,13.3051,12.4617
BSU18070,12.6881,12.5581,12.2195,12.8623,12.7727,12.7693,12.6387,10.8547,12.3617,12.7605,12.4495,12.546,12.8515,11.7428
new_1932502_1932632,8.5113,8.5062,7.9657,7.9692,7.7267,7.9201,10.1413,7.9908,8.6787,8.8132,10.2062,8.5242,8.6135,8.9488
BSU18080,12.0869,12.1322,11.7706,11.899,12.3987,11.986,11.2745,9.835,11.2942,11.6152,11.3609,11.4216,11.8476,10.5522
new_1933162_1933476,13.0915,12.6079,12.5724,12.6394,12.8014,12.7287,12.619,10.3745,12.6716,13.0413,13.1206,12.4558,12.6311,11.8422
BSU18090,12.7346,12.3375,12.1936,12.4528,12.4123,12.4621,12.4959,10.2796,12.4515,12.7735,12.9451,12.1974,12.5296,11.2803
BSU18100,13.0471,12.7599,12.6399,12.7517,12.6783,12.8837,12.9134,10.8562,12.7429,13.1178,13.254,12.7607,13.1353,11.7602
new_1937876_1938065_c,9.228,10.1387,9.8136,9.7144,10.9679,9.74,11.0741,10.1027,10.4865,10.8767,10.5038,10.4878,10.3441,9.7382
BSU18110,10.3983,11.1184,10.4551,11.2306,11.8365,10.4858,12.3038,11.2022,11.4614,12.1844,11.3804,11.4158,11.5868,10.8431
new_1938860_1938924,14.2898,13.6121,13.6012,13.8511,14.3453,14.8143,14.5586,12.7001,13.5515,14.4581,14.1351,15.064,14.8763,13.8145
BSU18120,12.9371,12.4695,12.1404,13.3853,12.9733,13.3572,13.3545,11.9955,12.2605,13.2702,12.7514,13.3111,13.6369,12.6136
new_1940412_1941158_c,6.9437,6.8256,7.1057,6.7734,6.9472,7.0489,7.3365,7.4708,7.2723,6.7787,7.5731,7.3709,6.8036,7.0417
BSU18130,8.4032,8.5986,8.4596,8.1403,8.5634,8.3313,8.3464,7.8153,8.1586,8.3225,8.2736,8.3009,8.5054,7.6945
BSU18140,7.0328,6.8842,7.1327,6.9676,7.1271,7.1866,7.5816,7.476,7.4263,7.0682,7.3978,7.2508,7.0201,7.0332
BSU18150,9.2584,9.5325,9.1924,8.6898,8.9922,8.9,8.4394,7.8647,8.4756,8.7424,8.5441,8.1061,8.2146,7.9138
new_1943983_1944112_c,9.167,9.5663,9.4072,8.8393,8.9022,8.7677,8.1749,7.7703,8.3886,8.3417,8.6537,7.9838,7.9535,7.3479
BSU18160,8.9774,9.4033,9.2414,8.5952,8.866,8.7093,7.9898,7.5547,8.2225,8.2565,8.2971,7.8132,7.6715,7.2939
new_1945655_1945976_c,8.9838,9.2137,9.2756,8.7149,9.0479,8.5216,8.1888,7.5274,8.2967,8.1563,8.1903,7.7057,7.5338,7.2849
BSU18170,7.4721,7.9754,7.7762,7.5749,7.176,7.5038,7.8426,7.4901,7.4992,7.4833,7.5654,7.4242,7.4102,7.1424
BSU18180,8.7231,8.6193,8.5435,8.3504,8.7726,8.6647,8.3682,7.6594,8.4561,8.6366,8.4779,8.3643,8.5991,7.9614
BSU18190,12.17,12.1349,11.6695,12.08,12.3615,12.0683,10.9814,9.455,10.5831,11.3192,10.4341,10.8436,11.2662,10.3713
BSU18200,7.72,7.6447,7.6234,7.4093,7.7468,7.7119,7.7278,7.5824,7.7072,7.5323,7.8288,7.6722,7.5889,7.283
new_1949513_1949584_c,7.5174,7.5251,7.6968,7.3025,7.6061,7.6502,7.6524,7.6419,7.7074,7.6373,7.7512,7.5979,7.6281,7.3216
BSU18210,7.1075,6.9331,7.1384,6.9692,7.0047,7.1519,7.3327,7.3965,7.2946,7.0038,7.3469,7.2308,7.0196,7.0211
BSU18220,6.9313,6.7586,7.0359,6.8663,6.8622,7.0346,7.1969,7.386,7.228,6.8235,7.262,7.2727,6.8902,6.9362
BSU18230,6.8721,6.7115,7.0038,6.8213,6.796,6.9716,7.2323,7.3768,7.2139,6.8085,7.0982,7.1298,6.8188,6.9209
BSU18239,7.2809,6.881,7.0743,6.8617,6.9766,7.0462,7.3819,7.5755,7.2561,6.8162,7.1886,7.2917,6.9217,6.9358
BSU18240,6.9348,6.7971,7.0459,6.8644,6.9511,7.0269,7.1585,7.3992,7.1826,6.8046,7.1518,7.1179,6.8632,6.9146
BSU18250,6.8694,6.75,7.0088,6.865,6.8678,7.0067,7.156,7.3961,7.176,6.7455,7.1351,7.0855,6.798,6.9252
BSU18260,6.8487,6.7021,7.0149,6.8143,6.8531,6.9648,7.2319,7.4132,7.1195,6.6642,7.1037,7.0831,6.8262,6.9203
BSU18270,6.8274,6.7297,7.0096,6.7454,6.7691,6.8986,7.1742,7.361,7.1578,6.6688,7.3184,7.121,6.777,6.8698
BSU18280,6.9818,6.9699,7.1298,7.0325,7.0521,7.1534,7.3236,7.4508,7.322,7.021,7.285,7.2623,6.9714,6.9928
BSU18290,6.8624,6.7241,7.036,6.8832,6.8948,7.0601,7.4474,7.4941,7.2652,6.9244,7.1509,7.2184,6.8717,6.9696
BSU18300,7.931,7.9793,7.9599,7.7717,7.8932,7.9907,8.1126,7.6151,7.9338,8.0417,8.1439,7.8282,8.035,7.5196
BSU18310,7.8971,7.9202,7.9366,7.6691,7.8656,7.8491,7.9672,7.5903,7.8879,7.9879,8.0943,7.7707,7.8561,7.3474
BSU18320,7.7557,7.8841,7.913,7.5229,7.7528,7.6835,7.7665,7.5758,7.7036,7.7872,7.8435,7.626,7.6345,7.2461
BSU18330,7.7367,7.9376,7.9866,7.4131,7.6933,7.521,7.6479,7.5013,7.5733,7.5117,7.6631,7.4582,7.4222,7.1649
BSU18340,7.4745,7.7924,7.9109,7.1951,7.4067,7.3315,7.4313,7.4498,7.4162,7.1809,7.3824,7.2508,7.0596,7.0278
new_1997958_1998066_c,8.7036,11.5127,10.0332,8.0352,9.5516,8.9526,8.3068,7.6518,7.6927,7.1765,7.7786,7.2339,7.0232,7.1439
BSU18350,8.9972,9.5197,9.3801,7.9382,8.1614,8.0158,7.8024,7.5921,7.9288,7.7371,7.9984,7.6319,7.5792,7.3002
BSU18360,8.96,9.591,9.3721,8.0082,8.2191,8.1108,7.8764,7.542,7.9884,7.8059,8.071,7.6434,7.5952,7.2495
BSU18370,9.6046,10.2692,9.869,9.076,9.1136,9.0934,8.6174,7.8665,8.5834,8.8867,8.6937,8.4302,8.625,8.0382
new_2002172_2002505,6.98,6.9893,7.2606,6.8685,6.9682,7.0893,7.5027,7.4601,7.3131,6.8509,7.6709,7.3731,6.7756,7.0544
new_2002352_2002456_c,10.5847,10.2919,10.2694,9.2524,9.9956,9.7988,9.3153,7.9153,9.5127,9.7248,9.5492,9.3441,9.4918,8.8999
BSU18380,11.2336,14.2339,14.187,10.8623,10.8128,11.4446,11.6102,10.1874,12.0021,12.1505,11.6233,11.7694,11.875,10.3272
BSU18390,10.6207,10.6937,10.2723,10.355,10.4567,10.4762,10.2059,9.0654,10.1901,10.5538,10.033,10.1697,10.5268,9.7166
BSU18400,10.9099,10.2769,9.8789,10.5848,10.7342,10.4368,9.1088,8.2468,9.2222,9.6636,8.8981,10.397,10.8465,9.847
BSU18410,6.9658,7.0075,7.1415,6.8595,6.9661,7.1091,7.327,7.4598,7.2933,6.805,7.3152,7.2191,6.8278,7.0211
BSU18420,9.3587,9.3797,8.9664,8.9501,8.9552,8.9795,9.3269,8.4157,9.0316,9.6281,9.1624,9.0797,9.3853,8.5629
BSU18430,8.2356,8.4109,8.3233,7.7466,8.205,8.0627,7.8682,7.5529,8.0022,7.7545,8.1026,7.9077,7.5486,7.3451
new_2007582_2008540_c,7.3016,7.0372,7.2482,7.6364,6.9741,7.5418,8.9139,8.0494,7.6647,7.6223,8.1163,8.2215,8.4634,7.8863
BSU18440,12.0246,11.5445,11.1539,12.9417,12.903,13.0405,14.0514,11.9159,12.4444,11.8753,13.4278,12.9983,13.3979,12.1252
BSU18450,11.5783,11.1752,10.6234,12.5729,12.7122,12.4109,13.6353,11.5921,11.8957,11.5909,13.1457,12.7467,12.982,11.8973
new_2014633_2014704_c,11.4633,11.1087,10.3328,12.948,13.225,11.8046,13.1068,10.8557,11.7003,11.4409,12.234,10.5517,12.0283,11.8656
BSU18460,11.2471,11.1166,10.6082,11.5437,11.8238,11.3008,11.4005,9.9429,11.1444,11.3087,11.43,10.974,11.3918,10.7024
BSU18470,9.7661,9.0562,8.6704,9.7221,10.338,9.5336,9.5009,8.4286,9.1451,9.8328,9.4529,9.2572,9.5905,8.793
BSU18480,10.2575,9.5911,9.0162,10.3571,10.9292,10.0015,9.4397,8.3274,9.2457,10.0106,9.5705,9.4401,9.7662,8.9709
BSU18490,9.3667,9.6496,9.6315,8.9541,10.1181,9.3939,9.0137,8.2161,8.8279,9.0999,8.8842,9.0358,9.1173,8.6316
new_2018314_2018433_c,10.0378,9.883,9.6685,9.4718,11.1035,10.2302,9.6375,8.2314,9.4434,9.58,9.3726,9.4454,9.6136,9.0611
new_2018435_2018531_c,8.5432,8.3417,8.4664,8.1055,10.1013,8.7999,8.6106,8.0562,8.1835,8.4456,8.5973,8.3913,8.4363,8.1041
BSU18500,13.4536,13.4065,13.0189,13.4915,13.6595,13.4135,12.75,11.4425,12.3099,12.8712,12.3195,12.9752,13.5645,12.324
