LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,G135_1,G135_3,G150_1,G150_2,G150_3,G180_1,G180_2,G180_3
new_1673515_1673619,15.2596,15.3142,15.1069,15.6453,15.4361,15.5854,16.0881,14.7557,15.3912,16.0757,15.6535,15.752,16.154,15.4446
BSU15990,15.3819,15.4335,15.2914,15.6759,15.6906,15.9834,15.9352,14.8015,15.2042,16.0457,15.4224,15.8118,16.2401,15.451
BSU16000,15.0595,15.1165,14.8991,15.5422,15.1798,15.6488,15.4854,14.1455,14.6946,15.6389,15.2064,15.7343,15.9835,15.2494
new_1674154_1674258,13.1088,12.797,12.5805,13.7342,13.484,13.9433,14.1029,12.0406,13.3474,14.6148,14.2567,14.3689,14.517,13.0388
BSU16010,13.3028,12.899,12.8457,13.8035,13.7318,13.8185,14.2881,12.3931,13.4916,14.6986,14.2979,14.4205,14.5907,13.6088
BSU16020,12.8816,12.7133,12.6302,13.4166,13.3165,13.6418,13.962,11.9266,13.1351,14.3454,13.8181,13.8295,14.2889,12.8493
BSU16030,12.3165,12.1945,11.9172,13.0789,12.7293,13.1439,13.5951,11.6235,12.6073,13.9069,13.4464,13.3535,13.8836,12.4363
BSU16040,16.4787,16.4838,16.4736,16.4516,16.4776,16.4716,16.4575,16.393,16.476,16.486,16.4701,16.4702,16.4789,16.4244
new_1676463_1676531,12.8789,12.5729,12.1852,12.1881,12.9663,12.6162,12.9757,11.014,12.3845,13.3504,12.9841,12.8908,13.4282,12.2548
BSU16050,11.8697,11.4824,11.1403,11.615,11.7851,11.6156,12.1796,10.5714,11.5942,12.5676,11.9809,11.9126,12.4055,11.0718
BSU16060,10.8176,10.7774,10.5023,10.7962,10.6362,10.7561,11.2985,9.4447,10.625,11.7105,11.3255,11.0318,11.6112,10.2017
BSU16070,10.7511,10.8062,10.5583,10.7634,10.4321,10.8004,11.267,9.5285,10.5073,11.7707,11.3921,11.1721,11.8128,10.2604
BSU16080,10.4582,10.3918,10.3361,10.0183,9.9586,10.6354,10.6455,9.2737,10.243,11.0206,10.8715,10.2491,11.0031,9.8444
new_1680259_1680378,10.0985,9.7792,9.8309,9.5596,9.1622,10.0039,10.3777,9.0714,9.8605,10.3237,10.3905,10.0734,10.2825,9.562
BSU16090,15.2705,15.6341,15.3861,12.8372,12.6811,12.7271,11.9026,10.1179,13.7721,13.6517,13.8057,11.7999,12.1847,11.0937
BSU16100,14.7382,15.1345,14.729,12.3373,12.1212,12.1746,11.5134,9.9385,13.0748,13.0459,13.109,10.9706,11.5502,10.2694
BSU16110,10.2847,10.0758,9.8809,9.3682,7.9128,8.7164,8.8093,8.1386,9.1084,9.5059,9.6129,8.7279,8.9755,8.3234
new_1683508_1683660,13.9907,13.3366,12.8876,13.3823,14.1324,13.3976,13.4054,11.3191,13.2509,13.6009,13.7562,13.3076,13.7983,12.4884
BSU16120,13.7964,13.088,12.9444,13.5882,13.7629,13.433,13.6543,11.619,13.2899,13.8178,13.6687,13.4266,13.8056,12.5033
BSU16130,12.9548,11.9822,11.7773,13.0302,12.9331,12.7538,13.2503,11.1736,12.6156,13.4075,13.339,13.0544,13.5968,12.2111
BSU16140,14.2866,13.7157,13.3375,14.4609,13.8549,14.2556,15.0227,12.8632,14.1785,14.9174,14.8333,14.4409,14.8869,13.8737
BSU16150,14.1139,13.5594,13.3102,14.1534,13.6973,14.0951,14.5971,12.3797,13.8184,14.559,14.4471,14.3079,14.823,13.3937
BSU16160,14.5681,14.1057,13.8671,14.718,14.175,14.5633,15.0744,12.9122,14.2482,14.9017,14.7869,14.6101,15.0634,13.8757
BSU16170,13.9905,13.9023,13.6442,14.3469,13.8316,14.4358,14.5718,12.8517,13.7143,14.4415,14.3732,14.2263,14.5368,13.6664
new_1691049_1691202,11.0144,11.2571,11.2205,10.5489,10.9518,10.2242,10.1565,8.7634,9.3458,10.6394,9.6001,9.9035,10.2137,9.8749
BSU16180,12.972,13.5177,13.0324,12.5458,12.6141,12.7338,10.9183,9.2581,11.4479,11.6236,11.9596,10.7866,11.2269,10.2866
BSU16190,12.9073,13.2182,12.9986,12.6912,12.5346,12.4337,10.6659,9.0473,11.2501,11.3975,11.594,10.6579,10.9019,9.8664
BSU16200,13.3169,13.5166,13.5134,12.8273,12.8636,12.9354,11.1125,9.179,11.7563,11.8281,12.3559,10.9968,11.3576,10.3197
BSU16210,13.2739,13.4656,13.4195,12.8249,12.6907,12.6195,10.9255,9.1598,11.7015,11.7116,12.242,10.8835,11.1693,10.0066
BSU16220,13.1603,13.095,13.2919,12.9981,12.5699,12.5762,10.7751,9.1121,11.6154,11.6937,12.0543,10.6733,10.7491,9.7995
new_1695136_1695253,13.6796,13.7784,13.977,13.2933,13.0429,13.0943,11.1927,9.1985,12.1625,12.1248,12.5812,11.1785,11.4727,10.2049
BSU16230,13.446,13.5938,13.6631,13.1238,12.7415,12.7347,11.0827,9.1871,11.9394,11.9298,12.3352,11.0191,11.3132,10.0188
BSU16240,13.1574,13.1429,13.0586,12.6139,12.3774,12.3104,10.6105,8.8344,11.5178,11.4649,11.8064,10.5117,10.7468,9.359
BSU16250,14.0041,13.989,14.1813,13.5409,13.3333,13.2541,11.8163,9.9128,12.5302,12.5632,13.0959,11.8056,12.1238,10.9906
BSU16260,13.2284,13.2382,13.1241,12.8641,12.4824,12.5503,10.7297,9.2064,11.6711,11.681,12.1704,10.8157,11.0204,9.7755
BSU16270,13.6646,13.5917,13.5535,12.5909,12.7539,12.8613,11.0632,9.119,12.0699,12.0787,12.5237,11.0752,11.4074,10.2043
BSU16280,13.6025,13.6962,13.6096,13.0025,12.9278,12.6883,10.9197,9.1418,12.0418,12.0397,12.4281,10.9265,11.3424,10.1099
BSU16290,13.4563,13.4784,13.4478,12.9779,12.9037,12.5735,10.6422,9.0852,11.7962,11.6993,12.0495,10.6933,10.9633,9.8224
BSU16299,13.6847,13.8182,13.876,13.1124,13.0108,13.0686,11.1048,9.3277,12.0234,12.0692,12.3453,11.1148,11.4132,10.1721
BSU16300,13.8425,13.967,14.054,13.2504,13.3626,13.0828,11.2376,9.4816,12.2244,12.3046,12.6109,11.2714,11.4967,10.4652
BSU16310,13.414,13.5935,13.4988,12.8738,12.8604,12.8607,10.7011,9.0221,11.7745,11.7909,12.2032,10.6866,11.0325,9.8141
BSU16320,13.2999,13.486,13.3202,12.5809,12.7403,12.4465,10.5601,8.9172,11.6354,11.7759,12.0313,10.5858,10.8453,9.7479
BSU16330,13.5119,13.8003,13.6776,13.0789,13.2116,12.7927,10.7327,9.2044,11.756,11.8984,11.9711,10.7582,10.9196,9.9667
BSU16340,13.2694,13.251,13.3155,12.6468,12.5439,12.4877,10.5689,8.937,11.5347,11.5216,11.9401,10.4364,10.5961,9.529
BSU16350,12.884,13.2457,13.1745,12.4395,12.3224,12.4258,10.2839,8.8369,11.2052,11.3387,11.7476,10.165,10.4521,9.4726
BSU16360,12.4241,12.6456,12.3041,11.8411,11.6494,11.7039,9.6174,8.3838,10.6498,10.7782,10.8143,9.4657,9.8424,8.7863
BSU16370,12.5751,12.6581,12.5341,11.9244,11.7947,11.6576,9.8502,8.5279,10.7619,10.8746,10.9246,9.6576,9.7844,8.9667
BSU16380,12.5663,12.5825,12.41,11.8967,11.7137,11.7206,9.94,8.5257,10.8075,11.0564,11.0748,9.8813,10.1566,9.2334
BSU16390,12.2957,12.3465,12.2175,11.7644,11.5644,11.4536,9.7691,8.4424,10.6456,10.8383,10.8836,9.5156,9.8932,8.8788
BSU16400,12.3744,12.4867,12.3505,11.7698,11.6014,11.5539,9.9432,8.5668,10.7264,11.0678,11.2066,9.8521,10.154,9.0414
BSU16410,12.3273,12.534,12.0986,11.7505,11.4748,11.5425,9.8043,8.4062,10.6593,11.0378,10.9659,9.5965,10.0862,8.7656
BSU16420,12.4352,12.5172,12.4426,11.8326,11.7593,11.5773,9.9854,8.5922,10.8127,11.1632,11.2711,9.9257,10.2754,9.1286
BSU16430,12.3919,12.5242,12.4794,11.8027,11.8318,11.7089,10.0138,8.5698,10.8548,11.2022,11.2889,9.9267,10.2927,9.123
BSU16440,12.362,12.4072,12.4389,11.6933,11.8272,11.6064,10.056,8.5417,10.7976,11.0878,11.1239,9.8153,10.193,9.0216
BSU16450,11.973,12.1708,12.0402,11.5188,11.3403,11.2603,9.5374,8.2586,10.3251,10.6696,10.6426,9.4579,9.7651,8.5437
BSU16460,12.2444,12.3772,12.0707,11.6208,11.7892,11.5192,9.9589,8.6124,10.6493,11.0168,11.0352,9.8697,10.2604,8.9938
BSU16470,12.4703,12.7262,12.6448,11.9182,11.9708,11.7847,10.387,8.8607,11.0415,11.475,11.6022,10.3871,10.568,9.6471
BSU16480,12.6257,12.6909,12.917,10.5648,12.0466,12.0494,10.6948,9.1078,11.2912,11.7576,11.6245,10.5564,10.7631,9.8806
new_1717808_1717932,16.3923,16.3725,16.1918,16.313,16.394,16.3915,16.3101,15.5891,16.32,16.3279,16.2462,16.2674,16.288,15.5064
BSU16490,16.4843,16.4912,16.4781,16.4729,16.4881,16.4789,16.4812,16.2698,16.4911,16.4933,16.4885,16.4782,16.4996,16.4784
new_1718700_1718774,16.486,16.4775,16.4724,16.4511,16.4858,16.4776,16.4781,15.8177,16.4846,16.4914,16.4879,16.4813,16.4984,16.4543
BSU16500,15.906,15.6666,15.5558,15.7403,16.139,16.1517,16.2505,14.931,15.8522,16.3109,16.1906,16.1594,16.376,15.6791
new_1719657_1719801,15.2224,14.9764,15.0711,15.4743,15.9294,15.6493,15.5866,13.5431,15.0449,15.5124,15.8097,15.4799,15.5861,14.5126
BSU16510,15.6988,15.2848,15.0754,15.431,15.826,15.6406,15.4869,13.6342,15.2544,15.5724,15.6782,15.5483,15.8138,14.6609
BSU16520,15.6416,15.4023,15.2593,15.4793,15.9172,15.8299,15.6929,13.8001,15.2148,15.6799,15.7837,15.7534,15.8043,15.0056
new_1721108_1721213,14.7715,14.2388,13.9397,14.5991,14.403,14.8677,15.0819,12.9771,14.3979,15.0644,15.1212,14.9824,15.1303,14.2233
BSU16530,13.737,13.084,13.0005,13.6976,13.337,13.4719,14.0708,12.1213,13.52,14.1073,14.2889,13.9902,14.2581,13.1677
BSU16540,13.4859,13.0098,13.0708,13.7966,13.2079,13.5208,13.7554,11.8765,13.2798,13.9664,13.6996,13.2024,13.5839,12.5285
BSU16550,13.8383,13.3963,13.2116,13.9141,13.3951,13.7599,14.0874,12.0099,13.5647,14.0849,14.1938,13.822,14.2723,12.8822
BSU16560,14.3515,14.1459,13.9125,14.4338,13.9024,14.247,14.6441,12.6151,14.0564,14.5619,14.6617,14.3344,14.7413,13.36
BSU16570,13.9391,13.7068,13.6055,13.9979,13.7121,13.991,14.3505,12.4192,13.8375,14.2445,14.2769,13.9253,14.3441,13.327
new_1727025_1727132,13.1712,12.8936,12.8064,12.936,12.9335,13.2904,13.259,12.0005,13.205,13.6684,13.497,13.2438,13.5633,12.686
BSU16580,12.4173,12.2557,12.0023,12.7179,12.2416,12.6117,13.0065,11.2375,12.3167,13.065,12.9461,12.5758,13.1392,11.8845
new_1731447_1731511,11.017,10.7172,11.1223,11.7204,11.0245,11.5458,11.9827,10.5116,11.3722,12.3657,12.3416,12.1151,12.6769,11.5355
new_1731513_1731580,11.1117,10.8041,11.204,11.6719,11.0854,11.812,12.0336,10.4806,11.3661,12.44,12.3162,12.1784,12.6623,11.5603
new_1731582_1731775,16.0191,15.443,15.4065,15.9934,16.0393,16.2238,16.0446,13.6562,15.736,16.3605,16.227,16.3048,16.4081,15.4309
BSU16590,15.268,14.8368,14.8411,15.7897,15.5321,15.6479,15.8754,13.6517,15.366,16.1796,16.1851,15.722,16.1093,14.8499
BSU16600,14.9731,14.5491,14.4257,15.3118,15.0421,15.2895,15.4732,13.5155,14.8101,15.4785,15.7459,15.3538,15.577,14.4295
BSU16610,14.9341,14.4882,14.406,15.2092,15.0027,15.2585,15.289,13.4982,14.894,15.502,15.4269,15.3325,15.3193,14.2666
BSU16620,15.0146,14.7541,14.5289,15.1437,15.0651,15.4402,15.6528,13.618,15.0078,15.5084,15.619,15.2579,15.6426,14.3688
BSU16630,14.501,14.4153,14.0794,14.7385,14.715,14.8574,15.1409,13.344,14.428,15.1086,15.0062,14.718,15.1279,14.0362
BSU16640,14.4071,14.5927,14.1883,14.87,14.6339,14.9805,15.2686,13.859,14.4155,15.032,14.9929,14.8404,15.2394,14.2114
BSU16650,13.3134,13.4565,13.3125,13.892,13.6644,13.9828,14.1029,12.7545,13.1073,13.975,14.1201,13.7322,13.8826,13.2899
BSU16660,11.967,11.8511,11.5253,12.4878,12.2676,12.4375,12.5984,10.7198,11.9107,12.7793,12.813,12.4407,12.8478,11.4787
BSU16670,12.9482,12.9398,12.6581,13.1496,12.9978,12.9742,13.324,11.2322,12.8367,13.3029,13.1915,12.8573,13.2328,12.1093
new_1738824_1738940,16.4694,16.4549,16.3978,16.2977,16.4061,16.4283,16.3458,15.3927,16.4274,16.4626,16.3758,16.3909,16.4356,16.1219
BSU16680,16.4819,16.4848,16.4695,16.3422,16.4772,16.4714,16.4386,15.495,16.4757,16.4871,16.4731,16.4716,16.489,16.4634
new_1739238_1739323,16.0307,15.5065,15.3073,15.3513,15.6417,16.0889,15.8511,14.1798,15.6098,16.3951,16.0457,16.1052,16.0749,15.5909
BSU16690,14.7717,14.4925,14.3422,14.8506,14.7956,14.7947,15.0741,13.271,14.4654,15.2081,14.9055,14.7658,15.0048,14.0775
new_1741529_1741617,12.4034,11.8022,11.7568,12.3598,12.6816,12.6815,12.9314,11.1095,12.1716,13.3326,12.7713,12.6389,12.8974,11.9169
BSU16700,12.0011,11.2576,11.1648,12.3392,12.1719,12.2353,12.8732,10.9967,11.813,13.0037,12.6198,12.5404,12.9949,11.8522
BSU16710,11.8701,11.3333,11.0753,12.3162,12.2163,12.4629,12.6154,10.8898,11.7523,12.9335,12.5689,12.4857,13.0365,11.5913
BSU16720,7.6296,7.3809,7.5282,8.0769,7.9458,8.3011,8.6154,7.9305,7.9651,8.6093,8.4884,8.4555,8.5087,8.1087
new_1744182_1744236,7.5602,7.3459,7.4536,7.3954,7.7662,8.1995,8.2056,7.7691,7.8585,8.2475,8.3232,8.3025,8.3203,7.9536
new_1744297_1744366,7.2481,7.0354,7.2794,7.3042,7.4246,7.4969,7.8952,7.7296,7.6937,7.6905,7.9828,7.914,7.848,7.4736
BSU16730,7.3541,7.0793,7.2289,7.4688,7.4306,7.5003,8.2006,7.858,7.7596,7.9049,8.0112,7.9529,8.1973,7.9402
BSU16740,7.5609,7.427,7.4738,7.5977,7.6607,7.7712,8.332,7.7595,7.9002,8.2659,8.3045,8.3103,8.5397,7.8126
new_1745919_1745990,14.7963,14.956,14.8862,10.301,14.6473,14.4475,13.499,11.3445,14.0354,13.9901,14.0291,13.6535,13.8368,12.5378
BSU16750,14.4052,14.5251,14.2836,14.1879,14.4744,14.2084,13.6788,11.6629,13.7237,13.9736,14.2436,13.4982,13.8453,12.796
new_1747032_1747122,13.8521,13.6085,13.7764,13.4086,13.9957,13.7324,13.6886,11.5841,13.5733,13.993,14.2644,13.5853,13.6282,12.8563
BSU16760,13.6606,13.4843,13.1746,13.3425,13.6819,13.378,13.3811,11.2784,13.1367,13.5303,13.5252,12.9962,13.5121,12.2501
BSU16770,14.3145,14.016,13.9731,13.7816,14.158,13.9746,13.8737,12.0412,13.5986,13.9457,14.1138,13.55,13.8507,12.6402
new_1748711_1749895_c,7.2765,7.4343,7.5391,7.1274,7.2147,7.5029,8.1578,8.2729,7.6381,7.0869,8.1423,7.8851,7.1809,7.9363
BSU16780,13.9708,13.8568,13.586,13.8361,13.8116,13.8249,13.936,11.9871,13.7659,13.9289,14.0148,13.7012,13.9999,12.9461
BSU16790,8.7026,8.2751,8.1808,8.6437,9.5649,8.7763,9.5041,8.3061,8.7711,9.5254,9.4029,9.3688,9.7927,8.6942
BSU16799,8.1708,7.8749,7.935,8.3576,8.8818,8.3463,9.0718,8.2719,8.5979,9.1862,8.8647,8.9353,9.1871,8.4298
BSU16800,11.5753,11.3566,11.1525,11.6014,9.7492,11.3174,12.1596,10.1424,11.6108,12.3134,12.0411,11.7281,12.1376,10.8005
new_1754642_1754742,11.8079,11.5213,11.5935,11.9802,9.518,11.5149,12.2742,10.586,11.7811,12.4883,12.1279,11.8653,12.0322,11.3138
BSU16810,12.6943,12.8581,12.2635,12.3575,12.3957,12.0827,12.4375,10.7153,12.099,12.7232,12.4535,12.2509,12.787,11.4984
BSU16825,8.933,8.7484,8.4129,8.8689,9.3244,8.7243,9.1872,8.2929,8.7741,9.6138,8.9435,8.7665,9.0189,8.5329
BSU16845,12.9594,12.8752,12.6734,12.5356,12.7199,12.4195,12.263,10.1852,12.2192,12.5129,12.5304,11.7972,12.2334,11.0154
BSU16860,12.8373,12.8576,12.5568,12.3749,12.5032,12.3814,12.1095,10.1916,11.9518,12.3098,12.19,11.5459,11.9291,10.7569
new_1759601_1759654,11.5903,11.233,10.8435,11.4605,11.6803,11.6404,11.5885,9.7187,11.073,12.0738,11.6138,11.1672,11.6995,10.2303
BSU16870,11.4429,11.0525,10.7996,11.3989,11.6154,11.3559,11.348,9.5652,10.8506,11.6378,11.4738,10.998,11.4184,10.0635
BSU16880,11.6032,11.2142,10.962,11.5993,11.8613,11.6997,11.801,9.9904,11.0564,11.8712,11.7849,11.413,11.9372,10.794
BSU16890,13.3493,13.334,13.2739,12.8168,13.0844,12.8306,13.0542,11.1044,12.8984,13.2904,12.9006,12.6755,12.9906,11.74
BSU16900,12.9756,13.0428,12.6706,12.7656,12.3963,12.4496,12.6829,10.614,12.5119,12.8351,12.9364,12.4306,12.6518,11.3112
BSU16910,13.6488,13.7897,13.5094,13.5535,13.2532,13.4062,13.4501,11.3602,13.2142,13.5655,13.642,13.0752,13.5289,11.8931
BSU16920,12.5193,12.1284,11.7298,12.4562,12.1259,12.2865,12.0572,10.2729,11.9983,12.4126,12.3634,11.6196,12.0862,10.8352
BSU16930,13.1419,12.5999,12.5734,12.9089,12.6606,12.6681,12.7371,10.8805,12.654,12.9705,13.0421,12.5538,12.8152,11.5013
new_1764473_1764599,13.0597,12.9007,12.8454,13.0223,12.7642,13.0525,13.1002,11.1416,12.7241,13.0142,13.1634,12.5837,12.8213,11.701
BSU16940,14.8891,14.8229,14.7372,14.7235,14.7478,14.7389,14.7295,12.6218,14.4376,14.8446,14.8978,14.7871,14.9931,13.7186
new_1765748_1765813,9.0578,8.7482,8.7345,8.4293,8.3675,9.2903,9.6294,8.2112,8.3704,9.6418,8.7311,8.3928,9.6155,9.1795
BSU16950,13.4132,12.9176,12.7121,13.1522,13.2733,13.0535,11.1212,9.3216,11.4364,12.4155,11.8529,11.5353,11.8788,10.6218
new_1767035_1767134,13.7229,13.372,13.2411,13.6961,13.4415,13.4104,11.6801,9.9778,11.8207,12.6544,12.2907,11.634,12.0785,11.2587
new_1767136_1767309,16.2783,16.3222,16.1513,16.0999,16.3442,16.3436,15.7326,14.0984,15.827,15.8163,15.7924,15.7731,15.9188,14.9593
BSU16960,15.5401,15.5824,15.2745,15.2256,15.357,15.5321,15.2685,13.6822,15.1284,15.4279,15.2299,15.1059,15.3394,14.0876
BSU16970,12.6548,12.4134,12.2243,12.8851,12.6456,12.8348,12.9129,10.7381,12.5885,13.1217,12.9943,12.6798,13.2717,11.6651
new_1769795_1769934,13.6761,14.0317,13.7746,13.1217,12.9645,13.0597,12.7562,11.1174,12.6683,13.057,12.8037,12.8324,13.2686,11.7638
BSU16980,13.4777,13.8529,13.6816,13.1884,13.0304,13.0531,12.5236,10.8698,12.3672,12.9082,12.6672,12.586,12.9443,11.4355
new_1770236_1770410,9.4529,9.7079,9.5274,8.6883,8.0415,8.4927,9.1943,8.2157,9.2399,9.4143,9.8031,8.8193,9.1531,8.6346
BSU16990,10.69,11.078,10.6369,8.0099,8.1603,8.4657,8.2191,7.7575,9.6829,8.8517,9.7403,7.9128,7.9715,7.5294
BSU17000,10.5818,10.896,10.4084,7.4684,7.3971,7.638,7.7606,7.5199,9.3017,8.6244,9.3455,7.441,7.3453,7.1727
BSU17010,12.9007,12.9137,12.514,13.0871,12.8324,12.8598,12.6921,10.8971,12.3824,12.8581,12.8109,12.6878,13.3004,12.0359
BSU17020,12.8593,12.8699,12.8232,12.6116,12.7377,12.9217,12.824,11.3493,12.3388,12.7308,12.7287,12.7134,12.8881,12.4264
new_1774965_1775066,7.4143,7.2502,7.4473,7.4405,7.5786,7.6537,8.4462,7.7209,7.7849,7.8571,8.0299,8.165,8.2843,7.6203
BSU17030,8.3044,8.1008,8.1339,8.1216,8.5379,8.5377,8.3829,7.8525,8.0648,8.3151,8.1307,8.7256,8.985,8.2859
BSU17040,12.1458,11.901,11.6619,12.0569,11.7862,11.9125,12.3725,10.2392,11.9953,12.5523,12.5473,12.1275,12.5129,10.9379
BSU17050,12.082,11.723,11.7715,11.8611,11.4296,11.8394,12.5353,10.307,11.9331,12.4416,12.4195,11.9899,12.5006,11.0018
new_1780123_1780617_c,9.2596,9.8941,9.2731,8.7481,8.9965,9.0542,8.3257,7.8571,8.3281,8.7853,8.9329,8.2003,7.9518,7.6047
new_1780399_1780532,7.9945,7.8323,8.008,7.771,7.7969,7.9811,8.5461,7.9311,7.8729,7.9539,8.1001,7.9375,7.7529,7.9683
BSU17060,10.4077,10.9363,10.3453,10.3156,10.387,10.1551,8.6371,8.0203,9.0491,9.5845,9.0067,8.7269,8.854,8.3284
new_1781074_1781165_c,10.7173,11.6277,10.8506,10.3766,11.0869,10.7087,8.9111,8.1029,9.3969,10.2392,9.0513,9.0367,9.2063,8.7339
BSU17070,8.8387,8.5624,8.2901,8.1219,8.6922,8.4901,8.2758,7.7055,8.3908,9.625,8.4535,8.2905,9.1781,7.9108
BSU17080,10.3567,10.2298,9.9664,9.7966,10.5135,10.3205,10.0259,8.7631,9.9141,10.7634,9.8992,9.9338,10.7196,9.3351
new_1782643_1782712,9.4937,9.8222,9.4887,8.9809,9.9874,8.8217,8.3714,7.8208,8.4757,8.5474,8.532,8.401,8.2029,7.8929
BSU17090,8.942,9.3934,9.0298,8.8493,9.2416,8.5192,8.2512,7.7066,8.2704,8.3384,8.3585,7.9937,8.111,7.6161
new_1783391_1783658,9.7473,10.1612,10.1281,9.0761,9.7603,8.7754,9.3954,7.7745,8.5175,9.2358,8.7849,8.2738,8.4034,8.211
new_1783660_1783762,11.0875,12.0141,11.3309,10.7154,11.8054,10.9456,9.0305,8.0084,9.2543,9.4396,9.3121,8.9193,9.0063,8.4294
BSU17100,10.7535,11.6322,11.0669,10.2479,11.1637,10.4123,8.7869,8.0148,9.1185,9.426,9.2998,8.8996,9.0227,8.3807
new_1784630_1785132,9.6243,10.8754,10.1757,8.8766,9.4116,9.4862,7.9366,7.5788,7.7176,7.7334,7.8668,7.5661,7.3994,7.3853
BSU17110,8.5184,9.3649,9.591,8.188,7.3269,7.6233,8.0775,7.6044,7.8853,8.0965,7.9232,7.8471,7.7413,7.4548
BSU17120,7.6395,8.0048,8.3555,7.3312,7.1282,7.2242,7.8969,7.606,7.6777,7.7732,7.7078,7.6473,7.571,7.3018
BSU17130,7.1508,7.2251,7.4334,7.0133,6.9775,7.1217,7.4789,7.5037,7.4087,7.1313,7.389,7.2639,7.1022,7.056
BSU17140,7.0763,7.0194,7.2238,6.9574,6.8966,6.9947,7.2996,7.4006,7.2562,6.9138,7.1989,7.13,6.9636,6.9293
BSU17150,7.0437,6.9952,7.2305,6.9254,6.9417,7.0796,7.3264,7.3975,7.1876,6.8894,7.2494,7.1306,6.8661,6.906
BSU17160,7.1088,7.0467,7.2244,6.9729,6.9868,7.1027,7.2614,7.402,7.1908,6.8911,7.1839,7.1047,6.902,6.922
BSU17170,7.0488,7.0964,7.1966,6.9831,6.9615,7.1177,7.3153,7.4253,7.2126,6.8938,7.2369,7.2067,6.9346,6.9306
BSU17180,7.3942,7.3004,7.408,7.2112,7.2805,7.3482,7.4791,7.4356,7.4286,7.2119,7.4679,7.3319,7.1985,7.0324
BSU17190,7.9152,7.8627,7.8868,7.7585,7.8333,7.837,7.8766,7.5829,7.8038,7.7567,7.9461,7.6713,7.7373,7.2967
BSU17200,8.1205,8.0869,8.0519,7.9135,8.0094,8.0907,8.1133,7.6226,7.9715,8.0598,8.1944,7.8897,8.0165,7.4389
BSU17210,7.8667,7.9481,7.943,7.4873,7.6525,7.6167,7.6718,7.504,7.6296,7.512,7.7781,7.5283,7.527,7.1514
BSU17220,8.5492,8.4651,8.4762,8.2451,8.4206,8.3776,8.2336,7.7141,8.1163,8.1959,8.4246,8.0634,8.244,7.5814
BSU17230,11.0902,11.6303,11.1285,10.5565,10.8613,10.571,10.1624,8.8712,10.0426,10.5508,10.3463,9.9797,10.3882,9.4815
new_1859884_1859964_c,7.0995,6.9251,7.4519,7.518,7.0758,7.3123,7.6916,7.5549,7.4621,6.8166,7.302,7.1967,6.9985,7.0248
BSU17240,8.0675,8.5183,8.4274,7.7089,8.3269,8.0094,7.8319,7.6055,7.7116,7.3903,7.6456,7.4347,7.1843,7.1437
BSU17250,7.8938,8.2218,8.166,7.6698,8.0115,7.6909,7.5131,7.3971,7.5057,7.3153,7.6112,7.3511,7.0316,7.085
BSU17260,7.1061,7.0896,7.1443,6.9857,7.0852,7.1391,7.8646,7.6273,7.5267,7.4772,7.5384,7.6154,7.5823,7.495
BSU17267,9.7012,9.6876,9.5786,8.9461,9.3274,9.401,9.0562,8.1312,8.7491,8.667,8.6545,8.5155,8.7618,8.5014
new_1863194_1863382,7.2317,7.2178,7.2256,7.2051,7.1919,7.3118,8.1013,7.6851,7.5408,7.3514,7.6204,7.4563,7.2835,7.3557
BSU17270,9.1671,9.0904,8.855,8.8907,8.6062,8.8473,9.2029,8.2294,8.8767,9.2277,9.1417,9.1269,9.4034,8.6234
BSU17280,10.6493,10.6201,10.254,10.3542,10.7382,10.3381,9.3027,8.4353,9.224,9.5383,9.1118,9.7538,10.2295,8.9472
BSU17290,9.0594,8.9247,8.386,8.7934,9.7885,8.9714,8.8914,8.2315,8.5959,9.2605,8.5936,8.8104,9.3561,8.7653
BSU17300,9.2974,8.8131,8.2945,8.765,9.6609,8.8015,8.8446,8.215,8.6128,9.1512,8.5965,8.9622,9.3168,8.8405
BSU17310,7.1863,6.9201,7.0645,6.95,6.9776,7.1181,7.3855,7.391,7.371,6.9904,7.4029,7.3364,7.0454,7.0047
BSU17320,7.5161,7.353,7.4896,7.2539,7.277,7.4619,7.7079,7.554,7.5975,7.4864,7.7387,7.6326,7.6521,7.2161
BSU17330,11.1284,11.2081,10.7745,11.038,11.1845,10.9994,11.0681,9.4571,10.978,11.0521,11.1536,10.8907,11.2439,10.3091
BSU17340,11.5288,12.2883,12.0579,10.9439,11.2477,11.1326,10.652,9.3664,10.3833,10.7513,10.6113,10.3644,10.6282,9.662
BSU17350,9.3199,9.2811,9.0217,9.2198,9.1877,8.9279,9.1169,8.1545,8.9367,9.393,9.0782,9.0753,9.293,8.5774
BSU17360,12.7196,12.0637,11.7838,11.8417,12.1967,11.8995,12.1129,10.0027,11.9607,12.5684,12.2973,12.1363,12.5663,11.4685
new_1868375_1868451,14.2556,13.2537,12.4631,11.7645,13.4533,13.8681,13.8945,11.9678,13.6903,14.5298,14.3458,14.2416,14.5388,11.9774
new_1868453_1868560,13.8602,12.897,12.5452,13.8467,13.6465,13.6806,14.1123,12.0713,13.6781,14.3501,14.3073,14.0446,14.4091,13.2463
BSU17370,13.5893,12.7021,12.0489,13.8027,13.3322,13.5438,14.1296,11.941,13.6138,14.3067,14.2377,14.0602,14.4866,13.1251
