SMMPr_1,SMMPr_2,SMMPr_3,HiTm_1,HiTm_2,HiTm_3,BMM_1,BMM_2,BMM_3,Heat_1,Heat_2,Heat_3
BSU01440,16.2079,16.2765,16.3643,16.345,15.7608,15.9198,16.4485,16.4034,16.456,16.4459,16.3972,16.3805
new_150362_150442,12.6095,12.3317,12.3628,12.891,12.9704,13.2441,14.1498,13.9397,13.7103,14.1665,14.1025,14.117
BSU01450,11.5238,11.3364,11.5794,11.3432,12.1529,12.1398,13.0584,12.753,12.7835,13.1706,13.0769,12.6666
BSU01460,11.678,11.4457,11.4532,11.389,12.1293,12.2188,12.9323,12.6026,12.4482,13.107,12.9404,12.6674
BSU01470,11.4921,11.5196,11.7039,11.7579,12.2368,12.1686,12.837,12.5153,12.7519,13.1968,12.9645,12.881
BSU01480,12.3754,12.1366,12.6038,12.1734,12.7199,12.613,14.072,13.6923,12.6199,13.2591,13.0601,12.7498
new_153039_153507_c,6.8954,7.1186,7.3693,7.2639,7.0366,7.1484,6.6275,6.766,7.1731,7.3137,6.7665,7.4024
BSU01490,15.9644,15.8943,16.1869,15.4072,15.9758,15.9534,16.3079,16.4108,16.3773,16.4083,16.1269,16.1863
BSU01500,14.7994,14.9132,15.2817,15.7545,15.259,14.9925,15.2865,15.1601,15.3567,15.8781,15.3223,15.2662
new_154838_155119,8.7153,8.6825,8.9837,9.277,10.2998,10.2211,10.1424,10.1557,10.5582,12.2306,11.836,11.8611
BSU01510,13.2837,13.1143,13.2103,11.8557,12.6638,12.9304,12.3971,12.1734,12.0693,12.2027,12.0009,11.6056
BSU01520,9.7616,9.3563,8.9947,7.6828,7.4004,7.6881,8.0598,7.989,7.9381,8.148,8.0837,8.2134
BSU01530,9.4026,9.1392,8.9117,7.6058,7.2849,7.6171,7.6011,7.5668,7.6314,7.9268,7.5053,7.8746
BSU01540,13.2198,13.4593,13.6588,13.6415,13.5287,13.2212,12.9977,12.864,13.0978,14.161,14.078,13.6929
new_158050_158514_c,7.7838,7.5023,7.686,8.1138,7.7359,7.5908,6.7885,7.1102,7.2727,7.7224,7.1637,7.6046
new_158510_159181,11.6835,11.8641,12.004,10.2631,10.9993,10.9515,11.0382,10.981,11.2967,12.1793,11.85,11.991
BSU01550,9.4528,8.8142,8.6869,7.5368,7.3531,7.6739,7.2353,7.2853,7.4668,7.7375,7.4269,7.7794
new_159149_159778_c,7.3289,7.5688,7.4947,7.4273,6.9708,7.1777,6.735,6.9354,7.1111,7.4138,6.9528,7.5928
BSU01560,11.3481,11.415,11.6681,10.695,10.6763,10.7318,10.5391,10.3887,10.5495,11.4428,11.2648,11.2434
BSU01570,8.4429,8.5556,8.1692,7.4976,6.943,7.2315,6.8447,6.9537,7.1394,7.4768,7.0596,7.5182
new_159779_160673,10.7902,10.7583,11.1176,10.442,10.4028,10.4215,10.1005,9.9687,10.105,11.3119,11.0813,11.0012
new_160675_160892,15.3469,15.1441,15.373,12.918,15.0772,15.5472,16.1516,16.2706,16.3737,16.1966,16.2259,16.1865
BSU_tRNA_24,12.4619,12.0959,12.7876,12.0545,12.802,13.0265,14.4916,14.4462,14.8095,15.2463,14.945,14.8055
new_176316_176924,7.6941,7.6423,7.7291,7.4841,8.0606,8.4526,10.4107,10.155,11.2104,11.8544,11.1937,11.4614
new_176926_177082,11.8057,11.4718,11.8908,10.0045,11.6558,11.9819,12.5811,12.6571,12.6712,13.3083,13.027,12.583
BSU01580,10.2516,10.2983,10.4436,10.0199,10.6227,10.3339,11.2676,11.1486,11.0644,11.9987,11.4997,11.3313
BSU01590,9.721,9.6953,10.0341,9.6251,10.3771,10.3493,10.1914,10.0727,10.137,10.5388,10.3516,10.2476
BSU01600,8.6191,8.8259,8.871,8.2931,8.1303,8.2098,9.2449,8.6396,8.8882,7.9591,7.5529,7.7937
BSU01610,8.7493,8.9921,9.1622,8.3719,8.2197,8.3152,9.5205,9.0855,9.2088,7.9863,7.5853,7.8472
BSU01620,8.8572,9.3449,9.5532,8.7008,8.4224,8.5601,9.7404,9.3938,9.6006,8.1415,7.6962,8.0585
BSU01630,10.6274,11.102,11.3884,10.3976,9.7339,9.9462,11.229,10.8299,11.1299,9.2921,8.655,9.045
BSU01640,9.6549,10.0036,10.3573,9.3627,9.2059,9.286,10.2408,9.7496,9.9748,8.9357,8.4337,8.655
BSU01650,9.1715,9.0433,9.1028,9.9489,9.0606,9.5081,7.8708,7.7864,7.9131,8.3595,7.9584,8.2967
BSU01660,9.0372,9.0395,8.9358,9.7647,8.9044,9.3308,8.0584,7.8944,7.9627,8.3612,7.9154,8.1837
BSU01670,9.288,9.12,9.1418,9.9254,9.0921,9.5282,8.3056,8.1878,8.0336,8.4143,8.0661,8.3335
BSU01680,9.3369,9.2665,9.4231,9.9209,9.3056,9.8902,8.7238,8.5794,8.3745,9.0025,8.6095,8.8402
BSU01690,9.9946,10.0342,10.0755,10.617,10.3981,10.5956,10.105,9.8983,9.4616,10.4366,10.2038,9.9219
BSU01700,10.2652,10.3183,10.5031,10.6813,10.8511,11.3363,10.8796,10.5903,10.2567,11.1316,10.7889,10.6713
BSU01710,9.0213,9.2361,9.3788,9.0445,9.4368,9.573,9.5727,9.504,9.1936,9.4251,9.1847,9.2937
BSU01720,9.8387,9.9352,9.9174,9.5494,9.7117,9.9513,10.169,9.9436,10.0463,10.1566,9.8892,9.7084
new_194669_194786,9.3249,8.7008,8.564,7.9398,9.5549,10.4427,11.7439,11.8946,11.8148,12.2955,11.832,11.9251
BSU01730,15.1122,15.3906,15.4298,13.6651,13.6438,13.7232,14.1221,14.0656,14.0514,13.5167,12.9773,12.8472
BSU01740,14.9513,15.1309,15.1392,13.6681,13.65,13.6429,14.0446,13.7168,13.7839,13.4417,13.0629,12.5267
new_196132_196212,12.767,12.4896,12.6048,9.736,12.1596,12.4749,13.1957,13.0594,13.0061,13.4951,13.392,13.1084
BSU01750,12.4952,12.4019,12.4681,11.3927,12.388,12.3208,12.9398,12.6723,12.5995,13.5178,13.2851,12.9534
BSU01760,12.6478,12.6536,12.8727,12.4588,12.6953,12.5483,13.0807,12.8288,12.933,13.5386,13.618,13.1449
BSU01770,12.6395,12.7419,12.8856,12.8651,12.856,12.7263,13.0389,12.7579,12.9045,13.8018,13.6321,13.3113
new_200188_200276,14.0325,13.9804,14.0982,12.7365,14.3978,14.6807,14.6157,14.4314,14.643,15.3624,14.7682,15.0405
BSU01780,13.8051,13.7292,13.704,14.0416,14.0752,14.0489,14.3593,14.2524,14.3513,14.8785,14.6572,14.3811
new_201802_202546_c,9.0633,9.0291,9.2486,9.0643,9.1021,9.4575,9.0131,8.9361,9.0825,9.5131,9.214,9.5407
BSU01800,9.7544,9.7492,9.8804,9.2702,9.8355,10.2353,9.9539,9.8033,9.8162,10.4898,10.1109,10.124
BSU01810,7.6208,7.8616,7.9631,8.4115,8.2701,8.4727,7.855,7.8661,7.9374,8.9425,8.5809,8.8425
BSU01820,7.6931,7.8523,8.026,8.378,8.3954,8.5909,7.9287,7.8908,7.9852,8.9314,8.5784,8.7193
new_204891_204975,7.968,8.0865,8.6622,9.1845,8.7778,9.2043,8.5197,8.2498,8.5397,9.7575,9.2117,9.1967
new_204977_205210,14.2257,14.1286,14.369,14.8448,15.0827,15.9915,14.5161,14.4129,14.4154,15.8782,15.3786,15.3813
new_205212_205408,7.0067,7.2261,7.486,7.7799,7.9311,7.7683,10.6924,10.6153,10.524,14.8555,13.8706,14.1035
BSU01830,6.794,7.1115,7.2888,7.5267,7.3828,7.5352,10.2162,10.2329,9.881,14.2706,13.7074,13.5742
BSU01845,7.1857,7.4701,7.6183,7.9981,7.8896,7.9653,10.6407,10.6307,10.2053,14.7791,14.3171,14.0521
new_209557_209632,7.5025,7.7927,7.9216,8.4192,8.2927,8.3401,11.4663,11.5246,11.1656,15.6112,15.1217,15.1725
BSU01860,8.2601,8.1709,8.5683,8.9014,8.7088,8.7402,11.921,11.7844,11.4864,16.2432,15.6032,15.6119
BSU01870,8.2709,8.3871,8.613,8.9387,8.8379,8.9422,11.7816,11.6429,11.2359,16.0578,15.3591,15.4096
BSU01880,8.3025,8.4843,8.6527,9.1058,8.9641,9.0862,11.25,11.3344,11.0442,15.2482,14.8831,14.5584
new_210947_211412,7.6315,7.6825,8.0333,7.8988,7.5979,7.8628,9.8302,9.99,9.7954,13.7416,13.0522,13.1281
BSU01889,11.9783,11.6697,11.6829,10.0162,11.8161,12.3684,12.2374,12.0668,12.1757,14.3246,13.7074,13.5057
new_211769_211858,7.0096,7.1561,7.2962,7.4958,7.8497,8.0416,7.6252,7.8211,8.0549,10.4581,9.625,9.9653
BSU01890,8.4841,8.5105,8.7165,8.3377,8.2209,8.3014,7.933,7.7672,8.1726,8.9344,8.5784,8.6342
BSU01900,6.6019,6.9593,7.038,7.2295,6.9489,7.0284,6.9002,6.8575,7.1843,7.2816,6.9442,7.5217
new_213878_213940,15.7904,16.0381,15.9754,12.6667,12.0431,12.1756,11.4282,11.208,11.2839,9.7465,11.0723,10.8705
BSU01910,15.9297,16.1012,15.9581,12.7099,11.7482,12.0098,11.1804,10.8299,10.9563,11.1555,11.1337,10.7318
BSU01920,14.3088,14.6278,14.7331,9.6872,9.2529,9.2283,9.6614,9.2379,9.3175,9.4527,9.0766,9.3342
BSU01935,14.2584,14.5685,14.7866,9.8035,9.5078,9.5785,9.9681,9.5643,9.6928,9.7487,9.4525,9.8064
BSU01950,13.8878,14.0325,14.1514,10.0971,10.2896,10.8387,10.4221,10.205,10.013,9.6184,9.3664,9.4386
BSU01960,13.4199,13.7685,13.8259,10.087,9.9106,10.3826,9.989,9.7721,9.9619,9.4472,9.2555,9.3827
BSU01970,13.3496,13.5479,13.7639,10.6636,9.9752,10.5529,10.094,9.8179,9.8683,9.4441,9.3469,9.3924
BSU01980,13.1655,13.4345,13.7283,10.6455,9.9256,10.5155,9.9142,9.6334,9.8654,9.5363,9.2308,9.465
new_220033_220103,13.2552,13.7888,13.8548,10.6973,9.8858,10.7558,9.8598,9.5109,9.6748,9.4918,8.8423,9.3566
new_220105_220278,10.9894,11.2423,11.4142,8.7008,8.8746,8.815,9.9136,9.8202,9.665,9.1791,8.8088,9.2755
BSU01990,10.4816,10.798,10.9079,8.5578,8.6733,8.5783,9.2867,9.216,9.0397,9.0013,8.6748,8.7106
BSU02000,10.5853,10.7545,10.9317,9.4115,9.3395,9.5368,9.6212,9.4539,9.3684,9.3323,9.031,9.0898
BSU02010,11.4903,11.5204,11.9548,9.5082,9.4559,9.7752,10.3202,9.9785,10.183,9.8833,9.3777,9.6947
BSU02019,11.2316,11.3541,11.4211,10.8627,10.8445,11.0932,11.194,10.9705,11.7037,11.4934,11.5413,11.1886
BSU02030,8.6442,8.5681,8.8359,7.8185,9.1878,9.3703,9.1603,9.0148,9.3298,9.7518,9.5165,9.6358
BSU02040,12.2482,12.2695,12.4412,9.4531,9.5074,9.8149,9.4639,9.2485,9.0988,10.0766,9.5896,9.6699
BSU02050,13.3311,13.3707,13.6377,10.0789,11.1689,11.4984,11.8296,11.5041,11.468,11.7318,11.5437,11.4217
new_226436_226565,12.3463,12.4305,12.292,9.9022,12.3807,12.7014,11.9188,11.7301,11.554,11.4363,11.0432,10.7288
BSU02060,11.3418,11.4316,11.5792,11.3233,11.7393,11.4984,10.3783,10.1773,10.0995,10.1538,9.7875,9.5126
BSU02070,9.7715,9.2432,8.9263,8.0443,7.4482,7.8268,7.1364,7.1267,7.4591,7.7317,7.528,8.0136
BSU02080,8.8431,8.4269,8.2379,7.693,7.2655,7.5479,6.8499,6.8979,7.1269,7.4257,6.9838,7.4926
BSU02090,9.2302,9.3277,9.2268,9.03,8.3214,8.9978,8.0268,7.9378,8.2049,7.7539,7.3694,7.8641
BSU02100,8.0592,8.0833,8.0878,11.2835,9.0224,9.3763,8.2375,8.4337,10.2923,13.2889,13.2183,12.8337
BSU02110,10.8118,10.6172,10.7553,15.2059,12.3553,13.2248,10.7194,11.0449,13.1014,15.8814,15.6864,14.9996
BSU02120,11.4758,11.4577,11.8776,12.4264,12.7832,12.7348,12.8813,12.8492,12.5072,12.8784,12.7483,12.1985
BSU02130,8.2119,8.5267,8.3972,8.8432,8.3336,8.3417,10.2081,9.6837,9.6949,9.7017,9.3945,9.147
BSU02140,7.7016,7.9823,8.0166,7.8888,7.7968,7.5551,10.2307,9.7933,9.8026,9.7529,9.4931,9.0541
new_234998_235624,8.1054,8.2391,8.4159,7.3275,7.2039,7.3555,7.0025,7.0995,7.2751,7.6939,7.3677,7.772
new_235329_235401_c,7.8154,8.2612,8.115,7.8697,8.1489,7.9989,10.5764,10.0695,9.3508,9.7002,9.4856,8.8845
new_235403_235489_c,7.8274,8.2647,8.0758,7.9117,8.1658,8.1555,10.4467,9.562,9.5363,9.696,9.4989,8.7314
BSU02150,8.1815,8.2676,8.3437,7.9081,7.8965,8.0014,7.6586,7.6551,8.0141,8.3874,8.0115,8.2839
BSU02160,9.6451,9.6928,9.8236,10.3792,11.0942,11.7216,9.6003,9.6353,9.347,11.6582,11.4281,11.1625
BSU02170,8.4738,8.6848,8.7799,10.2349,10.1951,10.6776,8.7406,8.6671,8.3504,10.6381,10.494,10.0231
BSU02180,10.8493,10.4665,10.8378,9.4723,10.4965,10.9316,11.2402,11.1439,11.6808,11.8634,11.5703,11.619
new_238449_238569_c,11.3124,11.3534,11.5054,10.1948,11.4648,11.8764,12.0775,11.8697,12.2989,12.8381,12.2164,12.4496
new_238571_238643_c,11.6348,11.5657,11.8062,10.3792,11.5382,12.0468,12.3001,12.299,12.5797,12.9157,12.3616,12.5479
BSU02190,11.4337,11.5712,11.7604,10.4686,11.4136,11.795,12.0496,11.9321,12.3642,12.8768,12.3779,12.5823
new_239556_239643_c,10.8263,10.7905,10.862,10.3248,10.8261,11.4813,12.1393,12.2274,11.4234,11.8943,11.3614,12.0746
BSU02200,8.4702,8.5891,8.735,10.6331,9.9461,10.487,9.3819,9.2506,9.0344,9.6187,9.1925,9.1345
BSU02210,8.5156,8.7282,8.9089,8.5381,8.6096,8.6235,8.5653,8.4115,8.7893,8.6891,8.432,8.587
BSU02220,9.2569,9.3353,9.5188,8.5084,8.8902,9.0044,9.06,8.9635,9.0033,9.197,8.7433,8.8023
BSU02230,11.771,11.8349,12.0159,11.4929,11.7706,11.6104,12.8822,12.5449,12.2911,12.4055,12.3117,11.5913
BSU02240,13.141,12.8504,12.7512,11.4801,11.7414,12.339,11.8478,11.5481,11.5597,11.652,11.4688,11.1962
BSU02250,12.8914,12.5119,12.35,11.495,11.554,12.2994,11.2864,10.9792,10.861,11.1872,11.0905,10.4415
new_246583_246657,11.9089,11.8811,12.1942,9.0083,10.6921,11.3343,12.4439,12.4633,12.2885,11.8636,11.968,11.6275
BSU02260,11.1279,11.0558,11.1851,9.2006,10.439,10.5108,11.7992,11.4978,11.4867,11.5251,11.0751,10.8807
new_247549_247743,11.0061,10.9697,11.2139,9.5919,10.7607,10.8111,11.6169,11.344,11.6041,11.9097,11.453,11.2519
BSU02270,11.226,11.1121,11.3311,10.2887,11.1365,11.0801,11.6828,11.6122,11.6196,11.8343,11.4581,11.3312
BSU02280,11.2631,11.1068,11.4925,10.7639,11.1022,11.0994,11.5528,11.4215,11.352,11.7392,11.3113,11.2365
BSU02290,10.9609,10.8016,11.03,10.3914,10.7891,10.7044,11.4074,11.2376,11.1328,11.471,11.0415,10.7623
BSU02300,7.7064,7.6639,7.8864,7.7217,7.9327,7.9919,8.0803,7.955,8.1722,8.5049,8.1349,8.3293
BSU02310,12.5941,12.9957,13.0942,9.5374,9.2345,9.408,9.1002,8.8908,8.8199,8.5178,8.0358,8.3421
BSU02320,11.272,11.7728,11.8177,8.8171,8.4317,8.5061,9.2981,9.1467,8.8916,8.452,8.2298,8.3925
new_252315_252458,11.0949,11.929,12.0556,8.9795,8.4952,8.746,9.3167,9.2173,9.1643,8.811,8.4031,8.7415
BSU02330,12.4856,12.7136,12.7888,11.3323,11.9682,11.8382,12.4293,12.2704,12.2246,12.8685,12.6567,12.5279
BSU02340,9.8183,9.9327,9.7363,8.3037,7.944,8.4338,7.8935,7.8499,8.0461,7.6049,7.1709,7.5897
BSU02350,10.3087,10.2656,10.4177,10.6926,10.8347,10.2152,11.0644,11.1339,10.2356,12.7317,12.3256,11.6909
BSU02360,10.5789,10.3963,10.5647,10.9185,11.0007,10.4631,11.2258,11.2512,10.3663,12.6926,12.3975,12.0537
new_257545_257726,8.8987,9.196,9.525,8.9721,9.1174,8.8502,9.0229,8.736,9.2529,9.4628,9.2945,9.4884
new_257573_257643_c,11.2253,11.3421,11.0518,11.2533,11.5437,10.8846,12.0502,12.1317,10.9317,13.1251,12.5941,12.5511
BSU02370,10.3434,10.308,10.4625,10.0229,10.5284,10.7478,11.0467,10.9777,10.4819,11.9036,11.6486,11.4364
BSU02380,9.2553,9.2947,9.5889,10.0822,10.4062,10.3829,9.8056,9.5785,9.1913,10.8003,10.4546,10.2337
new_258887_259015,11.8758,11.7657,11.967,12.0649,12.4465,13.538,12.5261,12.5099,12.1537,11.5002,11.6627,11.3667
BSU02390,11.1469,11.1771,11.5124,12.3279,11.7952,12.8036,11.8765,11.7963,11.3479,11.306,11.2664,10.8701
BSU02400,10.5751,10.2559,10.3374,9.729,9.9339,11.848,12.5471,12.4095,12.0541,11.4795,11.4406,10.8276
new_261536_261647_c,11.4329,11.3233,11.4391,9.5803,10.6736,13.0183,13.481,13.5074,13.295,12.2708,12.1715,11.8515
BSU02410,10.1837,10.0747,10.1206,9.3492,9.8706,10.6258,11.4565,11.2883,11.4536,11.3279,11.0821,10.8805
BSU02420,6.7949,7.1753,7.2673,7.6148,7.2978,7.4491,6.875,6.9504,7.244,7.8104,7.4605,7.7536
BSU02430,6.7147,7.0846,7.1565,7.3977,7.2276,7.3377,6.7984,6.8158,7.0353,7.3581,6.9318,7.398
BSU02440,8.7069,8.7614,9.0003,8.9976,9.4302,9.5281,9.1169,8.8988,8.9108,9.7383,9.4583,9.4098
BSU02450,8.9666,9.0093,9.0823,8.9525,9.5382,9.5093,9.3437,9.1637,9.0873,9.7985,9.7493,9.4365
new_267772_267889,8.1896,8.4735,8.2793,9.2465,9.5304,9.6032,8.6331,8.4474,8.5697,9.5527,9.3339,9.453
BSU02460,7.3288,7.5895,7.7352,8.5317,8.5557,8.4421,7.7251,7.509,7.5883,8.5394,8.3588,8.3276
BSU02470,7.1821,7.4774,7.581,8.4658,8.3422,8.1889,7.4576,7.3935,7.4127,8.1964,8.052,7.9557
BSU02480,6.8229,7.1788,7.408,8.0633,7.9626,7.7691,7.2205,7.1393,7.2938,7.8426,7.5181,7.8146
BSU02490,6.9876,7.332,7.5128,8.0128,7.7917,7.627,7.0627,6.9472,7.0658,7.7034,7.4037,7.6326
BSU02500,10.2811,10.1983,10.1838,9.7885,10.5094,10.6096,10.5005,10.2818,10.3948,10.9624,10.6574,10.1357
BSU02510,7.8387,8.1121,8.1188,8.2189,8.1761,7.8841,7.8642,7.582,7.6181,8.6277,8.3933,8.3248
new_275603_275837,12.2675,12.1918,11.9705,8.7996,10.0817,10.2792,11.3434,11.0756,10.4417,10.8595,10.6824,10.0314
BSU02520,12.04,11.9261,12.0486,9.1411,9.583,9.653,11.0441,10.7691,10.6164,10.9014,10.6767,10.4282
BSU_misc_RNA_6,12.6,12.2954,12.4441,9.8518,11.1893,12.1975,12.6404,12.2639,12.6659,12.4923,12.5737,11.77
BSU02530,9.1458,9.3144,9.4864,7.7689,7.7704,7.9486,10.6521,9.6823,10.2004,10.1063,10.2029,9.9263
BSU02540,8.6078,8.7222,8.8221,7.4819,7.4468,7.6317,9.9539,9.069,9.3483,9.3128,9.3679,9.0172
new_278308_278376,10.3818,10.2703,10.4371,8.6242,10.738,10.6424,11.7,11.1686,10.5119,11.5627,10.9141,10.1295
BSU02550,9.4842,9.5776,9.5295,8.6391,9.4348,9.596,10.0777,9.9829,9.7251,9.8745,9.8784,9.7349
BSU02560,9.6141,9.603,9.8345,8.6921,9.566,9.4038,10.1603,9.9088,9.6,9.7969,9.8878,9.5791
BSU02570,9.6298,9.6077,9.778,9.1832,9.5377,9.4859,10.3663,10.0128,9.8573,10.0351,9.7792,9.518
new_280556_281740_c,8.2122,8.1322,8.3259,8.9307,7.0658,7.1674,6.919,6.9821,7.4957,8.522,8.5078,8.6372
BSU02580,9.4128,9.308,9.636,9.4028,9.4245,9.3199,9.8636,9.7192,9.7989,9.9508,9.6224,9.5365
BSU02590,10.7386,10.4079,10.9235,14.4327,11.3074,11.4299,10.7007,10.8561,12.9894,14.9463,14.6413,14.4842
new_282233_283231_c,11.51,11.34,11.91,7.27,7.05,7.26,8.99,8.64,8.65,7.63,7.29,7.61
BSU02600,11.4494,11.0315,10.6691,8.0187,7.8899,7.9453,7.9808,7.8614,7.8262,8.3784,7.8371,7.9553
BSU02610,8.8982,9.0352,9.1503,8.7416,9.2779,9.2125,9.5021,9.2716,9.1378,9.6948,9.4529,9.1734
BSU02619,6.6206,7.0267,7.27,7.3062,7.0264,7.1825,7.0192,7.0551,7.2744,7.5468,7.0565,7.5593
BSU02620,6.8181,7.2095,7.3132,7.6166,7.3342,7.4568,7.1132,7.0602,7.2972,7.8617,7.405,7.7963
BSU02630,6.761,7.0842,7.2105,7.5128,7.2868,7.3683,6.9449,7.0028,7.2399,7.7028,7.2854,7.8884
new_285988_286047,6.6535,6.9822,7.1924,7.2691,7.2886,7.2257,6.7342,6.9653,7.1153,7.6314,7.1987,7.4047
BSU02640,6.6189,7.0256,7.1026,7.5561,7.1287,7.316,6.711,6.7555,7.1903,7.4738,7.1298,7.5245
BSU02650,10.1274,10.2969,10.1796,9.6335,9.8762,9.9145,9.7806,9.5748,9.6273,10.3887,10.271,9.9152
BSU02660,9.6225,9.7273,9.98,9.2551,9.3385,9.424,9.3852,9.1415,9.0577,9.7379,9.432,9.3723
BSU02670,10.8262,10.8803,10.9464,10.4566,10.6898,10.3959,11.0482,10.7404,10.8766,11.865,11.628,11.3985
BSU02680,11.1998,11.0272,10.8462,9.1019,10.3771,10.7858,11.5468,11.2465,11.1468,11.9237,11.8763,11.3769
BSU02690,7.9705,8.2169,8.1581,8.1678,8.1478,8.2471,8.1786,8.1061,8.3495,9.3872,9.0315,9.1698
BSU02700,13.7415,13.9333,13.8603,12.241,12.4619,12.3082,12.8645,12.2778,11.5114,12.2862,11.7613,11.332
new_292874_293464,11.5228,11.5092,11.6949,9.3673,9.2854,9.1859,11.0849,10.7407,10.3355,9.82,9.7101,9.4315
BSU02710,9.608,9.5015,9.247,10.6359,11.2472,11.3245,9.3233,9.1602,9.2227,10.037,9.5235,9.3058
BSU02720,12.3235,12.4165,12.3751,10.5945,11.3788,11.5115,12.7518,12.31,12.172,12.4673,12.3548,11.7823
BSU02730,9.3056,9.2777,9.2404,9.0091,9.4028,9.3908,9.662,9.4123,9.3844,9.8469,9.6976,9.4919
BSU02740,9.6765,9.6638,9.9628,9.4139,10.0382,9.9147,10.3409,10.118,9.9281,10.4584,10.1882,10.0626
BSU02750,8.5378,8.5233,8.6694,7.8998,7.8574,7.9661,9.3811,9.1455,8.9233,8.6056,8.4792,8.4735
BSU02760,8.391,8.5081,8.6127,8.1043,7.9336,7.9481,9.0354,8.8622,8.8371,8.6397,8.3479,8.4728
BSU02770,10.8843,10.9096,10.8644,11.2219,10.5774,11.1691,10.0269,9.9151,9.9201,9.6397,9.4354,9.3972
BSU02780,13.1644,13.2271,12.821,14.1581,14.2527,14.0561,13.6989,13.4395,13.8222,14.4481,13.7912,13.7143
new_300503_300693_c,14.2112,14.2385,14.0256,12.723,15.0482,15.2324,14.8119,14.615,14.2371,14.6189,14.1692,13.5088
BSU02790,9.5723,9.5651,9.7149,9.1459,8.4838,8.9499,9.3144,9.2172,9.2462,8.8072,8.6245,8.5485
new_302355_302434,9.4879,9.5933,9.495,8.8315,8.5273,8.8606,9.4921,9.1415,8.8378,9.1885,8.6677,8.6559
BSU02800,9.1648,9.288,9.2447,9.3596,10.1017,10.0799,9.7648,9.5353,9.6325,10.3039,10.0006,9.7989
new_303797_304377,8.2197,8.4077,8.3152,8.5854,8.9314,8.8223,8.631,8.426,8.6983,9.526,8.882,9.22
BSU02810,9.6062,9.5721,9.5937,8.3112,9.3713,9.3732,10.2503,10.0255,10.0261,10.2806,9.8164,9.8166
new_304308_304389_c,10.0944,10.0265,10.1315,8.0428,9.3925,9.6723,10.7769,10.8055,10.9918,10.9627,10.7448,10.8289
BSU02820,11.7497,11.5877,11.8808,10.1108,10.9381,11.0573,11.6597,11.4354,12.1183,12.3384,12.0327,11.9979
BSU02830,7.9201,8.0725,7.9936,12.159,9.3897,9.6304,9.4431,9.5116,11.5294,13.2496,13.2022,12.7559
BSU02840,7.9024,7.982,8.1001,10.8167,9.3014,9.6276,9.2025,9.4013,11.485,13.2266,13.2091,12.9055
BSU02850,9.5231,9.5754,9.6713,10.01,10.6637,10.5812,16.3522,16.3571,15.8679,16.2651,15.7883,15.7717
BSU02860,9.6004,9.4563,9.5903,9.9827,10.9351,11.0107,14.2342,13.9466,13.8555,14.4941,14.0869,13.6054
BSU02870,9.6042,9.5392,9.6824,10.8163,11.2774,11.1197,13.7234,13.6701,13.8731,14.1703,13.8636,13.4845
BSU02880,9.0842,9.4074,9.2308,8.1637,9.0125,9.4654,8.592,8.4839,8.7238,10.2118,10.2895,9.9251
new_311859_312061,7.6272,7.8086,7.8139,7.4209,7.6701,7.6745,7.9694,7.9121,8.19,9.0152,8.5501,8.654
new_312063_312158,15.2598,15.6213,16.0923,13.076,14.7395,14.9403,14.6572,14.6485,14.8333,15.5955,15.0667,15.3
BSU02890,14.7173,14.9668,15.187,13.8148,14.3413,14.476,14.3371,14.1962,13.9501,15.0025,14.7223,14.6419
BSU02900,14.4527,14.7062,14.6503,14.1758,14.1583,14.2523,13.9039,13.8682,13.7249,14.7616,14.5794,14.3476
BSU02910,14.6019,14.8364,14.8962,14.752,14.4359,14.4438,14.1627,14.0268,13.6625,14.7429,14.5851,14.2702
BSU02920,14.5695,14.7621,14.7813,14.6018,14.4521,14.3556,14.1017,13.9874,13.7735,14.771,14.496,14.1729
BSU02930,12.5759,12.8049,12.8959,12.4639,12.3908,12.3993,12.457,12.28,12.1353,13.2323,13.1828,12.9572
BSU02940,12.7936,12.9482,13.106,13.0001,12.6848,12.7882,12.4837,12.2267,12.2198,13.4211,13.3276,13.0481
BSU02950,10.9945,11.0324,11.161,11.3034,11.218,11.0376,12.5592,12.4119,12.2788,12.0126,11.6989,11.1889
BSU02960,6.6682,7.1062,7.1828,7.4509,7.2625,7.3484,7.063,7.1092,7.2545,8.9206,8.5651,8.5924
BSU02970,12.0947,11.7481,11.8537,10.6098,12.4352,12.7906,11.2372,11.1117,11.6759,13.8029,13.5855,13.1101
BSU02980,14.2334,14.2445,14.3018,14.5077,14.4605,14.5704,14.6461,14.4317,14.5899,14.2454,13.7053,13.6782
BSU02990,14.0561,14.0132,14.0019,14.7739,14.4589,14.413,14.4425,14.2105,14.1538,13.9142,13.4342,13.0475
BSU03000,13.8073,13.7047,13.8519,14.7081,14.2052,14.222,14.2291,13.8975,14.0037,13.8292,13.272,12.9466
BSU03010,10.9649,11.0407,11.0747,11.1343,10.5758,11.5306,10.5621,10.6765,10.6963,11.3432,11.4941,11.064
new_325190_325277_c,12.468,12.6089,12.3582,12.2883,12.394,13.4227,12.2692,12.112,12.0645,12.6206,12.7273,12.3187
BSU03020,9.386,9.2712,9.3472,9.7988,9.6722,10.88,9.6709,9.6143,9.5036,9.8493,10.2561,9.6463
BSU03030,9.6679,9.8419,9.8659,9.5892,10.3131,10.6451,9.9994,10.0298,10.5836,11.8399,11.6746,11.9247
