SMMPr_1,SMMPr_2,SMMPr_3,HiTm_1,HiTm_2,HiTm_3,BMM_1,BMM_2,BMM_3,Heat_1,Heat_2,Heat_3
BSU18030,12.0286,11.3352,11.3662,10.058,8.9324,9.7295,7.5685,7.63,8.9126,10.8164,10.4525,10.6426
new_1930742_1930833,10.7483,10.4775,10.3166,8.9618,10.9501,11.5081,11.4363,11.4012,11.6354,11.9956,11.5525,11.3138
BSU18040,10.6775,10.7495,10.6825,10.022,10.9818,11.4601,11.0647,10.8684,11.5365,12.0571,11.4696,11.6139
BSU18050,10.8639,10.9077,11.0845,10.5896,11.2801,11.6122,11.3038,11.1388,11.428,11.8995,11.5959,11.0964
BSU18060,13.2679,13.2014,13.3418,13.6888,13.4843,13.6243,13.2908,13.1577,13.9921,14.5763,14.2183,13.9171
BSU18070,11.9695,11.7868,12.053,11.517,12.4325,12.5024,12.5823,12.3137,12.1827,12.0685,11.6337,11.1199
new_1932502_1932632,8.868,8.2301,8.8729,7.3749,8.0518,8.6761,8.6845,8.3021,9.1488,9.1529,8.8479,9.0018
BSU18080,12.5419,12.7933,12.7927,13.4069,13.3285,13.761,12.5061,12.238,13.4234,14.375,13.8912,13.624
new_1933162_1933476,11.713,11.943,12.1122,10.9741,12.123,12.2545,12.6389,12.4024,12.4922,12.7907,12.7645,12.6317
BSU18090,11.3686,11.5161,11.69,12.0037,11.8818,11.9214,12.1197,11.9763,11.7912,12.4026,12.1814,11.9832
BSU18100,11.684,11.9215,11.9433,12.6263,12.3011,12.2966,12.5154,12.2246,12.2827,12.8439,12.6947,12.4189
new_1937876_1938065_c,10.7745,10.7833,11.2234,11.3914,10.5122,11.4016,11.3606,11.1036,11.1118,11.7515,11.1817,11.8785
BSU18110,12.2552,11.9954,12.406,12.9817,11.6762,12.6979,12.4253,12.3268,12.4369,12.8036,12.5815,12.2688
new_1938860_1938924,12.349,12.1385,12.2566,9.3503,11.661,12.1358,12.8914,12.7616,12.709,12.6246,11.8834,11.7841
BSU18120,10.7052,10.6676,10.9222,10.4403,10.6098,10.6295,11.3059,11.1701,10.8655,10.9456,10.4167,10.1453
new_1940412_1941158_c,7.3472,7.4619,7.6213,7.525,7.1759,7.2276,6.5385,6.7314,7.0565,7.3016,6.7079,7.3635
BSU18130,8.5359,8.6501,8.7067,9.7301,9.3633,9.3702,8.5501,8.3724,8.3711,9.574,9.2833,9.3576
BSU18140,7.6093,7.5916,7.6678,7.5073,7.171,7.4754,7.0091,6.9038,7.3172,7.7296,7.1604,7.7967
BSU18150,9.9155,10.0541,10.0682,10.111,9.8302,9.9101,9.3027,9.0844,9.1192,9.7467,9.525,9.5959
new_1943983_1944112_c,10.2045,10.2339,10.3862,10.0682,9.8074,9.9341,9.4507,9.0201,9.0513,9.9211,9.475,9.4892
BSU18160,10.1122,10.1418,10.2083,9.7853,9.6383,9.8027,9.2995,8.948,8.7346,9.6047,9.3378,9.3229
new_1945655_1945976_c,9.9783,10.0413,10.2848,8.4326,9.3264,9.4486,9.3789,9.1336,8.8437,9.3465,9.1827,9.1914
BSU18170,7.1903,7.7815,7.7621,7.6063,7.8364,8.2182,7.4648,7.4739,7.5234,7.7563,7.5002,7.7699
BSU18180,8.1235,8.4312,8.5036,8.5738,9.0869,9.1902,8.7197,8.6187,8.6586,9.5494,9.1763,9.1833
BSU18190,12.1028,12.0259,12.2645,11.0777,11.8987,12.0397,11.356,11.2472,11.3416,12.2442,11.8322,11.617
BSU18200,8.401,8.0764,8.0895,8.0957,8.1465,8.3144,7.2542,7.1128,7.3817,8.0879,7.6929,8.0344
new_1949513_1949584_c,8.8099,8.3185,8.081,7.7292,8.113,8.3461,7.0794,7.1287,7.3377,7.7827,7.7142,8.0167
BSU18210,7.7736,7.8353,7.7375,7.8541,7.4305,7.5315,6.9198,6.9136,7.1812,7.5097,7.1346,7.559
BSU18220,7.896,7.8547,7.6848,7.5031,7.2294,7.4433,6.8079,6.7254,7.0283,7.3581,6.8563,7.41
BSU18230,7.882,7.9952,7.7456,7.4909,7.1179,7.3534,6.7291,6.7446,7.0074,7.2024,6.7151,7.3247
BSU18239,8.2569,8.2029,8.0543,7.6655,7.1918,7.4147,6.7479,6.9118,7.0172,7.3724,6.9314,7.4628
BSU18240,8.2803,8.1241,7.9886,7.4128,7.1956,7.3549,6.8183,6.8003,6.9792,7.4085,6.9171,7.4477
BSU18250,7.4832,7.7218,7.5126,7.37,6.9688,7.1798,6.7139,6.7331,6.9163,7.1912,6.6846,7.357
BSU18260,9.4066,9.1256,8.6425,7.4562,6.9892,7.278,6.775,6.8385,7.0186,7.2776,6.8713,7.3777
BSU18270,6.8695,7.1513,7.1936,7.1913,7.1519,7.3286,6.6894,6.7996,6.9936,7.3047,6.7168,7.4159
BSU18280,8.3376,8.3235,8.7104,7.4019,7.2529,7.5997,7.1737,7.1497,7.3412,7.7118,7.1896,7.7076
BSU18290,7.7479,7.654,7.7066,7.4747,7.2268,7.4036,6.7455,6.9208,7.0065,7.2827,6.7299,7.3149
BSU18300,10.7401,10.8201,10.8655,9.7219,9.1243,9.2747,9.5212,9.1792,9.3937,9.1072,8.9125,9.0202
BSU18310,10.6955,10.7731,10.8285,9.6341,9.1267,9.2855,9.6801,9.2908,9.4039,9.0806,8.8244,9.0337
BSU18320,10.8591,10.9047,10.9262,9.8947,9.1689,9.4126,9.8033,9.4415,9.5131,9.1566,8.9674,9.0699
BSU18330,10.7507,10.746,10.9182,9.7055,9.1937,9.3649,9.7909,9.5216,9.3411,9.0393,8.8087,9.032
BSU18340,10.8451,10.8197,10.9241,9.4867,9.0125,9.3807,9.7226,9.4964,9.2318,8.8159,8.6724,8.9389
new_1997958_1998066_c,12.6337,13.2237,12.8381,10.6918,12.3495,12.8211,11.9867,12.3389,12.2986,13.0062,12.3383,12.414
BSU18350,11.7672,11.7973,11.8044,11.684,10.5272,11.1679,9.8634,9.6377,9.6836,9.3228,9.0566,9.1551
BSU18360,11.78,11.8597,11.8173,11.8357,10.628,11.2724,9.9644,9.7731,9.821,9.1603,8.974,9.1054
BSU18370,11.8558,11.8813,11.7753,10.7312,10.0246,10.5386,10.0579,9.8335,9.9752,9.967,9.6308,9.5511
new_2002172_2002505,7.0427,7.4391,7.4478,11.7436,7.6646,7.6944,6.7972,6.9714,7.5343,8.7675,8.7902,9.0383
new_2002352_2002456_c,11.2564,11.3457,11.2044,10.5563,9.9604,10.4462,10.8781,10.7016,10.646,10.5709,10.1671,10.3121
BSU18380,11.6245,11.8825,12.1962,13.5107,11.7509,10.9646,10.9522,10.9005,10.7669,15.0193,14.8521,14.3494
BSU18390,10.1662,10.1769,10.3466,10.2508,11.4804,11.6384,10.1928,10.0981,10.1728,12.8497,12.3131,12.0595
BSU18400,10.7642,10.7924,10.8013,9.0388,10.3661,10.836,10.6964,10.4342,10.8485,10.9752,10.6008,10.6123
BSU18410,8.3333,8.6063,8.6827,8.8872,8.2251,8.613,7.2405,7.1982,7.3717,7.9331,7.6528,8.0434
BSU18420,9.9208,9.9618,10.023,9.1203,9.6857,10.0282,9.5181,9.2861,9.3909,10.348,10.0949,10.0598
BSU18430,8.3226,8.53,8.8509,8.9252,8.7559,8.7709,7.7906,7.7161,7.7261,9.1072,8.8983,8.9793
new_2007582_2008540_c,8.8656,8.8355,9.0087,8.3962,8.3476,8.624,9.7172,9.4846,9.7113,9.0858,8.542,8.5744
BSU18440,14.5642,14.5443,14.7702,15.5424,15.2665,15.3755,14.9733,14.8911,14.654,14.3717,14.1758,13.6554
BSU18450,14.2109,14.2115,14.4679,15.1311,14.9201,15.1213,14.888,14.7811,14.4728,14.0795,13.9962,13.6074
new_2014633_2014704_c,14.1583,13.8329,13.7957,12.7275,14.756,15.0775,14.9897,14.8429,13.1049,12.9063,12.2758,11.1614
BSU18460,10.8588,10.8664,11.0488,10.976,11.6682,11.729,11.2198,11.1009,11.3223,11.3989,10.9996,10.8904
BSU18470,11.8976,11.7441,11.6504,13.0716,12.7393,12.7634,10.8789,10.4238,11.3663,11.5183,11.0273,10.9795
BSU18480,12.5169,12.4893,12.4788,13.0611,13.1408,13.4682,11.7011,11.1856,12.1708,12.4755,12.157,11.9337
BSU18490,10.3134,10.7951,11.0665,10.4913,10.4167,10.9281,9.3705,9.2434,9.8356,10.1577,9.8625,10.0935
new_2018314_2018433_c,8.4995,8.7255,8.8266,8.4138,9.1491,9.0346,8.7564,8.9131,9.289,10.7973,10.6136,10.5628
new_2018435_2018531_c,8.0264,8.3036,8.7258,8.2464,8.0348,8.08,8.3743,8.1229,8.5227,9.5119,9.0992,9.3971
BSU18500,12.0641,12.1126,12.0754,12.0778,12.3408,12.1358,11.9549,11.7889,12.339,13.7948,13.5865,13.3823
BSU18510,8.457,8.4633,8.5159,14.6809,9.6201,9.6149,8.9839,9.203,11.6468,12.7301,12.6286,12.5569
BSU18520,7.4849,7.6133,7.5756,8.7635,7.6348,7.7111,7.3316,7.3857,8.5688,9.7957,9.8955,9.7372
BSU18530,9.6504,9.6681,9.6217,9.677,9.8177,10.181,8.918,8.8576,9.1143,10.3698,10.2191,10.0952
new_2021145_2021230,9.8005,10.2707,9.7097,11.1693,10.9859,11.0634,8.9613,8.9166,8.1017,9.2111,8.7246,8.9952
BSU18540,10.3029,10.1061,10.4609,12.4996,12.0504,12.2231,13.8628,13.8965,13.2882,12.3524,12.1504,11.7135
new_2021232_2021971,7.7069,7.7368,7.9504,7.6157,7.5663,7.8658,6.9029,6.9905,7.2267,8.4572,7.9975,8.2629
new_2022468_2022560_c,11.3207,11.0981,11.3048,13.0884,12.9344,13.4009,14.5628,14.5818,14.2753,12.7814,12.994,12.6136
BSU18550,10.7792,10.4749,10.6724,12.5596,12.4133,12.8878,14.2842,14.1567,13.6642,12.3256,12.5262,12.0856
BSU18560,11.3967,11.0563,11.3378,12.4895,12.7332,13.6001,14.5088,14.4548,14.1782,13.3562,13.3277,13.1993
new_2025088_2025159_c,12.1566,11.5201,11.7635,10.7191,12.8288,14.0329,14.6559,14.648,14.5421,13.8533,13.7873,13.6114
BSU_misc_RNA_31,12.6272,12.232,12.1429,12.0772,13.642,14.6801,15.2934,15.0665,14.6149,13.8796,13.8442,13.6252
BSU18570,11.8729,11.7599,11.9119,12.7598,12.8431,13.321,13.1445,13.0088,12.8186,13.0516,12.8772,12.4876
BSU18580,13.1994,13.182,13.3517,13.5023,13.4764,13.7413,13.4782,13.3666,13.1507,13.3513,13.054,12.9941
new_2027827_2028174_c,12.2499,12.2062,12.4681,10.3356,11.2708,11.3323,10.8843,10.7197,10.7462,10.3266,10.0016,10.1401
BSU18590,12.8538,13.1719,13.2992,10.8931,11.942,11.9703,11.7029,11.6154,11.6907,11.3599,10.8073,10.8739
new_2028580_2028675_c,12.9497,13.2213,13.3045,10.3516,11.8238,11.9421,11.689,11.6233,11.5773,11.0932,10.6445,10.5671
new_2028811_2029019,10.9937,10.6302,10.4098,8.5237,8.1485,8.7564,8.078,8.096,8.2862,8.5741,8.0829,8.4718
BSU18600,10.8466,10.3901,10.2861,8.5636,8.1616,8.8168,7.986,7.8798,8.2429,8.5139,7.8712,8.2624
new_2029314_2029407,10.8287,10.615,10.3203,8.5884,8.1856,8.783,7.8888,7.9016,7.942,8.1942,7.5619,8.0215
BSU18610,10.583,10.4387,10.8397,9.1183,10.1077,10.3289,11.4833,11.2725,11.3926,10.9503,10.724,10.7704
new_2031115_2031202_c,10.6259,10.2711,10.2988,7.798,9.4552,9.9847,11.6882,11.4563,11.4291,10.8018,10.6533,10.6067
BSU18620,8.2309,8.2526,8.7739,7.423,7.5479,7.8988,7.6296,7.6144,7.8627,7.9171,7.4395,7.8928
BSU18630,9.1829,9.3957,9.6078,9.8347,9.7559,9.7028,9.6891,9.3529,9.407,9.3767,8.9442,8.9287
new_2033681_2033894_c,8.505,8.5707,9.023,8.8453,8.7596,8.8168,8.5871,8.3498,8.6093,9.4357,8.9785,9.1213
BSU18640,8.4547,8.5665,8.7281,8.5276,8.9388,8.8735,8.7223,8.5691,8.627,9.252,8.8688,9.0312
new_2034573_2037062_c,9.0518,9.076,9.2151,8.7058,9.2836,9.2595,9.1296,9.0068,9.0217,10.028,9.5775,9.5646
BSU18650,7.8445,8.1183,8.1487,8.7493,8.604,8.7195,7.6996,7.6124,7.8726,8.1253,7.7436,8.1548
BSU18660,7.0273,7.1702,7.2102,7.2975,7.0779,7.2227,6.6695,6.7768,7.0086,7.2827,6.747,7.4326
BSU18669,11.5493,11.8312,12.0758,12.0647,12.5302,12.2368,11.3308,11.2268,11.2396,12.2787,11.9406,11.9059
new_2037369_2037470_c,11.7115,11.9524,12.1844,12.1159,12.6242,12.4198,11.462,11.3734,11.3889,12.3373,12.0107,11.8788
new_2037498_2037600_c,8.3087,8.252,8.6823,7.3998,7.0291,7.2573,6.733,6.8234,7.0979,7.5459,6.8548,7.3871
BSU18670,9.7779,9.5061,9.636,7.328,6.9989,7.2891,6.8407,6.8997,7.0431,7.3194,6.7608,7.3481
BSU18680,10.2588,10.1567,10.4487,9.8544,9.5863,10.2752,9.2371,9.1698,9.1279,8.6748,8.4929,8.5841
BSU18690,9.0756,9.2573,9.298,9.1099,8.8681,9.5028,7.9856,7.8015,7.9985,8.3153,7.8913,8.2527
BSU18700,8.6422,8.5397,8.2228,7.886,7.8726,8.0791,7.7116,7.6354,7.8897,8.3516,7.947,8.2605
BSU18709,7.6744,7.7794,7.6941,7.6174,7.6693,7.8466,6.9482,7.1407,7.4215,7.7523,7.5264,8.253
new_2041030_2041466,8.4779,8.286,8.0658,7.6105,7.3759,7.6103,7.2868,7.2981,7.628,8.2147,7.7314,8.2413
new_2041228_2041329_c,8.5832,8.371,8.3879,8.1658,7.8141,8.0984,7.4814,7.4011,7.7201,8.175,7.9015,8.2906
BSU18710,8.5362,8.3501,8.2748,8.1654,7.6902,7.8856,7.4174,7.3555,7.659,8.1248,7.8208,8.1778
new_2041828_2041927_c,8.5504,8.4202,8.3929,7.8242,7.5673,7.6653,7.3884,7.3641,7.6813,8.081,7.7669,8.1285
BSU18720,8.1479,7.9686,7.7422,7.4218,6.9941,7.2095,6.7333,6.7717,7.0248,7.2906,6.7174,7.4367
BSU18730,9.184,9.4197,9.8778,9.557,9.5,9.4215,9.2188,9.1893,9.152,10.237,9.9482,10.0609
BSU18740,8.9487,9.0894,9.3408,9.3618,9.3021,9.2986,9.1279,8.9907,8.9579,9.7001,9.4394,9.3316
new_2043933_2044037,8.909,9.1309,9.3299,9.3097,9.1958,9.2191,9.0415,8.9861,9.0051,9.7276,9.3688,9.3892
BSU18750,8.6333,8.817,9.0071,8.9981,9.1972,8.9905,8.7083,8.7204,8.6554,9.7046,9.2027,9.0979
new_2044833_2045843,7.4149,7.7686,8.0026,7.5645,7.6662,7.7828,7.685,7.6352,7.7746,8.3379,7.8788,8.077
BSU18760,7.9177,8.0048,8.0218,8.1361,8.0873,8.2751,7.6314,7.6609,7.9534,8.7798,8.3334,8.5368
BSU18770,7.5394,7.7119,7.8702,7.7758,7.803,7.8404,7.7544,7.7349,7.7905,7.955,7.5347,7.8873
new_2046920_2046979_c,10.8791,10.9462,10.5752,9.6345,9.7764,10.4126,10.007,9.3537,9.6697,9.7677,9.1524,9.2475
BSU18780,10.477,10.7016,10.4138,9.0952,9.4754,9.9308,9.6682,9.3617,9.6031,9.6768,9.0482,9.2264
new_2047441_2047674_c,8.9101,8.7908,8.7459,8.0769,7.7679,7.9727,7.688,7.6416,8.0365,8.2714,7.8706,8.2189
BSU18790,9.3698,9.6278,9.6091,9.5826,9.0834,9.5216,8.8014,8.5205,8.9094,9.1922,8.8233,8.9458
BSU18800,11.4461,11.5659,11.5233,12.3311,12.1491,12.4287,11.805,11.4713,11.7173,12.3117,12.0179,11.6893
new_2049454_2050111,9.3963,9.1186,9.2221,8.382,8.8893,9.751,9.427,9.3615,9.7677,10.1486,9.6896,9.9687
BSU18810,9.3595,9.4952,9.3772,9.0974,8.779,9.0169,8.3282,8.2548,8.4755,8.752,8.4588,8.7222
BSU18819,9.4162,9.4871,9.3676,8.9112,8.6083,8.9676,8.3314,8.1552,8.3758,8.6903,8.4006,8.6885
BSU18820,10.3366,10.8383,10.3337,9.1855,8.7317,8.8835,7.9699,7.7268,8.3871,8.7543,8.2606,8.5488
BSU18830,10.1251,10.1668,10.1117,10.1345,9.5531,9.8241,9.2378,9.0111,9.17,9.7641,9.4246,9.4639
new_2053930_2054039_c,11.4972,11.6571,11.0467,10.7031,10.4442,10.7995,10.2484,10.3098,10.4529,10.5548,10.6602,10.2436
new_2053985_2054612,9.6815,9.2033,9.1355,8.5977,8.6682,10.2762,10.4825,10.5442,10.8932,11.9069,11.0975,11.3695
new_2054085_2054544_c,11.6856,11.7114,11.9974,12.7649,12.2969,12.3817,11.1346,10.7434,10.8612,11.2239,10.9045,10.8378
BSU18840,12.4235,12.4842,12.9555,12.9658,12.8924,12.7734,12.5602,12.3339,12.3719,12.1556,11.8149,11.6137
new_2055241_2055358_c,13.3079,13.5135,13.8737,13.8076,13.8052,13.7706,13.5604,13.3024,13.4933,13.2171,13.089,12.7263
BSU18849,10.6762,10.6529,10.6968,9.1554,10.4418,10.5035,12.2116,11.9559,12.0437,11.4082,10.8673,10.8677
BSU18850,11.9691,11.8482,11.9746,10.2699,12.5874,12.7377,12.1899,11.9117,11.9975,12.7183,12.2129,12.2219
new_2056617_2057213,11.3796,11.3082,11.5714,9.9866,11.9777,12.2923,11.4362,11.5133,11.5473,12.3074,11.829,12.0588
BSU18860,8.1949,8.1783,8.4694,8.0268,8.134,8.7642,8.4874,8.5073,8.9122,8.8924,8.2875,8.6702
BSU18870,10.5697,10.5851,10.8303,9.4185,11.32,11.4775,10.8323,10.4678,10.6966,11.4191,11.0981,11.0018
new_2057588_2058714_c,11.6929,11.4927,11.7129,11.2664,12.2592,12.5348,11.8202,11.7562,12.0421,12.6154,12.2318,12.2139
BSU18890,11.8012,11.5819,11.7828,11.1012,12.1944,12.4015,12.0711,11.9291,12.1426,12.5018,12.2034,12.1135
BSU18898,9.0969,9.1029,9.4114,9.2565,9.6332,10.05,8.952,8.826,9.2801,9.8386,9.6746,9.9636
BSU18899,7.0493,7.6702,7.369,7.5853,7.733,7.8814,7.0424,7.1434,7.2694,7.7505,7.2817,7.7427
BSU18900,8.9577,9.101,9.2592,9.2404,9.5516,9.8935,9.0088,8.743,9.0122,9.6244,9.6374,9.868
BSU18908,13.0633,13.237,12.996,12.5576,12.2582,12.6747,11.0868,10.8465,11.253,10.9257,10.3955,10.304
BSU18909,7.3283,7.3466,7.4836,7.2584,7.021,7.6025,7.2075,7.3185,7.8739,8.2068,7.361,8.0209
BSU18910,14.2296,14.4657,14.631,13.2425,13.0719,13.4617,12.9842,12.7948,12.8175,13.2312,12.8183,12.8273
BSU18920,13.7722,13.7413,14.1965,13.5684,12.417,13.0961,11.8596,11.9277,11.7848,11.9468,11.5057,11.7637
BSU18950,7.0159,7.2729,7.2161,7.3515,7.3372,7.6281,7.5112,7.5363,7.9068,8.6527,7.8953,8.3597
BSU18960,10.4501,10.5559,10.7721,9.6774,9.1433,9.856,8.2681,8.2505,8.268,7.8804,7.5872,7.9985
BSU18970,12.6726,12.7486,13.1834,12.2982,12.9383,12.9595,12.9722,12.7496,12.7637,13.2289,12.6228,12.8439
new_2069030_2069174_c,13.2107,13.3319,13.8398,12.1304,13.5763,13.6677,13.3324,13.4031,13.2611,13.5718,13.202,13.3116
new_2069176_2069261_c,11.8819,11.7528,11.8405,9.5343,11.6624,11.8384,12.1284,11.9716,11.7655,12.2684,11.8812,12.1659
BSU18979,11.6408,11.2655,11.6519,9.3535,11.1079,11.3972,11.614,11.5392,11.2479,11.9817,11.2501,11.6456
new_2069562_2069699_c,12.466,12.1105,12.4658,9.1738,12.058,12.2368,12.5509,12.3586,12.1795,12.2585,12.2369,11.9772
new_2069746_2069982_c,12.6564,12.4371,12.6614,11.7537,11.8812,12.6154,12.2948,12.0031,12.6358,13.2059,12.8247,12.8366
new_2069824_2069977,12.619,12.8442,12.9402,12.0776,10.973,11.6854,10.8538,10.6478,11.1115,10.1832,9.9992,9.6777
new_2069984_2070118_c,14.404,14.699,14.7949,14.7549,13.8648,14.6339,13.4032,13.2511,14.0689,14.1375,14.204,13.8739
new_2070120_2070243_c,13.9106,14.4327,14.7711,13.4672,12.8346,13.0334,12.6414,12.4851,12.4742,12.5187,11.7562,11.9894
BSU18980,14.5549,14.8584,15.2346,12.9714,13.2338,13.1615,13.0192,12.8992,12.88,12.8123,12.0268,12.0788
new_2071115_2071197_c,10.936,11.0271,10.8905,9.0014,9.8625,10.1342,10.6217,10.4579,10.4182,10.6583,10.0892,10.3737
new_2071199_2071285_c,13.0553,13.2987,11.6973,13.4617,13.089,13.6353,12.2969,12.1253,12.2717,12.7273,12.6239,12.3433
BSU18990,12.3813,12.7075,12.8178,11.8745,12.1209,12.4308,11.6704,11.4856,11.5662,12.3182,12.0238,12.0659
BSU19000,11.3838,11.3961,11.5436,10.5399,10.8818,11.1547,10.5183,10.4247,10.3924,10.8823,10.6162,10.6081
new_2074222_2074617_c,11.8064,11.9823,12.1399,9.3746,10.3729,10.5967,10.6394,10.4955,10.6229,11.2091,10.8046,10.8619
new_2074312_2074438,7.6293,7.4702,7.5008,7.2507,6.8924,7.1331,6.7788,6.8264,7.0708,7.4234,6.9638,7.4779
BSU19020,7.3307,7.5097,7.5622,7.2768,7.0468,7.1969,6.8771,6.9458,7.171,7.4598,6.8983,7.559
new_2075780_2076111,7.3635,7.6002,7.6168,7.3652,7.1223,7.4828,7.1022,7.1077,7.4563,7.6382,7.0947,7.7044
new_2076113_2076205,11.3752,11.8657,11.8434,11.2332,10.2238,10.9521,9.1462,9.2177,9.2075,8.5837,8.1184,8.3483
BSU19030,9.1625,9.5944,9.7096,9.6558,8.4557,8.5727,7.2716,7.2686,7.5561,7.71,7.2748,7.7044
new_2078548_2079183_c,9.1433,9.1706,9.7042,9.3812,10.0481,10.1014,9.2457,9.2294,9.2557,10.4093,9.9917,10.3071
new_2078627_2079084,10.2176,10.6234,10.575,10.2824,9.0738,9.4542,7.663,7.6895,7.916,8.285,7.8471,8.2616
new_2079086_2079196,12.3523,12.5997,12.8586,14.3395,13.5257,13.6438,12.8007,12.9407,12.3563,13.0642,12.5712,12.4916
BSU19040,11.4341,11.2578,11.2111,11.1076,11.7871,12.0989,11.3793,10.9994,10.9628,11.6551,11.5328,11.0291
BSU19050,11.3614,11.1791,11.3359,10.6627,11.8898,12.0706,11.4235,11.2471,11.1781,11.8722,11.5314,11.4024
BSU19060,11.7298,11.5437,11.6088,10.76,12.4256,12.4646,11.7063,11.5691,11.2609,11.9149,11.619,11.3657
BSU19070,8.8705,9.095,9.1026,10.1805,10.671,10.6425,9.0523,8.8541,8.6467,10.0473,9.623,9.6544
BSU19080,9.2178,9.2925,9.2204,10.7965,10.9801,11.0374,9.255,9.1249,8.6976,10.147,9.6318,9.4762
BSU19090,7.3192,7.567,7.8109,7.6119,7.4524,7.6679,7.7454,7.611,7.7972,7.6375,7.2431,7.6819
BSU19100,9.026,8.9968,9.1049,7.9533,8.4881,8.5737,8.8382,8.6183,9.1002,9.1511,8.7254,8.8929
new_2084124_2084188,7.5934,7.7846,8.1656,7.1104,6.9586,7.1101,6.6893,6.823,7.126,7.3003,6.6342,7.4103
BSU19110,9.1867,8.9506,8.8295,7.167,6.9905,7.2092,6.6921,6.8003,7.1348,7.3533,6.8406,7.4118
BSU19120,11.1502,11.4266,11.4535,10.8724,11.569,11.4695,11.001,10.8093,11.4526,11.9991,11.6514,11.53
BSU19130,13.4891,13.7486,13.658,11.6319,12.8396,12.8844,12.9353,12.6298,12.9587,13.4553,13.0272,13.0788
BSU19140,12.375,13.2675,13.6044,13.0906,14.1922,13.6561,12.5229,12.4794,12.9044,13.3585,12.9293,13.0633
BSU19150,8.2894,8.3128,8.4733,12.105,9.1953,9.7152,9.0923,9.0547,11.0002,13.2659,12.9233,12.8259
BSU19160,10.0581,10.0624,9.9768,9.4295,10.3767,10.3586,11.3583,10.9032,11.306,10.8753,10.2443,10.3146
BSU19170,12.6157,12.5967,12.7326,10.8271,11.7681,12.2289,13.1822,13.1353,13.1696,12.7084,12.179,12.1873
BSU19180,8.9972,8.9381,9.2799,7.7137,7.6785,7.8143,8.2276,8.1681,8.3771,8.6974,7.9467,8.466
new_2090455_2090524,6.9294,7.0394,7.5227,7.2932,6.907,7.2509,7.4392,7.1739,7.5254,7.6601,7.1552,7.6917
BSU19190,9.4531,9.393,9.5609,9.0638,9.3595,9.6922,9.5458,9.4597,9.79,10.1157,9.7123,9.8313
BSU19200,8.7774,8.7304,8.8146,8.8664,8.7336,9.1431,8.8971,8.4741,9.0639,9.5617,9.1458,9.1525
new_2092326_2092824_c,8.071,8.0927,7.9349,7.4165,7.1192,7.3579,7.0041,7.1061,7.3598,7.2783,6.8289,7.3717
new_2092817_2093011,9.5571,9.6443,9.6738,8.4339,8.6728,8.8553,7.8956,7.8701,8.1448,8.8855,8.3991,8.7972
BSU19210,13.6006,13.8623,14.0574,14.2183,13.3282,14.5702,13.1357,12.9903,13.5891,11.8653,11.2373,11.443
new_2093013_2093780,8.278,8.3797,8.6005,8.8578,8.379,8.3698,7.1982,7.2834,7.862,8.3604,7.8723,8.2921
new_2093816_2094009_c,11.1718,11.3686,12.019,12.106,11.6868,12.0347,11.3788,11.0823,11.4105,12.0038,11.3234,11.8161
BSU19220,10.3554,10.4228,10.6202,10.3003,10.478,10.622,10.6075,10.3181,10.3114,10.5028,10.3026,10.2614
new_2095786_2095916_c,9.9729,10.0751,10.2994,10.1937,10.8129,11.0525,10.3352,10.1739,10.3233,10.94,10.5451,10.6747
BSU_misc_RNA_32,13.6911,14.1146,14.1249,14.433,13.7615,14.1232,13.2716,13.0273,13.4147,12.7676,12.9183,12.657
new_2096129_2096321_c,6.9897,7.3117,7.4225,7.5434,7.3626,7.5332,7.8696,7.8288,8.0726,7.9428,7.9442,7.7522
BSU19230,11.2942,11.2068,11.5614,9.9731,10.6812,10.6866,12.6591,12.4854,12.8799,12.6244,12.376,12.4558
BSU19240,10.2396,10.1517,10.2027,14.5948,9.8896,9.8876,9.5452,9.3583,10.3849,11.7655,11.9384,11.5611
BSU19250,10.1862,10.003,10.1608,8.2616,8.7275,9.1508,9.41,9.2345,9.425,9.0463,8.6122,8.8764
new_2098025_2098315_c,10.1114,9.9633,10.1168,7.9722,8.5918,8.9342,9.3253,9.1051,9.2097,8.9763,8.4527,8.7591
BSU19259,9.7118,9.6782,9.5526,8.0102,7.8545,8.0425,7.4579,7.4804,7.674,8.0074,7.4395,7.9422
BSU19260,10.2538,10.2485,10.4219,8.0299,8.5814,9.0407,9.3953,9.2031,9.511,9.2737,8.8274,9.0998
new_2098330_2098837,9.3838,9.126,8.98,7.5983,7.3685,7.6536,7.1863,7.2374,7.4932,7.6856,7.2844,7.8225
new_2098793_2098895_c,10.3963,10.4664,10.5434,8.1179,8.7845,9.5936,9.8265,9.6772,9.8077,9.9145,9.4342,9.7058
BSU19270,12.1902,11.849,11.6261,8.0363,7.6519,8.0103,7.4581,7.5012,7.7203,8.087,7.5272,7.9989
new_2098897_2099422_c,10.2819,10.3128,10.6531,8.2037,9.0209,9.8071,10.1328,9.9359,10.0868,10.258,9.8398,10.0241
BSU19280,11.9948,11.597,11.3508,8.725,8.6722,9.0954,7.4315,7.4105,7.6053,8.1006,7.6272,7.9511
BSU19290,13.2624,13.3856,13.7248,11.2504,12.5644,12.8261,12.105,11.933,12.3683,12.5732,12.1774,12.2437
new_2099791_2099863_c,13.4363,13.8906,13.9203,11.3755,12.8033,13.2926,12.6247,12.2256,12.391,12.6679,12.2105,12.3519
