T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
new_2095786_2095916_c,11.2301,10.7923,10.6694,10.2033,10.1983,10.1246,10.4237,10.1987,9.0225,9.4856,9.4825,9.5557,10.5044,10.3528,10.8244,10.9044,10.7174
BSU_misc_RNA_32,14.096,14.3114,14.3363,13.8521,14.0109,13.8322,14.4242,14.267,15.6507,14.8081,14.8932,13.8946,14.2132,14.1319,14.3043,14.1035,13.8084
new_2096129_2096321_c,7.1343,7.3676,7.1942,7.2883,7.0845,6.9036,6.652,6.7096,7.729,7.5077,7.961,8.0858,7.4338,7.3639,7.7963,7.5493,7.787
BSU19230,12.2338,11.9634,11.4851,11.1212,10.6385,10.4862,10.549,10.13,9.1508,9.0697,8.7709,8.9307,9.1549,8.9021,9.089,9.2486,9.0599
BSU19240,11.1882,11.1596,10.8781,10.4928,10.4253,10.6032,11.101,10.8882,10.9499,9.4727,9.5737,9.5634,10.3836,10.2298,10.8712,10.9821,10.829
BSU19250,11.4037,11.2938,10.8584,10.5144,10.4179,10.4939,11.049,10.6499,8.5334,7.984,8.4283,9.2899,10.1465,10.2732,10.9431,11.0907,10.8382
new_2098025_2098315_c,11.3283,11.1519,10.7623,10.4421,10.4183,10.6107,11.1134,10.9299,8.9465,8.3539,8.5957,9.3234,10.1163,10.206,10.8804,10.8638,10.6098
BSU19259,9.7542,9.2287,8.8544,8.7435,8.7173,8.9426,8.9114,8.9103,9.6683,9.06,9.0424,9.2217,9.8541,9.7823,10.4226,11.0825,10.8847
BSU19260,11.4052,11.2616,10.8962,10.5655,10.7176,11.0671,11.7034,11.6237,9.8836,8.9987,9.0102,9.6166,10.3204,10.3744,11.1386,11.2193,10.8657
new_2098330_2098837,9.2583,8.908,8.4336,8.2221,8.1809,8.3071,8.2429,8.0387,9.0905,8.8012,9.0162,9.1254,9.5471,9.464,10.1825,10.5396,10.6412
new_2098793_2098895_c,11.4812,11.6306,11.3692,10.9048,11.3691,11.8672,12.7013,12.2499,11.3813,10.2492,9.9744,10.2072,10.8992,10.8809,11.5106,11.6142,11.6391
BSU19270,11.9772,10.9061,9.775,8.8797,8.4852,8.3475,7.9699,7.8689,9.2545,9.0458,9.2773,9.3027,10.3438,11.3109,12.3937,13.1566,13.5035
new_2098897_2099422_c,11.5633,11.7884,11.6108,11.4472,12.0005,12.3542,13.2084,12.9639,12.1189,10.7292,10.2315,10.4897,11.1901,10.8245,11.3811,10.8334,10.2006
BSU19280,11.62,10.5082,9.3369,8.7603,8.2912,8.1504,7.6636,7.6686,9.141,8.9419,9.1039,9.1831,10.0628,10.7441,11.859,12.5656,12.8811
BSU19290,13.5275,13.5716,13.6624,13.4856,14.4619,14.8778,15.5332,15.4942,16.419,14.9498,14.2328,13.3921,13.9999,13.6001,13.6047,13.5798,12.8496
new_2099791_2099863_c,13.7695,13.6819,14.0794,13.7303,14.8059,14.9388,15.8341,15.6933,16.4257,15.4725,15.0314,13.7954,14.3758,13.9313,14.1296,14.0094,13.2308
new_2099865_2099968_c,13.619,13.5967,14.0131,13.6676,14.6819,14.8547,15.87,15.6965,16.3717,15.4269,15.0539,13.7668,14.4075,13.903,14.1,14.0307,13.291
BSU19300,13.37,13.2273,12.9932,12.9737,12.6437,12.5717,12.8403,12.5954,12.5429,12.0242,12.4768,11.9909,12.5812,12.6268,12.9317,12.6727,11.9574
new_2100391_2100457_c,8.6728,8.5717,8.5721,8.1639,8.7663,9.1916,9.0058,9.9262,9.0094,8.9748,8.9242,8.7203,9.6091,9.1915,9.4184,10.6552,8.7536
new_2100447_2100579,14.5246,14.11,14.2218,14.144,14.2997,14.0205,14.1003,14.4631,15.5126,15.5206,15.6532,15.4005,16.1412,15.8788,15.9749,15.9498,15.6644
BSU19310,13.1713,12.9643,12.9301,12.9531,12.8964,12.9789,12.8863,13.1346,14.4651,14.2515,14.3095,14.0126,15.0802,14.7411,15.1176,14.8936,14.4224
BSU19320,9.7545,9.1351,8.3808,7.9051,7.555,7.3739,7.3974,7.3944,8.1035,7.8386,8.7701,8.818,9.3371,9.7454,10.7914,11.2993,11.4861
BSU19330,9.2915,8.7033,7.9919,7.5237,7.1776,7.0088,6.9237,6.9412,7.8603,7.5636,8.3485,8.3973,8.8736,9.2471,10.4596,11.0333,11.1273
new_2104902_2106408,7.686,7.6265,7.1771,7.1169,7.0319,6.739,6.6624,6.694,7.6576,7.3213,7.8373,8.1521,8.1365,8.4798,9.2817,9.4705,9.7221
BSU19340,12.2005,11.8286,11.4142,10.9452,10.6634,10.66,10.5037,10.1186,9.5747,9.8367,10.0173,9.5305,10.0479,9.6456,10.0346,9.8752,9.0596
new_2106316_2107474_c,7.7186,8.0015,7.8228,7.6807,7.6254,7.5235,7.4733,7.6263,10.716,11.1528,11.4127,10.4757,10.9103,10.4189,10.5015,10.0651,8.972
BSU19350,12.9061,12.5984,12.2865,11.8811,11.8068,11.8827,11.9973,11.697,10.4243,10.422,10.5118,10.8084,11.5194,10.8397,11.2002,11.1283,10.1489
BSU19360,15.1516,15.2441,15.1063,14.9686,14.9436,14.7908,14.7873,14.9008,15.0362,15.4239,15.0073,14.6021,15.4068,14.9306,15.0785,14.8701,14.1864
BSU19370,15.4511,15.347,15.4096,15.2911,15.2526,15.0163,15.032,15.153,14.8494,15.4872,14.9818,14.6096,15.4204,14.9248,15.0999,14.7683,14.1793
new_2111720_2111836_c,9.7473,9.603,9.5801,9.3611,9.2953,9.3559,9.1595,9.1562,8.7121,8.7819,8.2839,8.5864,8.7917,8.2379,8.3785,8.8876,8.4348
BSU19380,11.71,11.5576,11.4382,11.3149,11.3522,11.5354,11.5694,11.375,10.3629,10.1818,9.8893,9.8652,10.5579,10.0095,10.2837,10.3056,10.0934
BSU19390,12.1008,11.8048,11.7755,11.7216,11.7797,11.9863,12.0914,11.7309,10.973,10.5406,10.2575,10.0884,10.8524,10.2729,10.5551,10.7313,10.3293
BSU19400,11.1339,10.9436,10.6822,10.3631,10.1119,10.3023,10.0751,10.0017,8.4446,8.8979,8.8094,9.1734,9.8527,9.7068,10.1956,10.2344,9.9873
BSU19410,13.4157,13.314,13.1296,13.059,12.749,12.8535,12.7628,12.7818,10.7482,11.8881,11.5502,11.6755,12.4995,12.0288,12.021,11.7401,11.1408
new_2116747_2116967_c,12.8482,12.611,12.8677,12.8345,12.7647,12.5956,12.3114,12.5451,11.7083,12.6133,12.5259,12.2885,13.6136,13.0831,13.0689,13.0402,12.1773
BSU19420,10.2196,10.3497,10.4422,10.2293,10.1601,10.4041,10.3398,10.1997,8.563,8.3739,8.5293,8.7736,9.2174,8.9068,9.2611,9.2027,8.8851
BSU19430,7.5363,7.329,7.1661,7.0891,6.9635,6.7546,6.6482,6.8322,7.9443,7.5251,7.8149,7.9816,7.6759,7.5729,7.9634,7.9656,8.4018
new_2119128_2119278_c,7.934,7.5368,7.3045,7.3176,7.1854,7.0982,7.0276,7.032,8.0954,7.6097,7.8968,8.0356,7.8666,7.6836,8.2985,8.5211,8.861
new_2119268_2119353,9.6881,9.3639,9.2377,9.2585,9.0821,8.9035,8.7929,9.418,9.0514,8.9884,9.0644,9.2877,10.0627,9.2804,9.7164,10.3028,10.1928
BSU19440,11.0744,10.897,10.7826,10.4378,10.4342,10.6103,10.2972,10.064,9.1998,9.2608,9.0089,9.0021,9.4759,8.9226,9.3474,9.3557,8.9697
BSU19450,11.1273,11.105,11.0214,10.5253,10.535,10.6727,10.4526,10.3171,9.3054,9.1656,9.1453,9.0881,9.5267,9.1244,9.0765,9.3062,8.9687
BSU19460,12.3381,12.3682,12.3962,12.1153,12.241,12.3426,12.3609,12.0086,9.9442,10.169,9.8572,10.1852,11.1928,10.7796,11.3068,11.3736,11.0353
BSU19470,13.0195,12.9222,12.8139,12.7117,12.6746,12.7523,12.8512,12.6032,10.239,10.4627,10.1022,10.5509,11.5528,11.3596,11.7353,11.8862,11.6163
BSU19479,13.4872,13.1694,13.1162,12.856,12.9373,12.9541,13.1059,12.7577,10.3369,10.8375,10.4373,10.8686,11.9452,11.7513,12.1418,12.3246,11.9317
BSU19480,10.334,10.2529,10.2813,10.144,10.2094,10.5061,10.465,10.0901,9.2261,9.1687,8.7242,8.7811,9.2759,8.9702,9.3983,9.1919,8.9594
new_2123802_2124020,7.0831,7.1977,7.0193,7.1036,7.122,6.7687,6.715,6.808,7.6992,7.1374,7.6946,7.9395,7.597,7.4782,7.7695,7.506,7.8527
BSU19490,7.465,7.3409,7.1212,7.1405,7.1565,6.968,6.9371,6.9356,7.87,7.5265,7.8584,8.1153,7.8316,7.646,8.1026,8.1012,8.2314
BSU19510,7.2356,7.413,7.4374,7.4005,7.366,7.5011,7.3529,7.7505,8.5944,8.2593,8.2881,8.3268,8.3492,7.8862,8.3064,7.953,7.7683
BSU19520,7.0343,7.1007,7.0758,7.0045,7.0438,6.7481,6.8568,7.7347,8.2805,8.1256,8.185,8.267,8.4601,8.1366,8.0603,7.9166,7.7592
new_2126185_2126320_c,6.7271,7.0108,6.8536,6.9678,6.8514,6.5606,6.5217,7.6382,8.0686,7.7034,7.9311,8.1575,7.9123,7.6045,7.9719,7.5637,7.8043
new_2126442_2126548,8.9952,8.8915,9.1166,8.7264,9.034,9.0907,9.1626,9.0559,9.0469,8.5566,8.5503,8.4409,8.5828,8.5634,8.7462,9.1484,8.914
BSU19530,8.3024,8.4546,8.3087,8.1637,8.1063,8.404,8.2981,8.1839,8.5664,8.282,8.404,8.4051,8.4801,8.1614,8.5332,8.5795,8.4466
BSU19540,11.0847,10.8911,10.7393,10.2429,10.5727,10.7009,10.9245,10.394,10.2879,9.6165,9.8355,9.5321,10.2598,9.8762,10.1206,10.103,9.598
new_2127740_2127812,13.2234,13.0061,12.9513,12.6974,12.7408,12.7277,12.687,12.4331,10.3002,10.1876,10.1054,10.3808,11.6584,11.2161,11.4848,11.729,10.9384
BSU19550,12.4342,12.0525,11.8322,11.9065,11.6041,11.712,11.6515,11.304,9.7201,9.381,9.2962,9.98,10.9162,10.579,10.5909,11.0524,10.3054
BSU19560,8.8368,8.9904,8.8597,8.7398,8.4655,8.6868,8.6462,8.4841,8.2579,8.0237,8.2063,8.3054,8.6515,8.3241,8.7348,8.7702,8.5203
BSU19570,10.0535,10.0067,9.8807,9.6191,9.7046,9.9057,9.8957,9.6134,9.0137,8.8608,8.9192,8.9464,9.5261,9.0817,9.6349,9.5922,9.2608
BSU19579,14.1098,13.8367,13.2718,13.2445,12.9234,12.7862,12.852,12.4602,8.6347,9.9728,9.9868,10.8907,11.808,11.2233,11.5316,11.607,10.9158
BSU19580,13.5153,13.2392,12.9541,12.5345,12.3879,12.2777,12.0944,11.9444,8.4599,9.3399,9.2993,10.1725,10.9547,10.3821,10.9399,10.8367,10.2786
BSU19590,14.0334,13.7172,13.6466,13.4889,13.5223,13.4967,13.6517,13.4552,12.9462,12.709,12.6037,12.4568,13.4685,13.0674,13.4398,13.4715,12.9115
BSU19600,8.2861,8.3329,8.2231,8.1654,8.1592,8.3201,8.6959,8.4206,9.0322,8.8004,8.6947,8.8403,9.1125,8.57,8.942,8.7725,8.5426
BSU19610,7.9897,8.1741,8.0709,7.9308,7.9344,8.0621,8.2105,8.2106,8.9378,8.512,8.5789,8.5597,8.6363,8.2673,8.5714,8.3031,8.2711
BSU19620,11.557,11.5968,11.4443,11.1138,10.9799,11.1919,11.2059,10.7359,10.7781,10.5423,10.2088,9.9701,10.4695,9.9529,10.1827,10.1287,9.6185
new_2135388_2135469_c,11.9396,11.7046,11.6262,11.3239,11.2407,11.3833,11.4157,10.8227,11.2407,10.9085,10.6155,10.2177,11.0218,10.6293,10.8662,10.5269,10.1177
BSU19630,11.9262,11.8459,11.7126,11.6302,11.3081,11.6734,11.2974,11.0385,10.4622,10.6774,10.0729,9.9751,10.601,10.2002,10.4182,10.2521,9.851
new_2136172_2136261_c,12.6698,12.3501,12.3331,12.0033,11.9629,12.0634,11.6754,11.5574,10.6921,10.7532,10.3586,10.1276,10.5668,9.9863,10.5396,10.4888,10.2428
BSU19639,8.1472,7.9162,7.3283,7.238,7.3368,6.9598,6.9772,7.0297,7.8622,7.4299,7.919,8.1228,7.8053,7.7601,8.1174,8.3181,8.7498
BSU19640,10.8167,10.5501,10.5787,10.2476,10.0614,10.1418,10.0926,9.8275,9.6043,9.4802,10.2304,11.0841,12.3255,12.3356,12.879,13.3295,12.9781
BSU19650,9.7809,9.6771,9.4832,9.2121,9.2232,9.4125,9.4133,8.9965,8.9238,8.5718,8.6248,8.6976,9.0312,8.5322,8.8759,8.8383,8.7171
BSU19660,9.8762,8.8551,8.3015,7.7397,7.6176,7.3094,7.3754,7.1908,7.8849,7.2477,7.9778,8.5137,9.6869,10.543,11.336,11.5673,11.9051
new_2137815_2138036_c,7.8037,7.8045,7.4686,7.5188,7.3758,7.2882,7.0927,7.0459,7.483,7.1101,7.7303,8.1517,7.5673,7.4107,7.846,7.6197,7.7956
BSU19669,8.6578,8.1615,7.5911,7.4074,7.2823,7.1307,7.1169,7.1746,7.8111,7.3457,7.8319,8.1335,9.496,10.1777,11.0324,11.383,11.2721
BSU19670,8.3902,8.3028,8.0463,7.7899,7.714,7.8585,7.6954,7.3822,7.7965,7.4468,7.9458,8.2087,8.086,7.8878,8.2611,8.2351,8.1548
new_2138041_2139052,8.0178,7.8556,7.5111,7.2878,7.2259,7.1454,7.037,6.9173,7.6406,7.2844,7.6853,8.0999,8.5259,9.0495,10.0078,10.3148,10.0949
BSU19680,11.3257,11.3752,11.2044,10.7336,10.9292,10.9649,11.0022,10.6671,9.7394,9.2204,9.4732,10.1913,10.7426,10.8093,11.2419,11.4666,11.0713
BSU19689,9.6421,8.939,8.1602,7.885,7.5226,7.3398,7.3241,7.2555,8.2849,7.9596,8.3078,8.4661,9.2626,10.0823,11.0492,11.4088,11.4976
BSU19690,9.5627,8.8923,8.2199,7.8378,7.4468,7.3188,7.2074,7.1247,8.1708,7.9261,8.2278,8.4153,9.41,10.0364,11.0384,11.5963,11.5827
BSU19700,9.6792,8.8427,8.1434,7.8001,7.4367,7.232,7.1231,7.0346,8.1257,7.8343,8.1167,8.3475,9.2089,9.8399,10.8253,11.2054,11.2801
BSU19710,9.6448,8.9071,8.2294,7.8386,7.4436,7.3024,7.2564,7.1251,8.1642,7.9143,8.1796,8.3502,9.2652,9.8661,10.8128,11.3213,11.277
BSU19720,10.0958,9.2419,8.6467,8.1019,7.6394,7.492,7.484,7.3832,8.5557,8.2141,8.3401,8.3856,9.5531,10.1224,11.0999,11.5374,11.5497
BSU19730,9.8228,9.0169,8.5647,8.0968,7.5645,7.4536,7.211,7.1771,8.2906,8.136,8.2536,8.3994,9.455,9.8613,10.8271,11.1846,11.3021
BSU19740,10.068,9.2168,8.5831,7.9931,7.5163,7.2149,7.072,7.0436,8.1828,7.9315,8.0929,8.2872,9.5147,10.0373,10.9085,11.3901,11.6079
BSU19749,11.6407,11.2112,10.6926,10.5988,10.237,10.2868,10.1837,10.4686,9.5143,9.3363,9.5993,9.7258,10.1154,9.5763,9.9389,10.2219,9.486
BSU19750,11.8253,11.4976,11.0885,10.8844,10.663,10.7161,10.6989,10.6961,9.9012,9.7676,9.8609,9.7869,10.4355,9.9717,10.3023,10.3496,9.6719
BSU19760,9.8475,9.5868,9.6532,9.2276,8.9083,8.9961,8.7497,9.0507,8.4933,8.4267,8.6589,8.8987,9.1962,9.1148,9.6484,9.6685,9.1776
BSU19770,6.9931,7.135,6.9685,6.9144,6.9026,6.5686,6.5114,6.5983,7.6038,7.2523,7.8073,7.9686,7.6051,7.3883,7.835,7.6548,7.7623
BSU19780,7.2253,7.3123,7.1391,7.135,7.043,6.8046,6.8275,6.7051,7.7713,7.5133,7.8581,8.0454,7.6219,7.5402,7.8298,7.6442,7.8369
BSU19790,7.4112,7.3755,7.2411,7.2538,7.2343,6.9225,7.0608,6.9471,7.8439,7.4533,7.8669,8.0466,7.7688,7.5491,7.9229,7.6379,7.8146
BSU19800,8.3488,8.23,8.3874,8.4811,8.3692,8.4319,8.171,8.2071,8.4143,8.6202,8.5801,8.6597,9.0577,8.6309,8.9904,8.8909,8.8806
BSU19810,7.7242,7.8227,7.7317,8.0576,8.2102,8.3459,8.5975,8.6945,9.3534,8.5768,8.692,8.6622,8.8075,8.228,8.338,8.319,8.1294
BSU19820,8.3215,7.8022,7.4684,7.1581,6.9357,6.5935,6.653,6.5737,7.7317,7.4193,8.0641,8.1126,7.536,7.3488,7.924,7.8976,8.4531
BSU19830,7.1927,7.3247,7.1049,7.3561,7.2143,7.0497,7.2061,7.4358,7.7664,7.429,7.8354,8.0735,7.4907,7.3407,7.6636,7.3121,7.8115
new_2152853_2153170_c,7.0896,7.2716,7.0571,7.1187,7.2223,7.1251,7.2138,7.1895,7.7538,7.2809,7.7617,8.0472,7.5172,7.3152,7.6991,7.2754,7.6037
BSU19840,10.1871,9.7803,10.2187,10.0755,10.4114,11.0129,10.9929,10.7575,11.7886,11.1183,11.4302,10.6463,11.4801,10.8474,10.8029,11.1351,10.3755
new_2153170_2153718,9.4589,9.06,9.3659,9.4116,9.8098,10.0125,10.0243,9.8001,11.0357,10.3566,10.2501,9.8641,10.5565,9.7179,9.9282,10.1054,9.584
BSU19850,7.2449,7.3682,7.1463,7.2385,7.2217,6.9986,7.5389,7.6291,7.9738,7.4176,7.8106,8.061,7.5694,7.3534,7.8823,7.2878,7.7909
new_2153357_2153439_c,7.341,7.4054,7.3119,7.2937,7.4148,7.411,7.8147,8.5083,8.092,7.6929,8.0845,8.099,7.7797,7.41,7.9143,7.5029,7.858
BSU19860,7.3963,7.4377,7.3931,7.3089,7.484,7.609,8.4412,9.0771,8.6321,8.1089,8.1583,8.1349,7.7767,7.543,8.0208,7.6134,7.8956
BSU19870,7.4841,7.4227,7.3951,7.3801,7.558,7.7711,8.5046,9.0805,8.7111,8.3447,8.191,8.2619,7.8956,7.6322,8.0759,7.6442,7.845
BSU19880,7.9168,7.5799,7.6338,7.6518,7.958,8.4944,9.1922,9.3871,9.1647,8.7564,8.2343,8.2602,8.2878,7.7734,8.2273,7.993,8.0146
BSU19890,7.9206,7.8019,7.8487,7.6823,7.9665,8.3997,9.163,9.3753,9.196,8.8549,8.4711,8.2633,8.212,7.8936,8.2478,8.1729,8.1273
BSU19910,8.0781,7.9569,7.953,7.8372,8.1137,8.5346,9.2917,9.5668,9.4741,9.0305,8.6175,8.5549,8.4184,8.2714,8.4092,8.4322,8.3399
BSU19920,8.3584,7.9678,7.9314,8.0896,8.2257,8.6319,9.3051,9.6528,9.6252,9.1126,8.5585,8.5344,8.5316,8.2942,8.3908,8.4718,8.3861
BSU19930,7.871,7.7884,7.7297,7.7882,7.975,8.5111,8.9917,9.5477,9.5798,9.0368,8.5348,8.3374,8.3379,7.9649,8.327,8.3017,8.2992
BSU19940,7.754,7.5634,7.5642,7.62,7.8298,8.0645,8.7278,8.9572,9.3223,8.6603,8.1507,8.151,7.969,7.662,8.0875,7.8593,7.9935
new_2156121_2156756_c,8.1027,7.8004,7.9966,7.9273,8.525,8.9934,10.0876,10.3112,10.662,9.9757,8.8732,8.3706,8.2119,7.9783,8.3863,8.0652,8.131
BSU19950,9.1139,8.6871,8.0749,7.6054,7.4144,7.3706,7.3152,7.2019,8.2021,8.0878,8.2533,8.2344,7.9457,8.1737,9.1355,10.2883,10.6055
BSU19970,8.7359,8.5404,8.8,8.6519,9.1502,9.8997,10.7701,10.8831,11.9832,11.4276,9.8411,8.8748,8.8102,8.4134,8.5943,8.3627,8.3369
new_2157111_2157231_c,9.2215,8.8185,8.8841,9.1079,9.4006,9.5755,10.5583,10.5554,12.1758,11.3195,10.0983,8.7058,9.0247,8.7041,8.4697,8.5881,8.0149
new_2157233_2157340_c,7.0844,7.3918,8.313,7.2244,7.1131,6.9125,6.9767,7.1654,7.9899,7.4433,8.023,8.468,7.448,8.0652,7.9139,7.459,7.934
BSU19980,7.0695,7.1787,7.0151,7.1422,7.0264,6.9097,7.0335,7.0578,8.0386,7.3385,7.8515,7.929,7.4978,7.4927,7.7398,7.3871,7.7856
new_2157683_2157828_c,7.5968,7.4829,7.5076,7.4687,7.3194,7.3475,7.5731,7.4857,8.2246,7.8005,8.1386,7.9765,7.8149,7.7077,8.0455,7.5593,7.8746
BSU19990,8.4171,8.268,8.2825,8.256,8.2046,8.1877,8.2781,8.3011,8.8016,8.4345,8.8773,8.7177,8.7868,8.5078,8.6736,8.4203,8.4562
BSU19999,9.0084,8.4376,8.6216,8.5396,8.6017,8.607,8.6445,8.5891,9.0076,8.6237,8.9419,8.7973,8.9934,8.5091,8.7505,8.6724,8.4885
new_2158288_2158723_c,9.2167,8.9847,9.1379,8.895,8.856,9.1022,9.1813,9.0041,9.4399,8.9889,9.1222,8.8957,9.2555,8.9389,9.3963,9.1789,8.895
BSU20000,11.471,11.3474,11.3442,10.8006,10.6951,10.8667,10.6175,10.2325,8.8795,9.1948,9.1638,9.205,10.147,9.79,9.6862,10.1127,9.2862
new_2158685_2158869,11.0924,10.8353,10.9656,10.4422,10.3625,10.2413,10.4297,9.5615,8.948,8.8697,8.9012,9.1613,9.4023,9.0578,9.3549,9.5621,9.1302
BSU20010,10.2272,9.9214,10.0359,9.8715,9.8336,10.0205,9.6906,9.7274,9.4669,9.3595,9.5268,9.3089,9.7813,9.3927,9.4938,9.5021,9.1809
BSU20020,7.9005,7.9477,7.7942,7.6772,7.5706,7.6651,7.7532,7.7471,8.0998,7.5055,7.8449,8.0716,7.7853,7.6188,7.8508,7.6711,7.6568
BSU20030,7.8072,7.7532,7.6888,7.7199,7.5325,7.3631,7.4517,7.5754,7.7267,7.3915,7.8219,8.1019,7.7457,7.5912,7.8175,7.4935,7.8986
BSU20040,7.7238,7.6619,7.6171,7.5611,7.4436,7.3586,7.4124,7.5733,8.151,7.587,7.9566,8.0543,7.6991,7.5469,7.7152,7.4276,7.7389
BSU20050,7.8374,7.8076,7.6862,7.7169,7.6256,7.5704,7.6362,7.6577,8.5444,8.0284,8.1058,8.0652,7.7534,7.5637,7.8535,7.5766,7.8699
new_2161801_2162107_c,8.0144,8.0853,7.8484,7.8757,8.0364,7.9574,8.1088,8.3621,8.5097,7.5952,8.0697,8.0555,7.7143,7.4875,7.8106,7.6925,7.8356
BSU20060,7.4335,7.441,7.3721,7.4111,7.3626,7.2286,7.5555,7.7971,7.9752,7.4273,7.8586,8.0317,7.5741,7.4527,7.7306,7.3522,7.6327
BSU20070,7.2082,7.4537,7.3225,7.3192,7.303,7.1042,7.3295,7.5771,7.8733,7.346,8.0897,8.0638,7.6466,7.461,7.9079,7.3408,7.855
BSU20080,7.141,7.2151,7.175,7.1584,7.3279,7.2056,7.8228,8.3662,7.8432,7.3349,7.7763,8.097,7.5399,7.4916,7.6171,7.2872,7.6508
new_2166326_2166412_c,7.3607,7.4084,7.3934,7.3777,7.5434,7.743,8.5406,9.0462,8.3908,7.6518,8.0884,8.1395,7.7965,7.5675,7.8021,7.6472,7.8555
BSU20090,7.4362,7.4512,7.3947,7.3476,7.5718,7.8511,8.6483,9.1993,8.6079,7.7816,8.0914,8.1432,7.8636,7.5627,7.9844,7.6004,7.9034
BSU20100,7.3572,7.3067,7.2493,7.3318,7.5563,7.8681,8.8242,9.2803,8.624,7.7861,8.0769,8.0831,7.8413,7.5606,7.8038,7.6029,7.8388
BSU20110,7.3324,7.335,7.3061,7.3342,7.5497,7.9437,8.9443,9.3322,8.6137,7.8756,8.0834,8.0574,7.9081,7.5856,7.9455,7.6232,7.8998
BSU20120,7.4838,7.5252,7.4496,7.5755,7.8477,8.2313,9.1474,9.5338,8.8841,7.9496,8.065,8.0761,7.99,7.6969,8.0396,7.7904,7.9983
BSU20130,7.5822,7.5647,7.5389,7.5541,7.8743,8.2031,9.056,9.4313,8.6178,7.8718,8.0193,8.0698,7.9391,7.7321,8.1202,7.8747,8.0306
BSU20140,7.6554,7.5856,7.6921,7.6178,7.9619,8.3639,9.2108,9.5941,8.6027,7.7292,8.0054,8.0735,7.77,7.6222,8.0374,7.8369,8.0297
BSU20150,7.5884,7.5617,7.5078,7.5068,7.6089,8.2167,8.4111,9.4168,7.8902,7.543,7.9744,8.0709,7.5187,7.5239,7.8791,7.5807,7.904
BSU20160,7.6439,7.5729,7.5846,7.5895,7.7621,7.8392,8.5302,8.8717,8.1442,7.5378,7.959,8.1038,7.8578,7.6322,7.9409,7.6095,7.8521
BSU20170,7.5252,7.628,7.6267,7.6934,7.9226,8.5974,9.5268,9.8544,8.5529,7.7521,8.0288,8.1401,7.8838,7.6817,7.9952,7.7313,7.9621
BSU20180,7.5476,7.5902,7.8353,7.8353,8.4206,8.9306,9.9244,10.2372,9.0007,7.7972,8.0627,8.2101,7.9252,7.7396,7.9728,7.7312,8.0365
new_2169677_2170029_c,7.4837,7.6838,7.8954,7.9135,8.6282,9.3283,10.2897,10.5745,9.1055,8.0133,8.0485,8.2288,7.9081,7.719,8.0661,7.7937,8.0765
BSU20190,6.8428,7.1344,6.9805,6.9626,6.98,6.8946,6.904,6.8958,7.9367,7.5974,7.9151,7.9059,7.5633,7.2354,7.6127,7.3088,7.3839
new_2169927_2169994,6.8254,7.0722,6.8287,6.9226,7.0995,6.9542,6.8574,6.9341,7.981,7.6539,7.8586,7.9005,7.4789,7.2386,7.6132,7.2756,7.3788
BSU20200,7.6727,7.6541,8.0193,7.9472,8.7513,9.3978,10.3789,10.5808,9.1233,8.0684,8.039,8.2281,7.8614,7.8024,8.0796,7.8459,8.1176
BSU20210,7.1004,7.2017,7.1297,7.2478,7.0497,6.8888,6.921,7.0153,7.8598,7.3399,7.8604,8.016,7.5324,7.529,7.6395,7.2886,7.5474
BSU20220,7.2474,7.2325,7.1935,7.2591,7.2541,7.1158,7.2404,7.1909,7.9066,7.3829,7.8934,8.008,7.6523,7.5274,7.7645,7.4156,7.6698
BSU20230,7.3205,7.418,7.3011,7.3061,7.2586,7.1921,7.2672,7.3534,7.922,7.3086,7.8867,7.9941,7.5347,7.5257,7.8444,7.6782,7.791
BSU20240,7.5434,7.4583,7.2724,7.4146,7.266,7.226,7.2606,7.4295,7.8326,7.2911,8.0196,8.0139,7.738,7.5544,7.9737,7.704,7.9498
BSU20250,7.5776,7.5274,7.4517,7.4608,7.3909,7.245,7.4711,7.5318,7.8595,7.4417,7.8723,8.0246,7.626,7.4481,7.7165,7.3476,7.6161
BSU20260,8.7183,8.3889,8.2964,8.5372,8.2261,8.3493,8.6264,8.7817,8.2171,7.6158,8.1371,8.2462,7.9417,7.5757,8.1509,7.7303,8.0496
BSU20270,9.118,8.7563,8.8024,8.8285,8.6416,8.7633,8.8404,8.9695,8.1305,7.9051,8.1431,8.2237,8.1414,7.9167,8.1821,7.6985,8.0438
BSU20280,9.3885,8.9039,8.9934,9.0785,8.9219,9.0837,9.0621,9.3407,8.398,8.1639,8.4168,8.4735,8.7771,8.3589,8.331,8.1324,8.0423
BSU20290,9.5843,9.2101,9.1489,9.2161,9.1499,9.3631,9.4471,9.4864,8.6065,8.1528,8.5358,8.7134,8.9562,8.554,8.3959,8.2604,8.1709
BSU20300,9.5235,9.1606,9.0343,9.2221,9.1054,9.4128,9.4324,9.4708,8.6225,8.2028,8.5031,8.7489,8.9406,8.5724,8.4678,8.1967,8.1241
BSU20310,10.2753,9.6691,9.7583,9.7712,9.6826,9.7636,10.0136,10.0324,8.7486,8.4447,8.8003,8.8158,9.1337,8.6608,8.6715,8.4098,8.2241
