T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
BSU39280,14.758,14.4877,14.6539,14.5286,14.1432,13.8854,13.7911,13.6429,11.8031,11.7535,11.0732,10.9871,12.1502,11.8921,12.0509,11.9336,11.0234
BSU39290,14.8585,14.7054,15.0386,14.6282,14.4228,14.2261,14.1189,13.8774,12.0234,12.4367,11.7908,11.6319,12.7202,12.5131,12.6143,12.53,11.6967
BSU39300,13.6292,13.3001,13.7047,13.4206,13.2282,13.1452,12.8598,12.5106,10.8117,11.3785,10.8183,10.8724,11.7365,11.2408,11.5724,11.2256,10.8532
BSU39310,13.6857,13.295,13.615,13.5114,13.439,13.3607,12.9124,12.4698,11.4973,11.5156,11.2327,11.3331,12.2505,11.5711,11.7303,11.5534,10.9529
BSU39320,13.7259,13.3834,13.8525,13.6845,13.7236,13.4344,13.2767,12.852,12.1524,12.1946,12.14,12.1547,13.0173,12.3331,12.3105,12.3414,11.8276
new_4039160_4039225_c,13.6117,13.328,13.9878,13.5218,13.7533,13.2898,13.3752,12.9394,12.5692,12.4657,12.1277,11.3303,13.2121,12.3119,12.6786,12.6328,11.9485
BSU39330,9.2652,9.1515,9.2989,9.3815,9.1798,9.0213,8.9428,10.1017,9.9542,10.0539,10.3366,10.7912,11.6348,11.3076,11.4424,11.2693,10.7067
new_4040876_4040985_c,9.4852,9.1776,9.2755,9.2435,9.1739,8.9299,9.0373,10.1938,10.0185,9.929,10.0933,10.6108,11.5485,10.8239,11.0695,11.0433,10.1637
BSU39339,7.2423,7.5754,7.3937,7.3173,7.2541,6.9415,6.8412,7.0753,7.833,7.6387,8.266,8.7394,7.9681,7.7394,7.9913,7.7931,8.0614
BSU39340,12.0488,11.6514,11.5721,11.2398,10.9884,11.1944,10.974,12.7594,12.3724,12.8783,13.0838,13.586,14.2099,13.6524,13.8353,13.7227,12.6564
BSU39350,7.5909,7.6346,7.4472,7.3692,7.0718,6.9456,6.7856,6.9676,7.8809,7.979,9.0248,10.363,11.8908,11.6742,12.4723,12.3858,11.4861
BSU39360,7.8523,7.8715,7.816,7.6718,7.5207,7.4242,7.1626,7.2881,8.3652,8.4034,9.3215,10.6743,12.2359,11.9875,12.9435,12.6526,11.7447
BSU39370,8.4283,8.3145,8.2841,8.0254,7.9349,7.9102,7.7395,7.6375,8.588,8.7332,9.6284,10.9694,12.5582,12.3572,13.1896,13.0672,12.0898
BSU39380,8.6027,8.5002,8.4945,8.1769,8.0778,8.1667,7.9357,7.9141,8.6972,8.817,9.6196,10.9169,12.5745,12.2698,13.1679,13.0778,11.9579
new_4047463_4047537,8.4394,8.404,8.2249,8.0829,8.0357,8.0756,7.8276,7.8496,8.5568,8.6415,9.5084,10.8538,12.185,12.1457,12.9436,12.9148,11.9307
BSU39390,8.1699,8.1142,7.9878,7.9141,7.7592,7.6348,7.4903,7.543,8.3495,8.1739,8.9213,9.9328,11.3192,10.98,11.914,11.9339,10.7736
BSU39400,11.5816,11.3769,11.2217,10.9,10.8502,11.0247,10.9317,11.63,12.4115,11.1174,10.5477,10.2988,10.8629,10.1212,10.3131,10.141,9.309
BSU39410,11.5372,11.1932,11.1836,11.0792,10.9823,11.1444,10.6509,12.0065,12.3267,11.1519,10.4171,10.2216,10.8592,10.1033,10.3463,10.2004,9.302
new_4051522_4051601_c,11.689,11.134,11.2166,10.9831,10.9579,11.1901,10.5934,12.3364,12.4086,11.4877,10.8938,10.6469,11.3262,10.663,10.7865,10.582,9.8071
BSU39420,12.3509,11.9678,12.0285,11.9512,11.6986,11.8017,11.4094,12.4793,12.3306,11.4413,10.8888,10.6729,11.4437,10.7918,10.7922,10.8036,10.0805
BSU39430,10.8576,10.5934,10.6382,10.4664,10.3111,10.614,10.2925,10.6446,10.6931,10.4398,10.2287,10.0454,10.6447,10.0895,10.1534,10.2779,9.6465
new_4053373_4053453_c,7.65,7.7614,7.6434,7.4764,7.475,7.0553,6.8896,6.7703,7.8766,7.4642,7.8587,8.2317,7.8182,7.6668,7.8326,7.5179,7.6159
BSU39440,8.4321,8.3579,8.2179,8.1283,8.0148,7.9637,7.744,7.8024,8.313,7.8043,7.9204,8.3103,8.1512,7.7317,8.0633,7.8329,7.803
BSU39450,10.2857,10.0787,9.959,9.5325,9.5553,9.8679,9.5834,9.4676,9.6676,9.3901,9.0864,9.0108,9.4226,8.811,9.0469,8.9112,8.5091
BSU39460,10.041,9.813,9.5461,9.2617,9.1838,9.5716,9.0885,9.085,9.425,9.0021,8.7119,8.5137,8.6519,7.9863,8.1828,7.9448,7.8267
BSU39470,10.565,10.3043,9.9586,9.6342,9.5359,10.0147,9.413,9.5424,9.0903,8.8826,8.6657,8.6128,8.6653,8.1873,8.3886,8.0516,7.8996
BSU39480,11.0297,10.6829,10.5097,10.0116,9.8309,10.0486,9.8073,9.6813,9.3816,8.9688,8.6812,8.6888,8.8027,8.2788,8.3936,8.1077,7.961
BSU39490,10.9748,10.5973,10.191,9.9644,9.7595,9.9223,9.4057,9.6204,9.0037,8.4116,8.4322,8.4346,8.4451,8.115,8.3495,7.9548,7.8826
BSU39500,10.9355,10.476,10.3201,10.0515,9.6682,9.9304,9.4601,9.5895,8.8021,8.2839,8.3431,8.427,8.497,8.0736,8.356,8.047,7.9492
BSU39510,10.6147,10.097,10.123,9.6691,9.4325,9.6197,8.9417,9.2203,8.2906,7.7526,7.9812,8.3321,8.2316,7.8149,8.058,7.8553,7.8309
BSU39520,10.2489,9.7732,9.7065,9.4699,9.1676,9.3761,8.5899,8.9859,8.0338,7.7091,7.8839,8.0723,8.0566,7.7544,7.9776,7.6978,7.7338
BSU39530,7.0622,7.1731,7.255,7.2046,7.2673,6.7573,6.7464,7.0481,7.8418,7.5969,7.9005,8.1257,8.0967,7.756,8.1789,7.6352,8.0075
BSU39540,8.3432,8.5076,8.5985,8.6055,8.4654,8.5607,8.3845,9.1353,8.3337,8.412,8.4745,9.2709,9.9556,9.6672,10.1384,10.2195,9.7991
new_4062713_4063346,7.6673,7.6806,7.4607,7.2824,7.2878,7.0204,7.0086,6.8945,7.7856,7.5435,7.7333,7.9076,7.5413,7.4043,7.6287,7.3458,7.579
BSU39550,12.0141,11.9387,11.8607,11.5933,11.5374,11.6318,11.3684,11.4335,10.2775,9.9641,9.7143,9.7633,10.4858,9.9459,10.2933,10.2631,9.593
BSU39560,10.9432,10.9196,10.7929,10.5976,10.5452,10.5537,10.568,10.4231,8.5551,8.6442,8.5807,8.9761,9.4577,9.1913,9.4591,9.3656,8.9718
BSU39570,11.0214,10.8287,10.7389,10.4083,10.4636,10.4553,10.4903,10.3286,8.4279,8.5877,8.6984,8.9041,9.4315,9.2221,9.6512,9.5011,9.1439
new_4065569_4065980_c,10.5735,10.4213,10.2387,10.0276,9.9487,9.9723,10.1249,9.928,8.0693,8.2687,8.3867,8.6222,8.9955,8.8687,9.2627,9.1373,8.7532
BSU39580,6.8394,7.1224,7.0598,6.981,6.8051,6.5092,6.5096,6.6493,7.5521,7.2573,7.6593,7.789,7.5751,7.3367,7.5336,7.2595,7.5563
new_4065982_4066068_c,11.3861,11.0669,11.1885,10.5918,10.8598,10.662,10.934,10.6959,8.0949,8.8583,8.437,8.4414,9.5155,9.0569,9.5877,9.3792,9.2109
BSU39590,9.8422,8.7492,7.8148,7.2729,7.0377,6.652,6.5953,6.6736,7.5665,7.362,7.6188,7.8873,7.4314,7.3178,7.5539,7.7833,9.4413
BSU39600,12.8598,12.388,12.2842,11.937,11.6988,11.7273,11.5036,11.4634,10.3347,10.14,9.7384,9.7691,10.3424,9.823,9.8736,9.7247,9.0724
BSU39610,13.8012,13.3351,13.0558,12.4509,12.15,12.0998,12.0619,11.8623,10.2662,8.7971,8.5052,8.313,8.203,7.899,8.1455,7.9627,8.062
new_4068171_4068967,10.0253,9.5158,8.9355,8.3034,8.0641,7.7693,8.1034,7.5648,7.8394,7.5525,7.7291,7.9497,7.5135,7.3367,7.6392,7.2245,7.5087
BSU39620,8.0357,8.0296,7.9041,7.7705,7.8484,7.909,7.5595,7.7085,8.0842,7.6743,7.9775,8.1337,7.8475,7.6469,7.9581,7.8066,7.8366
BSU39630,7.9964,7.8905,7.7688,7.7306,7.6681,7.5544,7.3911,7.3769,7.8321,7.4758,7.8808,8.0403,7.8608,7.6171,7.9018,7.7342,7.7806
BSU39640,7.8528,7.7486,7.6544,7.5775,7.5604,7.4691,7.2121,7.2859,7.8087,7.4998,7.7315,8.0346,7.8698,7.5609,7.8563,7.7103,7.9072
BSU39650,9.5447,9.5655,9.3787,9.1122,9.0505,9.2089,8.9096,8.8742,8.631,8.3175,8.2459,8.4094,8.3998,8.1522,8.4747,8.366,8.2459
BSU39660,9.8134,9.5798,9.529,9.3244,9.4424,9.614,9.0522,9.2457,9.1456,8.7513,8.7926,8.773,9.1342,8.6925,8.8687,8.9153,8.5983
BSU39670,8.7447,8.7313,8.683,8.644,8.6059,8.8518,8.6176,8.5532,10.7735,10.1878,9.7644,9.9841,10.8931,10.3966,10.8789,10.9568,10.458
BSU39680,9.0749,8.9533,8.863,8.9941,9.005,9.0832,8.7343,9.0093,11.2907,10.4515,10.1407,10.2427,11.2275,10.7013,11.1763,11.287,10.7098
new_4074811_4074895_c,9.0781,8.7094,8.8964,9.079,9.0895,9.2085,8.748,9.079,11.3823,10.7412,10.2965,10.2844,11.2218,10.8785,11.4343,11.505,10.9932
BSU39690,9.1027,9.0186,8.9619,9.2271,9.1997,9.5643,8.8389,9.3212,12.5517,11.6915,11.1715,11.0325,11.9564,11.2836,11.6089,11.8947,11.1394
BSU39700,8.7915,8.8073,8.7049,8.8093,8.8618,9.0578,8.701,9.1894,12.5048,11.5528,10.9818,10.7807,11.6506,10.8719,11.3743,11.4612,10.8681
BSU39710,8.6648,8.5534,8.5472,8.6043,8.6061,8.8101,8.4195,8.9711,12.3165,11.1087,10.4888,10.3515,11.1651,10.4303,10.9125,10.8782,10.3123
BSU39720,8.6435,8.5842,8.5328,8.521,8.6424,8.9536,8.3336,8.9966,12.1084,11.051,10.4027,10.2963,11.1358,10.4469,10.8742,11.0153,10.2914
BSU39730,8.9833,8.9566,8.9117,8.9587,8.9445,9.1448,8.7486,9.6665,12.0762,11.0028,10.6412,10.4807,11.2186,10.5472,11.0608,11.2561,10.6514
BSU39740,8.719,8.7123,8.6409,8.7966,8.7974,9.0175,8.5677,9.8026,11.7265,10.8281,10.3718,10.248,11.0582,10.2596,10.751,10.881,10.2772
BSU39750,8.8214,8.6961,8.8425,8.9494,9.0492,9.2364,9.0584,10.2555,11.6251,10.9357,10.5039,10.3293,11.1253,10.4038,10.7705,10.9416,10.4284
new_4082846_4082919_c,9.1003,8.5028,9.1625,9.2945,9.0504,8.9812,8.5808,10.126,11.4159,10.7175,10.3636,10.3159,11.0081,10.4184,10.7632,10.7673,10.3444
BSU39760,9.7275,9.4821,9.7095,9.7887,9.7429,9.8417,9.6659,10.7295,11.4272,10.9458,10.4844,10.3489,11.1204,10.4598,10.8251,10.9435,10.4387
new_4084384_4084588_c,10.1547,9.8164,10.13,10.1084,10.0372,9.9382,9.9177,11.3194,11.362,10.7896,10.3774,10.202,11.0753,10.4383,10.5928,10.9419,10.3941
new_4084424_4084730,8.6022,8.4423,8.3637,8.3236,8.3029,8.246,7.9448,8.0085,8.9972,8.1593,8.2854,8.2555,8.4009,8.034,8.2347,8.009,8.2052
new_4084590_4084742_c,8.3521,8.3887,8.1404,8.5015,8.4425,8.5268,8.4396,9.2706,9.4735,9.056,8.9019,8.649,8.8921,8.6151,9.1195,8.5694,8.2985
BSU39770,11.3863,11.054,11.1119,11.0338,11.083,11.2036,11.1994,11.1602,11.7038,11.276,10.8866,10.6294,11.6971,11.0807,11.6276,11.7125,11.3314
BSU39780,12.2791,12.3348,12.5925,12.3267,12.5224,12.5951,12.8233,12.6233,12.734,12.1449,11.8436,11.5705,12.4559,12.0308,12.3415,12.3367,11.9095
new_4086646_4086801,11.5387,11.2666,11.6115,11.3035,11.8123,12.0382,12.1631,11.8876,12.0845,11.3279,11.3882,10.7611,11.716,11.0069,11.5979,11.4982,10.8109
BSU39790,10.9488,10.9855,10.9636,10.85,11.0491,11.3379,11.4532,10.9632,11.0388,10.4422,10.2589,10.1245,11.0356,10.3717,10.3985,10.4935,10.0215
BSU39800,11.0415,10.9195,11.1627,10.9121,11.1363,11.2391,11.4212,11.1648,11.024,10.1056,10.1214,9.7663,10.4182,9.817,10.1586,10.0624,9.4902
BSU39810,7.7288,7.8951,7.7587,7.6483,7.991,8.2,7.9424,7.6367,10.0819,8.4028,8.2704,8.3632,8.093,7.6957,7.9189,7.6889,7.8311
new_4089418_4089968,6.9061,7.1815,7.1339,7.0194,7.1194,7.0116,6.8831,6.7649,7.8451,7.6707,7.905,8.066,7.6812,7.381,7.6375,7.364,7.6018
BSU39820,13.4513,13.2846,13.3418,13.2286,13.1618,13.1732,12.9517,12.9702,11.9092,12.2159,11.7623,11.7345,12.732,12.0762,12.268,12.1049,11.4839
new_4091310_4091407_c,14.0135,13.5671,13.9433,13.962,13.7978,13.7104,13.4153,13.8029,12.4831,13.0512,12.5513,12.0818,11.7246,12.8149,12.9256,12.9118,12.1764
BSU39830,11.4564,11.1226,11.0509,10.6763,10.764,11.0876,11.0546,10.6763,9.7355,9.7989,9.5425,9.4718,10.2225,9.7977,10.0677,10.1009,9.4886
BSU39840,6.9864,7.1698,7.1271,6.9957,7.1129,7.0121,6.9173,6.7833,8.7288,7.6321,7.7749,8.0434,7.7364,7.377,7.8309,7.4735,7.7179
BSU39850,9.5593,9.4931,9.3872,9.0847,9.1475,9.2401,9.1592,8.8192,8.3571,8.2559,8.3744,8.511,8.804,8.5303,8.906,8.8599,8.493
new_4093838_4093937_c,9.471,9.382,9.1347,9.0987,8.9064,8.6338,9.0334,8.5423,7.9649,8.0422,8.2705,8.4374,8.5667,8.3827,8.7422,8.7072,8.4022
BSU39860,8.1831,8.2827,8.2625,7.9634,8.0146,7.9248,7.9273,7.7924,8.393,7.9538,8.1188,8.248,8.2655,7.9776,8.2364,8.0578,7.9557
new_4094722_4095322_c,11.6359,11.4015,11.5908,11.6237,11.2111,10.9265,11.4011,11.339,9.6362,10.7733,10.7527,10.4932,11.2923,10.6964,10.9774,10.9488,10.213
BSU39870,13.0579,12.8665,12.9616,12.8472,12.6194,12.4858,12.7504,12.6784,10.3649,12.3466,12.0306,11.7572,12.4509,11.8929,12.1314,12.0353,11.214
BSU39880,15.1931,14.8972,14.8452,14.9129,14.8257,14.373,14.7651,14.7207,15.3666,15.1297,15.786,15.68,15.8647,15.8367,15.8198,15.7283,15.4202
new_4096991_4097415,15.6309,15.6192,15.3784,15.3178,15.5514,15.0855,15.4131,15.6318,15.6998,15.957,16.13,16.0973,16.0425,16.0923,16.1212,15.8518,15.9791
BSU39890,15.5253,15.3844,15.3615,15.265,15.1182,14.8437,15.1787,15.1129,15.4746,15.6474,16.166,16.2225,16.2677,16.264,16.3283,15.9785,15.8601
BSU39900,15.3119,14.9982,15.0252,15.0701,14.8544,14.4621,14.8952,14.9114,15.2159,15.545,16.0598,15.7153,15.9547,15.7114,16.005,16.1299,15.5219
BSU39910,15.2997,15.0325,14.9599,15.0524,14.7993,14.4653,14.8462,14.7996,15.1673,15.5445,15.8597,15.7016,15.8091,15.7579,15.9362,15.7532,15.2746
BSU39920,14.3848,14.0454,14.1169,14.1819,13.6764,13.3371,13.7287,13.5877,10.9509,13.5926,13.743,13.4145,14.2644,13.7597,14.1749,14.008,13.3539
BSU39930,14.2275,14.1066,14.12,13.9262,13.7173,13.3833,13.6191,13.6906,11.164,13.3983,13.4682,13.0168,13.8159,13.3269,13.7512,13.6428,12.6215
BSU39940,11.8009,11.836,12.0084,11.9057,11.8278,12.0762,11.8278,11.5468,11.7037,10.1795,9.9119,9.9503,10.2194,10.0485,10.3437,10.2448,9.7463
BSU39950,11.5246,11.4833,11.7061,11.5169,11.5757,11.5851,11.2708,11.1862,10.3485,9.7795,8.8267,8.6427,8.9381,8.4765,8.5627,8.4435,8.1844
BSU39960,12.4587,12.3061,12.3934,11.9021,11.6638,11.8067,11.4613,11.0047,10.5272,9.8367,9.8394,9.6531,10.2348,9.4329,9.6356,9.8105,9.1554
new_4104900_4105513,9.525,9.3705,9.1645,8.7858,8.6422,8.5754,8.3537,7.9558,8.0815,7.9029,8.0745,8.3535,8.5126,8.1109,8.5163,8.2822,8.2869
BSU39970,11.1892,10.8851,10.7435,10.7201,10.5105,10.5797,10.2216,10.2485,8.5585,8.4184,8.4427,8.5849,9.1485,8.8254,9.1651,9.2703,8.8126
new_4106138_4106244_c,12.1044,11.7811,11.5898,11.3673,11.1131,11.0709,10.9992,10.9867,9.0114,8.6388,8.6917,8.8536,9.6433,9.1993,9.7447,10.0266,9.4048
BSU39980,11.9666,11.5869,11.378,11.2363,11.0879,11.091,10.7555,10.8155,8.6833,8.2936,8.475,8.8682,9.6448,9.4783,9.9209,9.8494,9.4487
new_4107259_4107332_c,13.1593,12.5988,12.9793,12.3971,12.4014,11.9524,12.2304,12.1259,9.1313,9.0631,9.0435,9.2023,10.8805,10.8159,11.2804,11.2991,10.6945
BSU39990,9.1759,9.2295,9.0506,8.7355,8.718,8.7863,8.479,8.5545,8.1954,7.6638,8.0537,8.3556,8.3148,8.0562,8.197,8.1672,8.1143
BSU40000,7.6577,7.7476,7.601,7.5784,7.5553,7.6407,7.6462,7.4664,8.6682,7.7915,8.0281,8.2141,8.0659,7.7614,8.0013,7.8045,7.923
BSU40010,8.6142,8.7333,8.6737,8.7241,8.6011,8.7374,8.5488,8.4107,8.2833,7.8838,8.1792,8.2708,8.5431,8.3551,8.6589,8.723,8.4815
new_4109676_4109842,9.3903,9.3069,9.4698,9.3607,9.2978,9.3085,9.1369,8.9366,8.2632,7.9006,8.0632,8.1075,8.3349,8.2753,8.4547,8.2128,8.5959
BSU40021,9.2383,9.3134,9.3001,9.2747,9.2094,9.2469,9.0924,8.7851,8.0569,7.6381,7.9486,8.116,8.2398,7.9768,8.1031,8.0862,8.032
new_4109864_4110916_c,7.2885,7.4748,7.31,7.2553,7.2524,6.973,6.9805,6.9497,7.6951,7.4153,7.718,7.987,7.5059,7.4497,7.6186,7.3532,7.5652
BSU40022,8.7328,8.8429,8.8637,8.8017,8.8533,8.9667,8.7086,8.6267,8.1663,7.7442,8.0175,8.1329,8.106,7.7545,8.0189,7.9213,7.8101
BSU40030,10.4369,10.2565,10.2386,10.269,10.4598,10.7427,10.6128,10.606,9.9986,9.337,9.1909,9.3494,9.9761,9.6302,9.9016,10.0407,9.6897
BSU40040,10.4524,10.1897,10.16,10.2371,10.4657,10.8451,10.4534,10.6807,9.8716,9.42,9.518,9.6647,10.1369,9.7008,10.1496,10.1167,9.7293
BSU40050,10.567,9.9278,9.8309,9.985,9.998,10.2226,9.7728,12.1839,10.2531,9.1443,9.0096,8.7261,9.3339,8.7171,8.809,8.7788,8.5507
BSU40060,11.3196,10.5018,10.3659,10.2443,10.3495,10.6541,10.2943,12.0875,10.8178,9.5766,9.1236,9.1467,9.705,9.0266,9.2465,9.0027,8.7624
BSU40070,11.5002,11.1246,10.6371,10.3424,10.4875,11.0546,10.5244,11.629,11.1864,9.9339,9.4316,9.2924,9.8006,9.1297,9.4249,9.0743,8.5795
BSU40080,12.3051,12.1139,11.7225,11.5098,11.4729,11.8411,11.6275,11.8139,11.4974,10.1016,9.6504,9.6945,10.1049,9.5981,9.982,10.006,9.4299
new_4118585_4118876,11.5749,11.2754,11.312,10.9541,10.8578,11.091,11.5745,11.1214,11.8122,10.8736,10.5594,9.8434,10.8575,10.3881,10.7571,10.6031,10.3469
BSU40090,15.8042,16.0883,16.0972,16.1908,16.2509,15.5553,16.3329,16.3568,15.0492,13.5986,13.231,13.4594,14.6811,14.5706,15.1925,15.3736,15.362
BSU40100,15.7862,15.6408,15.7847,15.5777,16.0238,15.6397,16.0399,16.1378,14.9289,13.6528,13.2076,13.3635,14.416,14.2723,14.8923,15.1425,15.0455
new_4121082_4121165_c,8.0014,8.2301,8.1741,8.0512,8.5112,8.446,8.1151,8.8222,10.7102,9.7015,8.6296,8.9358,8.7962,8.116,8.1462,8.1083,7.935
BSU40110,8.061,8.2635,8.3811,8.404,8.5606,8.8238,8.6171,9.0969,11.3367,10.0502,9.4745,9.0813,9.3733,8.6778,8.9122,8.6061,8.2339
BSU40120,8.2061,8.1401,8.2357,8.4113,8.4266,8.6206,8.8415,9.5044,11.8899,10.3513,9.6991,9.2387,9.6052,8.697,9.0631,8.6233,8.1883
new_4122850_4123061_c,8.2208,8.1945,8.7015,8.4826,8.8004,8.7851,9.2778,9.9244,12.083,10.5631,9.7398,9.2599,9.6822,8.7211,9.0518,8.6564,8.1468
BSU40130,9.9397,9.6781,9.6511,9.5534,9.4184,9.5637,9.4494,9.8054,10.3863,9.6526,9.6418,9.797,10.2336,9.7141,10.0497,10.0122,9.3621
BSU40139,9.9407,9.7487,9.6305,9.5166,9.4879,9.7028,9.4488,9.9427,10.5582,9.7959,9.5996,9.5758,10.1998,9.7328,10.0515,10.0824,9.2439
BSU40140,14.6845,14.7835,15.0039,14.8378,14.6673,14.3882,14.8468,14.6826,12.7632,12.309,11.9639,11.7087,12.7856,12.0311,12.4893,12.5082,11.6094
BSU40150,15.1415,15.0737,15.1383,15.1474,15.0253,14.6702,15.0572,14.9156,13.5756,13.1619,13.1329,12.744,13.7054,13.2759,13.5838,13.4977,12.6957
new_4125593_4125741_c,14.9464,15.0072,14.9647,14.9531,14.8728,14.5801,14.9521,14.8478,13.5167,13.1166,13.0916,12.697,13.5729,13.2359,13.538,13.4265,12.535
BSU40160,15.2575,15.2528,15.3604,15.3317,15.231,14.8308,15.3087,15.251,13.4347,13.17,13.0242,12.6713,13.4783,13.2316,13.5616,13.3973,12.4055
BSU40170,15.1718,15.2426,15.5667,15.2544,15.386,14.9195,15.1765,15.1305,11.2798,12.7358,12.1513,12.0486,13.0713,13.0039,13.1468,13.0129,12.0357
BSU40180,16.1228,16.0628,16.0878,16.1323,16.1074,15.8258,16.2693,16.0174,16.2632,15.5921,15.707,15.4607,16.1397,16.0394,16.1098,15.9575,15.9415
BSU40190,11.8873,11.7463,11.7284,11.648,11.5633,11.7106,11.6009,11.5249,10.9881,10.6477,10.6461,10.8439,11.7239,11.3399,11.7094,11.7343,11.0194
new_4130045_4131409,10.112,10.4961,10.7207,10.0323,10.3309,10.5334,10.483,10.3537,10.2167,9.751,9.6958,9.539,10.0431,9.4154,10.4025,10.4546,9.5296
new_4130257_4130577_c,11.5608,11.1165,11.0371,10.4208,10.5406,10.7188,10.3338,10.445,9.8717,9.2705,9.1194,8.7354,9.0836,8.797,9.218,8.7768,8.2226
BSU40200,14.6255,14.0743,14.2075,13.9474,13.6967,13.6805,13.8775,13.993,12.6577,12.5248,12.3163,11.5007,12.7161,12.4475,12.6368,12.2469,11.1386
BSU40210,14.2633,13.8067,13.7848,13.5819,13.2935,13.3753,13.5329,13.5842,12.6705,12.255,12.1358,11.2851,12.3466,12.001,12.3895,11.9824,10.919
BSU40220,14.0878,13.4987,13.6464,13.3505,13.0929,13.1884,13.3604,13.2521,12.9388,12.3556,12.1176,11.5155,12.578,12.1869,12.5342,12.0491,10.9704
new_4133453_4134502,9.1308,9.7923,9.8659,9.4272,9.7236,9.9029,9.6472,9.6173,10.6649,9.6786,9.4123,9.1836,9.5143,9.4412,9.8837,10.1244,9.8704
new_4134175_4134435_c,13.8106,13.1361,13.165,12.8918,12.8712,12.9399,12.8829,13.0502,13.1506,12.5629,12.1991,11.4186,12.4624,12.1602,12.3303,12.0333,10.858
BSU40230,12.3662,12.1995,11.9034,11.6987,11.4183,11.6629,11.2876,11.4029,11.6797,11.0542,10.7066,10.5517,11.5359,11.0186,11.1748,10.9013,10.0959
new_4134916_4134995_c,12.0036,11.6813,11.5671,11.3427,11.1627,11.2037,11.0446,11.0006,11.5542,10.8621,10.5265,10.5146,11.338,10.8376,11.018,10.794,10.0215
BSU40239,11.926,11.6666,11.5528,11.2285,11.0868,11.0006,11.0128,10.7992,11.4713,10.7534,10.4896,10.472,11.2564,10.8007,11.0109,10.6956,9.8554
BSU40240,9.3249,9.1006,8.816,8.6044,8.5244,8.4872,8.5831,8.442,8.5174,8.1449,8.3003,8.4296,8.7282,8.5034,8.7997,8.9045,8.6347
BSU40250,9.5392,9.5549,9.3755,9.4287,9.3248,9.4183,8.9635,9.0251,9.7782,9.1117,9.3765,9.4941,10.1901,9.7043,10.1805,10.1171,9.5617
BSU40259,8.3959,8.316,8.2784,8.3878,8.1343,8.1265,7.7492,7.8393,8.0985,7.8513,8.1546,8.2491,8.3876,8.19,8.5163,8.332,8.2558
BSU40260,8.7232,8.6789,8.5126,8.6752,8.4684,8.9055,8.2282,8.3038,8.7904,8.4028,8.503,8.7874,8.9589,8.7418,9.1263,9.2352,8.8894
BSU40270,7.8365,7.8433,7.7549,7.6143,7.4935,7.3077,7.4401,7.5215,9.2047,8.7208,8.9464,9.0811,9.6256,9.4101,10.0529,10.1549,10.0463
BSU40280,8.1428,7.9919,7.9113,7.8336,7.6473,7.4177,7.6594,7.8815,9.7864,9.1113,9.2131,9.3067,9.937,9.6795,10.3264,10.3884,10.2678
BSU40290,9.9322,9.6817,9.534,9.4428,9.3418,9.3288,9.2551,9.4333,9.912,9.3965,9.3417,9.3816,10.1312,9.9113,10.6579,11.0051,10.7935
new_4140150_4140220_c,9.8581,9.5516,9.9102,9.1999,9.0322,8.6338,9.7075,8.8399,9.9457,9.508,9.3576,8.8016,10.2422,10.091,10.7601,11.5154,11.2643
new_4140222_4140497_c,8.8343,8.5405,8.1792,7.9748,7.8739,7.7228,7.6716,7.6915,8.5072,8.2006,8.3884,8.4664,8.7749,9.0942,10.2098,10.4845,10.974
BSU40300,12.8067,12.4615,12.4837,12.395,12.4191,12.5198,12.4838,12.4086,12.4722,12.1566,11.9616,11.8741,12.9568,12.4665,12.8289,12.8612,12.1496
BSU40310,13.2385,12.9586,13.3647,13.0197,13.1791,13.1585,13.1511,12.9575,13.5732,13.2783,13.1072,12.9749,13.7274,13.4772,13.832,13.6091,13.2537
BSU40320,11.0971,10.9908,10.8525,10.6707,10.5044,10.8993,10.3459,10.4921,11.3691,12.4415,13.7454,13.5846,12.8202,11.1794,11.2032,11.2227,10.4686
BSU40330,11.1321,11.0311,10.8822,10.7624,10.5889,10.8202,10.3876,10.5071,11.5142,12.5101,13.9258,13.5605,12.9448,11.2359,11.2192,11.3362,10.5055
new_4144079_4144300_c,11.5345,11.2456,11.3616,11.0537,11.161,11.1105,10.842,10.941,12.2877,13.1825,14.601,14.2995,13.5612,11.9005,11.8149,11.8259,10.8703
BSU40340,11.0797,10.7233,10.8531,10.6699,10.5271,10.7012,10.3369,10.6197,12.2252,13.2254,14.6308,14.2859,13.6448,11.9055,11.927,11.667,10.7861
BSU40350,10.3573,10.161,10.3417,10.3946,10.2463,10.2909,10.2351,10.134,8.3362,8.9166,9.1032,9.1181,9.7759,9.2339,9.5569,9.5681,9.4467
BSU40359,7.6982,7.8218,7.6654,7.465,7.4356,7.4295,7.3914,7.1899,8.0214,7.7898,8.1315,8.0482,7.8165,7.5126,7.8882,7.5053,7.537
BSU40360,11.8489,11.6459,11.3531,11.2566,11.1465,11.5082,11.2614,11.2619,10.7948,10.5022,10.2333,9.9506,10.6111,10.0863,10.4109,10.509,10.1002
