LBexp_1,LBexp_2,LBexp_3,BT_1,BT_2,B36_1,B36_2,B60_1,B60_2
BSU23520,13.431,13.9089,13.55,11.3185,10.6104,12.0054,11.8031,11.9449,12.3798
new_2450326_2450402_c,7.2773,7.1925,7.2885,10.6939,10.424,9.9006,9.7591,9.3436,9.3469
BSU23530,7.3851,7.0453,7.217,10.0585,9.4658,9.5716,9.6916,9.297,9.3304
BSU23540,9.8166,8.87,8.6433,8.2103,7.67,8.499,8.231,9.2781,9.1092
BSU23550,14.5303,14.6772,14.2956,9.7488,9.4128,9.7956,9.4981,9.4827,9.2839
BSU23560,14.7136,14.7125,14.3659,8.7189,8.2913,9.2351,8.891,9.0335,8.9523
new_2454265_2454346_c,14.8332,14.3908,14.942,10.2596,10.2569,10.572,10.0505,10.2325,10.3305
BSU23570,15.1962,15.083,14.9847,10.8683,10.453,10.924,10.7094,10.3742,10.2502
BSU23580,15.0913,14.9584,14.6474,10.2817,9.9882,10.6706,10.5515,10.3609,10.3727
new_2456809_2456888_c,15.0997,14.9651,14.5727,10.0069,9.6422,10.1708,9.958,9.8903,10.1226
new_2456890_2457210_c,9.6823,9.5683,9.1985,9.8185,9.4039,9.6042,9.3272,9.3413,8.8889
BSU23590,11.9742,11.6845,10.961,8.4022,7.9436,9.7491,9.7764,9.3168,9.7457
new_2457212_2457348_c,10.4709,10.7605,10.5061,11.9649,11.3054,10.8821,10.7203,10.9767,10.6393
BSU23600,11.3126,11.3027,11.118,11.2692,10.5957,11.219,11.1544,11.2887,11.0327
BSU23610,11.4933,11.7309,11.5174,10.9404,10.4106,11.7756,11.3886,11.5262,11.3121
new_2459114_2459288,7.5607,6.9346,7.8454,10.7985,10.3135,9.9343,10.1747,9.584,9.9576
BSU23620,11.7176,11.5257,11.1779,10.9966,10.6864,10.6302,10.808,10.6018,11.2055
BSU23630,10.0221,10.0455,9.7095,9.4854,8.9154,9.9599,9.8489,10.36,10.7369
BSU23640,8.8422,8.9765,8.7544,8.4959,8.2157,8.9043,9.1043,9.4146,9.784
BSU23650,12.6633,12.7379,12.3829,12.4462,12.2563,13.1472,12.8615,12.8369,12.9366
BSU23660,12.6818,12.7185,12.388,12.2602,11.6248,12.9024,12.7232,12.3687,12.8181
BSU23670,10.6273,11.0501,10.7308,10.7989,10.1768,10.814,10.9717,10.5173,10.5707
BSU23680,10.5138,11.1169,10.6538,10.5609,9.8174,10.2915,10.7385,10.0589,10.547
BSU23690,10.7852,11.2515,10.8198,11.1453,10.4892,10.6981,10.9593,10.719,11.2782
new_2464042_2464118_c,11.1657,11.5903,10.8334,10.9458,10.2614,10.2405,10.6343,10.3773,11.0068
new_2464120_2464226_c,7.288,7.1563,7.307,8.9345,8.4522,8.7825,8.5453,8.4904,8.3479
BSU23700,7.2018,7.0311,7.2914,8.6113,8.1667,8.3943,8.4084,8.0856,7.9178
BSU23710,7.2694,7.1445,7.2955,8.9194,8.2567,8.6143,8.4299,8.3853,8.0281
BSU23720,9.13,9.6383,8.8902,10.1468,9.9144,7.3187,7.5218,7.8994,8.7066
BSU23730,9.1074,9.7223,9.3949,10.6869,9.9209,10.6337,10.829,10.343,10.805
BSU23740,8.215,8.9148,8.7967,10.4323,9.9822,10.4099,10.3558,9.8647,10.4134
new_2467979_2468158_c,10.8144,10.9927,10.4763,10.4115,10.269,10.6624,10.3943,10.1959,9.9192
BSU23750,10.9008,10.8728,10.3867,9.9285,9.9557,10.7216,10.3461,9.8839,9.88
BSU23760,11.6842,11.5317,11.1906,10.2783,9.7043,10.9123,10.8263,10.1682,10.1881
new_2469509_2469579_c,11.2493,11.0723,10.9995,10.0849,9.4199,8.9616,8.6779,9.017,9.133
BSU23770,11.2953,10.8813,10.7654,10.3144,9.866,10.7568,10.6759,9.6931,10.0511
new_2470927_2471001_c,11.411,11.1161,10.7669,10.6235,9.8496,10.7546,10.8156,10.266,10.1448
BSU23780,10.8851,10.73,10.3319,10.0324,9.4345,10.3889,10.5624,9.7358,9.9192
BSU23790,10.5506,10.3508,9.8109,9.4493,9.0612,9.0228,9.0336,8.8325,9.3689
new_2472864_2473150,10.642,10.5779,9.6173,10.4144,10.1847,11.3794,11.1956,11.0067,11.3951
BSU23800,10.3431,9.9438,9.4178,8.8019,8.7479,9.3526,9.6145,8.76,9.426
BSU23810,8.5901,9.0442,8.7843,12.4067,12.1398,9.9902,9.9859,10.3657,10.312
BSU23820,9.7954,9.9949,9.6305,9.9636,9.4523,8.3608,8.4699,8.3937,8.2875
BSU23830,11.0697,11.1869,10.6427,9.5539,9.2968,12.6244,12.259,13.5879,13.1969
new_2477758_2477958_c,11.143,10.9976,10.5858,13.0997,10.3768,16.073,15.4614,16.2765,16.2673
BSU23840,10.5263,10.4086,10.0309,8.7841,8.3307,9.4388,9.6233,9.0786,9.679
new_2479090_2479155,14.935,14.6471,14.0542,11.5288,10.1707,9.9934,12.1392,12.4233,13.0008
BSU23850,14.7943,14.6155,14.3486,13.0636,12.4296,14.0078,13.8253,13.9671,14.1503
BSU23860,15.1186,15.2784,15.0362,14.1469,13.8278,13.9695,13.9674,13.7282,14.0625
BSU23870,10.0231,9.968,9.5804,8.6544,7.9736,8.7329,8.9032,9.1687,9.816
new_2483514_2483788_c,10.0622,9.7842,9.5269,8.9923,8.6137,8.0934,8.3727,8.6738,9.117
BSU23880,12.9522,13.3305,12.907,12.2373,11.5555,13.6978,13.3451,14.1908,14.3367
BSU23890,11.7204,12.1662,11.738,11.3962,10.8391,12.6781,12.4474,13.1849,12.9281
new_2484736_2485656_c,9.8677,9.7764,9.504,11.3609,10.7801,12.1705,11.937,11.7889,11.5143
BSU23900,7.5514,7.4478,7.5935,8.1319,7.9028,9.147,8.8499,8.4819,9.1513
BSU23910,12.6502,12.4338,12.1338,12.1521,11.8369,12.612,12.4758,12.3567,12.1337
BSU23920,13.3502,13.1572,12.8056,12.1325,11.4922,12.2399,12.2334,12.677,12.6556
BSU23930,7.7467,7.4811,7.5888,8.9287,8.2068,9.2225,8.9926,8.8117,8.5718
new_2488815_2488968,10.9851,11.5861,10.5502,8.6386,8.018,9.2557,9.025,10.538,11.8505
BSU23940,7.8438,7.4429,7.5462,8.8427,8.4316,8.9011,8.6609,8.4293,8.6184
new_2488970_2489605,8.1512,9.4011,7.8765,7.668,7.5715,7.912,8.1173,8.9674,10.2042
BSU23950,10.8701,10.6716,10.1471,10.2953,9.8221,11.1197,11.1898,10.3601,10.5682
BSU23960,10.4298,10.0838,9.764,12.6836,12.1513,13.8181,13.9295,11.7634,11.8984
BSU23970,10.5543,9.7585,9.5607,12.0563,11.5258,13.4667,13.7317,11.3438,12.2395
new_2491949_2492028_c,10.293,9.3877,9.6205,11.721,11.3689,13.5069,13.4671,11.2896,12.4296
BSU23980,10.7409,10.0351,9.7412,12.432,12.2173,13.5308,13.984,11.4634,12.721
BSU23990,13.4522,13.4163,13.2507,11.8845,11.5832,12.911,12.8992,12.5479,13.1649
BSU24000,7.0398,7.0107,7.2476,11.66,10.6233,12.4076,12.0179,12.9564,13.4475
BSU24010,9.6004,9.9688,9.8267,9.5531,9.0033,12.0773,11.6655,11.9022,12.2751
BSU24020,8.8963,9.1938,9.029,8.5967,8.2613,10.9066,10.7094,10.5858,10.7871
BSU24030,13.0034,13.0575,12.825,10.8179,10.4346,11.5873,11.6213,11.1609,10.6109
BSU24040,12.9971,12.9545,12.736,10.8152,10.0635,11.4952,11.6616,10.9373,10.59
BSU24050,13.2949,13.4327,13.422,11.0388,10.3511,11.6897,11.894,11.2797,10.8733
BSU24060,13.2813,13.3769,13.2775,10.752,10.2338,11.1768,11.3889,10.9623,10.6924
BSU24070,13.155,13.1768,13.4057,10.3894,9.7092,10.2742,10.1589,10.621,10.4098
BSU24080,13.0801,13.5659,13.4819,10.7144,10.3591,12.7769,12.7125,12.279,11.6953
BSU24090,12.6128,13.3015,13.2093,9.9674,9.3756,12.2178,12.153,11.7896,11.4883
new_2504707_2504788_c,12.4652,13.2002,13.5204,9.9762,9.0654,10.446,10.5648,10.5393,9.9393
BSU24100,12.0478,12.8074,12.7748,9.2719,8.7528,9.7603,9.8913,9.8664,9.7499
BSU24110,10.5599,10.8053,10.4324,11.0403,10.9113,11.7946,11.649,13.0084,13.0257
BSU24120,8.7968,9.0308,8.9117,11.7478,11.1599,11.6113,11.4726,12.3293,11.8456
BSU24130,7.4126,7.2022,7.4307,11.3218,10.3873,11.1039,10.8095,11.8559,11.1602
BSU24140,7.1866,7.0133,7.2107,10.9844,10.3025,10.7429,10.7706,11.5442,10.929
BSU24150,7.0755,6.8743,7.0821,11.0499,10.4261,11.0972,10.8241,11.6648,11.0246
BSU24160,6.9688,6.7619,7.0286,10.6103,9.9604,10.5041,10.3605,11.1256,10.5816
BSU24170,6.9857,6.8643,7.0366,11.2339,10.2425,10.9672,10.6528,11.618,10.8111
BSU24180,9.5081,9.4316,9.2428,8.6626,8.1496,8.9808,8.8675,8.786,9.2148
BSU24190,7.8549,7.6881,7.9051,7.8723,7.2253,8.3117,8.2859,7.8863,8.0682
BSU24200,7.9493,7.8237,7.9294,8.0348,7.5748,8.7792,8.7764,8.381,8.5288
new_2516201_2516406,10.9876,10.3995,10.0707,8.2186,7.8009,8.4135,8.3199,9.0159,9.6144
BSU24210,11.0616,10.753,10.3171,10.7278,10.3862,9.9175,9.7797,11.0665,10.9547
new_2517585_2517755_c,9.8499,9.2049,9.2303,10.8793,10.4342,11.206,11.1103,11.1579,10.8907
new_2517757_2517885_c,8.9686,8.7968,8.6974,10.6696,10.2889,10.7267,10.5062,10.3085,10.282
BSU24220,12.7798,13.1243,12.6478,13.8071,13.4446,14.1646,13.9349,14.168,14.0265
new_2518877_2519029_c,13.4014,13.6269,13.1097,10.3712,10.0711,10.8786,10.462,12.4266,12.8776
BSU24230,7.6878,7.2118,7.3573,13.2065,13.0934,10.4859,10.6251,10.2128,9.9528
BSU24240,12.0572,11.6116,11.302,10.1789,9.7558,11.1171,10.9978,11.2143,11.0334
BSU24250,12.2089,11.6336,11.3407,9.8125,9.3651,11.05,10.7989,11.1664,11.154
new_2522774_2522859_c,12.67,11.7373,11.5218,9.9784,9.5346,11.2013,10.9354,11.4437,11.3462
BSU24260,12.8886,12.519,12.2759,11.8247,11.1686,12.3163,12.1448,12.4009,12.0422
BSU24270,13.382,13.1655,12.7536,12.0339,10.9404,12.9116,12.7486,12.7766,12.7677
new_2525615_2525743_c,13.5917,13.5091,13.0903,11.0272,10.177,11.9005,12.0112,12.9049,12.7979
BSU24280,12.4207,11.6717,11.4888,10.6234,9.9019,11.0814,11.0838,10.7511,10.4614
BSU24290,12.465,11.3765,11.298,10.6775,10.2643,11.4387,11.3401,10.8306,10.8877
BSU24300,11.8318,11.0291,10.9051,9.8068,9.3879,11.0175,10.8638,10.2394,10.5831
new_2528267_2528403_c,12.8159,12.2493,11.9288,10.344,9.8791,12.0806,11.7927,11.3933,11.9185
BSU24310,13.6878,13.7316,13.2042,11.7929,11.4623,13.5726,13.2244,12.2191,12.515
BSU24320,14.3316,14.184,13.7529,12.4763,12.2883,13.8922,13.757,12.9308,13.3078
new_2529726_2529888_c,13.8696,13.5517,13.476,11.5726,11.208,12.9451,12.8307,12.4025,12.6929
BSU24330,14.4554,14.3982,14.3133,14.2806,13.7148,14.3111,14.2928,13.8085,14.1988
BSU24340,14.8578,14.8831,14.6332,13.7341,13.214,13.4603,13.4473,13.7333,14.1202
BSU24350,15.0726,15.035,14.881,12.3699,11.6385,12.8523,13.0569,12.5252,12.8305
BSU24360,7.3171,7.1995,7.4027,13.6902,13.0231,13.5809,13.2742,13.0032,12.4252
BSU24370,7.1773,6.9901,7.237,12.18,11.4511,12.8827,12.5426,12.258,11.8632
BSU24380,7.12,6.954,7.2202,12.5686,11.5946,12.7468,12.6847,11.9856,11.8984
BSU24390,7.0093,6.9007,7.0973,11.1196,10.2322,11.2667,10.7592,10.5381,9.941
BSU24400,7.1513,7.0071,7.2405,11.5493,10.7035,11.5558,11.1235,11.1835,10.373
BSU24410,7.182,7.0042,7.2463,11.6267,10.4558,11.5623,11.2267,11.1707,10.4165
BSU24420,7.0146,6.9248,7.1985,11.6651,10.8292,11.6708,11.4613,11.306,10.7198
BSU24430,7.2035,7.1096,7.308,12.1469,11.2925,11.9963,11.8636,11.8854,11.0406
new_2537614_2537688_c,7.2242,7.0072,7.2682,11.8538,10.7692,11.4146,11.3957,11.0059,10.6464
BSU24440,7.157,6.9404,7.2651,11.0973,10.2873,11.0382,10.9053,10.5849,10.2855
BSU24450,14.9504,14.809,14.4865,13.375,13.2856,13.3317,13.3884,13.1153,13.2903
BSU24460,14.416,14.4033,14.1276,12.4353,11.9562,12.5093,12.3846,12.4184,12.6194
BSU24470,13.9126,13.986,13.7496,12.8227,12.08,12.8561,12.7011,12.7512,12.749
BSU24480,7.1798,7.0095,7.1595,9.9059,9.519,9.6003,9.6108,9.2027,9.1423
BSU24490,11.5688,11.9569,11.6682,12.4814,11.6065,12.5782,12.4564,13.276,13.6284
BSU24500,11.7209,12.1709,11.8334,12.8973,11.947,13.4103,13.2771,13.4811,13.5942
BSU24510,7.7327,7.4767,7.5553,10.9085,10.0798,11.5745,11.7186,10.8663,11.2511
BSU24520,13.9176,13.6139,13.3401,11.7705,11.3419,12.2589,12.1996,13.0857,13.4126
BSU24530,12.8757,12.7537,12.4988,9.4014,8.9663,10.8926,10.8668,10.5065,11.0231
new_2544841_2545385_c,7.449,8.2053,8.4166,8.2765,7.9225,10.4425,10.4158,9.8848,10.1957
new_2544915_2544994,14.218,13.9688,13.3958,10.0203,9.4009,10.2619,10.2158,12.3234,13.0165
BSU24540,13.2628,12.6348,11.8772,9.6336,9.3367,9.9272,10.0767,11.3696,11.6218
BSU24550,10.1958,11.4484,11.2215,10.4764,10.128,13.6868,13.3848,13.1897,13.0704
BSU24560,10.2487,11.4321,11.3075,10.6301,10.2352,13.6465,13.536,13.0918,13.1676
BSU24570,10.8836,12.1806,11.8959,10.936,10.5882,13.8202,13.863,13.7078,13.7663
BSU_misc_RNA_38,11.9475,12.5353,11.7324,13.0638,13.0189,15.1301,14.8255,14.9767,15.4468
new_2549607_2549677_c,11.9466,12.5073,11.884,12.8888,12.9012,14.1796,14.7195,14.6951,14.8813
new_2549645_2549774,6.9784,6.8729,7.2397,10.1334,9.4222,8.8789,9.2108,8.7906,9.3106
BSU24580,7.0505,6.8795,7.1705,10.1961,9.4604,10.0983,10.0418,9.4438,9.1814
BSU24590,9.3991,9.4028,9.1609,10.2059,9.492,10.7511,10.334,10.8668,10.5862
new_2552307_2552445,10.6696,11.102,10.8594,12.9804,11.9786,13.4982,13.0682,13.8249,13.965
BSU24600,9.7502,10.4046,10.0957,12.124,11.6912,13.1025,13.1058,13.4327,13.5453
BSU24610,11.797,11.9931,11.7337,11.8911,11.528,13.322,13.2123,13.3565,13.5505
BSU24620,10.7673,11.4286,11.4195,16.2996,16.1406,14.6488,14.7188,14.0691,13.4712
BSU24630,8.8803,9.436,9.2563,12.7954,12.2279,11.7956,11.9411,10.9291,11.1818
BSU24640,8.6136,9.0024,8.876,12.6687,11.9608,10.5759,11.1551,10.1716,10.704
BSU24650,7.2544,7.3692,7.5192,12.845,12.1472,11.825,11.6491,11.5896,11.0848
new_2555662_2555886_c,7.3932,7.3365,7.3086,10.9222,10.178,10.2524,9.9702,9.5577,9.778
BSU24660,8.1084,8.1121,7.9922,10.313,9.9042,10.4017,10.3282,9.6749,9.9202
BSU24670,8.1426,8.0481,8.0061,8.8346,8.4124,8.4727,8.1792,8.4821,8.8573
BSU24680,7.4122,7.2087,7.3688,9.0345,8.5063,9.4757,8.8948,8.5982,8.593
BSU24690,7.4305,7.2408,7.4099,9.8017,8.9235,9.972,9.593,9.1487,9.0364
BSU24700,7.2174,7.0954,7.36,10.0139,9.2308,10.3295,9.8268,9.0888,9.1922
BSU24710,7.1732,7.014,7.2312,9.6935,9.086,10.1172,9.6824,9.0288,8.8643
BSU24720,7.183,7.0122,7.2796,10.0293,9.0712,10.2557,9.7471,9.2712,9.2537
BSU24730,7.0888,7.0077,7.2455,9.8818,9.1531,10.4001,9.8709,9.3384,9.3649
new_2560260_2560488_c,6.8795,6.8057,7.1585,8.8813,8.6363,10.7567,10.4408,10.2444,11.0003
BSU24740,7.1339,7.0633,7.3294,10.1051,9.6532,10.5733,10.1397,10.399,11.7752
BSU24750,6.9539,6.9264,7.1785,8.9397,8.3684,11.0483,10.6174,11.808,12.3233
new_2562914_2563888,6.9844,6.9136,7.0909,9.5164,8.9762,9.6675,9.384,9.5463,9.776
BSU24760,7.4873,7.9159,7.7919,9.2035,8.8885,11.5739,11.8408,11.1346,12.7827
new_2563803_2563987_c,7.4506,8.2079,8.144,10.3578,9.9345,10.6586,10.2946,10.8801,12.7904
BSU24770,8.5665,9.7653,9.5899,14.9314,14.6835,16.3619,16.0091,16.0755,16.3374
BSU24780,12.4115,12.1428,11.7075,13.1827,13.1589,14.1188,13.3797,14.8311,14.9397
new_2564914_2565669,7.4204,7.3742,7.5295,10.2522,9.4746,10.7792,10.7588,11.5327,11.9635
BSU24790,12.7831,13.0249,12.6088,11.1871,10.636,10.1982,10.0898,9.6879,9.8956
BSU24800,12.7038,12.5271,12.1176,14.8131,14.3252,14.7007,14.7457,15.8,15.5126
BSU24810,12.4246,12.4483,12.1492,12.0797,11.434,12.2378,12.2313,11.6577,11.9707
new_2565921_2566988,8.1309,8.055,8.3121,9.2787,8.756,8.7992,8.9344,9.7924,10.7165
BSU24820,12.2597,12.15,12.0024,11.5276,11.0048,10.2435,10.2184,11.0644,11.6362
BSU24830,11.1079,10.8768,10.6493,11.1342,10.5325,12.0789,12.0954,11.1725,11.4413
BSU24840,13.0469,13.0752,12.7317,12.5397,11.9936,13.0479,13.1466,13.511,13.5808
new_2569624_2570653,7.1213,7.0467,7.2568,8.8401,8.3765,7.7305,7.8783,8.3696,10.4949
new_2570490_2570556_c,13.4841,13.6598,13.0396,13.1599,11.9127,13.1305,13.4056,14.1308,14.2061
BSU24850,12.2745,11.8131,11.5488,10.7156,10.1041,11.5955,11.4041,11.3855,11.3877
BSU24860,12.3944,12.0105,11.6971,10.6053,10.5853,11.4745,11.2706,11.478,11.7049
new_2571798_2571906_c,11.6443,11.5135,11.0424,10.0705,9.8578,10.6396,10.3065,10.1899,10.1126
BSU24870,11.4779,11.3212,10.9155,9.4795,8.8404,9.5546,9.5819,9.2668,9.8506
BSU24880,11.9053,11.9245,11.7044,13.0088,12.8222,11.9042,11.5973,11.0456,10.9516
BSU24890,11.5673,11.6971,11.4558,10.9406,10.6451,11.5468,11.3591,10.4077,10.6484
new_2574324_2574407_c,11.3706,11.6622,11.7469,11.0147,10.7136,11.7839,11.0879,10.6059,10.9127
BSU24900,15.0131,13.5109,12.4299,12.7886,13.0149,14.3538,13.0276,13.672,14.0355
BSU24910,8.0986,8.1473,7.9429,8.3927,7.9918,9.1101,9.2051,8.772,8.9051
BSU24920,8.0892,8.1281,7.9157,8.0568,7.7675,8.6266,8.6675,8.7254,9.4111
new_2576155_2576328,10.0875,10.6601,10.3694,9.456,8.5337,10.0752,9.5124,13.2618,13.0026
BSU24930,14.5594,14.4128,14.2884,11.3108,11.0172,11.6844,11.3174,13.2375,12.9747
BSU24940,13.3206,13.0958,12.8435,10.7571,10.6087,10.7855,10.6787,11.8475,11.6028
BSU24950,7.6021,7.3119,7.5346,8.372,8.0584,12.1219,11.6257,13.3037,12.6794
BSU24960,7.6527,7.539,7.63,8.4278,8.1729,12.2367,11.8868,13.9471,12.893
BSU24970,7.4109,7.4457,7.4635,8.0725,7.8092,11.503,11.0982,13.4696,13.0774
BSU24980,7.2151,7.477,7.3846,7.812,7.707,11.0809,10.8379,13.323,12.8929
BSU24990,7.416,8.0317,7.7483,8.8424,8.5724,11.9493,11.9706,14.1195,14.4447
BSU25000,13.5301,13.2971,12.846,12.5327,12.084,11.907,11.4608,11.7289,11.5667
BSU25010,7.5923,7.2768,7.3691,9.822,9.2574,9.5456,9.5632,9.2617,9.1362
BSU25020,16.3524,16.4306,16.2964,16.0053,15.4257,15.7944,15.4777,15.6659,15.7084
new_2586107_2586175_c,12.2812,12.4131,12.1826,13.7166,12.557,15.0114,14.534,14.5284,14.8679
BSU25030,11.7721,11.8039,11.6034,10.6991,9.9705,11.8148,11.6161,11.0336,11.7141
new_2586704_2586996_c,11.6913,11.8231,11.6388,10.5144,9.9095,10.7419,10.667,10.7262,11.6554
BSU25040,10.8323,10.7217,10.2086,8.9637,8.5119,9.2445,9.7494,8.9197,9.8364
new_2586998_2587934_c,12.0647,12.337,12.2847,10.2725,9.8249,10.4928,10.6673,10.5549,11.5114
new_2587581_2588011,10.7312,10.9229,10.4688,10.2447,9.9302,9.3299,9.4705,10.1658,10.9932
BSU25050,16.2684,16.3544,16.3756,13.7151,13.3949,12.7372,12.9749,13.5005,14.2406
BSU25060,8.0909,7.715,7.8873,9.8876,9.1737,9.8879,9.6718,9.5423,9.9261
new_2589046_2589122,14.208,13.7756,13.3034,10.6416,9.9118,12.4282,12.5557,12.7725,13.643
BSU25070,13.7811,13.6229,13.3167,11.8191,11.0669,13.2674,13.3244,13.1116,13.4736
BSU25080,8.0086,7.7426,7.8171,15.1185,14.7142,13.0292,13.0498,11.8667,11.4351
BSU25090,12.3675,12.0294,11.7129,11.8117,11.188,13.2586,13.1932,13.7862,14.0421
BSU25100,12.2923,12.2827,11.9574,10.5425,10.3021,11.0915,10.9858,11.4032,11.581
new_2591428_2592036,8.382,8.4282,8.4243,8.785,8.568,10.5357,10.6219,10.4905,10.9335
new_2591866_2591960_c,11.8624,11.9216,11.7975,10.6319,10.0339,11.0092,10.9487,11.5837,11.5664
BSU25110,10.8077,11.0343,10.7217,9.9971,9.5475,10.9925,10.8755,11.8737,11.8281
new_2592930_2593257_c,8.7331,9.1504,8.8284,8.8012,8.7077,9.6577,9.281,10.4748,10.4482
BSU25120,7.3052,7.2481,7.5551,15.6737,15.6611,14.273,14.1625,13.0606,13.3348
BSU25130,13.3678,12.8822,12.7384,11.6204,10.9421,13.0421,12.6196,12.7368,12.6289
new_2593286_2594087,7.2599,7.2031,7.4932,8.5238,8.2474,7.9127,8.3479,7.3752,8.5434
BSU25140,13.0942,12.5602,12.3172,10.6796,10.117,12.8051,12.6126,12.5623,12.4494
BSU25150,6.9441,6.8042,7.1199,14.4882,13.8727,13.6874,13.7549,11.1543,11.3445
new_2596439_2596534,12.7605,11.992,11.6564,12.077,11.2431,11.6269,11.572,11.11,11.7969
BSU25160,12.2906,11.8824,11.4324,11.4071,10.9027,11.9916,11.9733,11.3148,11.5296
BSU25170,12.015,12.0193,11.6271,10.9242,10.5265,11.2273,11.161,11.0036,11.0252
BSU25180,12.7279,12.7172,12.4396,10.6698,9.9787,11.4957,11.4517,11.0938,11.4555
new_2599267_2599375_c,13.3909,13.2036,13.1682,10.638,9.7458,10.7757,10.8252,10.9344,11.5812
new_2599377_2599490_c,9.127,8.8073,8.7042,10.1348,9.6766,10.1521,10.1194,10.6563,11.3838
BSU25190,10.2332,9.8939,9.4352,13.7651,13.248,13.8456,13.8502,14.3465,14.2048
new_2599926_2600047_c,10.9709,9.9915,9.8265,13.7238,12.8808,11.8266,10.9149,13.3909,12.7666
new_2600049_2600188_c,9.856,9.9278,9.8048,12.874,11.8575,11.6331,10.7421,11.6683,11.5151
new_2600050_2600154,8.8171,8.2797,7.9403,12.6651,11.8915,10.5952,10.2554,12.7751,13.0266
new_2600156_2602305,8.3474,8.9746,8.839,10.7866,10.5908,8.8891,8.7943,10.1575,11.7607
BSU25200,13.9229,13.6986,13.5366,14.0683,13.4581,13.5848,13.206,12.6109,12.0737
new_2601330_2601527_c,14.8232,14.5244,14.2283,14.9215,14.0875,14.3508,14.2043,14.2134,13.8831
BSU25210,14.3225,14.0507,13.7805,14.2664,13.552,13.7924,13.6251,13.8867,13.6756
BSU25220,7.0006,7.0395,7.2683,8.5295,8.3029,9.406,9.1116,9.9328,10.5808
BSU25230,14.3445,14.1682,13.9573,14.2634,13.4619,13.6106,13.3879,13.8861,13.9549
new_2603868_2603981_c,14.9485,14.1647,14.3357,14.5955,13.588,13.9981,13.8041,13.7186,14.0642
new_2603983_2604060_c,13.8151,13.7684,14.0275,12.736,12.2963,12.6179,12.0904,12.4791,12.5655
BSU25240,12.5874,12.6215,12.4536,11.5672,10.9726,11.2251,11.1004,10.7526,10.8796
BSU25250,13.259,13.3422,13.186,12.0391,11.4148,11.4339,11.5749,11.1632,11.3564
new_2605598_2605729_c,13.3062,13.4079,13.3155,11.533,10.7769,9.8186,9.4252,10.1682,10.775
BSU25260,13.5765,13.7324,13.6531,12.485,11.882,11.4197,11.1347,10.7654,10.4179
BSU25270,13.6259,13.8346,13.7944,12.4255,11.5699,11.4022,11.2908,10.8921,10.6298
BSU_misc_RNA_39,15.1376,14.8915,14.4235,13.981,13.201,14.6294,14.2557,15.1172,15.3712
new_2608912_2610324,7.5411,7.6079,7.8115,9.8439,9.6631,8.011,7.9357,8.0531,8.4737
BSU25280,13.5704,13.3303,12.9815,13.7943,13.0921,14.1811,14.0079,14.4516,14.6818
BSU25289,13.5299,13.1458,13.0745,14.022,13.3475,14.1178,13.8114,14.3188,14.4713
new_2609894_2610040_c,13.5127,13.1659,13.1338,13.8774,13.119,13.857,13.6226,14.1785,14.3741
BSU25290,13.3914,13.0828,12.7395,13.2857,12.8834,13.7918,13.6431,14.078,14.4161
BSU25300,13.7142,13.5204,13.2511,14.2394,13.3958,13.8824,13.7779,14.7697,14.8269
new_2611388_2611455_c,13.6643,12.9304,13.2712,12.1452,11.3958,12.653,12.0439,12.1827,12.4606
BSU25310,12.7669,12.4122,12.4068,11.5123,10.6387,11.8255,11.3347,11.5738,11.0374
BSU25320,13.0049,12.8138,12.6907,11.7692,11.2572,12.3294,11.9812,11.7221,11.4698
BSU25330,12.5761,12.1944,12.1384,11.0006,10.5637,11.6954,11.423,11.6504,11.5374
BSU25340,13.7002,13.6753,13.2505,13.2318,12.7348,12.0289,11.9597,12.8944,13.2146
BSU25350,8.8094,8.7299,8.6554,11.7757,10.7652,11.7925,11.4846,11.2035,11.1148
BSU25360,8.7231,8.4985,8.594,11.5152,10.5304,11.0663,10.9615,11.1684,11.1576
BSU25370,13.6727,13.8526,13.6209,14.2533,13.6296,15.1726,14.867,14.7497,14.7665
BSU25380,13.2516,13.3741,13.2756,13.6939,12.912,14.8771,14.6758,14.5319,14.268
BSU25390,13.1632,13.0158,12.8292,13.274,12.4355,14.555,14.2429,13.9781,14.0059
BSU25400,16.4533,16.4379,16.3939,16.4283,16.0927,16.4478,16.3828,16.4349,16.4561
BSU25410,16.4464,16.4479,16.4005,16.4037,16.1234,16.4229,16.3836,16.4282,16.4496
BSU25420,7.128,7.0091,7.2571,9.1773,8.5805,8.5083,8.5597,8.5155,8.3546
BSU25430,13.7283,12.9461,12.8026,11.8017,11.2189,11.419,11.3419,10.8325,10.5279
BSU25440,13.8687,12.8935,12.5695,11.2406,10.3953,11.3701,11.311,10.8332,10.7871
BSU25450,14.079,13.2288,13.0652,11.7012,11.0152,11.3893,11.4223,10.9347,10.6509
BSU25460,14.3021,13.621,13.37,11.5792,10.7775,11.0943,11.1089,10.3188,10.3261
new_2625913_2626090_c,14.2992,13.6646,13.9743,12.0687,11.3545,11.1794,10.5949,10.4026,10.285
BSU25470,15.7707,15.3831,15.318,14.0599,13.3806,13.1227,12.935,12.6048,12.3307
BSU25480,16.2336,15.3093,15.2618,13.2089,12.356,12.4657,12.31,11.8468,12.426
new_2628535_2628605_c,16.3673,15.8835,15.5573,13.6636,12.651,12.6486,12.4935,12.9277,13.3099
