LBexp_1,LBexp_2,LBexp_3,BT_1,BT_2,B36_1,B36_2,B60_1,B60_2
BSU25490,14.7112,14.0349,13.5898,12.5772,11.9115,11.8478,11.6896,12.1623,12.5859
BSU25500,12.0289,11.5098,11.3925,10.9743,10.1923,10.6376,10.3817,10.034,9.7489
BSU25510,13.6858,13.2628,13.1469,11.8372,10.9289,12.5626,12.2463,12.1685,11.9854
BSU25520,7.5583,7.4223,7.5272,11.5275,11.0002,11.4477,11.2428,10.6969,10.2675
BSU25530,7.3224,7.2222,7.4365,11.3941,10.804,11.133,11.0359,10.5868,10.1831
BSU25540,7.324,7.2803,7.4855,11.0153,10.4338,10.272,10.2707,9.712,9.3997
new_2635740_2635814,16.0905,16.201,15.8248,15.5689,15.2932,15.399,15.368,15.1336,14.9617
BSU25550,14.6325,14.9228,14.7157,14.6435,14.6558,14.0579,13.5696,13.0373,12.7862
BSU25560,11.3468,11.4341,11.1328,10.5674,10.229,11.4263,11.0406,11.0094,11.4499
new_2637203_2637542_c,7.5628,7.4356,7.8855,13.1529,12.5657,12.1743,12.3189,10.0743,10.8632
BSU25569,12.0617,12.2409,11.8624,13.6805,13.2616,14.1407,13.7386,14.7743,14.612
BSU25570,7.8528,8.0455,8.2041,8.0523,7.6698,8.5439,8.3466,7.9303,8.3207
BSU25580,11.1452,10.6269,9.8446,8.8594,8.6227,10.162,10.1563,9.8978,10.6021
BSU25590,7.5199,7.1956,7.4474,8.324,7.7134,9.1535,8.7483,8.327,8.552
new_2641195_2642042_c,7.4811,7.2895,7.4586,8.4539,8.7072,7.6874,7.1188,7.3372,7.8909
BSU25600,7.106,7.0375,7.2514,14.1356,13.6676,14.9303,14.8426,13.9047,14.1405
new_2642036_2642116,7.0381,6.9173,7.2361,14.3285,12.8815,14.6987,14.5333,13.6585,13.9823
BSU25610,12.8467,12.5052,12.1918,10.5166,10.1691,10.7557,10.7152,10.3118,10.4657
BSU25620,13.7462,13.2793,12.7709,11.1037,10.8134,11.7237,11.4558,11.284,11.3315
BSU25630,13.9826,13.3132,13.1351,11.6922,11.0782,12.2426,11.9655,11.7438,11.8336
BSU25640,14.0231,13.34,13.1786,11.7895,11.1186,12.1863,12.0967,11.8823,11.8199
BSU25650,14.2861,13.5661,13.4348,12.2889,11.3925,12.6541,12.3974,12.2398,12.2555
BSU25660,13.5488,12.8678,12.634,11.2918,10.566,11.8615,11.5639,11.4155,11.2381
BSU25670,13.2904,12.331,12.3105,10.5339,10.0001,11.2091,11.1545,10.8564,10.8382
BSU25680,13.5265,12.6003,12.204,10.2631,9.6739,10.5093,10.5674,10.7731,11.0433
new_2647113_2647674_c,13.7282,12.924,12.4493,9.9974,9.7007,10.3915,10.3076,10.6784,11.3541
new_2647355_2647455,12.1883,12.4233,11.8652,11.3347,11.2633,11.6061,11.1109,12.9407,13.2709
BSU25690,11.9324,12.2409,11.7633,11.5465,11.1151,11.4552,11.2994,12.8438,13.26
new_2647615_2647861,12.7303,12.4579,11.8728,11.3723,10.9944,11.0194,11.3049,12.6816,13.2148
new_2647725_2647872_c,9.3315,9.404,9.2957,10.6248,10.4038,10.3288,10.2636,10.2445,10.0629
new_2647863_2648916,10.3815,10.7396,9.5559,9.7592,9.0759,8.8888,9.204,9.9275,11.3185
BSU25700,9.3768,9.4697,9.3045,9.1918,8.644,10.057,9.8519,10.3368,10.2609
new_2648688_2648796_c,7.0795,7.0115,7.3115,9.4106,8.5025,9.1034,8.7183,8.2706,9.0847
BSU25710,6.9597,6.8429,7.1017,14.4236,13.2728,12.972,12.5884,8.9588,9.4596
new_2649776_2649841,11.1824,9.332,10.2771,7.9623,7.3293,8.4724,8.7178,8.655,9.1195
BSU25720,10.7118,10.39,9.9443,7.6734,7.3349,8.285,8.283,8.499,8.9425
BSU25730,7.6559,7.3857,7.6042,9.7268,9.3065,9.5676,9.5658,8.9062,8.8954
BSU25740,10.1089,10.5057,10.1916,10.4546,9.9072,10.2434,10.3438,10.4891,10.6918
BSU25750,7.8571,7.4614,7.6315,11.5462,10.6228,11.2724,11.4493,10.2693,10.156
BSU25760,7.8045,7.5472,7.7913,14.1164,13.7526,14.611,14.4254,13.2646,13.107
BSU25770,9.7218,9.6592,9.2462,12.6998,12.1839,13.3966,13.204,12.1696,12.0379
new_2655000_2655301_c,7.1969,6.9277,7.2136,7.3165,7.2334,6.836,7.0798,6.968,7.1434
BSU25780,9.6865,9.684,9.4883,10.6647,10.2512,10.4905,10.435,9.7971,9.7441
BSU25790,9.8745,9.7343,9.641,10.6258,9.8309,9.7486,9.5702,9.3975,9.0767
BSU25800,9.9904,10.0393,9.785,11.1,10.3115,10.3329,9.9069,9.8314,9.3949
BSU25810,10.1997,9.9872,9.9004,10.1598,9.4595,9.4841,9.3515,9.1143,9.1512
BSU25820,7.381,7.5332,7.4769,12.1011,11.7572,10.6778,10.8254,9.4812,9.8446
BSU25830,7.6419,7.4423,7.4451,9.3643,9.0703,9.4805,9.6291,9.4842,10.2383
BSU25840,11.1315,11.4709,11.2706,13.9984,13.6781,13.9716,13.6368,14.2465,13.975
BSU25850,9.0025,9.1618,8.833,9.5434,9.3029,9.3424,9.181,9.5948,10.4844
BSU25860,11.0506,11.3013,10.9604,11.7531,11.1637,10.3064,10.5372,10.8508,11.3295
BSU25870,10.8324,11.1611,10.8211,12.4217,11.9719,11.4096,11.2948,11.2824,11.3283
new_2663336_2663531_c,6.9668,6.8805,7.183,11.7131,11.866,8.7281,8.8381,8.8675,9.0502
BSU25880,10.1272,10.6947,10.5134,16.469,16.4573,15.1324,14.9788,14.9398,14.456
BSU25890,9.6402,10.0379,9.749,16.3198,16.1417,14.549,14.3665,14.2393,13.8244
new_2664534_2664730,6.8713,6.8623,7.0772,9.7652,8.9924,10.5717,10.5951,10.1068,10.2096
BSU25900,7.2957,7.0715,7.1865,7.177,7.0505,6.9812,7.0667,7.2468,7.5553
new_2664732_2666054,6.9852,6.8416,7.1017,9.3159,8.628,9.2915,9.4908,10.4166,10.6061
BSU25910,7.1554,6.9611,7.2122,7.2399,7.0187,7.4451,7.2792,7.5762,7.7648
BSU25920,7.3517,7.2492,7.3686,7.2189,7.0588,7.5155,7.3345,7.9819,7.9767
BSU25930,6.9892,6.7771,7.04,7.0526,6.9618,6.9635,6.9712,7.0793,7.235
BSU25940,7.096,6.8603,7.1105,7.1463,7.0058,6.9828,6.9927,7.0784,7.3102
BSU25950,7.1028,6.8774,7.1748,7.2078,7.0259,7.1,7.14,7.0757,7.3248
BSU25960,7.0569,6.807,7.1746,6.9999,6.8334,6.9634,6.7774,7.0627,7.1738
BSU25970,6.9746,6.8164,7.0709,6.9651,6.8326,6.9439,6.8339,6.9783,7.1107
BSU25980,6.9679,6.7576,7.0273,7.0954,6.8358,6.9489,6.8998,7.0689,7.1367
BSU25990,6.9668,6.7862,7.0866,7.289,6.9383,7.1386,7.0202,7.0706,7.2278
BSU26000,7.0904,6.8785,7.0738,7.2353,7.0248,7.2551,7.0171,7.2442,7.1842
BSU26010,7.0026,6.8115,7.1206,6.9819,6.9527,7.0941,7.0358,7.1879,7.2366
BSU26020,6.9419,6.8439,7.1303,6.9466,6.917,7.1136,7.0232,7.2302,7.2638
BSU26030,7.3722,7.1628,7.3285,7.4471,7.1729,7.5742,7.4083,7.6695,7.6953
BSU26039,6.8272,6.8093,7.1279,7.2623,7.0759,7.3127,7.3059,7.4908,7.5467
BSU26040,6.9316,6.783,7.0064,7.3354,7.0988,7.5844,7.5214,7.7817,7.9617
BSU26050,11.8649,11.625,11.1416,10.7687,10.469,11.8546,11.3415,12.2067,12.6425
new_2678362_2678577_c,13.0412,13.3844,13.2629,14.6871,14.701,14.5201,13.7153,15.7666,15.5877
new_2678579_2679086_c,11.3884,11.7886,11.6274,11.2752,11.298,11.295,10.7815,10.5037,11.8185
new_2678724_2678943,10.4567,10.5124,10.169,13.9572,13.9245,14.3551,13.7756,14.7554,14.6009
new_2679011_2679382,9.2855,9.8904,9.1874,8.2165,7.7615,8.6695,8.8321,8.8459,9.994
BSU26060,7.3138,7.1813,7.3108,7.9267,7.5533,7.8467,7.6846,7.8967,8.4896
BSU26075,6.9782,6.8287,7.0774,7.4214,7.1417,7.2976,7.2045,7.1944,7.2663
BSU26089,6.9832,6.909,7.1384,7.2436,7.0051,7.0591,7.0128,7.1387,7.3441
BSU26090,6.9955,6.8889,7.1888,7.3078,7.0902,7.0796,7.0285,7.344,7.4084
BSU26100,6.9952,6.9552,7.1584,7.3785,7.0805,7.1668,7.0169,7.0884,7.1826
BSU26110,7.0826,7.0322,7.229,7.1095,6.8718,7.2532,7.0412,7.1583,7.2899
BSU26120,8.1992,8.5706,8.169,7.4333,7.2573,8.2897,8.0897,8.3265,8.2568
BSU26130,7.2633,7.0244,7.352,7.6875,7.434,8.7178,8.4187,8.5749,8.6055
BSU26140,7.1012,6.945,7.1656,7.6502,7.2818,8.7087,8.471,8.478,8.4974
BSU26150,7.3844,7.1993,7.3655,7.8117,7.4141,8.9445,8.7867,8.713,9.0111
BSU26160,10.6093,10.7051,10.3407,8.6868,8.3479,9.2208,9.6113,9.1304,10.4329
BSU26170,7.873,7.6127,7.6646,7.6761,7.3008,7.3427,7.3145,7.4743,7.4747
BSU26180,7.725,7.4004,7.596,7.5208,7.1978,7.1251,7.1418,7.2464,7.3538
BSU26190,7.3996,7.1247,7.4113,7.4022,7.0673,6.8894,7.04,7.1135,7.2131
BSU26200,7.9913,7.9678,7.9376,7.4338,7.2101,7.1689,7.2446,7.3075,7.7808
BSU26210,10.0989,10.5481,10.1429,7.5552,7.4082,7.1825,7.2548,7.6968,8.272
BSU26220,7.0901,6.8569,7.1652,6.9143,6.8814,6.6697,6.8866,6.751,7.549
new_2691497_2692644_c,8.1849,8.8881,8.5206,10.3107,9.9475,9.1195,8.9943,9.0091,9.6635
BSU26230,13.0727,13.678,13.3668,12.2467,11.51,13.2859,13.0176,13.6478,13.9474
new_2692608_2692913,9.2408,10.197,9.6419,10.5909,9.8491,11.8606,11.9988,12.718,12.9612
BSU26240,7.6387,7.4477,7.6159,9.9061,9.3101,8.9287,9.0422,7.7296,8.4473
new_2692852_2692932_c,7.2017,7.1221,7.512,10.1281,9.5718,9.1083,9.2688,7.7582,8.3747
BSU26250,7.0831,6.9043,7.1909,9.4412,8.9036,8.5523,8.703,7.3739,7.6512
BSU26259,7.1594,6.9892,7.2144,9.5531,9.3754,9.095,8.8784,7.5411,7.7035
BSU26260,7.1579,7.0064,7.2479,7.07,6.9484,6.7179,6.8683,6.8804,7.0941
BSU26270,7.1009,6.9616,7.1635,6.9506,6.903,6.6942,6.7171,6.8348,6.8588
BSU26280,7.1336,6.9826,7.2356,7.1817,6.9791,6.7895,6.8112,6.9279,6.9855
BSU26290,7.0704,6.9652,7.2113,7.151,6.9666,6.8499,6.8318,6.8848,7.0339
BSU26300,6.9505,6.76,7.0538,7.2758,6.9032,6.8738,6.9193,7.0791,7.2235
BSU26310,6.8743,6.654,6.9996,6.8333,6.7976,6.7192,6.7594,6.7584,6.8553
BSU26320,6.9263,6.7355,7.0091,6.8645,6.76,6.6636,6.7078,6.7367,6.831
BSU26330,6.9897,6.82,7.1324,7.0492,6.9497,6.9093,6.952,6.8495,7.1222
BSU26340,7.2506,7.1406,7.5333,7.8978,7.3006,7.4155,7.54,7.412,7.528
BSU26350,11.0845,11.9271,11.5094,10.5477,10.1123,9.8123,9.9673,11.1061,11.5845
new_2699244_2699382,11.9848,12.288,12.2499,10.9679,10.0372,9.9485,10.0724,11.2401,11.7401
BSU26360,8.2885,9.0192,8.6339,10.9362,9.8595,9.8629,10.0567,9.5824,11.1286
BSU26370,7.5359,8.0312,8.1306,9.9125,9.3431,9.0222,9.1941,9.0524,9.2345
BSU26380,8.7482,8.6801,8.3761,7.755,7.4898,7.1598,7.2858,7.501,8.077
BSU26390,8.915,8.8355,8.4977,13.962,13.4081,14.6332,14.4652,13.0915,13.0105
new_2701783_2703117,7.4631,7.3242,7.4103,9.4702,9.1819,9.6069,9.4266,8.3964,8.7125
BSU26400,9.2616,9.354,8.9035,10.173,9.1684,11.5836,11.5446,9.3082,10.5139
BSU26410,8.8957,8.8632,8.756,8.749,8.2731,9.209,9.0804,9.1649,9.2711
BSU26420,8.7986,8.8066,8.6607,8.7463,8.0879,9.0898,8.8674,9.1934,9.4369
BSU26430,8.741,8.6985,8.4721,8.3857,8.0177,8.5357,8.6003,8.6344,8.7684
BSU26440,8.7202,8.767,8.2793,7.7492,7.5197,7.8089,7.8196,8.2175,8.3742
new_2706711_2707758_c,8.4201,8.9157,8.6891,8.1418,7.7304,7.6471,7.7151,7.7403,8.1384
BSU26450,9.681,9.5161,9.4,9.7387,9.0634,9.4826,9.2982,9.3446,9.3421
new_2707685_2707807,9.2616,9.3709,9.4992,9.8769,8.9739,9.4248,9.1988,9.2765,9.4958
new_2707760_2708174_c,12.5617,12.6552,12.6564,11.9295,11.3957,12.5701,12.2911,13.0529,13.1312
BSU26470,12.1364,12.2167,11.7163,10.875,10.4262,11.7378,11.6445,12.323,12.3998
new_2708700_2708787_c,12.6093,12.6953,12.3259,11.5776,10.4661,11.1666,10.9705,12.5446,12.8616
new_2708789_2708942_c,11.8126,11.9755,11.7862,10.9792,10.1776,10.2816,10.2526,11.3087,11.7916
BSU26480,11.2881,11.3966,11.2299,10.4504,9.7413,9.4923,9.5178,10.7931,11.1012
new_2709471_2710001_c,7.56,7.4047,7.5103,8.0931,7.6772,7.6369,7.5159,7.5815,7.7696
BSU26490,7.3456,7.1224,7.3527,7.3291,7.1368,7.0005,7.0719,7.1954,7.46
BSU26500,8.0815,7.8399,7.9134,7.9494,7.5082,8.1304,8.0375,8.1677,8.0752
BSU26510,7.8349,7.5743,7.6884,7.6876,7.4325,7.6655,7.7636,7.5784,7.7107
new_2712243_2712576_c,7.6772,7.4256,7.6451,7.6674,7.3561,7.6746,7.7422,7.6391,7.6078
BSU26530,7.8726,7.6005,7.8263,8.043,7.5029,8.0153,7.9342,7.9084,7.9904
new_2713135_2713319_c,7.937,7.7976,7.7505,8.0496,7.67,8.0537,7.784,8.116,8.0597
BSU26540,7.737,7.5422,7.6122,7.412,7.0855,7.6735,7.6172,7.5477,7.7166
new_2713803_2713911_c,8.0964,7.9384,7.8262,7.4529,7.2436,7.7606,7.6207,7.9333,8.1215
BSU26550,12.1183,12.0194,11.3925,11.2386,11.0021,10.8071,10.6839,10.7973,11.6264
new_2714141_2714230_c,12.0805,11.9836,11.382,11.4948,11.0301,10.8777,10.7383,10.8299,11.7363
BSU26558,9.8586,9.8345,9.3344,10.7841,10.4269,10.3061,10.3258,9.9862,10.5294
BSU26559,8.007,8.1502,7.9261,11.0983,10.6131,10.3957,10.1396,9.323,9.4848
new_2714806_2714932_c,9.5025,9.5117,8.971,13.5678,13.3955,12.7572,12.5685,12.121,12.0007
BSU26560,9.839,9.9239,9.5884,13.5824,13.2327,12.7705,12.7925,12.4704,12.4636
new_2715533_2715718_c,9.0282,9.0067,8.8105,9.1917,8.8776,9.2651,9.0263,8.9595,9.003
BSU26570,9.0356,8.9933,8.8476,9.0778,8.4339,8.521,8.7145,8.5192,8.6593
BSU26580,9.4351,9.2456,9.1732,8.1433,7.9326,7.8852,7.9071,8.0856,8.69
new_2716885_2718889_c,7.7552,7.8342,7.897,7.7854,7.5298,7.864,7.7439,8.4141,8.9008
BSU26590,7.9469,7.7007,7.8038,7.2936,7.1235,7.0334,7.1357,7.1847,7.4112
BSU26600,8.1444,8.0366,7.9978,7.5043,7.2337,7.2604,7.5758,7.5356,8.1185
BSU26610,13.023,12.8121,12.4198,10.8963,10.3055,11.2382,10.768,12.3844,12.194
new_2720264_2720343_c,13.9114,13.646,13.6773,11.6815,10.4222,11.5536,10.9588,13.2327,12.8794
BSU26619,8.2452,8.1633,8.1376,7.804,7.6219,7.9519,7.6802,7.9147,8.3734
BSU26620,8.0099,7.9866,8.045,7.4066,7.1072,7.4129,7.4715,7.6249,7.916
BSU26630,10.0063,10.0736,9.8556,9.3175,8.846,9.2937,9.1834,10.192,10.1683
new_2722645_2722745,9.7655,9.852,9.5288,9.393,8.6717,8.9205,8.8393,9.9387,9.8508
BSU26640,9.9669,11.0866,11.0401,8.0843,7.5604,8.0194,8.3563,8.5309,8.0224
new_2723805_2723891_c,9.818,10.9025,10.6337,8.3261,7.6011,8.0238,8.509,8.8767,7.7506
BSU26650,10.1074,11.2623,10.9559,8.7445,7.744,8.0696,8.5921,9.4088,7.892
new_2724871_2724954_c,11.4897,12.3088,11.8581,8.881,7.4517,7.5728,8.1985,9.1505,8.3984
BSU26660,8.4932,8.4254,8.3196,9.0916,8.7952,8.2764,8.2181,8.3284,8.5094
BSU26670,9.4943,9.3489,8.941,7.961,7.726,7.7961,8.0519,7.7786,8.3284
BSU26680,9.1509,9.3086,9.0625,9.2305,8.9518,9.0506,8.8304,8.6198,8.6352
BSU26690,9.8888,9.9108,9.7184,9.2142,8.791,9.0964,8.8985,8.7431,8.7319
BSU26700,10.1222,10.0992,9.6723,9.2332,8.6326,8.979,8.8953,8.9136,8.6892
BSU26710,10.1118,10.0717,9.7886,8.9605,8.4953,9.0624,8.7902,8.6752,8.621
BSU26720,10.4207,10.2593,10.1256,8.9813,8.4539,8.6237,8.6474,8.6519,8.8237
BSU26730,8.2126,8.4984,8.5486,8.2925,7.7891,7.8977,7.8645,7.7458,8.4275
new_2730921_2731106_c,8.0811,7.5473,7.9622,11.915,11.3463,11.101,10.4276,9.6761,9.5853
BSU26740,8.7019,8.385,8.3269,13.1892,12.5844,12.8006,12.8906,11.4221,11.4131
BSU26748,8.9517,8.5758,8.5839,13.2779,12.4178,12.6801,12.5888,11.5051,11.4879
BSU26749,8.9911,8.6951,8.5993,13.4303,12.6217,12.7945,12.6338,11.5816,11.5021
BSU26750,9.0136,8.732,8.6163,8.0138,7.8468,8.2792,8.373,7.878,8.2801
BSU26760,12.2446,12.1657,12.0703,9.3633,8.9863,9.3768,9.505,8.9369,9.8789
BSU26770,9.0625,9.4995,8.6697,8.2635,8.0118,8.7147,8.6438,9.6139,10.0876
new_2734144_2734373_c,9.3293,9.7206,8.9326,9.2104,8.8485,9.5035,9.2093,9.7817,10.2476
BSU26780,10.7136,11.011,10.5384,12.3806,12.0878,11.4297,11.2606,11.3447,11.4933
new_2735457_2735681_c,10.258,10.8315,10.6471,11.3857,10.8029,11.0233,10.8127,11.1437,11.5891
BSU26790,10.3057,10.8565,10.5507,10.0755,9.7425,10.6432,10.4095,10.8818,10.9254
new_2736537_2736639_c,10.9483,11.5812,11.0334,9.332,9.1318,9.9229,9.312,10.7633,11.248
new_2736849_2736914,10.2026,10.5907,10.4644,11.2427,10.4772,10.2339,10.325,10.7506,11.2899
BSU26800,9.4121,9.6579,9.4423,10.4668,9.934,10.4627,10.4178,10.3301,10.5468
BSU26810,10.4212,10.7876,10.3265,8.5999,8.1903,9.3758,9.3247,10.2574,10.8261
BSU26820,13.0691,13.4751,13.091,14.2377,13.8114,12.7472,12.5543,13.5843,13.3831
new_2740238_2740411,10.1291,11.1134,10.5915,12.7973,11.9475,10.8309,10.8223,11.5567,11.4329
new_2740413_2740741,10.0288,10.5765,10.1762,12.0734,11.6745,10.3879,10.2998,10.8843,10.8097
new_2740743_2740894,9.623,10.1885,9.8062,15.9301,14.5808,14.6231,14.0679,11.7106,12.163
new_2740896_2741093,7.6162,7.6116,7.6888,13.0635,12.2758,12.4057,12.155,9.0167,9.6606
new_2741085_2741356_c,8.4688,7.9889,8.1369,10.5297,7.6544,12.233,12.0546,11.7948,11.8559
BSU26830,8.1167,7.7699,7.8505,10.1902,7.2699,11.7005,11.6189,11.1389,11.3917
BSU26840,9.0379,8.8407,8.6717,7.744,7.4325,7.9354,7.8793,8.1441,8.6149
BSU26850,7.994,8.0781,8.0699,9.5946,8.8491,8.6345,8.6047,7.8426,7.7888
BSU26860,9.3226,9.4913,9.2748,8.8448,8.4225,8.6304,8.2373,9.0655,8.9424
new_2745480_2745593_c,10.3955,10.8437,10.5034,10.9437,9.4353,9.6237,9.5112,10.4898,10.0255
BSU26870,9.3212,9.7484,9.5153,9.1015,8.7246,9.0572,8.7129,9.0232,9.1681
BSU26880,7.1897,7.0163,7.2385,7.4846,7.1853,7.3279,7.3729,7.2921,7.4897
BSU26890,9.5148,10.4196,10.2333,14.8328,14.0911,14.0481,13.9934,14.232,13.8871
new_2749037_2749259,11.6724,12.0328,11.7559,12.1151,11.6382,12.9902,12.7145,14.0394,13.8579
BSU26900,11.4004,11.9026,11.403,11.6104,11.7446,12.7755,12.3378,13.8453,13.5663
BSU26910,8.4059,8.4426,8.1834,10.8766,10.3315,10.8746,10.8223,10.6934,10.7657
new_2750810_2750882_c,8.9783,9.4932,9.3859,11.8664,11.5145,10.8169,10.6585,10.606,10.4232
BSU26920,9.0071,9.5146,9.2994,11.7127,11.3306,10.704,10.5671,10.5492,10.3667
BSU26930,9.0109,9.4311,9.2085,11.4215,10.9916,10.5843,10.3149,10.4199,10.106
new_2752064_2752166_c,8.873,9.5998,9.5387,9.7532,9.6279,10.3622,9.9991,10.1141,10.4177
BSU26940,8.8114,9.564,9.5304,9.5379,9.4151,10.1233,9.9465,10.2003,10.1995
BSU26950,7.07,6.9654,7.2585,11.976,11.81,9.6889,9.963,9.3758,9.1459
BSU26960,6.9777,6.8069,7.107,11.2914,11.2201,9.0756,9.4268,8.7649,8.5172
BSU26970,7.0303,6.8727,7.1284,11.8131,11.4969,9.4262,9.6848,9.0584,8.7134
BSU26980,7.1044,6.872,7.1277,11.6959,11.5603,9.4048,9.5081,9.1717,8.6709
BSU26990,7.0649,6.8831,7.108,11.7969,11.8513,9.8944,10.0851,9.3081,9.1661
BSU27000,9.2315,9.0308,8.9752,9.0168,8.6231,9.2056,9.0606,9.6912,9.9166
new_2755836_2755986,7.6763,7.3769,7.4054,7.8209,7.4703,7.5149,7.4856,7.5506,7.7311
BSU27009,7.7049,7.3724,7.447,7.7493,7.2871,7.4703,7.5939,7.4863,7.5767
new_2756227_2756311,9.8362,10.2396,9.9577,10.3437,9.5324,9.86,9.6852,9.6304,10.1809
BSU27010,8.8979,9.0634,8.7799,9.3456,8.8699,9.1755,9.1013,9.2118,9.0914
BSU27020,12.4666,12.1511,11.8067,10.9337,10.5852,11.0038,10.7459,12.2392,12.3318
new_2758015_2759120,7.5287,7.8984,7.5846,7.6147,7.2929,7.5853,7.6573,8.0489,8.836
BSU27030,8.3969,8.7084,8.4452,8.5652,8.2061,8.332,7.7794,13.5618,13.248
new_2760077_2760232_c,8.7275,9.359,9.2268,9.4314,9.0017,9.1603,8.648,14.0162,13.8654
BSU27040,8.6575,9.1349,8.8266,9.3258,8.9436,9.0861,8.4872,13.8585,13.7948
BSU27050,8.4204,8.9654,8.6453,9.1685,8.577,8.5842,8.1663,13.5577,13.2857
BSU27060,8.8533,9.4388,9.13,9.8312,9.2428,9.3205,8.7867,14.302,14.1411
BSU27070,8.8719,9.2601,9.0209,9.7994,9.2663,9.1567,8.7597,14.3347,14.2536
BSU27080,8.132,8.1503,8.0529,9.7747,9.0723,8.7831,8.8828,8.5628,8.6752
BSU27090,11.1848,10.3131,9.9829,8.3961,7.9768,8.7043,8.8006,8.856,9.0082
new_2767968_2768041_c,9.1121,9.1249,8.9941,8.3027,8.2395,7.2036,7.5427,7.4872,7.7877
BSU27100,11.0851,10.7916,10.4609,9.608,9.4133,8.2601,8.5551,8.7857,9.1745
BSU27110,10.2455,9.953,9.3419,8.4859,7.8826,8.1948,8.4093,8.3777,8.9235
BSU27120,8.843,8.8082,8.6009,7.628,7.4753,7.6732,7.6339,8.4675,8.4521
BSU27130,8.8461,8.9384,8.6284,7.7571,7.4641,8.0602,8.0162,8.6019,8.6081
BSU27140,9.1192,9.0882,8.8473,7.5163,7.2319,7.2736,7.287,7.4446,7.6506
BSU27150,8.9942,8.9853,8.8706,7.6948,7.3962,7.7975,7.8215,8.3133,8.5905
new_2773647_2773762,9.0831,9.0753,8.9848,7.913,7.4825,8.0815,7.8916,8.3964,8.5662
new_2773764_2773889,8.963,9.041,9.0792,7.65,7.3188,8.1485,7.9409,8.1983,8.5419
BSU27160,11.0461,11.3328,10.8772,9.8701,9.4048,11.0707,10.5722,9.9315,10.0215
BSU27170,11.2505,11.3216,11.0198,9.5096,9.0865,10.6133,10.1532,9.9708,10.5659
BSU27180,10.7026,10.2241,9.7826,8.6944,8.8229,10.5424,9.9811,10.5375,11.0159
new_2778420_2778505_c,11.2435,10.3293,10.1311,8.6544,7.9911,11.3836,10.5824,11.7081,12.199
new_2778574_2778790_c,9.6084,9.7846,9.7182,14.1272,14.0808,13.6971,13.1591,12.1504,12.5552
new_2778792_2778922_c,10.4122,10.2924,10.1296,13.1238,12.8819,13.9812,13.72,12.3778,12.7622
BSU27190,11.0228,10.9202,10.8757,13.6174,13.3396,14.5399,14.1352,12.982,13.4274
new_2779073_2779163_c,11.0553,11.0226,10.8426,12.9016,11.8287,13.4214,13.3946,12.4964,13.1523
new_2779165_2779384_c,12.8655,12.7356,12.5645,14.6813,14.1847,15.8763,15.6688,16.1295,16.1258
new_2779386_2779461_c,13.0403,13.0706,13.0981,8.6855,8.24,9.3742,9.1366,9.381,9.2989
BSU27200,12.7762,12.9136,12.7122,7.6208,7.274,7.6467,7.6146,7.9984,8.018
new_2780331_2780484_c,13.466,13.8222,13.9183,8.5856,8.4838,8.331,8.0578,9.1102,9.5176
BSU27210,11.6267,11.6658,11.2561,8.8726,8.8085,8.2953,8.1985,9.3076,9.7258
new_2780894_2780990_c,11.7369,11.6586,11.3463,8.7018,8.5598,8.2297,8.2291,9.259,9.6175
new_2781002_2781208,14.3475,13.698,13.7631,10.9823,9.9236,11.2881,10.4704,12.3525,12.3013
BSU27220,13.3622,12.9624,12.9451,9.6301,8.8797,9.6973,9.4978,10.7442,10.4537
BSU27230,13.5444,13.47,13.0604,9.9937,9.5605,10.3115,10.0244,11.1524,10.6918
BSU27240,9.0399,9.5869,9.2807,12.402,12.5114,12.9658,12.7257,12.1087,11.7608
new_2784919_2785000_c,8.7055,8.6617,8.5797,12.8605,12.5893,13.1631,13.1447,12.1155,11.9332
BSU27250,9.0228,8.7599,8.7693,12.8104,12.589,13.4293,13.4657,12.4778,11.9244
BSU27260,9.6222,9.5256,9.286,13.231,12.6549,13.6182,13.771,12.7411,12.6031
new_2787066_2787129_c,12.647,12.8296,12.4711,14.0022,13.3499,13.9273,14.068,13.6306,13.5634
BSU27270,12.9803,13.0021,12.5198,14.1157,13.3881,14.1512,14.2107,13.6259,13.6196
BSU27280,8.9011,8.7456,8.4558,13.7774,13.3029,13.7255,14.0958,13.5275,13.3624
new_2788570_2788634,6.8571,6.6962,6.974,13.5689,13.6775,11.5835,11.706,9.6635,9.7688
BSU27290,11.7803,11.8849,11.5308,13.8316,13.7803,12.0482,12.1183,11.5523,11.521
BSU27300,13.0946,12.8695,12.2357,12.5288,11.8731,12.4883,12.2153,13.3583,13.4913
BSU27310,10.2088,9.7057,9.4134,12.2862,11.4647,12.1023,11.9059,12.0993,11.8763
BSU27320,14.0263,13.7451,13.4382,12.5351,12.12,12.2649,12.2106,12.0118,12.2087
new_2791968_2792100_c,15.7325,15.2061,15.1393,13.8145,13.1425,12.9644,12.6251,13.1852,13.3834
new_2792102_2792210_c,15.1673,14.8195,14.7084,12.7772,12.5569,12.2223,11.9203,12.3637,12.6102
BSU27330,14.5925,14.08,13.9488,12.1475,11.6387,11.8085,11.4557,12.4179,11.9551
BSU27340,14.5447,13.9655,13.766,12.0318,11.4696,11.7887,11.4955,12.4466,12.0019
BSU27350,14.0751,13.0275,13.0496,10.7602,10.2075,11.3254,11.0973,11.874,11.4787
