LBexp_1,LBexp_2,LBexp_3,LBstat_1,LBstat_2,LBstat_3,LBGexp_1,LBGexp_2,LBGexp_3,LBGstat_1,LBGstat_2,LBGstat_3,M9exp_1,M9exp_2,M9exp_3,M9stat_1,M9stat_2,M9stat_3
BSU18840,12.2143,12.5835,12.395,12.04,12.1493,12.1951,11.7064,11.7555,11.6628,11.9162,11.7733,12.3853,12.3951,12.004,11.7279,10.1774,9.5491,9.3702
new_2055241_2055358_c,13.3321,13.6052,13.7156,13.0797,13.2719,13.0673,12.2016,12.6966,12.6297,12.9568,12.7418,12.4838,13.1134,12.9602,12.6495,10.7594,10.3425,10.0914
BSU18849,12.1112,12.2906,11.9043,9.1205,8.7648,8.6088,11.7753,11.7865,11.7389,7.7937,7.6014,8.9475,11.2157,10.9074,10.6036,8.4764,8.3832,8.0941
BSU18850,11.1361,11.8288,11.4146,12.2233,11.4626,10.8688,10.1693,11.0544,10.5894,9.6301,9.0707,11.2719,12.5812,12.2752,12.1617,10.6968,10.4527,10.1319
new_2056617_2057213,10.7009,11.5243,11.1078,12.083,11.2666,10.9078,9.6317,10.4249,10.2777,8.9592,8.8885,10.7028,12.0101,11.6179,11.4887,10.2049,9.8351,9.5807
BSU18860,7.9856,7.9127,7.9803,8.6355,8.5569,7.9487,7.6934,7.4739,7.7982,7.2759,7.3208,7.7843,8.7496,8.5585,8.4087,8.0345,8.1674,7.7634
BSU18870,10.1252,10.7206,10.4657,11.709,10.9811,10.5096,9.2881,9.7971,9.6788,8.4325,8.2957,10.175,11.1644,10.6636,10.7894,9.5366,9.2133,8.981
new_2057588_2058714_c,10.9508,11.1991,10.5725,12.0729,11.4937,11.1057,10.7969,10.4569,10.6104,9.6269,9.2452,10.7922,12.1231,11.8223,11.6647,10.6467,10.6308,10.3039
BSU18890,10.8622,11.2101,10.5191,11.4723,11.0333,10.7376,10.7052,10.725,10.6167,9.79,9.3267,10.8328,12.2079,11.9448,11.7031,10.9793,10.9919,10.7815
BSU18898,8.1748,7.9985,8.1666,8.886,8.7389,8.4983,7.9207,7.8458,8.0624,7.9003,7.8929,8.3527,9.7234,9.2259,9.0045,8.9358,8.3852,8.2277
BSU18899,7.2197,6.8798,7.1507,7.7787,7.4386,7.5979,7,7.0044,7.1939,7.4407,7.2866,7.7091,7.3312,7.2486,7.1037,7.9579,8.0067,7.7897
BSU18900,7.7973,7.7714,7.782,8.4024,8.2811,7.9152,7.5294,7.5769,7.7702,7.4431,7.4609,7.8959,9.3409,9.1336,8.8599,8.5624,8.1941,7.8988
BSU18908,8.9617,9.6073,9.1408,11.8638,11.507,10.4336,8.4522,9.5925,8.7888,9.6868,9.4041,9.7404,12.8606,12.9172,12.3411,13.6387,14.1131,13.9332
BSU18909,7.0914,6.9596,7.2589,8.4784,8.7013,8.285,7.0433,6.9727,7.0568,7.1902,7.2459,7.7609,7.2764,7.3708,7.1681,8.6779,9.8223,9.3666
BSU18910,10.1314,10.9182,10.5066,12.5596,12.1731,11.8029,8.9917,9.8565,9.4468,9.6825,9.2994,11.4187,14.0758,13.776,13.5266,12.2426,12.3124,11.828
BSU18920,9.9452,11.606,11.3594,15.5567,15.9334,15.926,9.2604,9.7514,9.2933,9.6579,10.0075,11.9066,12.6803,12.2562,11.8988,12.8977,12.2098,12.158
BSU18950,7.6681,7.8475,8.2018,8.3144,8.5332,7.8555,7.5271,7.2158,7.3738,7.4436,7.4385,7.775,7.3287,7.4392,7.2413,7.9973,7.9796,7.7683
BSU18960,7.3631,7.7814,7.849,10.7521,10.7826,10.5318,7.1076,7.2072,7.2879,7.6429,7.6035,8.1741,9.3073,9.1972,8.4487,10.327,10.0644,9.7753
BSU18970,12.0266,12.4487,12.4003,14.0134,13.7025,13.3005,11.6842,11.1837,11.8926,12.4799,11.8968,12.2605,13.0859,12.7309,12.7265,10.6333,10.5925,10.1563
new_2069030_2069174_c,13.1001,13.149,12.9642,14.3301,13.763,13.3283,10.3664,12.3589,12.7075,14.2402,13.8615,13.0924,13.9468,13.3844,13.432,12.3699,12.0404,11.994
new_2069176_2069261_c,10.7026,11.2668,10.6861,12.9439,12.3871,11.8184,9.2584,9.8989,10.0064,13.7692,13.3937,13.0438,12.0001,11.5845,11.4657,9.8845,9.6864,9.5155
BSU18979,10.3031,10.8363,10.4078,12.3166,11.8876,11.2154,9.1615,9.7111,9.7284,13.6709,13.315,13.0115,11.8001,11.4335,11.2997,9.8987,9.7419,9.5342
new_2069562_2069699_c,11.2855,11.6194,11.0414,12.4511,12.2829,11.8282,9.9502,10.5035,10.4114,14.4343,13.635,13.0848,12.4782,11.992,12.0433,10.1753,9.8867,9.5924
new_2069746_2069982_c,11.9999,12.4865,11.9395,11.9662,11.3933,10.9876,11.875,11.5198,11.5828,8.5639,8.5787,10.4304,12.9426,12.6573,12.379,11.7402,10.916,10.9378
new_2069824_2069977,8.2082,8.4852,8.5519,12.6642,13.3538,13.1278,7.9277,8.3035,8.1913,10.4065,10.166,10.392,12.3589,12.1287,11.3529,13.7062,13.6085,13.5284
new_2069984_2070118_c,13.1137,13.2707,12.8416,14.9292,14.5417,14.5906,12.473,12.884,12.7415,12.6918,12.0938,12.7483,14.5,13.7674,14.2835,14.6061,14.201,14.0455
new_2070120_2070243_c,12.5461,12.6247,12.6696,12.2976,12.3449,11.8479,12.4229,12.2292,12.5106,10.8361,11.5003,11.3549,13.9903,13.5452,13.4689,10.3962,10.6027,10.3586
BSU18980,12.9752,13.0492,12.8934,12.4691,12.3457,11.9727,12.4992,12.6642,12.916,11.1865,11.8655,11.4136,14.288,13.5626,13.6395,10.4945,10.6906,10.4075
new_2071115_2071197_c,10.1004,9.9972,9.8392,10.4901,10.0393,9.5349,9.6765,9.4535,9.5547,9.6183,8.9034,9.4806,11.036,10.6657,10.2627,8.5618,8.4147,8.3404
new_2071199_2071285_c,12.3447,12.49,12.3938,13.7625,13.4741,13.1764,9.8457,12.3688,12.0356,11.4755,11.0468,12.5147,13.1094,12.6777,12.3728,11.842,10.9677,10.9342
BSU18990,11.4596,11.627,11.4406,12.7215,12.5671,12.1081,10.9962,11.1915,11.0312,10.3398,9.7956,10.9771,11.9981,11.5812,11.6113,10.4682,10.0792,9.9586
BSU19000,10.3248,10.317,10.4356,11.3259,10.9895,10.5134,9.9149,10.0766,9.8827,9.1774,8.8872,10.4068,11.4355,11.049,10.648,9.7953,9.4531,9.2474
new_2074222_2074617_c,10.4838,11.0064,10.7108,12.7728,12.2846,12.0083,9.923,10.3324,9.7108,11.7699,11.5823,12.3886,11.5701,11.1435,10.9579,11.276,11.2007,11.0846
new_2074312_2074438,6.9611,6.7855,7.1048,7.343,7.515,7.4974,6.8945,6.9239,7.0363,7.1792,7.1869,7.784,7.0661,7.0721,6.9786,10.6638,9.0475,8.9662
BSU19020,7.0215,6.8973,7.1119,7.3047,7.4779,7.4931,6.9193,6.9897,7.0706,7.2918,7.4112,7.8713,7.2093,7.2296,7.0416,9.9244,8.6284,8.5032
new_2075780_2076111,7.1057,6.9439,7.1317,7.5386,7.6612,7.7481,6.9783,7.0297,7.1278,7.3292,7.3682,7.8457,7.3522,7.3906,7.2198,10.0531,8.7179,8.5522
new_2076113_2076205,7.9982,9.0098,8.7971,13.6403,13.506,13.252,7.1549,7.7383,7.5729,7.9627,8.0136,8.7398,10.5823,10.0283,9.695,14.0207,13.6183,13.311
BSU19030,7.3182,7.4009,7.4096,12.4347,12.3164,12.3767,6.9978,7.0034,7.1468,7.3265,7.3515,7.7881,8.0126,7.9121,7.6485,12.541,11.9991,11.9715
new_2078548_2079183_c,7.7445,7.817,7.7224,9.0521,9.2253,8.7146,7.2934,7.426,7.6532,7.4649,7.416,7.8739,9.2441,9.0309,8.8378,8.5723,8.5109,8.2328
new_2078627_2079084,7.3185,7.6515,7.575,13.7077,13.8173,13.7126,6.9901,7.0066,7.1461,7.4503,7.728,7.8668,8.5283,8.4661,8.0288,13.6731,13.2536,12.9855
new_2079086_2079196,12.8378,13.2483,13.2867,13.4292,13.6351,13.7995,12.3502,12.626,12.8132,13.4638,13.0216,12.6663,12.0284,11.6382,11.8512,12.9539,11.1769,10.9551
BSU19040,9.7455,10.3316,9.652,10.488,10.0966,9.6376,9.5912,9.5699,9.6154,7.8203,7.5896,8.9603,11.9193,11.4328,11.2087,10.7744,10.0663,10.2986
BSU19050,9.8203,10.2021,9.7842,9.9527,9.2228,8.869,9.4175,9.7332,9.6311,7.4,7.3662,8.7382,11.8564,11.4741,11.3411,9.6802,9.0136,8.7645
BSU19060,10.0361,10.3821,9.9893,9.8321,9.0413,8.7309,9.6599,9.9677,9.8138,7.6893,7.6552,9.0199,12.269,11.7787,11.5748,10.3631,9.558,9.3983
BSU19070,9.4975,9.4564,9.1578,7.954,7.9911,7.9956,9.0214,9.3014,9.2976,7.6565,7.707,9.0269,9.417,9.1373,9.0178,8.0695,8.0136,7.7313
BSU19080,9.5409,9.4035,9.0818,8.1387,8.1513,8.0694,9.0216,9.473,9.3691,8.4476,8.0991,9.5043,9.5871,9.3694,9.1642,8.086,8.0817,7.7834
BSU19090,7.0997,6.9945,7.2164,7.4818,7.6104,7.7278,7.0923,7.3213,7.2703,7.4855,7.4097,7.8658,7.7547,7.6704,7.4659,7.8921,7.9711,7.6885
BSU19100,8.1854,8.1475,8.0934,8.5807,8.3224,8.2759,7.7575,8.0676,8.112,8.2503,7.961,8.9052,9.252,8.9814,8.7114,8.4495,8.5037,8.1278
new_2084124_2084188,6.8658,6.6933,7.0216,6.9557,7.28,7.3964,6.8489,6.91,7.0216,7.1316,7.2286,7.7724,7.5691,7.5929,6.8705,7.8911,7.8605,7.56
BSU19110,6.8386,6.6706,7.0128,6.9813,7.3176,7.3925,6.8595,6.9209,6.9477,7.259,7.2546,7.6637,7.5572,7.5072,6.877,10.6809,9.0276,8.6824
BSU19120,10.9763,11.0299,10.6707,11.1336,10.4082,9.8099,10.7411,10.8635,10.8629,9.5588,9.1211,10.7201,11.9639,11.5695,11.3316,9.8084,9.4215,9.3503
BSU19130,13.2632,12.9846,12.5503,14.2286,14.1494,13.8639,12.2999,12.7626,12.4094,14.5785,14.5136,13.7196,13.7896,13.4385,13.1721,12.6599,12.649,12.3654
BSU19140,13.6679,14.5227,14.0863,15.3955,14.7891,14.4299,14.0856,12.8908,13.9103,15.8018,15.2066,15.0101,13.2015,13.0171,12.9793,11.6657,12.2885,12.0407
BSU19150,7.1776,7.0409,7.3356,10.1712,9.7357,9.6747,7.0836,7.1515,7.1969,8.1343,7.5458,8.5897,10.3844,10.0945,7.786,10.3931,12.2108,11.2364
BSU19160,10.473,8.9805,8.6093,7.903,7.8188,7.7674,11.3462,10.7578,10.6916,12.1393,10.9517,9.9398,11.67,11.328,11.1094,8.0803,8.0597,7.8063
BSU19170,12.2949,11.9892,11.578,11.3447,10.9028,10.6734,12.6475,12.6178,12.2486,12.4985,11.3093,11.3257,13.375,13.2119,12.9955,10.9545,10.8549,10.5652
BSU19180,9.6133,8.8753,8.6761,8.6574,8.3258,8.1414,9.4227,9.2565,8.8152,8.0257,7.9425,8.2599,8.8934,8.7901,8.8212,8.5325,8.1835,8.1479
new_2090455_2090524,7.9736,7.4189,7.4424,7.4229,7.522,7.6208,8.1332,7.5591,7.7115,7.4262,7.3703,7.9135,7.3475,7.3597,7.3977,8.0128,7.9224,7.7419
BSU19190,9.2668,9.4181,9.0631,10.0046,9.5665,9.4487,8.8192,8.9119,8.8978,8.7938,8.4527,9.5928,9.9979,9.6527,9.3382,9.0526,9.1272,8.9028
BSU19200,8.6975,8.7751,8.6173,9.6239,9.5236,9.1947,8.3774,8.3517,8.4229,8.0436,7.9197,8.9679,9.3127,9.014,8.7868,8.6423,8.5478,8.2832
new_2092326_2092824_c,7.2118,6.8799,7.1236,7.1502,7.2649,7.3723,7.1918,7.4256,7.2884,7.9415,7.5577,7.8394,7.6045,7.5161,7.4058,10.0788,8.6832,8.4373
new_2092817_2093011,7.7537,7.8994,7.7956,8.1204,8.0353,7.926,7.4329,7.7008,7.7329,8.3456,8.3608,8.4428,8.8066,8.7145,7.438,8.2598,8.1932,7.9572
BSU19210,13.6808,12.8826,12.5739,11.4899,10.8467,10.8492,13.1409,13.5529,13.3922,14.7569,12.694,13.0788,15.6654,15.3968,15.2424,10.9111,10.8544,10.6199
new_2093013_2093780,7.5843,7.6955,7.775,8.1711,8.0648,7.9571,7.4354,7.6696,7.8809,7.6147,7.58,7.953,7.144,7.1393,6.926,7.9971,8.0215,7.7422
new_2093816_2094009_c,11.5859,10.9189,11.3021,11.5522,11.3491,11.0533,10.9701,11.4462,11.4237,10.5949,9.5488,10.7002,12.282,11.8807,11.7706,9.8293,9.4766,9.2756
BSU19220,10.4414,10.1785,9.9405,10.1577,9.9636,9.7138,10.2557,10.6373,10.3652,9.4868,8.9585,9.8715,11.2446,10.7845,10.696,9.2361,8.9486,8.6896
new_2095786_2095916_c,10.6286,10.3173,10.2793,9.4968,9.2954,8.9564,10.6811,10.7979,10.4211,9.4259,8.8748,9.8137,10.6192,9.6902,9.3562,9.3298,9.0345,8.8835
BSU_misc_RNA_32,13.6851,13.9139,13.8483,14.4127,14.6674,14.7392,13.6256,13.9159,14.1104,14.4546,14.1643,13.2495,13.5552,13.3118,13.0728,13.6808,13.4509,13.2163
new_2096129_2096321_c,7.773,7.817,7.7793,7.252,7.5846,7.6113,7.2325,8.1716,7.7362,7.4396,7.5993,7.8477,7.7557,7.8324,7.6155,8.1929,8.1711,7.9018
BSU19230,12.793,12.8414,12.5438,8.8683,8.2657,8.1661,12.753,12.8415,12.7513,11.2649,10.92,9.9164,12.7534,12.6233,12.4323,8.9779,8.8381,8.7497
BSU19240,8.8352,8.3042,8.3144,8.7801,8.753,8.7199,9.0411,8.4285,8.5758,7.9904,7.5996,8.2388,11.6378,11.371,10.061,11.0753,11.8047,11.7228
BSU19250,9.0979,8.4275,8.5889,8.3704,8.2438,8.0015,9.1676,8.6494,8.6749,7.277,7.2703,8.0247,10.5154,10.2525,10.0941,10.2879,8.8436,8.5744
new_2098025_2098315_c,9.0053,8.4035,8.5147,8.3026,8.2864,7.9532,9.1776,8.4661,8.5296,7.2767,7.3184,7.9096,10.2241,9.9013,9.8435,10.0751,8.7703,8.5041
BSU19259,7.2832,7.4836,7.4488,7.9681,8.1703,8.1628,7.2552,7.4025,7.3886,7.7303,7.7843,8.094,8.0341,7.9522,7.7303,10.0702,9.3411,8.9743
BSU19260,9.1286,8.4804,8.6203,8.3392,8.4314,8.0347,9.1761,8.5002,8.5129,7.6455,7.4751,8.0503,10.3201,9.9918,9.937,10.247,8.8426,8.5788
new_2098330_2098837,7.1083,7.2963,7.2554,7.7803,7.9719,7.9227,7.1121,7.1181,7.2351,7.5354,7.6097,7.8392,7.7847,7.67,7.4843,9.6463,8.9522,8.7577
new_2098793_2098895_c,9.6543,8.964,9.0826,9.0078,9.0339,8.341,9.1476,9.0755,8.7752,7.8694,7.8372,8.2274,10.7561,10.3956,10.2753,11.2982,9.3611,9.0577
BSU19270,7.4286,7.5702,7.6399,8.3273,8.5758,8.3749,7.3047,7.2307,7.4613,7.6016,7.5454,7.8627,8.5491,8.3847,7.5482,13.2566,10.8555,10.5942
new_2098897_2099422_c,9.7345,9.326,8.9977,9.2242,9.5302,8.9986,9.2578,9.2424,8.8193,8.1678,7.9528,8.3888,10.9807,10.7248,10.5451,8.4128,8.448,8.1736
BSU19280,7.4325,7.5114,7.5857,8.8419,8.8944,8.8064,7.2864,7.261,7.3531,7.5832,7.4572,7.8608,8.4457,8.2332,7.6675,12.7294,10.5469,10.4346
BSU19290,12.0085,11.6316,11.2471,11.9859,12.0728,11.7047,11.5592,11.9332,11.5023,12.8072,11.9003,11.7894,13.342,12.9255,12.753,10.9039,11.082,11.0554
new_2099791_2099863_c,12.4022,11.9595,11.5413,11.9949,12.5656,12.1519,11.7435,12.3318,11.8443,13.2562,12.0232,11.6314,13.5148,13.0347,12.9255,11.0335,11.5715,11.5506
new_2099865_2099968_c,11.1715,11.0786,11.355,11.7522,12.5596,12.1706,10.8368,11.1967,10.9246,9.9855,11.7093,10.9945,13.2221,12.8317,12.7963,10.9894,11.5728,11.5602
BSU19300,12.763,12.9632,12.9329,12.091,11.2077,10.6957,12.6382,13.157,13.0834,11.7925,10.7751,12.7633,13.6947,13.2624,13.0691,12.1342,12.2229,11.8368
new_2100391_2100457_c,7.7205,7.5624,7.5707,8.711,8.1357,8.5014,7.2271,7.4059,7.4978,7.7728,7.7017,7.9716,7.9817,8.1734,7.7097,9.1517,9.0949,8.3292
new_2100447_2100579,13.1488,12.6127,12.1131,16.3674,16.2932,16.1334,11.8274,12.1003,12.0344,12.1502,11.5802,12.8047,13.2625,13.0181,12.5885,15.8268,15.6863,15.5267
BSU19310,11.8808,11.3982,10.7247,16.1434,16.0704,16.0386,10.9924,10.6596,10.6038,11.2906,10.7026,11.6588,12.0603,11.6674,11.1535,14.5282,14.0996,14.0407
BSU19320,7.7161,7.0497,7.3475,7.9049,8.263,8.1817,7.3945,6.976,7.2502,7.3146,7.458,7.7387,7.339,7.3821,7.0936,11.0871,9.7458,9.557
BSU19330,7.0376,6.7672,7.1002,7.3157,7.6396,7.7462,6.9238,6.8725,7.0519,7.1888,7.2431,7.646,7.1906,7.2049,6.9769,10.4293,9.1461,9.1909
new_2104902_2106408,6.8789,6.7668,7.0951,7.1336,7.4127,7.4964,6.876,6.8831,7.0391,7.1446,7.2429,7.6508,7.0653,7.1235,6.9018,8.9565,8.4803,8.2007
BSU19340,10.7637,10.4688,10.0672,9.0549,9.0963,8.8796,11.2816,10.4449,10.9882,9.6719,9.6626,8.8408,11.8047,11.4213,11.2367,10.0955,9.6892,9.6754
new_2106316_2107474_c,7.7302,7.3685,7.4182,7.6356,7.8272,8.1196,7.3747,8.4502,7.2686,7.2457,7.3559,7.741,7.4864,7.4183,7.3506,11.5167,10.9374,10.9572
BSU19350,7.3429,8.188,7.7366,8.6362,8.5303,8.2832,7.5388,7.7558,7.6883,7.7931,7.6551,7.8605,12.1722,11.777,11.6497,10.3042,10.6916,10.5771
BSU19360,15.6487,16.0094,15.6817,14.6814,14.5133,14.6567,13.6542,13.5708,13.503,12.5466,12.5961,13.955,15.0257,14.5659,14.1687,14.1009,13.8247,13.8815
BSU19370,16.0965,16.1827,16.0021,14.8553,14.6804,14.7188,13.823,13.9232,14.0102,12.3816,12.7478,13.7739,15.3069,14.8692,14.6658,14.1009,13.843,13.7821
new_2111720_2111836_c,11.125,10.6913,10.6696,9.4748,8.8596,8.6867,9.2158,9.9019,10.4317,8.7839,8.4463,9.4069,9.8388,9.1324,9.4888,8.3157,8.331,7.7546
BSU19380,12.4518,12.1428,11.7582,11.1118,10.7391,10.5852,12.0391,12.0938,12.0501,12.614,11.7561,12.0337,11.8602,11.5002,11.1675,9.2384,8.8852,8.5932
BSU19390,12.7951,12.4872,12.3175,11.4074,10.8678,10.6873,12.4512,12.6199,12.45,13.0225,12.2409,12.3515,12.1689,11.7418,11.5917,9.8215,9.5643,9.1426
BSU19400,7.281,7.4075,7.46,10.0671,10.1168,9.8603,6.9772,7.1017,7.1104,7.1168,7.1056,7.7089,10.0984,9.7505,9.2809,9.583,8.6405,8.411
BSU19410,8.7474,9.6062,9.3097,12.9973,12.9756,12.8103,8.1131,8.4476,8.1802,7.5474,7.5804,8.5689,12.7535,12.4784,11.969,10.7011,10.3474,10.1972
new_2116747_2116967_c,8.555,10.0137,9.6198,13.7904,13.7324,13.4285,7.7371,8.2115,7.8468,7.6618,7.7172,9.2118,12.0275,11.6695,10.9313,11.6844,11.435,11.2418
BSU19420,9.3496,9.33,9.2326,9.5907,9.6448,9.3391,8.7213,9.2341,9.0448,7.7721,7.7747,8.8639,10.3311,9.9821,9.6921,8.5136,8.3648,8.0662
BSU19430,7.0824,6.8445,7.0602,7.2426,7.4445,7.5687,6.9011,6.9428,7.0377,7.1922,7.2958,7.7619,7.3768,7.3433,6.9756,8.4714,8.9366,8.7775
new_2119128_2119278_c,7.181,6.9096,7.2153,7.3314,7.5052,7.5941,6.9466,7.0105,7.2336,7.4098,7.3612,7.7664,7.5327,7.5797,7.0635,8.8687,9.7604,9.3133
new_2119268_2119353,7.5933,7.648,7.7738,9.8852,9.8412,9.2457,7.4363,7.3952,7.4781,7.3118,7.5484,8.1144,8.848,8.6585,8.1763,9.6205,9.1263,8.596
BSU19440,10.9452,10.4311,10.1377,9.6728,9.4003,9.2916,10.604,10.4287,10.7157,10.6057,9.6563,9.7103,10.9187,10.5353,10.3736,8.8467,8.4144,8.225
BSU19450,11.1861,10.9964,10.6599,9.7019,9.5427,9.3895,10.9748,10.7326,11.2749,11.037,10.0394,10.2737,11.2346,11.0014,10.6813,8.79,8.4673,8.3509
BSU19460,12.8663,12.5928,12.3275,12.2808,11.9672,11.7886,12.8396,12.8315,12.8758,12.2555,11.6052,12.8826,12.6685,12.2875,12.0736,9.5868,9.2279,9.0413
BSU19470,13.187,12.8926,12.5801,12.3924,11.7969,11.4707,12.9646,13.1801,13.1533,11.8212,11.4893,12.8963,13.1508,12.8611,12.727,9.9504,9.4696,9.1812
BSU19479,13.4155,13.0412,12.8621,12.115,11.4195,11.0132,12.9611,13.1509,13.1377,11.486,11.2112,12.9319,13.7099,13.2295,13.1061,10.3028,9.7385,9.5306
BSU19480,10.6837,10.6081,10.4743,10.1478,9.6873,9.5166,10.9808,10.7696,10.8168,9.6704,9.4628,10.4067,10.0792,9.7559,9.5893,8.4265,8.2957,8.0809
new_2123802_2124020,6.9412,6.7631,7.1017,7.1457,7.4019,7.4683,7.0235,6.9196,7.024,7.2394,7.129,7.7384,7.7495,7.7784,6.9845,7.9502,7.8839,7.572
BSU19490,6.9025,6.7611,7.124,7.1621,7.454,7.4752,6.9344,7.0008,7.0014,7.2575,7.2138,7.713,9.4503,9.2742,6.9972,8.1577,7.8849,7.6589
BSU19510,7.5051,7.458,7.3777,8.5712,8.398,8.6499,7.0966,7.1035,7.2009,7.3753,7.4546,7.7327,10.169,9.684,7.1107,8.2115,8.1594,7.9199
BSU19520,7.1622,7.0989,7.2277,8.0657,8.0017,8.3815,6.8897,6.9403,7.0251,7.1505,7.1878,7.6442,7.1432,7.1539,7.0157,8.0717,8.1726,7.8986
new_2126185_2126320_c,7.0426,6.8686,7.0289,7.7003,7.5883,7.7748,6.8414,6.8597,7.0895,7.1652,7.35,7.6769,7.0318,7.126,6.9499,7.9507,8.1213,7.7826
new_2126442_2126548,8.2398,7.9406,7.9875,7.618,7.802,7.8306,7.8517,8.6914,8.5898,8.4693,7.9563,8.4068,9.6148,9.3949,9.0092,8.4847,8.396,8.0966
BSU19530,7.7316,7.5396,7.6952,7.6004,7.638,7.7473,7.6748,7.9773,7.8931,8.1186,7.7648,8.3793,8.7109,8.5979,8.3618,8.2502,8.3599,7.9642
BSU19540,10.1844,10.492,10.0648,9.7888,9.206,8.9999,9.8104,10.2254,9.8236,9.6846,9.2357,9.8291,11.0598,10.6397,10.387,9.297,9.406,9.2073
new_2127740_2127812,13.3527,13.5715,13.266,11.1162,11.1305,10.9899,12.9542,13.1744,13.3805,11.2268,11.0339,10.2686,13.2173,13.0168,12.5963,9.3665,9.2474,8.9659
BSU19550,12.4639,12.4963,12.012,10.2601,10.3762,10.1568,12.1861,12.3324,12.3728,10.4414,10.3396,10.1471,12.5722,12.273,11.895,8.8627,8.997,8.5167
BSU19560,7.5352,7.6417,7.5394,8.4213,8.3392,8.2478,7.3196,7.4443,7.4642,7.6075,7.5433,8.0552,8.8052,8.5818,8.4869,8.2707,8.2849,8.0354
BSU19570,8.1495,8.1691,8.0405,8.8254,8.6895,8.7041,7.8079,8.0312,7.9595,8.181,7.9857,8.5923,10.0512,9.6693,9.6012,8.6978,8.5808,8.3555
BSU19579,8.1235,9.1077,8.516,8.846,8.3476,8.2684,8.1335,9.0746,7.9879,7.051,7.0415,7.6534,13.7949,13.6831,13.5971,9.4874,9.1131,8.7943
BSU19580,8.1509,8.7855,8.3064,8.9743,9.051,8.8872,8.2896,8.7873,7.9807,7.786,7.4774,7.8551,13.4111,13.0137,12.8198,9.0876,8.8654,8.543
BSU19590,13.3095,13.2676,13.0483,13.6039,12.9902,12.7335,13.1033,13.4569,13.2831,13.8105,12.7937,13.9475,14.1264,13.6942,13.4818,12.4548,12.0936,12.038
BSU19600,7.7654,7.6341,7.6195,7.5733,7.7824,7.668,7.7078,7.5818,7.7894,7.5251,7.5314,7.8258,9.4119,9.0127,7.5279,8.3926,8.1791,7.907
BSU19610,7.8213,7.6331,7.6772,7.8848,8.0191,7.9716,7.73,7.6441,7.7522,7.7529,7.5931,7.9854,9.2461,8.9296,7.4385,8.3208,8.177,7.991
BSU19620,13.3103,12.9229,12.8312,10.8871,10.3994,10.2947,13.0714,13.4757,13.1828,12.0082,11.011,12.1253,11.9095,11.651,11.2953,9.6227,9.7712,9.6131
new_2135388_2135469_c,13.2593,13.1127,12.8984,10.9575,10.4436,10.3388,13.4369,13.563,13.3324,11.8903,10.7139,12.026,12.2141,11.8719,11.6084,9.9246,9.8753,9.798
BSU19630,13.5525,13.5076,13.047,11.1234,10.4246,10.4166,13.4245,13.6174,13.3829,9.4531,9.6243,11.868,12.4234,12.0779,11.6954,9.7913,9.4279,9.1491
new_2136172_2136261_c,13.4339,13.4792,13.4586,10.8941,10.1276,9.5367,12.2032,14.1478,13.976,8.5701,9.5155,11.9258,12.8256,12.4702,12.2344,9.8532,9.4799,9.291
BSU19639,7.0332,6.897,7.2007,7.4897,7.6976,7.7355,6.9977,7.0623,7.1038,7.4104,7.2402,7.765,7.4777,7.4594,7.1779,8.4396,8.0775,7.7006
BSU19640,9.7452,9.3089,9.1267,10.1234,9.9853,9.5603,9.6487,9.3066,9.6887,10.3261,9.6163,9.2995,9.8438,9.5927,9.1253,12.5562,11.6985,11.6715
BSU19650,9.9349,9.5654,9.3332,8.3689,8.2384,8.2262,9.5631,9.487,9.8405,10.5428,9.9771,9.2445,9.6891,9.468,9.1454,8.4181,8.1372,8.02
BSU19660,7.6659,7.1803,7.5836,7.3684,7.5208,7.722,7.794,7.8282,7.6673,7.332,7.4379,7.9105,8.3207,8.0383,7.8552,11.6445,9.9639,9.8132
new_2137815_2138036_c,7.4975,7.1239,7.307,7.1782,7.4011,7.4784,7.809,7.7344,7.5821,7.2404,7.2537,7.8073,8.1197,7.9671,7.4183,8.0408,8.0092,7.6409
BSU19669,6.9364,6.7307,7.0224,7.1401,7.4095,7.4262,6.8746,6.9062,7.0186,7.1671,7.2562,7.7611,7.2476,7.1468,7.0398,11.2896,9.7511,9.4202
BSU19670,7.772,7.4138,7.4984,7.2363,7.4396,7.5746,7.9909,8.3316,7.7775,7.4378,7.2822,8.0374,9.0626,8.8289,7.8762,8.1167,8.0192,7.7695
new_2138041_2139052,7.0116,6.9439,7.1213,7.1504,7.3746,7.4279,7.037,6.9427,7.0571,7.0462,7.1253,7.693,7.3532,7.3864,7.1728,9.6814,8.7439,8.466
BSU19680,9.4145,9.6265,9.2669,9.6552,9.4789,9.0339,9.7258,10.2177,9.5021,8.5585,8.1636,9.7292,11.128,10.9419,10.4881,10.8502,9.7442,9.5018
BSU19689,7.1243,6.8808,7.1534,7.5357,7.7569,7.7244,6.94,6.9719,7.0877,7.4795,7.4927,7.8494,7.4916,7.4478,7.0929,11.8373,9.3907,9.1592
BSU19690,6.9664,6.853,7.0594,7.3763,7.5647,7.7008,6.8983,6.9454,7.0073,7.3112,7.39,7.6742,7.3684,7.3565,7.0273,11.5703,9.4092,9.1519
BSU19700,6.8809,6.7663,7.014,7.1822,7.4198,7.5693,6.827,6.8519,6.9978,7.2621,7.2933,7.5627,7.2969,7.3013,6.94,11.317,9.1465,8.9786
