LBexp_1,LBexp_2,LBexp_3,LBstat_1,LBstat_2,LBstat_3,LBGexp_1,LBGexp_2,LBGexp_3,LBGstat_1,LBGstat_2,LBGstat_3,M9exp_1,M9exp_2,M9exp_3,M9stat_1,M9stat_2,M9stat_3
BSU19710,6.9696,6.7903,7.0403,7.3115,7.5266,7.5779,6.8563,6.86,7.0508,7.2665,7.3421,7.6994,7.2168,7.2003,6.9792,11.285,9.132,8.9728
BSU19720,6.9661,6.8368,7.1167,7.264,7.5094,7.6173,6.882,6.9269,7.0482,7.2657,7.3934,7.6653,7.2175,7.3293,6.9745,11.8058,9.4694,9.3955
BSU19730,6.8891,6.7635,7.0154,7.2083,7.3483,7.4845,6.8349,6.8748,6.9461,7.1151,7.2483,7.6681,7.1625,7.1429,6.884,11.6081,9.4525,9.338
BSU19740,6.9292,6.7586,7.0491,7.1506,7.3389,7.4716,6.8247,6.8595,7.0021,7.1492,7.2273,7.6541,7.1014,7.1585,6.8796,11.9108,9.6072,9.5214
BSU19749,8.4764,8.9723,8.8009,11.0622,10.8776,10.4148,7.9724,8.1773,8.1781,9.3335,9.0885,8.6965,11.3513,11.131,10.115,9.5857,8.9583,8.9099
BSU19750,8.5546,9.303,9.0556,11.5996,11.3385,10.8274,8.1101,8.314,8.2422,9.741,9.4863,8.9634,10.9137,10.5602,10.4621,9.6056,9.3223,9.0689
BSU19760,7.6576,7.9382,7.9422,9.3542,9.4236,9.1999,7.3117,7.4731,7.5461,8.5844,8.441,8.1607,9.3776,9.1593,8.9716,9.0645,8.2889,8.0189
BSU19770,6.9454,6.77,6.9802,7.0254,7.3357,7.4318,6.867,7.038,6.9722,7.199,7.2169,7.6212,9.1241,8.8896,6.8796,8.0503,7.9819,7.6891
BSU19780,7.1708,7.3487,7.1732,7.2211,7.4042,7.4922,7.0659,7.0614,7.0663,7.3684,7.2703,7.7084,10.2183,9.7846,6.9894,8.9709,7.9528,7.6398
BSU19790,7.1288,7.1805,7.1277,7.2499,7.4273,7.5152,7.071,7.1139,7.132,7.5579,7.5189,7.8413,9.6183,9.2187,7.1949,8.3573,7.9447,7.5987
BSU19800,7.4141,7.4603,7.6057,8.5211,8.526,8.4903,7.2272,7.3735,7.3851,7.3537,7.5807,8.3799,7.944,7.868,7.5905,8.3259,8.2656,7.9686
BSU19810,7.0626,7.2332,7.2989,8.1012,8.1864,8.2514,6.9648,7.1831,7.2965,8.3421,8.3469,8.7026,8.3593,8.2707,7.3203,8.3767,8.4573,8.2286
BSU19820,7.0207,6.849,7.161,7.1416,7.5875,7.5987,6.977,6.9575,7.1993,7.4677,7.2751,7.8189,7.6967,7.675,7.0783,9.1776,8.0895,7.7414
BSU19830,7.1999,7.0786,7.3167,7.3028,7.6141,7.6188,7.0483,7.1762,7.269,8.0305,7.5793,7.8711,8.0089,7.8439,7.5884,7.9873,8.0004,7.7462
new_2152853_2153170_c,7.0704,7.0836,7.3007,7.4882,7.616,7.5962,7.0539,7.1245,7.1355,7.8356,7.4482,7.8469,7.7093,7.6974,7.4248,7.837,7.9825,7.7492
BSU19840,7.8289,8.9743,7.8409,10.5497,10.2381,10.0921,8.1754,9.4802,8.6321,10.8037,9.4502,10.8077,9.9959,9.7767,9.4377,10.8055,11.0445,10.6622
new_2153170_2153718,7.2228,8.8438,7.3882,10.0612,9.6557,9.708,7.1818,8.0926,7.9187,9.0611,8.3693,9.2714,8.9664,8.7827,8.7284,9.7222,10.0473,9.6797
BSU19850,7.1105,7.0449,7.3602,7.4964,7.6847,7.7531,7.0918,7.1101,7.1891,7.9022,7.4112,8.0413,7.7972,7.8999,7.5022,7.8517,7.994,7.7359
new_2153357_2153439_c,7.2009,7.1675,7.4657,7.7345,7.9006,7.7825,7.1013,7.1829,7.346,8.0716,7.543,8.1513,8.0166,7.9417,7.5412,8.0973,8.0623,7.8284
BSU19860,7.2715,7.2346,7.5906,8.2506,8.0449,8.1592,7.0878,7.1988,7.5666,8.0525,7.5782,8.2004,7.9271,7.8731,7.5383,8.1183,8.1709,7.8518
BSU19870,7.196,7.2796,7.4873,8.2725,8.0707,8.207,7.156,7.1993,7.5098,8.0412,7.7017,8.2401,7.8991,7.8079,7.537,8.1463,8.1767,7.8532
BSU19880,7.2842,7.5582,7.5482,8.4407,8.0551,8.2071,7.1845,7.2113,7.3119,8.0827,7.8376,8.2667,7.931,7.7983,7.7136,8.1864,8.179,7.8646
BSU19890,7.3022,7.5637,7.6323,8.2488,8.2661,8.2314,7.1829,7.2252,7.4494,8.434,7.891,8.2795,8.1586,8.0764,7.9035,8.2302,8.2106,7.9639
BSU19910,7.3028,7.6011,7.7141,8.4719,8.2992,8.2746,7.1919,7.5066,7.565,8.8559,7.9028,8.8141,8.5296,8.3658,8.1677,8.502,8.3778,8.188
BSU19920,7.3132,7.583,7.7515,8.5157,8.3818,7.9654,7.2796,7.5414,7.5907,8.6764,7.8973,8.7044,8.5252,8.3228,8.1101,8.4899,8.377,8.1776
BSU19930,7.3133,7.3673,7.7322,7.5717,7.7453,7.8805,7.2085,7.319,7.4245,8.1082,7.748,8.2858,8.0496,8.2283,7.9372,8.4343,8.2551,8.1701
BSU19940,7.2383,7.29,7.7264,7.4268,7.6967,7.7817,7.1835,7.196,7.2805,8.0215,7.6548,8.2695,8.006,7.8259,7.6554,8.4157,8.1708,7.852
new_2156121_2156756_c,7.4246,7.7294,7.8968,7.8361,8.1526,8.2895,7.2757,7.6165,7.6326,8.5132,8.291,8.7002,8.421,8.2514,7.9636,8.5182,8.482,8.2469
BSU19950,7.1069,7.0501,7.2038,7.3852,7.6636,7.588,6.9498,7.1656,7.1514,7.3969,7.3234,7.7974,7.4295,7.5435,7.1169,9.5572,8.2059,7.949
BSU19970,7.8191,8.1015,8.4599,8.6567,8.5952,8.7004,7.5138,8.12,8.1134,9.0484,8.7698,9.1391,9.1544,9.0321,8.6481,8.6629,8.6866,8.4276
new_2157111_2157231_c,8.5087,8.653,9.3082,9.8119,10.0613,9.5203,7.682,8.5583,8.5222,9.5185,9.2324,9.3922,9.4914,9.2925,8.8321,8.6483,8.1595,8.0653
new_2157233_2157340_c,7.543,7.1048,7.8074,7.715,8.0204,7.881,7.2005,7.2834,7.5562,8.5652,8.2801,8.1374,7.6983,7.8092,7.6329,8.5673,7.9983,7.9527
BSU19980,7.1893,7.0218,7.3908,7.4885,7.7598,7.7917,7.0623,7.0296,7.2534,8.0397,7.7313,7.9887,7.4649,7.4551,7.305,7.9372,7.967,7.7033
new_2157683_2157828_c,7.5698,7.6681,7.7999,8.1403,8.2306,8.0812,7.4474,7.3826,7.6724,8.7318,8.1999,8.4588,7.9811,7.8434,7.6775,7.9489,8.2054,7.7282
BSU19990,7.9114,8.2551,8.1118,8.6039,8.501,8.507,7.793,8.0855,8.2443,9.4729,8.7817,9.2524,8.7528,8.4771,8.2382,8.4731,8.5263,8.2705
BSU19999,8.0252,8.4278,8.2069,8.7123,8.5314,8.5311,7.8925,8.1493,8.3066,9.5568,8.9582,9.5145,8.9459,8.7211,8.5565,8.601,8.566,8.2774
new_2158288_2158723_c,8.5028,8.8716,8.6239,9.5601,8.9204,8.6901,8.0968,8.5163,8.5587,10.6343,9.3722,9.704,9.2795,9.0895,8.7882,8.6647,8.5799,8.2742
BSU20000,9.5578,8.6799,7.9261,7.8844,7.785,7.5841,8.9763,10.2845,8.6882,7.376,7.2214,7.8668,11.5509,11.2049,11.0066,8.6478,8.3456,7.86
new_2158685_2158869,8.4799,8.556,7.5784,7.9435,7.9604,7.5845,7.381,9.3156,8.0563,7.4021,7.2033,7.8655,11.208,10.7605,10.7332,8.5695,8.306,7.8486
BSU20010,9.6912,10.1155,9.9028,9.6316,9.2516,8.858,8.9218,9.4141,9.2729,10.4021,9.3306,10.3421,9.8255,9.6155,9.4622,9.159,9.0018,8.8209
BSU20020,7.7083,7.529,7.7458,7.8703,7.8551,7.8179,7.3535,7.5222,7.6299,7.9058,7.5177,8.0631,8.4527,8.3146,8.0345,8.0019,7.9136,7.6804
BSU20030,7.5457,7.4105,7.6241,7.5421,7.6525,7.6586,7.4062,7.5375,7.5234,7.8704,7.4939,8.0544,8.3911,8.1877,7.8138,7.8921,8.0168,7.7407
BSU20040,7.4947,7.4559,7.5559,7.5755,7.6803,7.7702,7.3621,7.411,7.5296,7.9711,7.5531,8.0075,8.3469,8.1994,7.811,7.907,7.9741,7.7434
BSU20050,7.7162,7.7129,7.8136,7.8813,7.8973,7.9929,7.4771,7.6337,7.7331,8.0279,7.5756,8.0106,8.6867,8.4592,8.1163,8.0055,8.0129,7.7641
new_2161801_2162107_c,7.7269,7.6461,7.7183,7.8628,7.9222,7.9528,7.4341,7.627,7.6058,8.6815,7.6901,8.2427,8.7816,8.7012,8.3063,7.9058,7.9988,7.772
BSU20060,7.3083,7.183,7.391,7.3242,7.5384,7.6414,7.1845,7.2832,7.4069,7.9968,7.5062,8.0476,8.0168,7.9356,7.7073,7.907,7.9837,7.7214
BSU20070,7.3041,7.1266,7.4446,7.38,7.5865,7.6348,7.0478,7.1978,7.2757,8.0233,7.4946,8.0815,7.8955,7.7744,7.491,7.9866,7.993,7.8101
BSU20080,7.1054,6.9927,7.2529,7.2382,7.5026,7.5696,7.0487,7.1143,7.2269,7.8755,7.4439,8.0812,7.666,7.7355,7.4321,7.9688,7.9918,7.7107
new_2166326_2166412_c,7.1231,7.0425,7.3754,7.2923,7.5325,7.72,7.1189,7.2566,7.3069,8.1681,7.758,8.1995,8.0028,7.8773,7.6691,8.0869,8.011,7.7681
BSU20090,7.1546,7.0274,7.3877,7.3008,7.5183,7.6777,7.1204,7.2134,7.2663,8.1493,7.7629,8.2544,8.0106,7.914,7.6594,8.1039,8.036,7.7867
BSU20100,7.1396,7.0367,7.3649,7.3239,7.5166,7.6641,7.1119,7.1749,7.2329,8.1491,7.7306,8.2196,7.8713,7.8384,7.5357,8.0302,8.0522,7.7707
BSU20110,7.1346,7.0302,7.3587,7.3491,7.5174,7.6815,7.0981,7.1774,7.2507,8.134,7.7432,8.2034,7.8598,7.7729,7.5357,8.0137,8.0552,7.7615
BSU20120,7.176,7.0596,7.4255,7.3621,7.539,7.6747,7.1816,7.1932,7.2628,8.0841,7.7405,8.2186,7.9913,7.9027,7.6053,8.0288,8.0746,7.7428
BSU20130,7.1991,7.2124,7.4416,7.3834,7.5596,7.6773,7.1835,7.2481,7.2709,8.1745,7.7402,8.2545,8.0594,7.9262,7.756,8.1291,8.0857,7.8076
BSU20140,7.3823,7.4272,7.6515,7.5463,7.6699,7.6375,7.193,7.3661,7.514,8.4309,7.8418,8.2718,8.2641,8.1279,7.8769,8.1575,8.0891,7.848
BSU20150,7.3414,7.287,7.4551,7.2103,7.5988,7.6017,7.1854,7.2361,7.2956,7.7741,7.5339,7.9001,7.9482,7.9163,7.5291,8.0106,8.0551,7.6598
BSU20160,7.2699,7.3042,7.558,7.4192,7.5181,7.6595,7.1905,7.3004,7.3807,7.9869,7.5199,8.1737,7.9685,7.9173,7.6901,8.0955,8.0852,7.7642
BSU20170,7.2963,7.2418,7.5754,7.4943,7.7023,7.73,7.1899,7.317,7.3753,8.2247,7.8697,8.5604,8.0804,7.8598,7.6837,8.1764,8.1009,7.8377
BSU20180,7.3302,7.1953,7.5588,7.6133,7.7311,7.7564,7.1918,7.2574,7.394,8.2477,7.9206,8.6365,8.1277,7.8753,7.5652,8.2623,8.1327,7.8509
new_2169677_2170029_c,7.3384,7.2064,7.5212,7.8457,7.8479,7.8032,7.1853,7.2241,7.4036,8.4164,8.1287,8.6519,8.135,7.938,7.7383,8.2436,8.1413,7.8532
BSU20190,6.9169,6.8419,7.0491,7.3332,7.6618,7.621,6.7792,6.8425,6.9462,7.151,7.1492,7.6679,6.9667,7.0858,6.8691,8.1537,7.8592,7.5488
new_2169927_2169994,6.8781,6.8885,7.1356,7.2948,7.6411,7.6436,6.7793,6.8534,6.9528,7.1553,7.155,7.6658,7.0004,7.0797,6.8961,8.145,7.8709,7.5512
BSU20200,7.477,7.3637,7.6807,7.9149,8.0254,8.0669,7.2436,7.4466,7.6023,8.5801,8.3725,8.6773,8.185,8.083,7.7583,8.4515,8.1887,7.9418
BSU20210,7.1086,6.9147,7.2451,7.5063,7.704,7.8673,7.0073,7.042,7.2194,7.8913,7.4376,7.9527,7.4946,7.6938,7.4489,7.9404,7.9811,7.7335
BSU20220,7.1512,7.0515,7.3502,7.7754,7.8076,7.8805,7.0454,7.1513,7.2736,7.9359,7.4713,8.0149,7.8189,7.756,7.6214,8.0125,7.9947,7.7318
BSU20230,7.1533,7.089,7.2671,7.4799,7.6837,7.8547,7.0993,7.1522,7.263,8.1121,7.5895,8.0256,8.0122,7.8059,7.5601,8.0433,7.9853,7.7208
BSU20240,7.1956,7.1035,7.4581,7.7988,7.9261,7.8625,7.1212,7.1817,7.2712,8.4618,7.6973,8.1228,8.3395,8.1314,7.928,8.0702,7.9969,7.7357
BSU20250,7.1304,7.0919,7.39,7.7576,7.9291,7.7962,7.0813,7.1327,7.2675,8.1041,7.5761,8.0815,7.9956,7.917,7.661,7.9946,8.0221,7.7397
BSU20260,7.2577,7.6278,7.6992,9.1962,8.9379,8.6765,7.1747,7.3976,7.3831,8.8417,7.6414,8.2742,8.9291,8.8042,8.4702,7.9921,8.1147,7.758
BSU20270,7.3245,7.6414,7.6686,9.5577,8.9935,8.7048,7.1531,7.4044,7.4356,8.3811,7.5953,8.2767,9.1121,8.9302,8.6104,8.0284,8.1588,7.7646
BSU20280,7.2766,7.5061,7.6786,9.4834,9.1347,8.867,7.1743,7.2409,7.3274,8.1322,7.6331,8.2764,9.1556,8.9168,8.7368,8.1356,8.1579,7.8408
BSU20290,7.2836,7.5199,7.7,9.5988,9.1968,8.9504,7.1469,7.2092,7.3053,8.0685,7.6775,8.2776,9.2708,9.0081,8.881,8.1487,8.1574,7.8538
BSU20300,7.2814,7.5216,7.6992,9.5844,9.228,8.9517,7.1522,7.2044,7.2884,8.0688,7.685,8.2794,9.3008,9.0266,8.9218,8.1524,8.1575,7.8551
BSU20310,7.2753,7.5616,7.8241,9.7752,9.2453,8.9396,7.1673,7.2915,7.3257,8.0688,7.6928,8.2838,9.6466,9.3319,9.0489,8.159,8.1619,7.8527
BSU20320,7.2992,7.6159,7.8284,9.8989,9.2492,8.9046,7.1727,7.3349,7.4204,7.9981,7.523,8.301,9.8758,9.5803,9.2966,8.1528,8.1519,7.8507
BSU20330,7.3189,7.3428,7.508,7.9892,7.9085,7.9294,7.2236,7.3819,7.4858,8.0285,7.5868,8.1598,8.2983,8.1642,7.8982,8.2884,8.3211,8.1299
BSU20340,7.6799,7.7526,7.8577,7.631,7.6749,7.7503,7.5465,7.6705,7.6939,7.9844,7.5457,8.2502,8.2745,8.1736,7.9342,8.3005,8.0913,7.8214
BSU20350,7.4333,7.3262,7.6187,7.3654,7.569,7.585,7.3306,7.3537,7.3812,7.9988,7.5476,8.1174,7.9302,7.807,7.5883,7.9852,8.0485,7.7473
BSU20360,7.5609,7.4558,7.6762,7.4611,7.58,7.6453,7.3747,7.4671,7.5721,8.0601,7.6749,8.1845,8.1421,7.9301,7.7436,8.013,7.9893,7.7665
BSU20370,7.4855,7.4858,7.6576,7.4406,7.5669,7.6279,7.3783,7.4683,7.5753,8.5582,7.8183,8.2404,8.5345,8.2843,7.9857,8.0425,8.0135,7.7713
BSU20380,7.3726,7.2331,7.5312,7.2725,7.4498,7.5782,7.2732,7.1986,7.3611,8.2442,7.6683,8.2118,8.1426,8.028,7.7841,8.0415,8.0174,7.739
BSU20390,7.6124,7.6187,7.7597,7.6845,7.8274,7.8582,7.438,7.5489,7.7078,8.5354,7.9567,8.2903,8.6112,8.4078,8.121,8.056,8.0327,7.7417
new_2185422_2185503_c,8.0189,7.8169,7.9889,8.0466,8.0296,8.1466,7.6742,7.6721,8.0694,8.9085,7.9338,8.3433,8.929,8.8531,8.4396,8.1057,8.1032,7.7716
BSU20400,8.0011,7.9976,8.1969,8.5051,8.6859,8.4376,7.794,7.9322,8.1082,8.806,8.1147,8.6478,9.1555,8.9161,8.5828,8.1972,8.1305,7.8518
BSU20410,8.421,8.6471,8.4902,10.8508,10.4066,9.8996,8.1543,8.4369,8.4359,9.3809,8.6586,9.442,9.4805,9.2004,8.8829,8.3325,8.1901,7.8806
BSU20420,13.3676,13.649,13.65,14.511,14.2666,13.6579,11.6869,13.5531,13.1241,14.5225,14.0636,14.3791,15.2848,14.9843,14.8442,13.7334,14.0727,13.741
BSU20430,10.5495,10.9675,10.7981,9.6065,9.0068,8.7471,9.3091,9.7042,9.577,8.3887,8.3672,9.2091,10.2352,10.0757,9.6648,8.8392,8.753,8.5396
BSU20440,11.6936,12.0343,11.9049,11.7206,11.6242,11.6131,10.2078,10.4903,10.2008,11.9254,11.7869,11.8625,10.845,10.5936,10.6906,11.5103,12.0892,11.84
BSU20450,7.7415,7.62,7.763,7.8116,7.9106,7.8864,7.7302,7.7184,7.7422,7.887,7.5221,8.0515,8.7635,8.5579,7.9084,8.3068,8.7845,8.44
BSU20460,7.5411,7.3586,7.5873,7.6999,7.8251,7.8609,7.3356,7.4152,7.4768,8.0008,7.5933,8.0159,8.0572,8.0001,7.8144,8.025,8.0574,7.7712
new_2190663_2191625,9.5276,11.2768,10.016,11.3162,11.3457,10.7909,8.9584,8.8124,8.9441,8.8222,9.2309,9.8411,10.4904,10.2978,10.0311,11.0816,11.7154,11.4851
new_2190786_2190883_c,7.0322,7.1726,7.4575,7.8516,7.8879,7.9324,7.1985,7.154,7.2757,7.5911,7.581,7.9296,7.7166,7.6428,7.4989,8.3668,8.0587,7.7685
BSU20470,7.0317,7.0976,7.2816,7.5726,7.8288,7.6659,6.9816,7.0769,7.161,7.4134,7.2703,7.8186,7.3674,7.4206,7.1321,7.8249,8.0427,7.7447
BSU20480,7.2719,7.1036,7.4211,7.547,7.6737,7.7222,7.1532,7.3571,7.3214,7.5504,7.3401,7.9229,7.7868,7.7344,7.4359,7.9341,8.1066,7.7713
new_2191556_2193247_c,7.3705,7.2138,7.4422,7.3465,7.5076,7.5919,7.2022,7.2924,7.4234,7.4024,7.2881,7.7948,7.6076,7.5464,7.4594,7.9193,8.0172,7.6717
BSU20500,7.5627,7.7242,7.5677,8.0356,8.0842,7.8553,7.556,7.6644,7.4383,8.2084,7.8213,8.3076,7.9613,7.884,7.6809,8.1278,8.2636,7.9785
BSU20510,7.503,7.2419,7.5072,7.3896,7.5462,7.5765,7.3608,7.4292,7.4623,7.4539,7.3122,7.9797,8.0135,7.6975,7.5838,7.9554,8.0554,7.6621
new_2193662_2194052_c,7.7246,7.4495,7.6702,7.6261,7.7832,7.5887,7.4628,7.5853,7.687,7.4823,7.381,7.9336,8.3926,8.3259,8.0898,8.1212,8.0744,7.6813
BSU20520,7.2779,7.2668,7.3921,7.5117,7.9347,7.6492,7.1381,7.2135,7.305,7.4279,7.253,7.8145,7.3551,7.4381,7.1,7.8826,7.9904,7.6663
BSU20530,7.7554,7.6532,7.8149,7.5849,7.6332,7.6347,7.5316,7.7083,7.7585,7.5613,7.363,8.0733,8.4968,8.2757,8.0762,8.1601,8.0603,7.7543
BSU20540,7.6368,7.4044,7.7477,7.5964,7.6352,7.6271,7.6095,7.6592,7.7138,7.5232,7.4274,8.0164,8.2695,8.2111,8.0318,8.14,8.0676,7.7515
BSU20550,7.5758,7.3303,7.5973,7.4402,7.5407,7.5967,7.446,7.5268,7.6787,7.5757,7.3046,8.0042,8.1199,8.0886,7.8509,8.1207,8.0146,7.7496
new_2195060_2195563_c,7.4631,7.1927,7.4469,7.4995,7.5293,7.5925,7.3419,7.2567,7.4001,7.4606,7.2573,7.8653,7.7449,7.7428,7.5168,7.9589,7.9924,7.7455
BSU20560,9.95,10.1228,9.4623,10.5437,10.1464,9.633,10.1345,10.6827,9.9712,7.6097,7.4325,8.795,11.1362,10.805,10.85,10.5652,10.2683,9.9608
BSU20570,7.2692,7.2745,7.5846,7.749,7.8034,7.8208,7.1638,7.3356,7.2907,7.4926,7.2656,7.9001,7.915,7.8148,7.5435,8.0773,8.0277,7.7514
BSU20580,8.4673,8.8729,8.7031,15.4608,15.7372,15.8912,8.5731,7.6126,7.9761,13.5385,12.7171,12.3045,9.0803,8.7878,8.7001,11.6669,12.3435,12.101
BSU20590,8.0211,8.0892,8.1425,8.1922,8.0755,8.0298,7.8152,8.1443,7.9993,7.9029,7.6782,8.5202,8.8118,8.6476,8.3891,8.5677,8.2422,8.0124
BSU20600,8.1381,8.0843,8.3601,8.234,8.2174,8.1272,7.8992,8.1888,8.1356,7.9241,7.6368,8.6527,8.5539,8.5359,8.2857,8.3989,8.2246,7.9269
BSU20610,7.8043,7.9215,7.965,8.0293,7.9477,7.9009,7.7025,7.9266,8.0167,8.0142,7.6334,8.6559,8.4972,8.2558,8.1384,8.3053,8.2312,7.865
new_2197860_2198069_c,7.8608,7.9792,8.1463,8.1363,8.1401,8.0073,7.6884,8.1417,8.0318,8.1845,7.8184,8.759,8.5428,8.3833,8.2169,8.3203,8.3099,8.0024
BSU20620,8.1016,8.1908,8.1887,8.2653,8.0653,7.9581,7.7037,8.2181,8.117,8.3812,7.841,8.8041,8.6185,8.4275,8.1681,8.3453,8.3667,8.0102
BSU20630,7.7947,7.7532,7.9082,7.9,7.859,7.8808,7.6835,7.8619,7.7528,8.0416,7.804,8.658,8.4085,8.3113,8.1078,8.2657,8.1788,7.9936
new_2198766_2198847_c,8.1749,8.2518,8.3386,8.3508,8.0163,7.9038,7.7391,8.4459,8.2689,8.6736,7.852,8.8103,8.8888,8.736,8.4255,8.4612,8.2577,8.0139
BSU20640,7.7252,7.688,8.003,7.8035,7.912,7.8899,7.6781,7.829,7.8387,8.0857,7.8411,8.7746,8.7879,8.5229,8.3105,8.3298,8.2657,8.0098
BSU20650,7.7743,7.7118,8.0731,7.8618,7.9988,7.891,7.7097,7.9033,7.909,8.0549,7.8697,8.8312,8.8695,8.6099,8.3921,8.3557,8.2292,8.0025
BSU20660,8.0726,7.974,8.3269,8.0081,8.0122,7.9239,7.7135,8.0197,8.0434,8.0837,7.8111,8.8832,8.9027,8.7399,8.4473,8.4419,8.2407,8.002
BSU20670,7.7137,7.7205,7.8912,7.6715,7.7176,7.7598,7.5791,7.8015,7.7235,7.9056,7.6655,8.4611,8.599,8.3731,8.2409,8.3683,8.1814,7.9336
BSU20680,7.6664,7.7478,7.9749,7.6123,7.651,7.7233,7.5281,7.91,7.8434,7.7326,7.5111,8.6023,8.5983,8.3845,8.1809,8.2974,8.1427,7.8832
BSU20690,7.6357,7.6444,7.953,7.5923,7.6524,7.7098,7.5008,7.7563,7.7206,7.7042,7.5649,8.6144,8.4203,8.2568,8.0593,8.2974,8.1778,7.9335
BSU20700,7.5144,7.5255,7.7815,7.4641,7.617,7.6742,7.5313,7.629,7.6611,7.6842,7.5693,8.5077,8.2939,8.1039,7.9171,8.2598,8.1813,7.9377
BSU20710,7.4813,7.5936,7.8116,7.6114,7.6194,7.6471,7.5077,7.6032,7.6628,7.8667,7.6438,8.5367,8.3412,8.1156,7.8957,8.2763,8.1798,7.9462
BSU20720,7.4974,7.7314,7.8868,7.7829,7.8431,7.7456,7.4961,7.6794,7.6749,7.8938,7.7791,8.6178,8.2958,8.1675,7.8988,8.3529,8.2032,7.9434
BSU20730,7.3234,7.4429,7.8023,8.1106,7.943,7.7973,7.4516,7.4769,7.5384,7.6458,7.6406,8.4694,8.0175,7.9269,7.6979,8.1443,8.0709,7.8559
BSU20740,7.453,8,8.0007,9.4874,8.8759,8.3671,7.4449,7.6993,7.9737,7.8729,7.7587,8.5981,8.0961,8.0064,7.785,8.1849,8.0616,7.8124
new_2202717_2202804_c,7.6904,8.8526,8.4515,10.5425,9.3434,9.3655,7.5743,8.2032,9.0125,8.1075,8.1617,8.8945,8.4987,8.1469,8.1399,8.2855,8.3788,8.0766
BSU20750,7.9984,9.2603,8.6126,10.7495,9.871,9.7306,7.8619,8.9433,9.4716,8.7222,8.5373,9.7582,9.3707,8.9035,8.9781,9.097,8.7947,8.4114
new_2203000_2203110_c,8.4104,9.6156,8.9654,11.084,10.3124,10.0698,8.0731,9.4062,9.9465,9.1031,8.8362,10.0491,9.6525,9.317,9.4194,9.3389,8.9701,8.6912
BSU20760,10.1556,11.4047,10.5141,11.4707,10.7433,10.5086,9.8532,10.5657,10.5826,9.2802,8.9455,10.39,10.8108,10.4289,10.531,9.8901,9.5344,9.3987
BSU20770,10.4199,11.4983,11.0292,11.4198,10.8153,10.6869,10.5224,10.9905,11.0855,9.6184,9.4334,11.1767,11.8241,11.4114,11.2798,10.5966,10.4859,10.1613
new_2203597_2203983_c,10.9461,12.0258,11.5055,11.963,11.362,11.3266,11.1403,11.4695,11.2413,10.0752,9.5062,11.4647,12.6886,12.2506,12.2014,11.4716,11.165,10.9366
BSU20780,9.2726,9.9235,9.2083,9.4732,9.5609,9.3668,9.4327,9.0002,9.4282,8.7975,8.4782,8.6207,9.909,9.4814,9.4752,8.5479,8.5943,8.2779
new_2203985_2204049_c,11.5021,12.4228,11.9042,12.176,11.6878,11.4829,7.5293,11.9063,11.9111,11.952,11.1266,11.9018,13.1266,12.6573,12.9829,13.0391,12.1809,12.243
BSU20790,12.354,12.2675,12.1264,12.3216,12.3898,12.1787,12.0142,12.2183,12.3811,11.1867,10.9573,11.2046,12.8761,12.3859,12.22,11.3575,10.7612,10.4314
BSU20800,12.2294,12.2035,11.9406,12.4002,12.1186,11.9431,11.9687,12.2112,12.0918,11.2955,11.1615,11.3831,12.8522,12.4478,12.2812,11.4805,10.9505,10.5921
BSU20810,10.13,10.6517,10.7403,11.5525,11.2516,10.8193,9.8803,10.2163,10.0128,11.6314,11.2424,11.2921,12.0372,11.6677,11.2386,11.3879,10.6408,10.4267
BSU20820,10.1228,10.6233,10.6747,10.5756,10.3296,10.0972,9.891,10.2683,10.2203,10.6741,10.3182,10.4111,11.8403,11.4571,11.1479,11.2583,10.4624,10.117
BSU20830,10.1516,10.6592,10.8085,10.4636,10.2879,10.0279,10.0224,10.6079,10.2867,10.1582,9.4645,10.0953,11.8894,11.5052,11.2059,10.406,10.2016,9.6961
BSU20840,11.2486,11.5895,11.8067,11.2062,11.217,11.0327,10.5877,11.651,11.4183,12.0049,11.329,11.3659,12.7117,12.5546,12.1341,11.7204,11.8492,11.0363
new_2208373_2208745,8.9128,9.1112,8.6868,9.39,8.8526,8.5028,8.139,8.6692,8.461,7.4925,7.4528,8.1513,10.4769,9.999,9.9416,8.8413,8.4857,8.2481
new_2208648_2208779_c,10.3231,11.4199,11.4903,8.069,8.548,8.4339,8.9067,10.6858,10.4398,9.0229,9.1259,11.3301,7.9127,7.7993,7.5461,9.7872,10.6385,10.0495
new_2208781_2208854_c,12.6241,12.9458,12.9396,12.888,13.0829,12.6191,12.5495,12.9566,12.903,10.59,10.2014,12.144,14.5208,14.2727,13.9504,11.6563,10.9345,10.5269
BSU20850,12.3872,12.6477,12.8141,12.4037,12.7068,12.2157,12.4687,12.6151,12.6036,10.4607,10.2643,12.5735,14.5082,14.245,13.9509,11.6657,10.9494,10.5882
BSU20860,9.1048,9.9661,10.7505,11.1096,11.5344,11.2824,8.7659,9.2086,9.4325,9.4349,9.3816,10.3684,10.514,10.2345,9.9599,9.5206,9.7561,9.2668
new_2210204_2210330_c,8.6631,9.2851,9.7769,11.9343,11.7457,11.7502,9.1955,8.6776,9.2759,11.354,10.9562,10.9188,10.4926,10.1889,10.1469,8.5328,8.4143,8.0092
BSU20870,9.7775,9.8695,9.7812,11.8986,11.8238,11.5028,9.4051,9.385,9.6194,11.583,10.9206,10.8835,11.2763,11.0053,10.6841,8.8452,8.5581,8.3576
