LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,BI_1,BI_2,BC_2,BC_t1,BC_t2,BC_1,Sw_1,Sw_2
new_520162_520750_c,7.9705,8.4362,8.3102,8.4463,8.0284,8.1168,7.7743,8.2237,8.2004,9.8208,10.3186,7.9725,9.6175,8.0829
BSU04680,13.3618,13.1316,13.1018,12.9672,12.9165,13.0894,12.804,12.9464,12.7777,12.084,12.6384,12.3114,12.4904,12.9971
BSU04690,13.4311,13.3607,13.0842,13.0648,13.1289,13.1946,12.8829,13.1426,13.068,12.295,12.7214,12.1715,12.4276,13.2749
BSU04700,12.9843,12.6926,12.4075,12.7327,12.4622,12.4986,12.59,12.72,12.4764,11.7555,12.2848,11.8027,11.9363,12.5484
BSU04710,13.0231,12.907,12.882,12.7684,12.5,12.7463,13.6458,14.6385,16.0154,14.497,15.3146,14.4508,16.2868,16.3145
BSU04720,13.0469,12.9008,12.7797,12.7031,12.5208,12.7155,13.7895,14.4896,15.63,14.637,15.5282,14.5867,15.979,16.3617
BSU04730,12.4106,12.364,12.2772,12.325,11.8148,12.2271,13.2865,13.9992,15.3452,14.249,15.204,14.1258,15.9197,16.0643
BSU04740,12.4328,12.4885,12.4035,12.352,11.9032,12.3119,13.0808,13.9118,15.2269,14.3526,15.2613,14.3037,15.9256,16.2424
BSU04750,9.2393,8.7659,8.7154,9.1138,9.5031,9.3394,7.8248,8.2018,8.2506,7.9972,9.4605,7.9145,8.0985,8.8835
BSU04760,10.7794,10.9481,10.2036,10.6567,11.1171,10.4802,10.6204,10.7183,11.5037,10.8343,11.3025,10.8302,10.8975,11.4528
new_525021_528076_c,6.9749,6.8677,7.1978,6.9898,7.0394,7.0392,6.8763,6.869,7.8628,8.2998,9.5962,7.1995,7.0643,6.704
BSU04770,10.2856,10.4952,9.4572,10.5031,10.4824,10.0435,10.883,10.8003,11.5388,11.2638,11.361,11.109,11.5754,11.7378
BSU04780,11.6156,11.5922,11.2461,10.9087,11.5141,11.3566,10.9106,11.1034,10.1605,9.819,10.1948,9.4699,10.0161,10.3488
new_527912_528128,11.0541,11.1643,10.505,10.5899,11.0594,10.5332,10.6151,10.4095,11.1357,10.3603,10.9607,10.5773,9.4061,10.0119
BSU04790,10.5739,10.7002,10.073,10.4783,10.5514,9.9038,10.0442,9.8064,10.8964,10.1265,10.7828,10.1918,9.1545,9.7009
new_528616_528703,14.8605,15.2814,14.0476,14.2536,13.065,12.9772,12.1006,12.115,11.4827,11.447,11.3812,11.1199,9.2834,9.7859
BSU_tRNA_51,13.5138,13.5832,12.72,14.0292,12.4836,13.4507,10.9213,11.5808,10.7818,10.2238,11.0473,9.8288,9.9855,10.5483
new_529454_530352,9.6942,9.4668,9.2379,9.3223,7.5751,8.6287,8.2518,7.9819,7.2987,8.1377,9.3331,7.4694,7.1976,7.0546
BSU04800,9.504,10.6611,10.1448,9.1704,10.3902,9.3465,10.9926,10.7444,10.5732,10.1889,10.7389,10.1427,9.2455,9.7563
BSU04810,9.7136,10.9555,10.6226,10.0534,10.789,9.7382,10.701,10.4921,10.7414,10.0143,10.6646,10.4955,9.0594,9.6018
BSU04820,12.1833,12.7135,12.2558,11.9899,12.9191,12.2381,11.309,11.171,10.6931,10.1164,10.5982,10.4236,8.8926,9.5634
BSU04830,8.8126,8.8691,8.9976,8.7895,9.5217,9.2261,8.1427,8.4344,7.6655,8.0446,9.6508,7.5792,7.244,7.3932
BSU04839,8.5935,8.6272,8.6288,8.6714,8.964,8.9554,7.8715,8.0021,7.3277,7.6862,9.0165,7.3361,7.1155,7.0809
BSU04840,7.9186,7.9832,8.143,7.8441,8.3002,8.2264,7.4646,7.5429,7.1929,7.7505,8.8658,7.2974,7.0662,7.0239
new_532412_532652_c,8.5614,9.881,8.918,8.3086,8.3673,8.6459,9.9544,9.8813,10.6837,9.8908,10.8483,9.9519,8.587,9.2866
new_532604_532921,8.1572,8.2326,8.0582,7.9654,8.2282,8.1817,7.2563,7.1114,7.3296,7.8886,9.3348,7.3049,7.0603,7.1339
BSU04850,8.1533,8.1485,8.0206,8.0693,8.1948,8.2811,7.63,7.5781,7.5455,7.7166,8.6589,7.6342,7.4737,7.587
BSU04860,7.0866,6.8616,7.1335,7.0545,6.9736,7.1706,6.8967,6.8477,6.7852,7.3879,8.7378,7.066,6.743,6.6744
BSU04870,7.0283,6.8269,7.124,6.9094,7.0125,7.1515,6.8857,6.766,6.8193,7.1938,8.2546,7.0633,6.7359,6.6267
new_535832_536095,6.9895,6.875,7.1383,7.0397,7.0242,7.1518,6.9338,6.8739,6.7873,7.2223,8.502,7.0531,6.6636,6.7341
BSU04880,7.2048,6.9139,7.2031,7.146,7.154,7.2835,6.9573,6.9289,6.9391,7.2832,8.5936,7.1358,6.8416,6.7865
BSU04890,7.3995,7.2078,7.4158,7.3876,7.509,7.511,7.2745,7.3665,7.3191,7.5777,8.9781,7.4672,7.1953,7.3603
BSU04900,7.455,7.1213,7.3592,7.3784,7.4325,7.5057,7.2815,7.3245,7.3244,7.5489,8.853,7.5143,7.3027,7.3414
BSU04910,7.1347,6.9235,7.3304,6.971,7.0494,7.2172,6.9861,7.0804,6.9062,7.582,9.0964,7.144,6.7893,6.681
BSU04920,6.983,6.8724,7.1092,6.9701,6.9456,7.1561,6.8701,6.7529,6.8994,7.0809,8.3086,7.0882,6.8725,6.9763
BSU04930,7.0838,6.974,7.1514,7.0441,7.1377,7.2281,7.1905,7.0128,7.069,7.5909,8.6882,7.5676,7.1222,7.2832
BSU04940,6.964,6.7596,7.0702,6.9042,6.9586,7.0558,6.8311,6.7776,6.7345,7.2722,8.4845,7.0259,6.6403,6.5886
BSU04950,6.9712,6.7947,7.1212,6.9496,6.958,7.057,6.8332,6.7289,6.6842,7.0022,7.9802,7.0384,6.7199,6.5417
BSU04960,7.111,6.9553,7.1393,6.9876,7.0066,7.1355,6.8941,6.9452,6.7762,7.2605,8.5774,7.0546,6.7254,6.6597
BSU04970,6.9463,6.7728,7.1166,6.868,6.9648,7.0773,6.7527,6.6631,6.6541,7.2211,8.5503,7.0155,6.5179,6.3781
BSU04980,6.9603,6.8646,7.2244,6.8961,7.0479,7.1427,6.8637,6.8464,7.1618,7.5034,9.1762,7.2101,6.9979,7.1139
BSU04990,10.315,10.9621,10.5463,10.2981,10.9638,10.7095,12.0092,12.1752,13.5385,12.6248,13.068,13.0284,12.8457,12.7998
new_546051_546165_c,13.0184,13.2572,13.1031,12.3043,12.4221,12.7204,12.0108,12.1792,12.4794,12.5292,12.7953,12.1788,12.154,12.1621
BSU05000,13.189,13.3097,13.134,12.6864,12.9234,12.9799,11.7889,11.9758,12.0249,11.5683,11.7962,11.7096,11.2833,11.5994
BSU05010,8.4829,8.8321,8.6027,8.3321,8.4952,8.4892,10.0213,9.9976,10.8788,10.4205,10.9461,10.8596,9.1639,9.8821
BSU05020,11.8182,12.3298,12.105,11.0755,11.697,11.3474,12.7421,12.9249,13.1294,13.0016,13.25,13.3574,12.6337,12.9081
BSU05030,10.4337,10.6726,10.5427,10.0717,9.8504,10.4472,10.4967,10.7416,10.5767,10.0315,10.5287,10.3683,9.5104,10.1573
new_549652_549910,10.4032,10.4795,10.4578,10.1905,9.8936,10.2885,10.5571,10.7013,10.6067,10.0758,10.6204,10.4689,9.8356,10.2103
new_549923_550239_c,9.7739,9.8923,9.2534,9.2214,9.8365,9.7079,10.0411,9.493,9.4415,9.4911,10.3308,9.0867,8.4124,8.8321
BSU05040,9.4588,9.2436,8.8487,9.1572,9.4,9.3602,9.2689,9.1915,9.325,8.9409,9.6515,9.0218,9.2328,9.5039
new_551074_551518,11.9502,12.2183,11.8003,11.5485,12.0603,11.9922,10.1321,10.2811,8.9631,8.7301,10.067,8.6344,7.3168,7.8928
BSU05050,11.8927,11.8856,11.4689,11.5451,11.6298,11.8447,10.9982,11.0709,9.9491,9.2787,10.3175,9.4401,8.9019,9.1521
new_551930_551999,12.047,11.8682,11.4876,8.5812,11.6144,11.8542,11.112,11.1689,9.7988,9.3994,10.158,9.5728,9.0468,9.2612
BSU05060,9.3499,8.8744,8.6252,9.1657,9.6069,9.4626,8.7902,8.8118,8.7274,8.6141,9.524,8.5224,8.7331,8.8623
BSU05070,10.2754,10.1189,10.026,10.2012,10.2794,10.3051,8.9317,8.7754,8.6147,8.1978,9.0869,8.2726,7.5313,7.9669
BSU05080,9.9551,9.8409,9.6716,9.0589,9.7152,10.1027,8.509,8.6211,8.0983,8.2578,9.4797,8.2244,8.1502,8.3958
BSU05090,8.5405,8.7303,8.4053,8.2702,8.3226,8.4177,8.3342,8.2773,8.0101,8.0549,8.9653,7.9505,7.485,8.0561
new_556002_556561,8.2849,8.5991,8.4754,8.0989,8.3727,8.0625,8.63,8.8015,8.5083,8.7675,10.1239,8.3281,8.1883,8.608
BSU05109,12.2558,11.6268,11.1699,12.5596,12.7567,12.623,11.7917,11.6497,11.0425,10.9268,11.1211,10.8775,9.5851,9.5034
BSU05110,10.1908,10.0198,9.7988,10.1364,10.4253,10.1151,10.5065,10.6151,10.7171,10.0205,10.8183,10.2607,8.5688,9.1222
new_559146_559263,15.6568,15.1102,15.0482,13.205,15.4695,15.34,15.6384,15.6578,15.2452,15.4915,16.1629,14.633,15.6324,15.3408
BSU05120,15.2166,14.495,14.8438,12.7151,15.0153,14.9331,15.725,15.6062,15.4647,15.6296,15.6798,15.0835,15.5672,15.2548
new_559362_560150_c,9.7098,10.1186,9.9637,8.9336,8.7639,9.4248,11.9215,12.4404,12.9471,12.3376,12.8244,12.4618,12.8897,12.9984
BSU05130,11.0089,11.0435,11.1828,11.0881,10.9815,10.3381,13.1562,13.5374,13.8938,12.9468,13.7421,13.263,13.2778,13.6861
new_560621_561166,8.806,8.5117,8.5981,8.7564,9.1142,9.0094,9.3393,9.5834,8.9769,8.966,10.4128,8.783,8.5437,8.8717
BSU05140,8.4774,8.6425,8.3959,8.6829,7.8455,8.4236,8.9634,8.815,8.7895,8.7106,9.3305,8.4642,8.6605,8.7279
BSU05150,9.3509,9.3705,9.1432,9.0332,8.9081,9.1686,9.5963,9.6569,9.6613,9.019,9.7791,9.1168,8.8998,9.4394
BSU05160,8.6199,8.8274,8.4322,8.5638,8.3052,8.4847,9.2788,9.239,7.9857,8.042,8.6443,7.9074,7.4609,7.7969
BSU05170,9.3744,9.3871,9.1249,8.8003,9.0029,9.175,9.3817,9.49,9.2274,9.0194,9.5349,9.121,8.7221,9.0995
BSU05180,9.4431,9.4249,8.929,9.0478,9.9377,9.1174,9.8517,9.8501,9.9283,9.7643,9.9366,9.6463,10.2472,10.536
BSU05190,8.434,8.2796,8.0727,8.4646,8.5391,8.5433,8.6572,8.7629,7.3591,7.4631,8.3058,7.4654,7.4663,7.9034
new_567551_567661,9.8777,9.9689,9.5552,9.8554,10.0027,9.5513,11.7852,11.7044,13.0636,12.1327,12.5561,12.3478,11.1732,11.6298
BSU05200,10.9357,10.8376,10.2932,11.2023,11.085,10.7742,12.6692,12.63,13.1818,12.4418,13.0101,12.8995,12.3144,12.6462
BSU05210,9.9486,10.1508,9.6346,9.2088,10.2979,9.7826,9.7715,9.7372,10.0375,9.5034,10.1321,9.6159,8.6746,8.9477
BSU05220,9.841,10.0387,9.7001,9.8122,9.8778,9.6867,11.2873,11.4119,11.3466,10.6776,11.2605,10.7577,10.3836,10.9149
BSU05230,7.233,7.388,7.3405,7.3283,7.4224,7.2968,8.4868,8.8011,9.884,9.343,9.7631,8.8682,10.8836,10.793
BSU05240,8.8928,8.9923,8.7657,8.5624,8.7266,8.6418,8.9732,8.882,9.0607,8.7433,9.423,8.8384,8.578,8.8013
BSU05250,10.9053,10.9278,10.4916,10.7819,11.064,10.7444,10.749,10.9013,10.8749,10.2806,10.7118,10.4886,9.8684,10.3268
new_573400_574654,10.5697,10.4019,10.1012,10.1686,10.3231,10.2678,10.3515,10.2951,9.6013,9.6237,10.2287,9.2448,9.6588,9.7052
BSU05260,10.282,10.3581,9.7879,9.4583,10.5431,10.1358,10.0314,10.1591,10.6524,10.2911,10.697,10.2427,10.4904,10.7829
new_574025_574105_c,9.8917,10.0356,9.6753,9.1711,9.851,9.9259,9.7871,10.1327,10.4861,10.089,10.4113,10.125,10.1156,10.6305
BSU05270,9.6535,9.6831,9.4785,9.1978,9.8373,9.7335,9.7352,9.944,10.2891,9.9509,10.3909,9.9942,10.0579,10.5599
BSU05280,12.3301,12.1746,11.9397,11.679,12.3225,11.7846,11.88,12.0287,10.656,9.8496,10.269,10.0097,9.9443,10.4562
BSU05290,10.2734,9.668,9.3377,10.1578,10.4044,10.2943,8.6535,8.7776,9.5895,9.2248,9.8993,9.2263,8.4267,8.4194
new_576099_576163_c,10.3568,9.8347,9.6163,10.1515,10.7448,10.4556,8.4057,8.8035,9.6645,9.0266,9.8383,9.1473,7.9027,8.2805
BSU05300,8.183,7.9103,7.8152,8.1909,8.272,8.4314,7.989,8.0766,8.9609,8.6598,9.2809,8.5579,8.8752,9.2749
BSU05310,7.4751,7.1547,7.2428,7.6516,7.7159,7.7388,7.1061,7.0622,7.1338,7.412,8.0644,7.2102,7.2735,7.3882
BSU05320,11.5877,11.391,11.0979,11.8418,11.8574,11.6585,10.2406,10.4092,9.7526,9.1052,9.8449,8.8761,7.9814,8.429
BSU05329,10.1552,10.3774,9.957,9.9658,10.5927,10.4481,8.9759,9.1029,8.1813,7.9046,9.1263,7.8647,7.0252,7.2484
new_579354_579540,10.8058,9.3212,9.1557,10.3928,11.4217,10.8931,8.8522,8.4258,8.0395,7.8207,8.9634,7.8538,7.1472,7.4921
BSU05330,10.7597,9.5301,9.1696,10.3911,11.371,10.9127,9.3268,9.2504,8.4321,8.1333,8.9575,8.0251,7.705,8.2457
BSU05340,10.7513,9.733,9.4857,10.8693,11.009,10.8708,9.4323,9.5531,8.8741,8.3811,8.9258,8.6055,8.5984,9.1485
BSU05343,10.2213,9.4525,9.1541,10.1982,10.5165,10.5156,9.0658,9.1109,8.6161,8.6918,9.237,8.2288,8.5391,8.7938
BSU05344,10.1246,9.3794,9.1886,10.1187,10.4864,10.4823,9.0137,9.1271,8.4898,8.5428,9.1089,8.3894,8.4875,8.6911
BSU05350,8.8682,9.0313,8.8543,8.3839,8.838,8.9897,9.5262,9.4814,10.6084,9.9901,10.5491,10.2778,9.2125,9.2943
BSU05360,6.9354,6.7779,7.0604,6.9734,6.962,7.049,6.9647,6.7323,6.565,7.1134,8.2269,6.8703,6.4779,6.3839
BSU05370,8.6532,8.5641,8.4402,8.4595,8.1057,8.7279,8.0251,8.0381,7.6385,7.7029,8.7912,7.6246,6.9239,7.1234
BSU05380,9.2772,9.5743,9.6228,9.106,9.5448,9.203,10.5615,10.8899,9.4355,8.5791,9.6727,8.661,8.128,8.3764
BSU05390,11.28,11.1777,10.6629,11.3003,11.1697,10.9228,10.9099,11.0699,11.0348,10.6523,10.8917,10.8222,10.3855,10.8528
BSU05400,10.5704,10.8372,10.6086,9.8644,10.4648,10.2581,10.3819,10.4492,10.9613,10.7093,10.9523,10.4127,11.1245,11.0896
BSU05408,7.7429,7.4517,7.4312,7.5257,7.8185,7.6042,7.387,6.9426,7.1121,7.5273,8.4769,7.317,6.7308,6.7827
BSU05409,7.7735,7.5926,7.5318,7.55,7.9475,7.6505,7.4382,7.6366,7.4621,7.7332,9.0959,7.4899,6.7905,6.9216
BSU05410,9.3893,9.2372,8.8788,9.3984,8.7106,9.1092,9.2914,9.1887,8.597,8.2552,9.0337,8.3194,7.7886,8.3093
BSU05420,9.7026,9.5438,9.2379,9.6315,9.0543,9.4075,9.5748,9.7026,8.8849,8.6195,9.7111,8.6014,7.9826,8.4186
BSU05430,7.5498,7.317,7.4563,7.3867,7.3798,7.5777,7.244,7.2034,7.2629,7.5541,8.4682,7.3441,7.0808,7.1743
new_591895_592302_c,9.5736,9.7873,9.4369,9.8447,9.3323,9.9219,8.5715,8.7828,7.7238,7.8177,8.5193,7.6706,7.8305,8.0327
BSU05440,11.3491,11.8762,11.5143,11.613,11.382,11.7946,11.1417,11.3911,10.839,10.5042,10.7633,10.6166,10.7815,11.2052
new_593206_593301_c,11.584,12.0504,11.6227,11.744,11.7422,12.2213,11.316,11.6918,11.3769,10.6394,11.3337,10.6727,10.6664,11.1866
BSU05450,8.1713,8.0082,7.9815,8.1707,8.1374,8.1919,8.0135,8.2132,10.2131,9.2298,9.9832,9.2963,8.25,8.5172
BSU05460,9.3826,9.4015,8.7902,8.8637,9.2708,9.1544,9.1705,9.0996,10.2264,9.4633,10.1604,9.5958,8.766,9.2262
BSU05470,9.0016,8.0289,7.9378,8.686,9.1542,8.8265,7.7924,8.3965,7.4918,7.7563,8.4581,7.5133,7.3183,7.3692
new_596003_596095_c,9.7384,8.485,8.2759,8.8962,9.6396,9.3772,8.0062,8.5783,7.5756,7.8589,9.2173,7.4515,6.8719,6.9424
BSU05480,7.6314,7.3451,7.4576,7.3519,7.4044,7.5924,8.0364,8.1762,7.9186,7.9637,8.7273,7.9721,8.0612,8.5836
BSU05490,7.6182,7.4891,7.5679,7.4106,7.4245,7.6265,8.1979,8.3245,8.0909,7.9147,8.5876,7.8923,9.0739,9.5128
new_598065_598153,8.0754,7.8158,8.036,7.9802,7.9209,8.1689,8.7292,9.0758,8.6729,8.4533,9.3409,8.481,9.7301,10.1339
BSU05500,8.5335,8.4594,8.39,8.2088,8.7455,8.6262,8.5596,8.5598,7.9412,8.2342,8.7483,7.9415,8.5231,8.7107
new_598659_598728,8.2272,8.137,7.8778,7.608,7.6449,7.9071,7.7041,7.8694,7.9512,7.7004,8.7203,7.6532,7.0675,7.2621
BSU05510,8.2318,8.1911,7.8549,7.9948,7.6481,7.9631,8.2462,8.0064,8.3,8.2308,9.1611,8.1079,8.0615,8.1376
BSU05520,7.6287,7.708,7.7707,7.5164,7.7166,7.7101,7.4538,7.4755,7.6116,7.7876,8.9812,7.8329,7.2246,7.2235
new_599344_599505_c,7.0442,6.8361,7.1745,6.8865,7.0135,7.0814,6.9265,6.6739,6.5806,7.3956,8.202,7.077,6.6736,6.4991
new_599509_599874_c,6.8496,6.9863,7.0155,6.845,6.9658,7.0014,7.1253,7.1147,7.6705,7.7255,8.921,7.5324,6.9538,7.1542
BSU05529,6.9001,6.9664,7.0422,6.8688,6.9806,7.0938,7.1388,7.2397,7.7663,7.5081,8.5178,7.482,6.7622,7.0069
new_600145_600228_c,7.0991,6.9713,7.1504,6.9721,7.0394,7.154,7.4242,7.594,8.0657,7.8116,8.8362,7.645,6.6888,6.6974
BSU05530,7.0553,6.8525,7.1262,6.9731,6.9962,7.1055,7.4313,7.5134,8.1181,7.7266,8.8472,7.6265,6.6415,6.615
new_600907_601740_c,6.8921,6.8714,7.0616,6.8781,6.9587,6.9941,6.8288,6.6228,7.923,7.6282,9.2395,7.2073,6.6453,6.5543
BSU05540,7.8289,7.7381,7.7356,7.5637,7.9196,7.7451,7.938,8.0046,8.3645,8.0962,8.8983,8.1066,7.6687,7.8873
BSU05550,7.0076,6.8762,7.138,6.9756,7.1352,7.0983,6.8665,6.7783,8.7183,7.9378,9.3119,7.4421,6.6829,6.5523
BSU05560,6.9655,6.7616,7.1201,6.8731,7.0366,7.046,6.8045,6.5128,8.6468,7.54,9.1669,7.3028,6.5063,6.4078
BSU05570,6.9717,6.7307,7.1145,6.8816,6.9723,6.9811,6.7815,6.6037,8.6554,7.7009,9.2549,7.4076,6.6005,6.4088
BSU05580,12.7649,12.5963,12.2852,12.4272,12.6789,12.5614,12.0101,12.3378,11.2694,11.0813,11.0632,11.0467,11.8457,12.1688
BSU05590,12.2174,12.0483,11.5455,11.8209,12.1326,11.7637,11.5466,11.699,11.0477,10.7914,10.8477,10.6263,11.6325,11.7391
new_603941_604102,12.2076,12.1159,11.6553,11.8406,12.1782,11.8738,11.6457,11.876,11.6077,11.3306,11.2448,11.3742,11.7698,12.1023
BSU05600,11.232,11.3933,10.4536,11.1728,11.1991,10.9209,11.2521,11.5958,11.8438,11.852,11.7226,11.5306,11.7052,11.8942
new_604577_605269,8.6998,8.4234,8.196,8.8106,8.4968,8.4156,8.2163,8.1377,8.7941,9.0228,9.56,8.5089,8.3915,8.3304
BSU05610,9.0914,9.0813,8.9465,8.7983,8.6691,8.5769,9.8284,9.865,10.854,10.2248,10.5997,10.2699,10.2699,10.7824
new_606414_606611_c,12.983,12.8797,12.2233,12.6402,12.9998,12.0786,14.2957,14.1145,15.5856,15.6693,16.2175,15.8917,16.164,15.7121
BSU05620,12.4897,12.6886,12.181,12.5613,12.4374,12.3314,12.1939,12.2159,12.0814,11.6202,11.7386,11.483,12.4671,12.5822
BSU05630,10.6535,11.2611,10.7896,10.4048,10.7718,10.6455,10.3122,10.515,12.9749,12.6503,12.5952,12.7784,14.3195,14.7948
BSU05640,10.0481,9.2521,8.8595,9.8897,9.6083,9.8186,9.8713,9.4385,7.447,7.9559,9.2116,7.48,6.9241,7.1856
BSU05650,10.5365,9.7694,9.5341,10.2504,10.0793,10.4339,10.196,10.1009,8.1821,8.2607,8.9485,8.0464,8.3372,8.6654
BSU05660,10.6837,9.9945,9.8619,10.8001,10.687,10.7886,9.0565,9.3402,8.3896,8.3152,8.7374,8.2352,8.2093,8.4261
BSU05670,11.2826,10.497,10.2012,11.2185,11.1864,11.1402,9.2602,9.4968,8.6266,8.5499,9.0383,8.4621,8.2315,8.5008
new_613552_613640,11.2698,11.3726,10.6008,11.6121,11.4547,11.9672,9.3028,9.1638,7.7815,7.6957,8.4785,7.5288,7.2348,7.7906
BSU05680,10.3882,10.255,9.8103,10.4744,10.3903,10.6301,9.155,9.1145,7.7682,8.0528,8.5791,7.7532,8.6656,8.4567
BSU05690,8.8464,8.8509,8.7416,9.7851,10.022,10.1641,7.8545,7.7706,6.972,7.3592,8.1059,7.137,6.9407,6.8822
new_615623_615761_c,9.1652,9.1776,9.0403,9.1558,10.6149,10.6393,8.1909,8.2367,7.1794,7.6606,9.139,7.2928,6.9261,7.0452
BSU05700,12.1471,12.1735,11.7938,11.6529,12.2146,11.994,11.2681,11.3596,11.4075,10.6559,11.2743,10.7628,10.6875,10.9623
BSU05710,8.473,7.897,7.9715,8.6823,8.4554,8.563,7.6894,7.578,8.8036,8.3002,9.1175,8.2624,7.4252,7.6236
BSU05720,10.4594,11.242,11.0137,10.6736,10.0567,10.6445,11.7145,11.8242,10.902,10.9342,10.7639,10.7351,11.0719,11.4889
BSU05730,7.8234,7.2551,7.5186,7.5252,7.4025,7.6233,10.3009,11.8279,8.9935,8.694,9.4767,8.5119,7.9904,7.6995
BSU05740,8.3983,7.987,8.2703,7.9595,7.7854,7.9849,11.5413,13.2225,10.0526,9.5362,9.9772,9.3935,8.4541,8.4603
new_621545_621613_c,7.9706,8.4183,8.6225,7.7855,7.2416,7.6703,7.586,7.563,10.092,9.1946,10.3597,9.2966,7.2731,7.347
new_621713_621846,11.0944,11.0083,10.74,8.8458,11.4353,11.1436,10.3882,10.6848,10.2807,9.5139,10.4972,9.3824,8.3009,8.8419
BSU05750,11.0583,10.9079,10.5606,11.1423,11.2103,11.0312,10.8776,11.0588,10.9702,10.0848,10.7407,10.2712,9.3613,9.827
BSU05760,10.2952,10.8649,10.4344,9.7544,10.1906,10.2505,10.4715,10.5231,11.0806,10.456,10.9267,10.2237,9.9903,10.1713
BSU05770,9.7498,10.3225,9.8888,9.1628,9.7605,9.484,9.1141,9.2555,9.1026,8.6262,9.6774,8.2426,7.52,7.8572
BSU05780,9.5141,9.396,9.1654,9.1384,9.2001,9.2915,9.8002,9.8246,10.1027,9.8424,10.1073,9.7481,9.4878,10.0253
BSU05790,9.4552,9.5419,9.3613,9.2072,9.5631,9.3333,8.7484,9.4802,9.4694,8.6916,9.4551,8.8167,10.8463,11.7443
BSU05800,12.5735,12.1838,11.9704,12.6132,12.5161,12.5789,10.8758,11.3444,9.2003,9.0601,9.3037,8.586,9.3579,9.7763
BSU_misc_RNA_8,13.3924,13.1045,12.8911,12.3207,13.6614,13.4671,11.722,11.937,10.4851,9.9846,10.4637,10.4924,10.1528,10.5379
BSU05810,12.4587,12.1948,11.4173,10.2686,10.0497,10.395,9.7103,9.816,8.2627,8.1243,9.0155,8.0543,8.1414,9.4238
BSU05820,11.5899,11.1398,10.811,9.2426,9.0681,9.3812,8.9344,8.9795,7.7235,7.8204,8.6084,7.5541,7.6321,8.525
BSU05830,11.5282,11.0456,10.7934,9.1566,8.8233,9.1453,8.8115,8.8943,7.4588,7.4823,8.1103,7.5324,7.4186,7.8174
BSU05840,11.8518,11.3592,11.1121,9.0735,8.7065,9.4157,9.2568,9.4652,7.9158,7.9556,8.5842,7.9522,7.8843,8.2391
new_630028_630114,12.0352,11.4011,11.1875,9.2615,8.7401,9.5485,9.4912,9.7581,8.1167,8.1614,8.8877,8.1572,8.1183,8.5393
BSU05850,11.8864,11.564,11.1875,9.7006,9.7886,9.8946,10.1012,10.2431,9.876,9.496,9.888,9.5966,9.5496,10.0172
BSU05860,11.5859,11.2322,10.9525,9.1023,8.8681,9.167,9.2544,9.4228,9.3763,9.1969,9.3635,9.0887,9.7601,10.204
BSU05870,11.7252,11.3107,11.1577,8.8374,8.5598,8.9749,9.5085,9.5913,9.3882,9.1303,9.4966,9.2332,9.8962,10.4184
BSU05880,11.6311,11.1919,11.0539,8.9453,8.5418,9.1061,9.3743,9.6008,9.6466,9.598,9.9416,9.4738,10.5453,10.8733
BSU05890,7.0935,6.9239,7.2386,7.0959,7.1934,7.1774,8.3728,8.5602,8.4457,8.4667,9.5029,8.0082,6.9153,6.9386
BSU05899,7.2155,6.9989,7.2488,7.1034,7.2904,7.1394,8.5658,8.8374,8.6745,8.9111,10.1368,8.0949,6.8434,6.9907
new_635022_635109,14.8672,14.9399,14.2923,14.8278,13.696,12.9117,12.5823,12.6607,10.8975,10.5761,11.3868,10.4273,8.7585,9.5173
BSU05900,12.7874,12.3049,12.0309,12.7264,12.47,12.3877,11.6695,11.5373,10.9533,10.2163,10.9328,10.2523,9.5331,10.1416
BSU05910,12.5643,12.0138,12.0496,12.6645,12.2654,12.4876,11.4996,11.5694,10.7454,9.9316,10.6017,10.0809,8.8185,9.6876
BSU05920,12.6135,12.0827,11.9687,12.6583,12.1384,12.3319,11.3292,11.5513,10.4293,9.6788,10.276,9.6476,9.454,10.0498
BSU05930,12.6804,12.3548,12.1273,12.9651,12.3162,12.7844,11.8261,11.9542,10.9994,10.2221,10.7239,10.1526,10.6472,11.1496
BSU05940,12.1759,11.7698,11.4617,12.2849,11.7107,12.068,11.3274,11.611,10.5098,10.2051,10.5385,9.9437,10.6917,10.9331
BSU05950,11.425,11.2553,11.1594,11.0445,11.2253,11.1412,11.4341,11.4655,11.4476,10.7468,11.3192,10.833,11.3572,11.9374
new_646220_646409,10.7304,9.7553,9.6902,10.4118,9.1369,10.1378,10.4285,10.3675,11.0586,10.2114,11.0663,10.3774,9.6772,10.1908
new_646411_646581,12.5125,11.7448,11.5704,11.9105,11.9666,12.2664,11.6774,11.5382,11.6139,10.7231,11.6381,11.4702,10.0608,10.9903
BSU05960,13.0224,12.6365,12.1184,12.1938,12.0831,12.3106,12.1774,12.0006,12.7966,12.2159,12.7767,11.9448,12.0657,12.4874
BSU05970,13.3185,13.1041,12.773,12.737,12.5588,12.8917,12.5835,12.5513,13.458,12.735,13.0595,12.6025,12.7486,13.2367
BSU05980,13.0529,13.2515,12.5457,12.5498,12.4216,12.3717,14.8347,14.967,13.8564,13.7865,13.6772,13.3625,14.431,14.3933
BSU05990,12.8866,13.0307,12.5632,12.0988,12.0978,12.2392,14.5629,14.7172,13.4564,13.5484,13.4562,13.1487,14.264,14.1836
