LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,BI_1,BI_2,BC_2,BC_t1,BC_t2,BC_1,Sw_1,Sw_2
BSU21010,12.7271,12.6044,12.2832,12.1724,12.3551,12.21,11.892,11.8896,10.5196,9.9517,10.4567,10.4112,10.743,11.2806
new_2220947_2221060_c,13.3554,13.2208,12.8176,12.4386,13.0527,12.7506,12.0183,12.4481,11.3523,11.047,11.4084,11.0061,10.8991,11.6975
BSU21020,12.5267,12.5614,12.1502,12.1481,12.2424,12.0346,11.2092,11.3526,10.204,9.7667,10.3696,10.0429,9.6455,10.3461
new_2221639_2221791,8.586,9.8883,8.562,7.5932,10.0523,9.711,9.2162,9.5578,9.0843,9.9237,11.0103,7.8783,7.089,7.8604
new_2221793_2222297,8.9939,10.6122,8.6606,8.8186,9.2629,8.8687,9.5398,10.0076,10.0964,10.0954,11.2084,9.5308,8.1929,9.2625
BSU21030,8.0675,9.6914,8.1971,7.8192,7.707,8.1578,7.7941,7.9104,7.1757,7.4429,8.7082,7.4374,7.0842,7.7444
BSU21040,7.1038,7.0209,7.3392,6.9945,7.0863,7.1691,6.948,6.8686,6.6937,7.2315,8.4398,7.0407,6.642,6.6982
new_2225094_2225336,7.5617,7.411,7.6501,7.4114,7.4053,7.5761,7.0238,7.0932,6.9757,7.2558,8.5195,7.1214,7.0129,6.7621
BSU21050,7.8749,7.9045,8.0342,7.7266,7.8572,7.8448,7.2676,7.4051,7.4224,7.4669,8.4195,7.3495,7.5202,7.5806
new_2225616_2225829,8.3849,8.4599,8.5115,7.922,8.356,8.2828,7.5615,7.8784,7.8439,8.156,9.4834,7.572,8.1023,7.9494
new_2225995_2226059,7.025,7.0266,7.298,7.024,7.0516,7.1063,6.7936,6.7256,6.6043,7.1829,8.2957,7.0144,6.5967,6.4128
new_2226061_2227296,7.4897,7.4124,7.5277,7.2758,7.3542,7.3486,7.0416,7.0976,6.8743,7.2059,8.4137,7.0925,7.243,6.9667
BSU21060,7.7384,7.604,7.7764,7.4587,7.5703,7.6306,7.0232,7.232,6.8779,7.4947,8.9226,7.0759,7.0966,7.0429
BSU21070,7.5804,7.5066,7.6799,7.394,7.4516,7.5067,7.007,7.0442,6.708,7.32,8.5173,7.0299,6.8715,6.8438
new_2228723_2229384,7.8682,8.0631,8.1661,7.517,7.6315,7.8079,7.0348,7.3282,6.771,7.859,9.5975,7.0734,7.2066,7.012
BSU21080,10.6615,10.6275,10.5417,9.7153,10.0814,10.1522,9.0367,9.5929,8.3133,8.3575,9.0642,8.417,8.2869,8.4659
BSU21090,7.6801,7.6403,7.6459,7.4707,7.5597,7.6214,7.0529,6.954,6.8389,7.0955,8.4009,7.065,6.9049,6.7722
BSU21100,7.1195,6.9843,7.2689,6.9782,7.0969,7.1628,6.9675,6.8014,6.8167,7.0974,8.1926,7.1444,6.6269,6.53
BSU21110,7.1827,7.0173,7.2722,7.0914,7.0775,7.166,6.9362,6.8246,6.9891,7.2057,8.3344,7.1594,6.7812,6.9547
BSU21120,7.5118,7.5564,7.6053,7.4282,7.3906,7.4473,7.5093,7.4445,7.6115,7.5508,8.3519,7.5161,7.0004,7.1799
BSU21130,7.8636,7.8746,8.0493,7.8129,7.6433,7.7534,7.9593,7.9635,7.9694,7.6914,8.9556,7.7183,7.4163,7.8525
BSU21140,8.0029,7.9005,8.1548,7.6916,7.843,7.9067,7.9191,8.0372,7.5804,7.5538,8.6855,7.5223,7.3229,7.5772
BSU21150,7.7805,7.7761,8.0273,7.5959,7.6754,7.732,7.5692,7.568,7.9208,7.6773,8.6517,7.8163,7.3257,7.6615
BSU21160,7.7387,7.7426,7.9441,7.5297,7.6773,7.6735,7.5327,7.6483,8.1806,7.9401,8.6808,7.9992,7.4612,7.8351
BSU21170,7.7225,7.6217,7.8355,7.5478,7.6243,7.5997,7.3166,7.232,7.3299,7.3227,8.5383,7.4386,6.9919,7.0883
BSU21180,7.6865,7.5396,7.7938,7.527,7.5796,7.5867,7.134,7.1866,7.3283,7.3302,8.422,7.3457,6.8774,7.0278
BSU21190,7.6443,7.5194,7.6863,7.5155,7.541,7.5514,7.1387,7.015,7.1836,7.3597,8.4457,7.2778,6.853,6.9692
BSU21200,7.6715,7.6235,7.7838,7.5188,7.4732,7.6932,7.1861,7.1774,7.3894,7.4485,8.3916,7.3884,7.2298,7.4886
BSU21210,7.7655,7.7182,7.8189,7.5249,7.4604,7.6853,7.3308,7.3327,7.7336,7.7073,8.7546,7.6456,7.4995,7.7728
BSU21220,7.686,7.5657,7.7385,7.4685,7.4696,7.6594,7.1387,7.1217,7.0094,7.2146,8.1613,7.166,7.025,7.186
BSU21229,7.5734,7.3784,7.7164,7.3731,7.2917,7.4537,6.9846,6.9041,6.8018,7.2224,8.1072,7.0735,7.0217,7.0709
BSU21230,7.3958,7.206,7.5509,7.1704,7.3112,7.3187,7.0089,6.8994,6.8431,7.3367,8.4696,7.1001,7.175,7.1799
BSU21240,7.2866,7.1796,7.4054,7.1868,7.2373,7.3211,6.9794,6.8561,6.8912,7.1364,8.3715,7.1528,7.139,7.2561
BSU21250,7.2401,7.1052,7.3582,7.1511,7.1601,7.3095,6.9284,6.8495,6.8261,7.1384,7.9792,7.1249,6.8699,6.9141
BSU21260,7.4454,7.3666,7.5943,7.3821,7.3602,7.4966,6.95,7.051,7.0232,7.9989,9.6857,7.1499,6.9405,7.0663
BSU21270,7.5529,7.6051,7.6171,7.3706,7.5306,7.5565,7.1253,7.0849,7.122,7.341,8.7472,7.1857,6.9349,7.0572
BSU21280,7.6545,7.646,7.7165,7.4387,7.5164,7.624,7.2344,7.3845,7.188,7.4796,8.8708,7.2257,6.9356,7.0607
BSU21290,7.5889,7.6519,7.7405,7.3999,7.437,7.6364,7.3729,7.1883,7.1253,7.3662,8.2628,7.2706,6.7838,6.9055
BSU21300,7.225,7.3313,7.4491,7.175,7.1758,7.3391,6.9647,6.918,6.889,7.5127,8.6563,7.0653,6.7496,6.7424
new_2245307_2246150_c,7.119,7.1492,7.3117,7.1566,7.1138,7.2094,7.5525,7.5548,8.2088,7.9605,9.0718,7.8866,6.7306,6.7617
new_2246149_2246571,7.2877,7.3331,7.5237,7.2027,7.1998,7.3691,6.9748,7.3843,7.3245,9.1022,11.008,7.2352,6.873,6.7458
BSU21310,7.4495,7.5064,7.6221,7.2407,7.3758,7.4058,7.8661,7.9454,8.7948,8.3622,9.7207,8.2922,6.6468,6.8596
BSU21330,9.8194,10.4509,10.2841,9.5158,10.0176,9.5106,10.1091,11.0061,8.0069,8.1343,9.4282,7.8799,9.1678,9.5207
BSU21340,10.197,10.6643,10.3579,9.5544,10.3379,10.005,11.53,12.0689,12.1038,11.328,11.8999,11.3427,11.6104,11.9043
BSU21350,7.5555,7.3758,7.5295,7.4165,7.4169,7.5476,7.3412,7.2663,7.2392,7.4209,8.3204,7.3063,6.8693,6.9691
BSU21360,7.219,7.0861,7.2477,7.1749,7.1196,7.2653,6.9457,6.8634,7.0463,7.4451,8.7021,7.1355,6.5313,6.4484
BSU21370,7.7102,7.8332,7.6622,7.4347,7.5984,7.6924,7.3739,7.3552,7.7043,7.756,8.796,7.516,6.7603,7.1168
BSU21380,7.201,6.935,7.3373,6.9759,7.1042,7.215,6.9769,6.9045,6.7242,7.2794,8.5807,7.0754,6.6199,6.509
BSU21390,7.0037,6.8581,7.1324,6.9709,6.9836,7.1312,6.8056,6.613,6.6871,6.9661,7.9841,7.0205,6.6087,6.4444
new_2262268_2262436,7.1849,7.0449,7.323,6.9709,7.0507,7.2107,6.913,6.7653,6.8289,7.2091,8.6634,7.0587,6.6152,6.4851
BSU21400,7.0273,6.8797,7.1861,6.9699,6.9773,7.109,6.7744,6.7018,6.7869,7.0341,8.2366,7.0493,6.5838,6.4105
new_2263262_2263488,7.1432,6.9067,7.405,6.9698,7.0436,7.0722,6.8284,6.588,6.8369,7.3754,8.7318,7.0656,6.6237,6.6567
BSU21410,6.9633,6.8515,7.1714,6.9624,6.9573,7.0892,6.8281,6.7272,6.5495,7.0463,8.0768,6.9401,6.5047,6.375
new_2264353_2265142_c,9.0587,10.0855,10.2509,7.9657,7.0062,7.6388,10.7128,10.7517,7.2321,7.6543,9.0064,7.3743,6.793,7.0672
BSU21420,7.0292,7.3155,7.3824,6.9856,7.1312,7.1454,6.964,7.1766,6.7491,7.4703,8.9495,7.0723,6.6677,6.2607
BSU21430,7.7717,7.7888,7.8979,7.4364,7.5405,7.7087,7.0772,7.4577,6.7249,7.5192,9.0493,7.133,6.5667,6.447
new_2265144_2265224_c,13.1744,14.0053,14.3593,11.4746,10.7206,10.6907,15.191,15.5367,10.6704,10.5098,10.3797,10.8282,10.0866,10.4488
BSU21440,13.2243,14.3315,14.3598,11.5568,10.7814,10.7635,15.0882,15.1028,10.3071,10.2766,10.3937,10.3136,10.0838,10.2137
BSU21450,13.7334,14.9319,14.9902,12.6113,11.4114,11.6909,15.341,15.3459,10.0561,9.8119,10.4436,10.1563,9.3845,10.0345
BSU21460,13.8848,15.2405,15.4402,12.4009,11.4597,11.8515,15.1487,15.3644,9.204,9.2299,10.2867,9.38,8.38,8.9778
BSU21470,14.0902,15.4684,15.3785,12.8087,12.1406,12.4694,14.7869,14.8279,8.9617,8.9828,9.9889,8.8064,7.789,8.6566
BSU21480,14.9186,15.9849,15.951,13.4504,13.941,13.4418,15.8173,16.2027,13.714,14.493,14.033,14.0713,14.5142,14.2467
BSU21490,15.0442,16.144,15.9258,14.5145,15.4406,15.3547,15.1661,15.6613,15.6838,14.8225,15.4844,15.3305,14.3583,14.5736
BSU21500,7.7336,7.6933,7.7003,7.4992,7.6636,7.7215,8.0828,8.0905,8.2868,8.1915,9.3672,8.2332,9.1616,10.081
BSU21520,7.6783,8.4944,8.4289,7.3101,7.4502,7.4066,10.942,11.1853,12.0756,11.3472,11.8044,11.5164,10.0769,10.0019
BSU21530,13.0601,13.9287,13.8317,12.3832,12.8092,12.5656,13.6039,13.9447,11.7346,11.3866,11.8163,11.3295,10.9933,11.0782
BSU21540,12.955,13.8659,13.8294,12.5144,12.8277,12.4987,13.6612,13.9032,11.7149,10.9497,11.535,11.2427,10.7367,11.032
new_2273515_2273748,11.5805,12.1484,12.0956,10.5527,11.6924,11.5831,15.3089,15.3509,16.2606,15.9904,16.2374,16.2657,15.8694,15.3186
new_2273724_2273988_c,10.797,11.1431,11.7992,9.761,10.6589,10.584,11.4809,12.3433,11.5847,11.4388,12.3472,10.324,10.4594,10.9848
new_2273801_2274302,8.1471,9.0007,8.4472,7.8835,7.8424,8.0116,8.8013,9.0295,9.406,9.4485,10.767,9.1826,7.4823,8.1614
BSU21550,11.774,11.9414,11.9174,11.3034,11.3889,11.522,12.6836,12.8618,11.4522,10.7125,11.5401,10.9222,10.0219,10.8529
BSU21560,11.4558,11.6236,11.4573,11.117,11.1945,11.3703,12.283,12.4251,11.2171,10.1542,11.0317,10.4566,9.0339,10.1636
BSU21570,11.5087,11.6336,11.5122,11.2231,11.4139,11.33,12.0385,12.2306,10.952,9.8167,10.8691,10.2245,8.323,9.2535
BSU21580,10.8952,10.9704,10.7714,10.315,10.7666,10.4744,11.6998,11.7424,11.3531,10.3737,11.116,10.6502,9.1963,9.8597
new_2278079_2278601_c,10.9652,11.6696,11.6582,10.6441,10.9862,10.7593,13.329,13.5484,13.319,13.0212,12.9792,13.1012,12.5484,12.7575
BSU21598,7.3217,7.7959,7.7715,7.1471,7.4484,7.4443,7.7979,8.1246,8.2135,9.9147,10.4464,8.5179,9.4495,8.0394
BSU21599,7.0312,6.9417,7.2599,7.029,7.0068,7.1483,7.0542,7.3295,7.1654,8.3552,10.09,7.3754,7.2036,6.933
BSU21600,11.62,12.3878,12.3355,11.3822,11.8868,11.5972,13.6954,14.0569,13.5971,12.9603,13.4289,13.4988,12.2202,12.744
BSU21610,12.6084,12.4254,12.0764,12.545,12.7343,12.4103,10.6421,10.8178,7.5588,7.9083,9.2454,7.5111,6.941,7.0865
BSU21620,12.9761,12.9008,12.8955,12.4961,13.124,12.9117,11.1112,11.5903,7.8077,7.9699,9.4598,7.7158,7.4022,7.6467
new_2281501_2281666,11.574,12.1132,12.071,10.2593,11.6096,11.5138,13.2317,13.4866,13.3457,12.0709,12.912,12.3451,11.7969,12.4323
BSU21630,10.3302,10.9126,10.8694,10.0662,10.3368,10.1526,12.564,12.8471,11.6466,11.2268,11.4723,11.3631,11.0715,11.2017
new_2282285_2283135_c,8.9928,9.2515,8.7776,8.5475,8.684,8.394,9.7536,9.904,10.3183,9.4599,10.4598,9.5318,8.4684,8.9899
new_2282486_2282578,9.4651,10.322,10.0898,8.6759,9.3357,9.3884,11.7309,12.1585,10.9037,10.8824,10.9083,10.7864,10.7575,10.7808
BSU21640,9.2505,9.3474,8.9605,9.3171,8.4686,8.9857,9.4379,9.5515,9.7634,8.5731,9.9571,8.8112,7.7831,8.5072
new_2283652_2283755_c,9.7685,9.7535,9.3415,8.4873,8.3972,9.3064,9.4754,9.4653,9.4987,8.8395,10.2136,9.0125,8.3031,8.6108
BSU21650,9.5314,9.5212,9.3642,9.2845,9.2314,9.1927,11.172,11.5283,11.2289,10.4005,10.9991,10.6748,10.0246,10.6229
BSU21660,10.714,10.3868,9.9615,10.4058,10.8449,10.5449,10.2915,10.2992,10.7622,10.0868,10.6009,10.3045,8.8084,9.722
BSU21670,10.306,10.0757,9.9159,9.7837,10.1989,10.0464,10.4628,10.3804,10.7081,10.6436,11.0214,10.7512,10.1091,10.5032
BSU21680,11.9565,11.9622,11.7957,11.6537,11.8191,11.5364,12.2135,12.4964,12.6465,12.0229,12.4366,12.0627,12.6858,12.951
BSU21690,12.4028,12.407,12.0331,11.8417,12.1691,11.7285,12.2386,12.4341,12.7174,11.888,12.6026,12.1082,12.4098,12.8707
new_2288083_2288193,13.1913,13.3057,13.4244,12.567,12.9187,13.1399,13.6017,13.816,14.2787,13.4841,14.3996,13.8268,14.0043,14.1075
BSU21700,12.7205,12.9496,12.8155,12.4514,12.6246,12.6823,13.8569,13.5644,15.2327,14.5194,14.9518,14.5684,15.0474,15.1369
new_2288652_2289883,8.3807,8.7207,8.1284,8.0261,8.1848,7.9683,9.4239,9.3145,9.0048,8.7629,9.8528,8.2499,8.3863,8.5767
BSU21710,9.2477,8.626,8.4234,8.8985,9.0459,9.1656,8.5958,8.9538,9.5419,9.3181,9.8335,9.0433,9.382,9.7911
BSU21720,12.4329,12.3186,11.9651,12.4029,12.37,12.3552,13.2261,13.185,14.2178,13.9018,14.0911,14.0938,13.5986,13.822
BSU21730,12.0101,11.7342,11.5233,12.2037,11.8227,11.8077,12.611,12.6749,13.7141,13.4219,13.5199,13.4045,12.9065,13.1991
BSU21740,12.3412,12.1982,11.8833,12.0772,12.177,11.8617,12.8582,13.0389,14.2176,13.7582,14.034,13.7225,13.0804,13.4878
BSU21750,9.8132,10.3904,10.162,9.2014,8.983,8.8934,11.6027,11.6621,13.3184,12.6202,12.9857,12.7664,11.8206,12.4436
new_2292285_2292400_c,9.5345,9.8673,9.5716,9.2119,8.7573,8.7877,10.8135,10.2071,12.8446,11.9604,12.3683,11.9662,11.3924,11.8742
BSU21760,10.4593,10.8705,10.2333,9.6055,10.3839,10.2385,12.3818,12.8974,13.8459,13.4473,13.935,13.3272,12.731,12.9712
BSU21770,9.3687,10.8982,10.4655,9.6221,10.0344,8.9526,12.8344,12.745,14.2723,13.6497,14.0426,13.4562,12.8105,13.3764
BSU21780,10.2381,10.7206,10.8141,9.8073,10.0265,9.9849,12.6333,12.7611,12.8102,11.8895,12.7922,11.9506,13.3492,13.5053
BSU21790,9.097,9.4888,9.5396,9.2992,9.0812,9.1014,11.194,11.437,12.0066,11.4501,11.9168,11.2046,12.1382,11.9877
new_2295944_2297045,7.245,7.2586,7.4268,7.3516,7.2009,7.2719,8.2208,8.4659,8.581,9.2639,10.1679,8.2608,9.1843,8.3802
BSU21800,11.7283,11.3137,10.8573,11.6284,11.5312,11.4667,12.1143,12.2169,12.2865,12.2607,12.2467,11.7068,12.6042,12.8377
BSU21810,12.3271,11.7247,11.6295,12.1723,12.2287,11.991,12.6078,12.6856,12.9453,12.461,12.7131,12.2857,12.9516,13.1492
BSU21820,11.8443,11.3318,10.9086,11.8485,11.9046,11.3846,11.8255,12.2307,12.4399,11.8497,12.2224,11.7292,12.0008,12.4247
BSU21830,12.9086,13.0694,12.7857,12.3459,12.7613,12.4512,13.998,14.1281,14.7163,14.5109,14.7122,14.2759,14.4937,14.6872
new_2298463_2299409,8.2973,8.1242,8.1465,7.8827,8.0304,8.3037,8.6379,8.5401,8.6143,10.3846,10.1062,8.7012,10.2029,9.1924
BSU21840,13.271,13.5663,13.0509,12.95,13.2249,12.8108,14.2537,14.2625,15.1623,14.6261,15.0549,14.6411,13.9721,14.3529
BSU21850,10.5215,10.3891,9.9161,10.2993,11.5059,10.3005,10.6025,10.7706,9.9065,9.3204,9.8258,9.0971,9.6487,10.1956
BSU21860,12.9255,12.824,12.5404,12.782,13.1152,12.5614,12.6765,13.011,13.3315,13.1095,13.3823,12.4019,12.5545,12.7486
new_2300697_2300761_c,8.4359,9.2079,8.8149,8.5991,9.4984,8.0272,11.9485,12.0453,14.6576,14.2757,14.233,14.1816,14.5098,14.6022
BSU21870,8.4005,9.6973,8.9367,8.657,9.749,8.327,12.2473,12.0586,14.5015,14.2826,14.438,14.107,14.2992,14.6895
new_2302439_2302629_c,8.8537,10.3924,9.2586,8.5767,10.2834,8.9161,11.5118,10.8455,14.266,13.4665,14.0156,13.8094,11.9096,12.7141
BSU21880,12.1643,12.0092,11.7445,11.8397,12.0211,11.7492,13.0703,13.3914,13.1991,12.7718,13.0406,12.6958,12.952,13.5267
BSU21890,10.2304,10.4436,10.2521,9.4556,9.9507,9.7909,11.6497,11.5289,11.624,10.8315,11.3861,10.7936,10.1502,10.965
BSU21900,10.2914,10.5112,10.1481,9.3244,9.9292,9.6728,11.1595,11.1676,11.0206,9.9992,10.886,10.1611,8.2943,9.4204
new_2305036_2305183_c,9.6128,10.2491,9.8115,8.7747,9.1566,8.9343,10.4838,10.4788,10.8876,9.9731,11.3428,10.1195,7.3661,7.9825
new_2305261_2305347,11.2618,9.8374,8.976,9.8643,11.7198,10.4578,8.6777,8.7935,8.5025,8.727,10.0692,8.1947,7.4372,7.7982
BSU21910,12.3407,11.9807,11.2788,11.8654,12.607,11.4934,11.3585,11.337,12.0241,11.3182,11.8186,11.3683,9.8405,10.6354
new_2306333_2306513,14.0238,13.9147,13.4466,13.9548,13.8434,13.5227,13.0773,12.9709,13.5663,12.9469,13.5163,13.0947,12.0452,12.6629
BSU21920,13.6615,13.4767,12.6821,12.9851,13.3771,13.2899,13.3808,13.3045,13.9069,13.4958,13.8967,13.4262,12.6662,13.1758
new_2306683_2307712_c,7.3656,7.3427,7.7398,7.388,7.178,7.452,7.1961,7.4099,7.5301,9.7036,10.3506,7.5411,8.7103,7.4859
new_2307814_2307904,16.1543,16.3794,16.3791,14.6981,15.6483,15.7894,16.0926,15.9812,15.295,15.2319,15.8613,15.3516,15.4765,14.7941
BSU21930,16.3571,16.4047,16.4038,16.1362,16.3129,16.3229,16.3306,16.2239,16.3224,16.1647,15.9561,15.6508,15.9403,15.7301
BSU21940,9.8841,10.4308,10.4468,8.662,9.8503,9.5933,9.459,10.3503,8.4901,9.0431,10.1768,8.333,9.5472,9.1905
new_2308165_2308470,9.1543,10.6806,9.2891,9.3872,7.9709,8.625,10.9727,10.8929,11.3861,10.9993,11.483,10.7121,10.3115,10.7829
BSU21950,9.2627,9.344,9.4061,8.2315,7.4247,7.9518,10.5686,10.7543,10.6046,10.037,10.7226,10.0833,9.0473,9.0898
BSU21960,9.3228,9.2755,9.1769,8.9739,8.552,9.2421,10.1073,10.4051,10.8651,10.619,10.8571,10.6708,9.8398,10.3895
BSU21970,9.7941,9.8086,9.2777,9.4587,9.0765,9.6861,10.8775,10.8816,11.488,10.9604,11.4289,11.0024,10.3914,10.9054
new_2309648_2309785_c,9.9949,9.9072,9.2262,8.9846,9.2465,9.903,10.3364,10.4975,11.3832,10.6675,11.3373,10.8704,9.5713,10.3839
BSU21980,10.4412,10.6781,10.1272,10.4771,10.4908,10.1979,10.593,10.3882,10.3777,9.961,10.6036,9.5398,8.6495,9.1753
new_2309787_2310176_c,8.5309,8.2516,8.1235,8.3869,7.8551,8.3026,9.4227,9.2666,10.4688,10.0926,10.5946,9.9465,8.4653,9.0649
BSU21990,10.5746,10.8246,10.4635,10.6152,10.6349,10.5189,11.2507,11.0861,10.9163,10.3122,10.6961,10.1181,9.8678,10.2352
BSU22000,11.0104,11.2241,10.8513,10.4729,10.6252,10.8586,11.5958,11.5787,11.1444,10.5571,11.2301,10.5645,10.1214,10.451
new_2310988_2311968,8.2711,8.5206,8.442,7.9354,7.2316,7.7846,8.538,8.3298,8.3728,8.7695,9.7399,8.0883,8.2883,8.033
BSU22010,11.5665,11.4356,11.2713,11.4022,11.6134,11.2514,12.2173,12.2123,12.7569,12.4865,12.7325,12.1071,12.804,12.935
BSU22019,12.4864,12.8616,12.1005,12.2161,12.695,12.0029,13.0438,12.8525,12.824,11.5667,12.652,11.5179,10.4018,10.7811
BSU22020,12.6945,12.8918,12.4706,12.223,12.9659,12.139,13.1567,12.9702,12.9266,11.7449,12.6978,12.0189,10.0834,10.5286
BSU22030,10.706,10.6779,10.6159,9.7828,9.5246,9.5576,10.4486,10.6069,10.1869,9.4886,9.9441,9.5545,8.9237,9.6822
new_2316111_2316182_c,11.052,10.5854,10.5391,9.7416,10.2805,9.9863,9.9721,10.1292,10.3942,9.3882,9.9461,9.5927,8.2308,8.6758
new_2316227_2316424_c,11.0876,12.1173,11.5664,9.6,11.6755,11.6605,10.8815,10.662,8.5375,8.4859,9.7773,8.0052,7.3399,7.3773
BSU22040,6.9717,6.8569,7.1135,7.2061,7.6057,7.1927,6.9969,6.8837,6.9759,7.1663,7.6981,7.1792,6.488,6.3629
BSU22050,7.4717,7.4303,7.5637,7.5374,8.4089,7.5204,7.2957,7.2814,7.5193,7.6159,8.3461,7.3963,6.6156,6.5061
BSU22060,11.7035,12.6827,12.1989,12.5524,11.6781,11.6104,10.2384,10.7281,6.7973,7.1366,7.9361,7.0344,6.8277,6.7795
BSU22070,11.7467,12.7017,12.2435,12.6977,11.7552,11.6127,10.0399,10.6161,6.7194,7.1344,7.9407,7.0662,6.7571,6.714
BSU_misc_RNA_34,12.3287,13.0151,12.5046,12.901,11.8785,11.5609,10.6229,10.9814,10.4365,10.4364,10.898,10.1214,9.8771,9.8976
new_2320214_2320354_c,12.3138,12.9334,12.8456,11.3482,11.8229,11.8502,11.0711,12.0922,11.3567,10.9226,11.2899,10.9076,10.2427,10.4714
BSU22080,12.6834,12.9926,12.7983,11.9817,12.1144,11.8723,12.0729,12.3618,11.9402,11.0326,11.6007,11.1434,10.4858,11.191
BSU22090,9.4849,9.461,9.1748,8.3749,8.1459,8.3419,9.7296,10.1453,10.2589,10.1467,9.9477,9.9885,10.0981,10.6359
BSU22100,9.217,9.1067,8.9419,7.9862,7.5396,8.0207,9.5496,9.985,10.0075,9.6637,9.8233,9.5946,9.3823,9.8668
BSU22110,9.7417,9.6604,9.4397,8.8079,8.4307,8.9886,10.0325,10.4043,10.1167,10.0322,10.1026,9.9258,9.8154,10.2393
BSU22120,10.0911,9.976,9.6835,9.2226,9.3633,9.5816,10.2503,10.4821,10.2626,10.0677,10.3947,10.0346,9.4668,10.0828
new_2325774_2325853,11.363,11.397,11.4066,10.7649,11.2142,11.1643,11.4796,11.5686,11.8355,11.4122,11.7511,11.5187,10.7949,11.1958
BSU22130,10.2023,10.4101,10.1007,10.2262,10.2642,10.2606,10.4134,10.8303,10.8736,10.5757,10.7182,10.3721,10.351,10.8261
BSU22140,9.9049,10.1526,9.7203,9.1957,9.8448,9.8139,10.3641,10.7477,10.6149,10.8266,10.8285,10.4948,10.622,10.7387
BSU22150,11.8737,10.9782,10.7658,12.0733,11.0641,11.9426,11.3783,11.6931,11.3591,10.9678,11.2927,10.9345,11.1126,11.5681
new_2329450_2329514_c,10.2067,9.3698,9.5831,7.8808,9.2486,10.1149,9.1046,9.8044,8.7845,8.8536,9.5839,8.6552,8.4935,8.7707
BSU22160,10.9162,9.9982,9.7312,10.9616,9.8398,10.8372,10.0049,10.1982,9.0937,8.8675,9.459,8.7565,8.5764,9.0719
new_2329736_2330041_c,10.7879,9.7599,9.6487,11.0125,9.7485,10.7133,9.9014,10.0075,8.6152,8.5834,9.1864,8.5597,8.621,8.8531
BSU22169,7.3554,7.5679,7.5705,7.305,7.4582,7.568,8.751,9.1055,9.9733,9.6472,10.4868,9.359,9.148,9.0503
BSU22170,12.9097,12.092,11.7442,13.0869,12.1587,12.7034,11.5137,11.7839,10.9795,10.344,10.8729,10.3896,10.4992,11.2489
BSU_misc_RNA_35,16.3291,16.3401,16.1279,15.7898,16.3508,16.1562,15.4038,15.6988,15.7362,15.8726,16.0447,15.1453,16.2203,16.0772
BSU22180,14.3466,14.3333,14.2214,13.8898,14.2209,14.2432,13.8484,14.129,14.6085,14.2765,14.7555,14.2429,14.0758,14.0952
BSU22190,12.6887,12.3124,11.8075,12.7005,13.0317,12.699,11.34,11.1827,10.0659,9.0428,10.0057,9.351,9.4689,9.7515
BSU22200,14.0469,13.5934,13.0721,13.8883,14.048,13.6502,13.1596,12.9717,12.9304,12.5612,13.0871,12.3577,13.1834,13.608
new_2333056_2333210_c,14.5693,14.4024,13.747,14.248,14.7349,14.3078,13.191,13.1782,13.1654,12.6577,12.944,12.5845,13.0388,13.6715
new_2333212_2333323_c,11.5804,11.6604,11.5276,11.3813,11.24,11.3214,11.1591,11.364,11.4897,10.9612,11.3418,10.891,12.9215,13.149
BSU22210,11.3923,11.2909,11.0614,11.314,10.9065,11.1053,11.0297,11.2048,11.283,10.5883,11.1789,10.492,12.4613,12.8388
BSU22220,11.1252,10.9526,10.7649,10.9771,10.9821,10.9386,10.5754,10.7356,10.1467,9.6231,10.0566,9.5985,10.6999,11.2958
BSU22230,12.6001,12.5668,12.3973,12.0015,12.5161,12.2974,12.9414,13.3202,13.3997,12.854,13.2631,12.7004,13.0071,13.1779
BSU22240,6.9554,6.7578,7.0824,6.8577,6.9234,6.9978,6.8436,6.7047,8.028,7.9047,9.6726,7.1385,6.5338,6.4744
new_2337997_2338147,6.916,6.7346,7.1061,6.8316,6.9475,6.9917,6.8192,6.4708,7.0427,7.6111,8.942,6.9577,6.5034,6.4024
BSU22250,7.3313,7.1299,7.2775,7.3481,7.1819,7.2698,7.1044,6.9551,9.0425,8.0119,9.5809,7.8056,6.7986,6.746
new_2338392_2338537,7.0627,6.8821,7.1224,7.0262,7.0053,7.1335,6.8823,6.6875,7.2819,7.8659,9.4409,7.1876,6.7344,6.5312
BSU22260,12.4447,12.7976,12.5753,12.0351,12.6778,11.8419,12.6405,12.9671,12.0737,11.8592,12.2692,12.109,11.8874,11.9852
BSU22270,10.5813,10.3546,10.043,10.3973,10.646,10.548,10.8708,11.0738,12.233,11.9121,12.2642,11.5716,11.4357,11.466
BSU22280,7.3881,7.4789,7.5473,7.1565,7.2337,7.2602,8.1764,8.2102,11.0485,10.3779,10.9726,10.2641,8.4655,8.4641
BSU22290,7.1808,7.3744,7.3885,7.1847,7.0547,7.1594,7.6362,7.6733,8.4221,8.4211,9.5291,7.9244,6.7016,6.6497
BSU22300,7.1411,7.0115,7.2761,7.2064,7.2042,7.2676,7.1779,7.1898,7.1853,8.0241,9.4953,7.2602,6.776,6.6564
new_2339954_2340289,12.3297,11.364,10.9562,11.1855,11.9103,11.8814,9.6302,9.8578,8.9216,8.5763,9.4915,8.333,8.1379,8.6805
