Glu_1,Glu_2,Glu_3,GM-0.1_1,GM-0.2_1,GM+5_1,GM+15_1,GM+25_1,GM+45_1,GM+60_1,GM+90_1,GM+120_1,GM+150_1,GM-0.1_2,GM-0.2_2,GM+5_2,GM+10_2,GM+15_2,GM+25_2,GM+45_2,GM+60_2,GM+90_2,GM+150_2,GM-0.1_3,GM-0.2_3,GM+5_3,GM+10_3,GM+15_3,GM+25_3,GM+45_3,GM+60_3,GM+90_3,GM+120_3,GM+150_3
new_943787_944498_c,8.7538,8.1353,8.4695,7.7659,7.9819,7.6047,7.4123,7.6346,7.5359,7.4402,7.5629,7.7364,7.9448,7.9761,7.9763,7.7433,7.3316,7.8964,7.4856,7.0646,7.0746,8.0758,7.203,8.2263,7.616,7.9479,7.3922,7.7513,7.649,7.8299,7.5901,7.7862,8.3505,7.8087
BSU08720,13.2105,12.8882,13.1734,12.6515,12.4046,12.5984,12.8613,13.6233,13.1239,13.0582,13.0509,12.2376,12.9167,13.3962,13.4251,12.9096,12.8813,12.8593,13.3432,12.2032,12.2974,13.2669,12.0403,13.3616,13.2304,13.0658,11.9196,12.8362,12.6578,12.2992,12.2488,12.988,12.966,12.9403
BSU08730,12.5476,12.4963,12.6037,12.2554,11.9292,11.6616,12.5695,12.4438,12.6179,12.4128,12.5121,11.7927,11.8313,12.2866,12.2317,12.345,12.2951,12.2742,12.0311,11.1189,11.0529,12.6181,11.2964,12.4553,12.2556,12.7515,11.4352,12.5023,11.8927,11.656,11.8074,11.4746,11.8201,12.0708
BSU08740,12.231,11.8729,12.0496,11.8235,11.5927,11.7176,11.853,12.4386,12.1173,11.9828,12.0951,10.695,12.0802,12.4381,12.0069,11.6906,11.5219,11.6754,11.9874,10.7944,10.9978,12.1283,10.9086,12.6725,12.3396,12.1286,10.8826,11.8532,11.5454,11.1268,11.2093,11.5082,11.9038,11.3753
new_945324_945415,9.5834,9.1514,8.8673,8.0524,8.2354,8.3719,7.9221,8.4459,8.46,8.1472,8.463,8.0117,8.5263,8.5194,8.8369,8.1304,7.6984,7.8524,8.1829,7.2867,7.5452,8.502,7.3354,8.7588,8.3785,8.3024,7.5548,7.9535,8.1391,8.1928,7.8619,8.4386,8.8405,8.5391
new_945417_945519,12.6275,12.258,12.8339,12.0876,11.9158,12.0163,12.3515,12.5785,12.7753,12.7448,12.6386,11.3144,12.0956,12.4045,12.9467,12.2765,12.1114,12.0404,12.5053,11.302,11.5303,12.6855,11.3631,12.1232,12.38,12.3493,11.1985,12.196,11.6258,11.0728,10.9749,12.5516,12.2472,12.7126
BSU08750,12.0739,11.979,12.1827,11.7286,11.551,11.6374,11.9975,12.2965,12.2197,12.015,12.1562,10.9923,11.6088,12.0857,11.9922,11.9301,11.7696,11.8597,11.9029,10.9788,11.0556,11.9379,11.1561,11.929,11.857,11.7901,10.8433,11.7546,11.4384,11.0514,11.1711,11.5313,11.6059,11.7213
new_946423_946695,14.9598,14.2977,14.443,14.086,14.3849,14.2168,14.5914,15.4551,15.1119,14.9317,15.3069,15.1936,15.517,13.9821,14.3415,14.1736,14.1567,13.8123,15.3338,14.1071,14.6547,16.1135,13.0821,14.0324,13.7621,14.416,13.5106,13.8688,14.2744,13.3915,13.1163,14.7929,15.8311,14.6945
new_951346_951431,13.5343,14.2787,13.956,12.076,11.4386,11.8537,12.6387,13.2482,13.3018,13.5257,13.1312,11.2653,12.9343,13.3888,13.1949,12.9997,12.0631,12.2489,13.1751,11.7771,11.5758,13.6053,12.2568,12.6519,12.772,12.8621,11.929,12.1535,11.361,10.852,10.8386,13.095,13.4796,13.353
BSU_tRNA_30,14.9068,14.7771,15.1308,14.9405,14.4696,14.2432,14.9952,15.5756,15.4062,15.2831,15.2538,14.2022,14.8089,15.2388,14.3367,15.0827,14.8327,14.9191,15.3512,14.0554,13.5625,15.3647,14.4141,14.9155,15.1019,15.4442,14.4512,14.9821,14.1992,13.7278,13.6558,13.7959,13.9604,14.3669
BSU_tRNA_38,14.4257,14.8878,15.1277,14.1087,13.6981,14.2892,14.3169,15.1672,14.7892,15.0201,14.7536,13.5471,14.4611,14.7858,14.0466,14.4707,14.3947,14.4034,15.0303,13.8871,13.6996,14.6697,13.7823,14.4171,14.6094,14.6698,13.5601,14.2884,13.9693,13.5338,12.9791,13.7734,13.7783,14.0359
BSU_tRNA_42,13.6196,13.7569,13.6661,13.0371,12.5717,13.1124,13.2397,13.9487,13.5801,13.404,13.299,12.6501,13.1841,13.7801,12.99,13.354,13.0056,13.0243,13.7863,12.7805,12.8383,13.8531,12.295,13.3326,13.5072,13.6382,12.6978,13.1481,13.2584,13.0208,12.8242,12.2917,12.9343,12.785
new_952948_953024,13.8202,13.7988,13.7625,12.5853,9.8093,13.0169,12.8364,14.1055,13.2404,13.4794,12.9851,8.8757,13.2407,14.0573,12.2244,13.3577,12.5816,12.6372,13.9047,12.8898,12.7115,13.7921,12.4219,13.7606,13.63,13.6293,12.771,13.1412,13.2191,10.5074,12.6581,12.2629,12.8487,11.9666
new_953026_953194,11.9814,11.4408,11.3023,9.5367,8.6112,9.8015,9.8226,10.5582,10.5179,9.9304,9.6754,8.5919,10.2135,10.6012,10.2465,9.811,9.5967,9.591,10.4505,9.3838,9.5662,10.4742,8.6334,10.6076,10.5343,10.3689,9.4121,9.7752,10.4758,9.8824,10.0418,10.3379,10.5787,10.3015
BSU_tRNA_44,11.3507,11.3974,10.9779,9.4797,10.0462,9.8686,9.4962,10.6768,10.281,10.3243,9.3096,8.4715,10.505,10.9096,11.5507,10.4072,10.2695,11.2596,10.9045,9.4518,9.8422,10.818,8.0752,11.0202,11.2922,11.2293,8.9174,11.727,10.7906,9.886,10.3983,10.4368,10.5394,10.8512
BSU08760,13.721,13.4023,13.5025,12.9237,12.5282,13.1208,12.9779,13.1767,13.4752,13.3843,13.6356,12.9149,13.8337,13.1466,12.8984,13.4595,13.0728,12.5661,12.8861,12.5062,12.4845,13.6807,12.9973,13.1727,13.1209,13.7537,12.2329,12.5058,12.2584,12.6382,12.4281,12.8688,13.1823,13.8696
BSU08770,9.8039,10.212,9.3368,8.1302,8.3355,8.2557,8.4648,8.5631,8.5529,8.3818,8.3711,8.2077,8.3055,8.6814,8.6891,8.0931,8.0939,8.267,8.6062,7.7648,8.8406,8.5745,7.8506,8.6303,8.289,8.3186,7.5405,8.4485,8.4602,8.3336,8.394,8.342,8.7751,8.3212
BSU08779,9.2819,8.1041,8.2402,7.8557,7.9774,7.8827,7.8441,7.9754,8.0984,8.0224,8.0264,7.9524,7.9765,8.4326,8.1506,7.8498,7.8907,8.2012,8.0603,7.3893,7.8754,8.1827,7.8241,8.3518,8.1198,8.314,7.6994,8.1253,8.157,8.408,8.0591,8.1163,8.5815,8.1378
BSU08780,11.2006,10.9967,11.0568,11.0838,11.0572,10.7423,11.2681,11.4309,11.3936,11.1397,11.147,9.9012,10.5722,11.8613,11.966,11.2777,11.3142,11.433,11.5918,10.4789,10.4935,10.9989,9.9997,12.01,11.6443,11.3294,10.2325,11.0899,10.6698,10.6226,10.301,11.0507,10.2975,10.6263
BSU_misc_RNA_11,14.8783,14.7606,14.9993,14.0651,14.1017,14.2331,14.4082,15.8026,15.1445,15.0579,15.0392,12.9685,14.1574,15.4264,15.193,14.7188,14.7089,14.7693,15.766,14.4511,14.2298,14.9709,14.4835,15.3265,15.4668,14.9979,13.9602,14.5373,14.5703,13.4822,14.2105,15.1827,14.0756,13.1969
BSU08790,14.9848,14.9548,15.176,14.713,14.5897,14.3916,14.9023,15.6345,15.4554,15.4038,15.2985,13.2445,13.974,15.3856,15.1682,15.0594,15.1191,14.9736,15.5647,14.8906,14.6103,15.0379,14.868,15.5213,15.5155,15.2204,14.232,14.8193,14.7195,14.7157,14.644,14.9785,13.8149,13.5319
new_957688_958613,10.709,10.7028,10.9698,10.5784,10.536,10.3891,10.7735,11.3219,11.3473,11.3342,11.1078,9.2161,9.5477,11.4162,10.9301,11.0221,10.8595,10.5729,11.0653,10.5375,10.4171,10.5105,10.0883,11.6311,11.4999,11.0337,9.8324,10.487,10.2228,10.4255,10.2683,10.4061,9.6689,9.2281
BSU08800,7.8385,7.1729,7.327,7.1519,7.773,6.9329,6.9268,6.7874,6.961,6.8086,7.0465,7.9831,7.4517,6.9837,7.4664,6.3594,6.5516,7.0903,6.9038,6.374,7.1327,7.6532,7.1279,7.2908,6.5725,6.9036,6.7885,6.8728,7.1889,7.7048,7.4675,7.5463,8.0562,7.3655
BSU08810,8.1156,7.1841,7.3663,7.1938,7.4624,6.944,6.9827,6.8617,7.1358,6.7544,7.1204,7.8462,7.5586,7.0806,7.487,6.6174,6.6253,6.9937,6.9801,6.3856,7.4611,7.8811,7.4995,7.3141,6.6955,6.9932,6.8073,7.0907,7.3579,7.805,7.8588,7.7902,8.3406,7.5343
BSU08820,11.5068,11.1419,11.4522,11.0089,11.2116,11.3963,11.243,11.7706,11.473,11.4589,11.459,10.759,11.1668,11.7433,11.5332,11.9,11.5077,11.2207,11.0769,10.5494,10.6075,11.6503,9.0738,11.9031,12.1028,12.7041,11.3823,11.6211,11.0273,10.9539,10.5399,11.3693,11.553,11.6182
new_961009_961338,9.2389,7.2572,7.3294,7.0687,7.2379,7.0307,6.901,6.8212,6.6605,7.0074,6.9961,7.4701,7.4781,7.7369,7.5084,6.4518,6.6278,7.0161,7.2525,6.447,6.9705,7.7766,6.6173,7.4755,6.8242,7.0335,6.8422,7.1865,7.3403,7.7026,7.3291,7.5706,8.15,7.9152
BSU08830,7.4616,7.0659,7.2263,7.1593,7.7818,6.869,7.0912,6.9124,7.2111,6.7798,7.1954,8.0856,7.4079,6.8241,7.442,6.489,6.5259,7.1335,7.3037,6.711,7.4925,7.697,7.5211,7.4204,6.6985,7.0485,6.7597,7.435,7.74,8.0112,7.8569,7.656,8.1116,7.2563
BSU08840,7.1817,7.1525,7.2114,7.1591,7.7012,6.9708,7.0527,6.9238,7.1019,6.7914,7.0726,8.0466,7.4539,6.724,7.4536,6.4934,6.5027,7.1797,7.2575,6.6873,7.4153,7.7099,7.4939,7.3852,6.7109,7.0439,6.7867,7.3321,7.7089,7.9353,7.7536,7.6521,8.1499,7.2054
BSU08850,6.9302,7.1273,7.1843,7.1167,7.8818,6.9537,7.1621,6.9335,7.1886,6.9283,7.2393,8.0538,7.3656,6.7292,7.4289,6.5134,6.5649,7.1373,7.2071,6.5808,7.1267,7.5803,7.054,7.2808,6.6979,6.9626,6.8373,7.2327,7.5513,7.9034,7.6777,7.6224,8.0056,7.0779
BSU08860,7.2245,7.404,7.4251,7.4002,8.1562,7.2388,7.5075,7.3655,7.4623,7.1437,7.4674,8.3366,7.5377,7.0633,7.6253,6.9094,6.9367,7.4087,7.6254,7.0345,7.5593,7.9448,7.5518,7.6515,7.149,7.3088,6.8457,7.6069,8.1175,8.1091,7.9928,7.775,8.2092,7.3062
BSU08870,9.9405,9.5945,9.9122,9.8346,9.8085,9.4876,9.9433,9.9886,10.1532,9.8689,9.8947,9.3705,9.517,9.8054,10.7225,9.6773,9.8092,9.8331,9.9763,9.0741,9.2954,9.8915,9.0315,10.0764,9.7805,9.7419,8.922,9.7641,9.7375,9.7053,9.3234,10.0759,9.6829,9.8766
new_965798_965868,7.7442,7.4439,7.5056,7.4337,7.9599,7.3954,7.4784,7.4974,7.6523,7.4715,7.6341,7.8145,7.9276,7.3059,7.8183,7.1208,7.2636,7.6346,7.5902,6.8184,7.6284,7.9215,7.0798,7.8477,7.5584,7.5754,7.249,7.5292,7.7112,8.1012,7.8359,7.8649,8.3524,7.6894
BSU08880,8.0201,7.5638,7.6079,7.7205,8.2918,7.4032,7.7519,7.5363,8.0186,7.6192,7.9187,8.3822,7.953,7.2892,7.7891,7.2825,7.4144,7.9014,7.5753,7.0113,7.7305,7.9574,7.6611,7.8123,7.3047,7.692,7.1682,7.7951,7.7619,8.181,7.9178,7.8227,8.313,7.6293
BSU08890,10.472,10.5913,10.4846,9.8595,9.9137,9.8969,10.0958,10.3763,10.465,10.323,10.1992,9.6592,10.1736,10.6476,9.6411,10.3917,10.0552,9.936,10.1353,9.6769,9.6728,10.581,9.5839,10.456,10.1596,10.3902,9.24,9.9868,9.8174,9.9972,9.6852,9.3995,10.324,9.4439
BSU08899,10.6184,10.7554,10.5458,10.3674,10.3016,10.2963,10.5553,10.7716,10.9501,10.7097,10.6697,10.2449,10.3606,10.6681,10.3368,10.6974,10.4418,10.1833,10.5747,10.1399,10.1478,10.8779,10.0403,10.5215,10.4368,10.8637,9.6188,10.1575,10.0893,10.219,9.9561,9.91,10.4999,10.0427
new_967139_967321,10.1717,10.3146,10.569,9.3872,9.3867,9.9042,9.8354,10.5942,10.2257,10.3476,9.9302,8.9518,10.279,10.3326,10.9994,9.9186,9.792,9.8265,10.8255,9.369,9.7025,10.6431,8.7644,10.2977,10.311,10.2682,9.5514,9.8652,10.175,9.2415,9.9512,10.4642,10.6724,10.3209
BSU08900,9.9158,9.7413,9.9471,9.3823,9.3772,9.2749,9.6577,9.8667,9.8812,9.7442,9.7652,9.1563,9.5841,9.9096,9.9244,9.6729,9.7668,9.7791,9.8657,9.0593,9.0512,10.0266,8.6864,9.8596,9.6777,9.7874,8.9579,9.5784,9.4612,9.3927,9.1053,9.4568,9.6179,9.6079
new_967323_967934,8.9683,9.0506,8.965,8.3197,8.5275,8.1753,8.5887,8.7934,8.7889,8.5703,8.7019,8.4081,8.4686,8.7195,8.7358,8.4257,8.4523,8.554,8.8555,8.0027,8.1152,8.9074,7.5129,8.6303,8.407,8.5544,7.9835,8.3282,8.4421,8.5869,8.1591,8.519,8.9978,8.4036
BSU08910,9.1131,9.1965,9.2028,8.7791,9.0257,8.586,9.0869,9.2502,9.2987,9.0103,9.1438,8.9096,8.6828,9.1129,9.1763,8.9297,8.901,8.9218,9.0022,8.319,8.6675,9.1971,8.0478,8.9199,8.7461,9.0078,8.2493,8.7774,8.8309,8.7951,8.6324,8.8646,9.2143,8.753
BSU08920,7.7353,7.8163,7.788,7.6906,8.0339,7.3641,7.6633,7.5861,7.7491,7.4732,7.6843,8.1533,7.7481,7.5227,7.9795,7.3204,7.3015,7.5556,7.5392,6.9822,7.6133,8.0007,7.6197,7.775,7.2916,7.6131,7.2096,7.3765,7.6828,7.9942,7.9809,7.9171,8.3394,7.5477
BSU08930,12.6003,12.5212,12.5377,11.9147,11.7184,12.0669,12.4459,13.0267,12.7887,12.632,12.5989,11.4127,12.4537,12.6496,12.2178,12.5374,12.4906,12.7271,13.0675,12.1301,12.0248,12.9332,11.7538,12.3613,12.2224,12.3361,11.4843,12.5843,12.5302,12.2522,12.0963,12.0448,12.389,12.1029
BSU08940,11.1987,10.7394,10.8597,10.2824,10.1064,10.1331,10.4957,11.1982,10.9741,10.8557,10.8676,10.1241,10.8052,11.0304,10.9443,10.6189,10.1518,10.1006,10.6869,9.7712,9.8846,11.0949,9.908,10.6868,10.7944,10.7678,9.6459,10.2745,9.9288,9.734,10.0857,10.6033,10.3281,10.8313
BSU08950,10.528,10.5516,10.5766,10.1776,10.2403,9.8821,10.2211,10.2632,10.6394,10.476,10.6085,10.0791,10.215,10.3742,10.57,10.2269,10.048,9.8034,9.9283,9.5039,9.6475,10.5092,9.663,10.256,10.1824,10.3602,9.0854,9.8957,9.5717,9.7122,9.7322,10.2454,10.2172,10.3897
BSU08960,10.7543,10.5604,10.6203,10.2317,10.5207,9.9806,10.3661,10.6156,10.7683,10.5862,10.9509,10.25,10.4767,10.6678,10.808,10.3786,10.3231,9.9443,10.4315,9.4539,9.8597,10.8084,9.8651,10.7185,10.4809,10.5878,9.2616,10.1606,9.8285,9.9373,9.8031,10.2768,10.5079,10.5297
new_972833_973008_c,10.9189,10.3304,11.0771,11.6715,11.5413,11.1939,11.7821,10.869,12.0689,11.7363,11.8278,11.1852,10.8488,10.106,10.0112,11.0336,11.4465,11.751,10.6776,10.454,11.135,10.8281,11.4188,11.0458,10.7745,11.6519,10.6914,12.0692,11.5883,11.7165,11.2335,9.8863,10.9643,9.9894
BSU08970,7.6251,7.4905,7.7021,7.7042,8.1789,7.4936,7.6424,7.6253,7.7717,7.4854,7.676,8.0738,7.6968,7.1548,7.852,7.0682,7.1234,7.4042,7.2818,6.7901,7.5174,7.9031,7.4585,7.6279,7.019,7.3588,7.0422,7.4071,7.6261,7.9023,7.7212,7.7537,8.2841,7.4526
new_975132_975230,7.2048,7.3068,7.4657,7.2639,7.971,7.1995,7.1873,7.1282,7.5168,7.1846,7.1558,7.8461,7.5888,6.811,7.6266,6.4864,6.692,7.0157,6.9991,6.2182,7.0572,7.6563,7.0164,7.3814,6.9528,7.1136,6.9187,7.0421,7.2744,7.9205,7.3455,7.5614,8.2006,7.1802
BSU08980,8.684,8.7326,8.865,8.7568,8.9608,8.5782,8.9665,9.0154,9.0427,8.9049,8.9222,8.5576,8.6213,8.9091,8.8338,8.691,8.8476,8.9282,8.9426,8.1418,8.3291,8.8813,8.2549,9.0642,8.7465,8.9078,8.1748,8.8301,8.7163,8.9125,8.7808,8.4594,8.8723,8.2021
BSU08990,11.2657,10.7933,11.8887,10.0162,10,10.3874,11.3203,11.9741,11.6495,11.547,11.3354,10.4466,11.0306,10.217,10.7229,10.285,10.9222,11.2595,11.7363,10.5984,10.6152,11.4863,9.9721,9.9238,9.8801,10.1947,9.6193,10.597,10.9289,10.4191,10.5579,10.9002,10.8966,10.7195
BSU09000,10.5547,10.5304,10.9615,9.5687,9.7598,9.9149,10.9659,11.3709,11.2423,11.1291,10.9337,10.3153,10.7139,9.5604,10.1726,9.938,10.6026,10.6338,11.208,10.294,10.171,11.0416,9.6231,9.4084,9.2196,9.6604,9.3067,10.2578,10.3611,10.1556,10.2101,10.625,10.5642,10.4382
BSU09010,10.5437,10.5156,10.554,9.6612,9.6794,9.9257,10.8964,11.7487,11.2412,11.2096,10.9306,10.0042,10.6417,10.103,10.3894,10.1609,10.7202,10.8243,11.4639,10.4385,10.3246,11.2005,9.706,9.5002,9.5337,9.8897,9.4647,10.2727,10.4962,10.1885,10.2855,10.716,10.6314,10.3845
BSU09020,10.0189,10.1002,10.2059,9.6688,9.8727,9.5581,10.6654,11.287,11.0834,10.972,10.8135,10.1619,10.3134,9.837,10.164,9.7858,10.5572,10.7714,10.8716,10.2269,10.0343,10.6082,9.3157,9.2009,9.2882,9.4978,9.0299,10.0133,10.1388,10.2434,10.0491,10.3628,9.9558,10.2842
BSU09030,9.1695,9.1238,9.2631,8.9599,9.2016,8.8036,9.8633,10.4495,10.2806,10.138,9.8344,9.5912,9.5634,9.0852,8.7824,9.1237,9.6048,9.893,10.1697,9.2355,9.8258,10.3954,9.2844,8.7431,8.5676,9.013,8.5425,9.5818,9.9644,9.6855,9.8288,9.0226,10.0348,8.8097
BSU09040,8.1264,8.2916,8.384,6.9922,8.3534,8.2634,6.957,7.6334,7.3539,7.6104,6.663,9.0749,8.3502,7.3827,8.1831,6.8803,6.9863,7.741,7.711,6.445,6.8306,8.6074,6.6647,7.6942,7.2366,7.559,7.1766,7.167,8.2551,8.7265,9.0438,7.97,10.2331,8.0143
BSU09050,10.8912,10.5401,10.8523,10.1044,9.9135,10.3715,10.4703,10.9822,10.8417,10.8861,10.9277,9.7434,10.8,10.5448,10.6241,10.408,10.1661,9.9948,10.5923,9.9417,10.016,10.9124,9.7423,10.7587,10.48,10.6065,9.5684,10.2295,10.1666,9.5571,9.9835,10.7017,10.758,10.3991
BSU09060,10.8145,10.7284,10.7289,10.3745,10.5143,10.1445,10.7527,10.7086,11.1526,10.7922,11.2096,10.5179,10.5763,10.2208,10.7597,10.3113,10.5671,10.3034,10.5376,9.6035,10.0798,10.8988,10.1979,10.4668,10.1745,10.5279,9.3865,10.4029,9.9384,9.477,9.8956,10.4949,10.7025,10.686
BSU09070,10.6954,10.5584,10.5929,10.1648,9.9947,9.6807,10.5281,10.6428,10.829,10.5599,10.8938,10.2187,10.4499,10.2914,10.422,10.1591,10.1571,9.7678,10.305,9.4666,9.5471,10.8527,9.7042,10.2484,10.0741,10.4799,9.3117,10.0603,9.6904,9.6374,9.6001,10.2429,10.3506,10.4465
BSU09080,10.8251,10.8576,10.8446,10.3613,10.4532,10.0816,10.8216,10.7053,11.1899,11.0514,11.311,10.4939,10.6029,10.3933,10.6612,10.4295,10.5994,10.2419,10.5729,9.8021,9.9638,10.9845,10.0455,10.4021,10.3044,10.6512,9.5064,10.4263,9.9272,10.0266,9.9914,10.5415,10.4464,10.6948
BSU09090,10.563,10.3638,10.3246,9.9932,9.8183,9.8832,10.4178,10.5694,10.6509,10.569,10.8312,9.8214,10.4084,10.5227,9.96,10.1325,10.2383,10.0019,10.2983,9.8617,9.5828,10.7768,9.4878,10.3245,10.0316,10.1378,9.2868,9.8405,9.821,9.804,9.7961,9.8257,10.4395,9.993
BSU09100,14.9073,14.8708,15.2848,15.2155,15.0342,15.1239,15.3614,16.1578,15.9644,16.17,15.4708,14.7365,15.2867,15.5938,15.6057,15.3441,15.3091,15.6647,15.5825,14.5347,14.6839,16.0813,14.2549,15.4801,15.3831,15.992,14.6566,15.2033,15.5139,13.8892,15.0834,15.1214,15.7251,15.0797
new_984466_984593_c,16.1648,16.2977,15.9846,15.796,15.1641,15.3469,15.9989,16.4634,16.3929,16.3686,16.2678,15.0182,16.319,16.2365,16.3601,16.3919,15.8417,16.4049,16.4218,15.0299,14.8965,16.3894,15.8756,16.4248,16.3191,16.4551,15.8875,16.3485,15.9419,14.0047,15.2669,16.0315,15.8559,16.2446
new_984595_985733_c,10.6305,10.6573,10.7565,9.9907,9.8539,9.9561,10.1971,11.0414,10.5722,10.5978,10.6136,9.7075,10.0646,10.8224,10.4735,10.2081,10.1176,10.0584,10.5538,9.6527,9.616,10.5503,9.1738,10.3027,10.2731,10.2969,9.5279,10.0765,10.081,9.9236,9.7705,10.1323,10.562,10.1038
new_984790_984900,12.8999,12.5809,12.9088,12.3683,12.0483,12.3777,12.7088,13.0988,12.8927,12.8954,12.5136,10.6329,12.0281,13.0543,13.4429,12.7052,12.6223,12.6035,12.8783,11.8037,11.736,12.6184,11.1747,13.0268,13.0651,12.8942,11.9227,12.7486,12.4449,11.5723,11.8487,12.8293,11.8942,12.4117
BSU09110,12.0998,11.9976,12.246,11.933,11.6673,11.9078,12.3008,12.4247,12.3866,12.3512,11.8385,10.3933,11.6181,12.3979,12.5658,12.2469,12.0453,12.0373,12.0757,11.3803,11.2185,12.1126,10.5358,12.4101,12.4305,12.5143,11.4355,12.0689,11.849,11.4761,11.478,11.8207,11.3784,11.751
BSU09120,11.7449,11.5911,11.8803,11.2211,11.0833,10.9814,11.6783,12.1045,11.8602,11.7494,11.89,10.6822,11.2984,11.7495,11.7343,11.4593,11.5146,11.5407,11.9431,10.8835,10.8153,11.8519,10.2345,11.4423,11.3438,11.2946,10.4301,11.3159,11.2117,10.9065,10.9045,11.3927,11.6285,11.4485
BSU09130,11.508,11.3308,11.4296,10.5703,10.6921,10.2554,11.3291,11.981,11.4811,11.4718,11.8239,10.6197,11.1674,11.1878,11.2017,10.8369,11.5873,11.3062,12.2028,10.9165,10.6216,11.5134,11.1977,10.6154,10.5702,10.3864,10.2769,11.1019,11.2882,11.1442,10.7024,11.4007,10.829,11.3334
new_988013_988416_c,7.6018,7.5542,7.2674,6.9587,7.7634,6.9713,6.8335,6.8308,6.9468,6.6146,7.0703,8.0226,7.4025,6.8968,7.4658,6.5809,6.5432,7.0989,7.0402,6.555,7.2343,7.5795,6.8411,7.2241,6.6587,7.0745,6.8101,6.9326,7.2155,7.6158,7.5733,7.3938,8.0368,7.1793
BSU09140,7.9916,8.1659,7.6025,7.6769,8.2612,7.7131,7.5209,7.4341,7.5395,7.198,7.4203,8.1736,7.6816,7.6664,8.2549,7.7793,7.4945,7.7124,7.4034,7.1378,7.6231,7.915,7.6227,7.9071,7.3879,7.9812,7.2916,7.5445,7.6974,8.0772,7.826,7.7453,8.3235,7.5586
BSU09150,9.409,8.8184,8.9842,9.4294,9.2996,9.2581,9.6027,9.5169,9.7866,9.4056,9.4676,8.8926,9.1287,9.1983,9.4601,9.4987,9.7175,9.8912,9.8295,8.9582,9.063,9.6854,8.5628,9.8535,9.6666,9.9597,9.0576,9.9996,9.8056,9.4453,9.4242,9.0999,9.5575,8.9106
BSU09165,7.1606,7.2118,7.9469,7.4078,7.8051,7.2019,7.233,7.291,7.4495,7.0836,7.1995,7.8488,7.4957,6.6206,7.4605,6.4769,6.491,7.0505,6.9207,6.3326,7.2189,7.7377,7.3633,7.2769,6.6321,6.9412,6.7091,6.8499,7.2894,7.6495,7.5617,7.5488,8.0864,7.1281
BSU09180,8.1654,7.7733,8.1064,8.0766,8.3615,7.8502,8.0547,8.1299,8.114,7.9324,7.9289,8.2103,8.0232,7.8547,8.3598,7.7656,7.7829,8.0105,7.783,7.2108,7.4704,8.2558,7.2565,8.0528,7.7931,8.0074,7.4487,7.8416,7.7748,8.1107,7.8132,7.9586,8.4349,7.9259
BSU09190,9.9549,9.8754,10.157,10.003,10.199,9.8239,9.8913,9.8835,9.9494,9.8294,9.8352,9.2459,9.6688,9.9599,10.1606,9.7879,9.6242,9.292,9.1976,8.5273,8.9258,9.349,10.1327,10.0228,9.9612,10.2097,9.0162,9.6773,9.126,9.2431,9.0844,9.3727,9.3647,9.597
BSU09200,10.4957,10.3534,10.5295,10.4896,10.7197,10.3332,10.4882,10.5399,10.5502,10.3352,10.3666,9.7787,10.1945,10.5512,10.5961,10.3586,10.2823,9.9849,10.0128,9.1114,9.409,9.9538,10.497,10.6388,10.5417,10.6964,9.5337,10.1352,9.8159,9.6693,9.6257,9.8101,9.8286,10.0877
BSU09210,9.4347,9.3196,9.5391,9.0367,9.2933,8.8842,9.2941,9.6349,9.474,9.3484,9.409,9.0859,9.0606,9.5041,9.5341,9.3031,9.3974,9.3138,9.3619,8.6629,8.7989,9.529,8.4691,9.3915,9.3122,9.486,8.6563,9.1957,9.0285,9.1337,8.9629,9.0812,9.4031,9.0219
new_996597_997083_c,9.6562,9.4563,9.7768,9.1,9.2413,9.1706,9.4643,10.3008,9.7033,9.5365,9.5341,8.6639,9.7171,10.0566,9.9476,9.5161,9.4416,9.4779,9.9795,8.7739,8.7495,10.1191,8.4058,9.8065,9.6832,9.7898,8.7995,9.5799,9.567,9.093,9.1144,9.6774,10.298,9.7749
BSU09220,8.6063,8.3292,8.6203,7.994,8.3092,8.4622,8.161,8.6096,8.4482,8.43,8.0801,7.9199,8.4454,8.566,8.3612,8.3312,8.309,8.4546,8.3885,7.6141,8.0206,8.6383,7.3377,8.4855,8.3422,8.3619,7.7066,8.1697,8.1405,8.2549,7.9982,7.9839,8.7343,7.9271
BSU09230,7.761,7.7383,8.1289,8.0856,8.3918,7.7451,8.1019,7.9595,8.1598,7.7295,7.9439,8.2495,7.9055,7.5267,7.9529,7.5644,7.5682,7.8729,7.619,7.0862,7.782,8.1991,7.1869,7.7831,7.4628,7.7629,7.409,7.7214,7.807,8.0259,7.9498,7.7832,8.4071,7.5191
BSU09240,10.9769,11.0038,11.1765,10.6403,10.6981,10.685,10.9368,11.1526,11.2361,10.9819,11.0365,10.0014,10.4603,11.1084,11.1576,11.1645,11.1065,10.9197,10.7456,10.3179,10.1708,10.659,10.5249,10.8742,10.7109,11.1471,9.9349,10.7155,10.2333,10.519,10.1837,10.6448,10.2884,10.5084
BSU09250,11.3818,11.5902,11.5576,10.9756,11.0498,11.0614,11.2193,11.6289,11.4513,11.4222,11.3315,10.2894,10.9998,11.8495,11.7451,11.6332,11.6427,11.1871,11.4968,10.8493,10.5655,11.1794,10.6585,11.4154,11.4768,11.5027,10.4294,11.0738,10.7709,10.8963,10.5963,10.9379,10.7645,11.1253
