Glu_1,Glu_2,Glu_3,GM-0.1_1,GM-0.2_1,GM+5_1,GM+15_1,GM+25_1,GM+45_1,GM+60_1,GM+90_1,GM+120_1,GM+150_1,GM-0.1_2,GM-0.2_2,GM+5_2,GM+10_2,GM+15_2,GM+25_2,GM+45_2,GM+60_2,GM+90_2,GM+150_2,GM-0.1_3,GM-0.2_3,GM+5_3,GM+10_3,GM+15_3,GM+25_3,GM+45_3,GM+60_3,GM+90_3,GM+120_3,GM+150_3
BSU25340,13.322,13.1291,13.276,12.8628,12.9811,12.7596,13.0328,13.4002,13.3547,13.3187,13.4306,12.5389,13.0971,13.1963,12.8965,12.9463,13.0025,12.9043,13.048,12.2398,12.2829,13.2062,12.8871,13.0084,12.9708,13.0034,11.9647,12.8712,12.4503,12.3793,12.0489,12.596,12.7879,13.0034
BSU25350,9.3126,9.302,9.3621,8.7506,9.0334,8.9233,8.8349,9.0606,9.2253,8.9776,9.3005,9.2418,9.4342,8.6273,8.9144,8.9619,8.513,8.2111,8.4979,8.1229,8.5155,9.3561,8.6711,9.0191,8.6397,9.2628,8.1961,8.4881,8.2208,8.6508,8.6023,8.815,9.3891,9.1769
BSU25360,9.3021,9.0803,9.1651,8.7032,8.8819,8.8656,8.567,9.0895,9.2498,8.9574,9.1273,8.9524,9.0472,8.5613,8.8187,8.7735,8.4709,8.1472,8.4477,8.1138,8.3039,9.1925,8.236,8.9149,8.6221,9.2381,8.0926,8.192,8.1543,8.6481,8.3416,8.8545,9.2179,9.0475
BSU25370,14.5311,14.4838,14.4787,14.2076,14.1793,14.2862,14.18,14.5203,14.7376,14.5467,14.5658,13.9925,14.5819,14.3511,14.4302,14.481,14.2254,13.7072,14.1491,13.7919,13.5979,14.5871,13.9045,14.3282,14.6036,15.085,13.7155,14.2497,13.2652,13.914,13.3911,14.032,13.9094,14.6076
BSU25380,14.2408,14.2852,14.2598,13.6756,13.8017,14.055,13.6613,14.1783,14.1718,13.9564,14.1939,13.5711,14.1161,14.0591,13.7008,14.1475,13.9203,12.9522,13.5679,13.3087,13.1597,14.189,13.5392,14.122,14.1342,14.5822,13.2065,13.467,12.9899,13.5201,13.0695,13.6645,13.8912,14.1244
BSU25390,14.0477,13.831,13.9654,13.4282,13.5292,13.651,13.419,13.5282,13.8987,13.8327,13.9019,13.2854,13.7737,13.5604,13.5795,13.9855,13.6194,12.5069,13.12,13.0154,12.6435,13.8006,13.2002,13.8572,13.6805,14.4118,12.9219,13.1118,12.6437,12.9871,12.7121,13.3589,13.2959,13.9009
BSU25400,16.0283,16.4364,16.4384,15.8252,15.607,15.889,15.8225,16.4527,16.3324,16.427,16.2551,15.4283,16.4129,16.4531,16.2321,16.3594,16.3424,16.3489,16.4489,15.7001,15.7275,16.3719,15.6171,16.3822,16.4507,16.4197,16.0361,16.2097,16.2561,15.449,15.9781,15.9717,16.3285,16.1762
BSU25410,16.3509,16.3867,16.4283,15.8621,15.5844,15.8021,15.9435,16.3564,16.4074,16.434,16.2288,15.5052,16.3399,16.4402,16.3486,16.3656,16.279,16.3451,16.4187,15.634,15.6281,16.3697,15.9471,16.3763,16.4206,16.41,15.943,16.2575,16.2516,15.5291,16.0742,15.9824,16.2596,16.3306
BSU25420,8.1676,7.4104,7.4584,7.3366,7.7816,7.14,7.1448,7.2178,7.2461,7.007,7.2982,7.9707,7.5215,7.4043,7.604,6.8555,6.9382,7.2421,7.1911,6.6061,6.9509,7.789,6.7858,7.5337,6.9129,7.1773,6.8213,7.0923,7.2665,7.7646,7.4146,7.6149,8.1323,7.5851
BSU25430,13.364,13.3876,13.3716,12.7382,12.8984,12.6334,13.032,13.7377,13.4831,13.3468,13.3409,12.5315,12.8575,13.4099,13.3266,13.0289,13.0126,12.8558,13.3244,12.5157,12.3729,13.558,11.7195,12.8344,13.0062,13.1249,12.0783,12.7433,12.7088,12.468,12.4223,12.877,13.2588,13.0351
BSU25440,13.5036,13.5634,13.5521,13.0135,13.0246,12.769,13.3806,14.0377,13.7238,13.4916,13.5906,12.6286,12.9809,13.5423,13.6168,13.2634,13.1631,13.0731,13.4404,12.5825,12.4263,13.57,11.9703,13.1059,13.0789,13.262,12.1814,13.0026,12.6523,12.4262,12.3537,13.1454,13.0041,13.4145
BSU25450,13.717,13.8666,13.9087,13.3107,13.2229,13.1465,13.5159,14.2684,13.9488,13.8453,13.726,12.9,13.448,13.7057,13.5753,13.4644,13.3564,13.1125,13.649,12.6094,12.6548,14.0717,12.337,13.3701,13.3031,13.6522,12.5955,13.2642,12.8352,12.4216,12.4432,13.2085,13.5574,13.5252
BSU25460,13.5865,13.6326,13.6745,13.278,13.1744,12.7493,13.6158,14.0663,13.9179,13.7993,13.9597,13.004,13.2264,13.6282,13.4257,13.4929,13.4843,13.1427,13.4849,12.3571,12.4551,13.6844,12.2782,13.1533,13.2254,13.5721,12.2352,13.0786,12.8334,12.6452,12.5729,13.0107,13.1188,13.3665
new_2625913_2626090_c,13.356,13.238,13.375,12.0267,11.9386,12.1725,12.3031,13.505,13.2251,13.3648,12.9204,12.0143,13.4393,13.2959,13.4324,12.8329,12.4732,12.1165,13.2508,11.9407,11.9537,13.8559,12.2555,13.0949,13.0294,13.1857,12.4028,12.6396,12.3263,12.5988,12.1025,13.3111,13.5818,13.5323
BSU25470,14.8591,14.921,15.0757,14.1442,14.0605,14.1565,14.2842,15.225,14.897,14.95,14.8874,14.0236,15.0732,14.9641,14.7416,14.6562,14.5555,14.0381,14.7171,13.9915,13.9973,15.084,13.9723,14.6422,14.6114,14.913,13.8908,14.2981,14.0734,14.3122,13.864,14.7236,14.6542,15.0236
BSU25480,14.8872,14.7916,15.0692,14.1962,14.1708,14.2634,14.3704,15.1003,14.9726,14.8833,14.9663,14.1429,14.9249,14.4868,14.6222,14.5344,14.5119,14.0008,14.7668,14.0791,14.0633,14.9939,13.9504,14.7816,14.7295,14.737,13.7373,14.3813,14.234,14.1865,13.9644,14.7293,14.3749,14.9458
new_2628535_2628605_c,15.0598,14.9365,15.1461,13.4361,14.0706,14.4441,13.8319,15.3924,15.0061,15.0914,14.9554,13.6135,15.1244,15.07,15.2986,14.5052,14.2855,14.2525,15.1232,14.2936,14.4025,14.7076,14.1127,14.9192,14.6911,14.4998,13.501,14.1512,14.559,14.1289,14.0342,15.3633,15.2293,15.6778
BSU25490,13.7861,13.3547,13.5634,12.9172,12.9008,12.9395,13.161,14.0012,13.7263,13.7159,13.6998,12.5904,13.647,13.7887,13.6339,13.3958,13.3015,13.0097,13.5883,12.988,12.8378,13.6168,12.6506,13.4714,13.5251,13.6569,12.5639,13.1632,12.8647,12.8524,12.74,13.5444,13.2665,13.7322
BSU25500,11.4172,11.6714,11.5215,10.7231,10.7649,10.575,11.0908,11.5549,11.3892,11.4144,11.4364,10.6031,10.7365,11.2757,11.1437,11.1177,11.1282,10.7864,11.2155,10.2725,10.3286,11.5209,10.1104,11.0118,10.9513,11.1865,10.1441,10.8912,10.7396,10.2961,10.4463,10.9279,11.1674,10.9998
BSU25510,13.5317,13.4503,13.4099,12.8673,12.8992,12.8089,13.2553,13.6196,13.4489,13.3362,13.4527,12.4722,12.9845,13.6601,13.285,13.3958,13.2176,13.0263,13.4022,12.5568,12.4638,13.5456,12.1199,13.2987,13.3865,13.5108,12.5013,13.0604,12.889,12.557,12.3646,12.5686,13.2174,12.772
BSU25520,7.8298,7.9186,8.0168,7.7461,8.3588,7.8008,7.8608,7.8032,8.0217,7.7801,8.0434,8.3489,8.1174,7.6287,7.9894,7.451,7.5828,7.7454,7.7326,7.1808,7.6935,8.2297,7.702,7.9554,7.5192,7.8945,7.395,7.7783,7.9274,8.1376,8.1572,7.9216,8.688,7.8091
BSU25530,7.7539,7.8569,7.9016,7.6222,8.1965,7.4991,7.5379,7.588,7.7466,7.4,7.7589,8.2504,7.9953,7.4568,8.0357,7.3141,7.2876,7.4634,7.3474,6.9955,7.3498,8.0895,7.5375,7.8804,7.4262,7.7746,7.2672,7.6653,7.7258,8.1118,7.9097,7.9993,8.56,7.8596
BSU25540,7.8835,7.9021,7.7942,7.7303,8.1654,7.4948,7.6623,7.5586,7.7582,7.5388,7.785,8.3127,7.9224,7.5143,8.0123,7.266,7.2296,7.4906,7.4344,6.8669,7.4634,8.0223,7.7865,7.8457,7.4402,7.7452,7.2754,7.5421,7.6792,8.0226,7.8442,7.9608,8.4461,7.9954
new_2635740_2635814,15.4242,15.5279,15.652,15.2406,14.6688,14.8616,15.1315,15.765,15.8207,15.8708,15.4391,14.6356,15.3817,15.3708,15.9798,15.5015,15.1892,15.6756,16.1181,14.8453,14.6958,15.7377,15.052,15.4389,15.6157,15.4943,14.7799,15.5458,15.0077,14.7226,14.4689,15.7625,14.7931,15.758
BSU25550,14.1434,13.7256,14.0974,14.3541,14.2226,14.2298,14.5483,14.3548,15.0414,15.0234,14.6097,14.2371,14.0332,13.6808,13.0879,14.2909,14.4645,14.7902,13.9034,14.4766,14.2916,14.5974,13.5365,13.5906,13.7164,14.5234,13.7836,14.6697,14.9238,14.6985,14.4035,12.4241,14.6034,12.9595
BSU25560,11.5044,11.2803,11.3549,11.0047,10.9244,10.7667,11.3336,11.5412,11.6329,11.4889,11.63,10.8621,11.5208,11.2733,11.68,11.1447,11.0019,10.9444,11.4395,10.3906,10.42,11.48,11.4356,11.3519,11.2261,11.359,10.1977,11.1842,11.0822,10.7422,10.8245,11.6635,11.3677,12.02
new_2637203_2637542_c,9.5628,9.8814,9.027,8.0347,8.3595,7.9588,8.2326,8.8061,9.5188,9.7619,9.8965,9.4135,11.3024,8.1195,8.2134,7.9564,7.9292,8.3082,8.1081,7.7453,8.1485,9.2207,11.6933,8.4154,8.2592,9.1641,8.5169,9.0968,9.1978,10.5308,10.1747,10.3234,10.7715,11.3327
BSU25569,13.2391,12.5707,12.9376,12.9121,12.9352,12.7348,13.0956,13.4666,13.2401,13.29,13.2661,11.9998,13.1376,12.8708,12.8542,12.8097,12.8932,13.2532,13.2134,12.0801,12.1818,13.146,12.4251,13.7691,13.4175,13.4403,12.5741,13.7766,13.082,13.0078,12.5348,12.3673,12.8477,12.1059
BSU25570,10.6935,10.3904,9.5632,8.3988,8.5841,8.4235,8.7172,9.3092,9.9699,10.215,10.4352,9.5704,11.5468,8.5584,8.5021,8.5139,8.1897,8.1816,8.4758,8.0065,8.1339,9.2103,12.1365,9.3473,8.9801,9.8215,8.8586,9.472,9.8852,10.5042,10.8738,10.8424,11.0592,11.7168
BSU25580,12.0025,11.3865,11.0468,10.7828,10.8014,10.6647,11.1337,11.4474,11.7484,11.7818,11.8902,10.8898,12.4436,11.0601,11.1037,10.9113,11.1043,11.1211,11.064,10.3925,10.4129,11.0027,13.1271,11.1881,11.1819,11.4756,10.4035,11.4467,11.158,11.7963,11.7502,12.0149,11.7199,12.8917
BSU25590,11.3209,10.7888,9.7354,8.9512,9.1779,8.9165,9.5016,9.9172,10.9888,11.0257,11.3486,10.6301,12.3764,8.8233,9.2115,8.7398,8.856,8.8765,8.8301,8.5126,9.0834,9.5845,13.121,9.4266,9.2689,10.6085,9.5368,10.5953,10.423,11.6587,11.4204,11.7952,11.462,12.8547
new_2641195_2642042_c,11.483,10.5447,9.6899,8.3497,8.7087,8.7595,9.2302,10.0727,10.8926,11.0221,11.0447,10.0999,12.5688,8.8381,9.013,8.7002,8.6063,8.4423,8.7476,8.603,8.6363,10.0315,13.3151,9.6396,9.4342,10.7661,9.845,10.6176,10.7684,11.6056,11.4464,11.5888,11.7448,12.8056
BSU25600,8.2328,7.3677,7.5297,7.5465,7.9089,7.3121,7.4654,7.4707,7.4553,7.1383,7.2752,7.9251,7.5862,7.3135,7.7144,6.8492,6.9177,7.2497,7.2674,6.6632,7.1243,7.8103,7.0987,7.5898,7.0622,7.282,6.9233,7.2601,7.3845,7.7633,7.5394,7.5888,8.1578,7.3284
new_2642036_2642116,8.7425,7.2582,7.3791,7.2797,7.689,6.9068,7.0282,7.381,7.0012,7.1308,7.144,7.6874,7.9046,7.3788,7.5421,6.6654,6.7624,7.045,7.0777,6.4862,7.0051,7.7848,7.0001,7.5692,7.038,7.1562,6.8418,7.1217,7.2685,7.5053,7.3952,7.6802,8.3112,8.329
BSU25610,12.074,11.8831,12.0078,11.4609,11.6883,11.549,11.7877,12.1373,12.2498,12.0673,12.2749,11.06,11.6188,12.1221,11.7694,11.9044,11.8954,11.7316,11.9338,11.5414,11.3729,12.1628,10.4299,11.7771,11.8845,11.6594,10.7363,11.3849,11.3759,11.6924,11.2097,11.6964,11.8659,11.6269
BSU25620,12.8399,12.9473,12.9776,12.508,12.46,12.329,12.7899,13.2991,13.1251,13.2139,13.1029,12.0687,12.2477,12.9326,12.6528,12.7558,12.5942,12.5734,12.7178,12.4694,12.0677,12.8882,11.4365,12.2707,12.2806,12.7689,11.6124,12.376,12.3018,12.3504,12.1431,12.4755,12.4109,12.4611
BSU25630,13.4316,13.1722,13.354,12.8088,12.6482,12.5952,13.1265,13.7013,13.4611,13.4137,13.342,12.2801,12.7157,13.5719,13.2822,13.1827,13.1094,12.9186,13.4166,12.5751,12.3454,13.3151,11.956,13.2297,13.1193,13.1797,12.227,12.8103,12.4387,12.3733,12.0823,12.9673,12.6341,13.0452
BSU25640,13.4418,13.3486,13.3821,12.7667,12.8889,12.8074,13.122,13.8508,13.455,13.4726,13.4691,12.5569,13.0444,13.5702,13.4948,13.1312,13.2166,12.959,13.4896,12.643,12.5879,13.5802,11.9349,13.3262,13.2413,13.1196,12.2448,12.7865,12.6699,12.4041,12.3822,13.2038,13.286,13.3399
BSU25650,13.7694,13.7831,13.9352,13.1639,13.327,13.2086,13.4684,14.1507,13.8618,13.8689,13.84,13.0342,13.454,13.8816,13.696,13.5071,13.5371,13.2777,13.9513,12.8653,12.9657,14.0584,12.4455,13.6177,13.6419,13.5225,12.5049,13.4057,13.167,12.4602,12.8268,13.5458,13.6458,13.7614
BSU25660,12.9819,12.8684,12.9609,12.5935,12.4986,12.0579,12.8946,13.2939,13.0521,12.8636,13.1202,12.0189,12.5247,13.0211,12.8689,12.5485,12.7672,12.6433,12.8588,11.7397,11.8705,13.0569,11.3953,12.8951,12.7188,12.7078,11.6103,12.4827,12.2001,11.8277,11.9013,12.4286,12.6937,12.592
BSU25670,12.5607,12.4326,12.4859,12.0453,12.0841,11.7679,12.4149,12.7166,12.5968,12.4194,12.8048,11.6227,11.934,12.5928,12.5991,12.1969,12.1965,12.0434,12.3417,11.4001,11.4852,12.4401,10.8771,12.4231,12.1934,12.0282,11.1212,12.0537,11.6151,11.4009,11.5194,12.2856,12.2035,12.2245
BSU25680,12.7783,12.9579,12.973,12.3341,12.4636,12.2215,12.7207,13.3492,13.0034,12.9692,12.9957,12.1133,12.3817,12.8643,12.8765,12.5659,12.5025,12.5758,12.6798,11.9788,12.0037,12.8935,11.5081,12.515,12.5684,12.5227,11.5364,12.4963,11.9857,11.9542,11.6799,12.6191,12.3643,12.5711
new_2647113_2647674_c,12.5084,12.6302,12.9917,11.9021,11.955,12.0597,12.2291,13.1745,12.4204,12.6843,12.2358,11.109,12.2241,12.7761,12.7545,12.1792,12.2277,12.4382,12.9233,11.8874,11.8702,12.6587,10.645,12.4981,12.4956,12.4612,11.5208,12.3146,12.0698,11.6831,11.5389,12.4006,12.497,11.7537
new_2647355_2647455,14.1654,13.6023,13.989,13.1417,12.5846,12.6807,13.2493,13.9491,13.6283,13.5256,13.624,12.3195,13.8888,13.5516,14.0196,13.2499,12.8994,12.9258,13.5066,12.365,12.2536,13.8132,13.6616,13.7353,13.4819,13.7369,12.6647,13.576,12.9261,12.1887,12.0562,13.9258,13.4659,14.1484
BSU25690,13.6444,13.4998,13.7856,12.8249,12.5685,12.7139,12.8508,13.7251,13.3466,13.3141,13.4334,12.3289,13.7801,13.3865,13.6036,12.7579,12.8017,12.6441,13.3045,12.0744,12.2533,13.6934,13.1771,13.6474,13.3851,13.4884,12.4277,13.0025,12.6064,12.1242,11.8675,13.7224,13.5407,13.9335
new_2647615_2647861,14.1439,13.897,14.1067,13.1477,13.1745,13.2606,13.4242,14.3429,13.8734,13.7987,13.9506,12.8256,13.8736,13.8202,14.1729,13.3623,13.3352,13.1336,13.7336,12.4772,12.4727,14.0436,13.2636,13.8051,13.6163,13.7881,12.5147,13.5018,12.8183,12.1883,12.2817,13.8142,13.9415,14.3103
new_2647725_2647872_c,9.2384,9.2373,9.0925,8.8885,8.7876,8.5736,8.9117,9.2605,9.0587,8.7688,8.7331,8.3797,9.0738,9.2552,8.9345,9.0173,8.9866,9.0228,9.0656,8.4855,8.2328,9.3128,8.2202,9.4037,8.9813,9.1376,8.4716,8.9688,8.8643,8.7027,8.5715,8.6646,9.2599,8.1542
new_2647863_2648916,12.3647,12.0472,12.3247,11.265,11.0441,11.2185,11.3862,12.1107,11.6868,11.7048,12.0463,10.773,11.9324,12.1497,11.7054,11.4955,11.3717,11.0436,11.7341,10.5238,10.5433,11.9841,11.5185,11.9871,11.9061,11.8971,10.7076,11.3748,11.4434,11.0715,10.948,11.606,12.0296,12.0966
BSU25700,9.2895,9.4756,9.4553,9.2017,9.3983,9.075,9.3725,9.4771,9.4381,9.1251,9.1355,8.9192,9.0962,9.4888,9.5385,9.2302,9.3973,9.595,9.5113,8.7274,9.0849,9.5684,8.3217,9.3197,9.2271,9.3133,8.7318,9.267,9.148,9.1061,8.9632,9.162,9.3441,8.7304
new_2648688_2648796_c,8.7967,8.6662,7.8516,7.7797,8.373,7.4085,7.3826,7.3737,7.4457,7.0446,7.3343,8.2636,7.6493,7.2728,8.3808,7.4899,7.5137,7.3914,7.5265,6.5328,7.8244,7.9625,7.7483,7.927,7.3985,7.8187,6.9723,7.5748,7.668,7.8992,7.7377,7.7663,8.4489,7.7505
BSU25710,7.8571,7.1784,7.3353,7.0676,7.6477,6.7649,6.9135,6.7749,7.1764,6.7541,7.0147,7.9871,7.4626,6.792,7.4993,6.4639,6.5487,7.1278,7.014,6.2915,7.12,7.6836,7.0792,7.2979,6.7024,6.9082,6.8822,6.8893,7.2843,7.7462,7.4396,7.4756,8.1238,7.3164
new_2649776_2649841,10.6883,10.5348,10.3666,9.6286,9.7221,9.9285,9.9673,10.536,10.2127,10.1951,10.2242,8.6989,10.2098,10.425,10.29,9.9667,10.2174,9.9884,10.6823,9.31,9.3704,10.2992,9.0603,10.3074,10.2993,10.1829,9.3711,9.7863,9.6144,9.207,9.1931,9.7642,9.9189,9.3266
BSU25720,9.9797,10.1595,10.0325,9.2302,9.1982,9.2278,9.639,10.1326,9.8172,9.785,9.6941,8.721,9.677,10.1245,9.5313,9.7145,9.5919,9.6819,9.9042,9.0056,8.9084,9.9276,9.0383,9.9792,9.7167,9.7303,8.8145,9.412,9.4129,9.0787,9.2187,9.1602,10.0083,9.3595
BSU25730,8.0928,7.9284,8.0383,7.8712,8.2814,7.8699,7.8148,7.857,8.2206,7.894,8.0848,8.2709,7.9361,7.8292,8.104,7.7849,7.7174,7.8207,7.6577,7.3746,7.7361,8.1047,7.7673,8.0319,7.6807,8.1075,7.3509,7.8101,7.9072,8.1121,8.0682,7.8873,8.4695,7.7997
BSU25740,10.8939,10.4304,10.4583,10.0296,9.923,9.5914,10.5125,10.6733,10.7068,10.6479,11.065,10.5122,11.0433,9.756,9.7539,9.5493,9.7518,9.8458,10.09,9.0966,9.2677,10.8788,10.5771,10.3332,10.1627,10.4926,9.6644,10.4842,9.968,10.3012,9.7664,10.6862,10.8991,11.1123
BSU25750,8.0299,8.0637,8.0196,7.8996,8.514,7.8672,7.9579,7.8324,8.1347,7.7666,8.1001,8.4333,7.9386,7.7924,8.1242,7.8081,7.5757,7.667,7.6317,7.1287,7.5358,8.1131,7.4188,8.1575,7.7276,8.011,7.4833,7.7376,7.7761,8.0739,7.9793,7.9726,8.3753,7.7523
BSU25760,8.1603,8.1629,8.1314,7.7296,8.1806,7.7788,7.8954,8.0194,8.0639,7.959,8.2186,8.3486,8.3086,7.4911,7.8187,7.42,7.2171,7.5127,7.4702,7.1075,7.7086,8.3258,7.8773,7.9518,7.6441,7.8913,7.4962,7.7944,7.9083,8.2022,8.0418,8.1188,8.7539,8.1743
BSU25770,10.2386,9.9318,10.195,10.0181,9.9026,9.9407,10.1631,10.3674,10.419,10.1678,10.2,9.437,10.0388,10.3682,10.7136,10.0865,10.0842,9.9239,10.2213,9.325,9.5315,10.2881,9.2683,10.404,10.192,10.3441,9.2563,10.091,9.8268,9.6105,9.5881,10.1697,10.1085,10.1836
new_2655000_2655301_c,7.6945,7.5781,7.4587,6.7634,7.1987,6.6782,6.5166,6.7485,6.6774,6.5613,6.6751,7.3294,7.5119,6.6756,7.5879,6.2667,6.5883,6.9441,7.2845,6.3773,6.7487,7.8306,6.4628,7.2358,6.7196,6.9883,6.7263,6.8741,7.1719,7.502,7.1229,7.5939,8.3871,7.2201
BSU25780,9.6457,9.4223,9.4595,9.3213,9.2988,9.1685,9.1009,9.1198,9.5874,9.2986,9.632,9.17,9.4368,9.7124,9.8807,9.2251,9.0463,8.905,9.265,8.53,9.0184,9.6458,8.5984,9.5948,9.3053,9.287,8.2403,8.8492,8.8035,8.9962,8.9583,9.3304,9.4409,9.4325
BSU25790,9.658,9.4969,9.505,8.9849,8.9818,8.961,8.8765,9.1252,9.3029,9.0938,9.4846,8.708,9.4175,9.5759,9.9578,9.1873,8.8262,8.7418,8.9496,8.3333,8.5282,9.6792,8.2895,9.5977,9.202,9.1409,8.018,8.6524,8.5247,8.5141,8.6904,9.3525,9.4596,9.4398
BSU25800,9.9696,9.7861,9.8795,9.3814,9.3801,9.3587,9.0573,9.4171,9.7789,9.4688,9.9154,9.1743,9.8826,9.7531,10.1501,9.6391,8.8806,8.8782,9.0857,8.5031,9.1479,10.056,8.6176,9.7544,9.4373,9.5302,8.2389,9.0563,8.7979,8.5329,9.0736,9.7794,10.0602,9.7988
BSU25810,10.2314,9.9009,10.0395,10.0799,9.7862,10.0351,9.7343,10.1207,10.3202,10.1353,10.3368,9.388,10.2516,10.2583,10.8183,9.8583,9.4376,9.5532,9.9817,8.9591,9.5668,10.4269,8.9435,10.4046,10.1524,10.1536,8.5674,9.7697,9.6228,9.3173,9.6879,10.3068,10.4802,10.1841
BSU25820,8.0007,7.768,7.9162,7.6283,7.8652,7.4586,7.5936,7.5949,7.799,7.3917,7.6219,7.7071,7.8269,7.4607,7.9646,7.1317,7.2168,7.5647,7.5079,6.8399,7.139,8.0947,7.1095,7.7988,7.4279,7.4698,7.1624,7.5448,7.675,7.952,7.6405,7.7813,8.425,7.4279
BSU25830,9.9787,9.616,9.8852,9.2895,9.1176,8.9687,9.1958,9.3037,9.5447,9.3913,9.3694,8.9496,9.5585,9.0975,9.6731,8.6664,8.502,8.649,8.7822,8.2258,8.6586,9.6924,8.9146,9.7695,9.6494,9.2994,8.3375,9.2078,8.9712,8.9367,8.7763,9.5803,9.7206,9.5587
BSU25840,13.0546,13.1133,13.0251,12.7138,12.5106,12.3861,12.7822,12.7058,13.025,12.8573,12.9121,11.8419,12.7001,12.3605,12.5498,12.3924,12.0925,12.4025,12.2267,11.6107,11.7667,12.8235,12.7057,13.2666,13.0812,13.1263,11.8654,13.2525,12.8713,12.3456,12.4202,12.6126,12.9572,12.6155
BSU25850,10.3548,10.3204,10.2531,9.4709,9.2523,9.3035,9.4857,9.8055,9.8179,9.566,9.9062,8.9974,9.6874,9.5022,9.7138,9.1544,9.004,9.0379,9.2013,8.7305,8.9502,9.8797,9.483,9.9255,9.8458,9.8277,8.7697,9.4751,9.1302,9.1837,9.0835,10.2061,9.8764,10.156
BSU25860,12.3908,11.9851,12.1478,11.7348,11.74,11.6343,11.9009,12.4177,12.1204,12.1296,12.337,11.901,12.7121,11.9309,12.167,11.5718,11.3605,11.3253,11.5732,10.7284,10.9562,12.5718,12.9437,12.1854,12.1323,12.3119,11.2297,12.2265,12.0404,11.5662,11.5667,12.3718,12.6373,12.6411
BSU25870,11.8902,11.581,11.7546,11.4371,11.1613,11.2,11.5154,11.9376,11.9058,11.6848,11.761,11.1882,12.0012,11.6594,11.6746,11.2559,11.0413,11.1896,11.391,10.5843,10.5842,12.0013,12.2764,11.8809,11.8793,11.6836,10.8394,11.7764,11.6153,11.0877,11.0792,11.8071,11.9688,11.8943
new_2663336_2663531_c,9.1544,7.6663,7.9184,7.3767,7.318,7.1049,7.0764,7.1826,7.4012,7.191,7.3031,7.4971,8.5254,7.5197,7.513,6.7456,6.7011,7.0726,6.966,6.4614,6.7701,7.9735,9.5494,7.4861,7.0509,7.4836,6.9493,7.3737,7.5685,7.6825,7.4041,7.6184,8.4704,7.8515
BSU25880,13.0119,12.2726,12.6545,11.7876,11.5999,11.9138,12.2108,12.5931,12.4531,12.5621,12.8774,12.5426,14.0085,11.8037,10.9475,11.1642,11.1312,11.128,11.4461,10.5347,10.8561,12.5995,16.2963,12.0707,11.8519,12.3532,11.2748,12.4111,12.021,11.3379,11.8687,11.9853,13.26,12.6433
BSU25890,12.3412,11.7038,11.8394,11.4831,11.2707,11.2087,11.9074,11.96,11.9825,11.8053,12.5455,12.1546,13.5594,11.1499,11.0256,10.6858,10.6015,10.7067,10.7578,9.8952,10.1303,12.1056,15.6537,11.5797,11.3571,11.8131,10.7364,11.8835,11.7161,11.2145,11.4316,12.0864,12.7534,13.1471
new_2664534_2664730,8.3504,7.2685,7.3342,6.8541,7.2433,6.7561,6.7495,6.7537,6.7887,6.8217,7.0267,7.3435,7.8392,6.7247,7.3147,6.231,6.4069,6.8042,6.8647,5.973,6.6158,7.6347,6.911,7.2292,6.7293,6.9085,6.6429,6.8699,7.189,7.6974,7.2291,7.5323,8.3021,7.8908
BSU25900,7.4126,7.227,7.3552,7.2524,7.7823,7.1004,7.1315,6.9334,7.2191,6.9127,7.2517,8.0639,7.4891,6.7938,7.6222,6.6664,6.834,7.3158,7.0862,6.5516,7.3776,7.7588,7.4475,7.4391,6.7985,7.0024,6.8123,7.1217,7.3584,7.7102,7.4831,7.642,8.1652,7.2611
new_2664732_2666054,7.9147,7.4904,7.2715,6.85,7.3217,6.8251,6.6595,6.7694,6.7386,6.6117,6.9477,7.4556,7.636,6.8674,7.5214,6.3683,6.4901,6.8943,6.9243,6.1527,6.7581,7.6016,6.7352,7.2135,6.8015,6.9669,6.7572,6.8393,7.2024,7.6297,7.2248,7.5315,8.1266,7.4544
BSU25910,7.3763,7.2283,7.3156,6.9813,7.4428,6.8215,6.799,6.7326,7.0111,6.5955,6.9124,7.7319,7.4983,6.5529,7.579,6.6451,6.442,7.0947,7.0901,6.5778,7.2157,7.8097,7.067,7.2248,6.7583,6.9002,6.7686,6.9284,7.2469,7.6561,7.4265,7.5715,8.2973,7.1726
BSU25920,7.3938,7.4518,7.5911,7.3352,7.731,7.1894,7.2752,7.3232,7.3988,7.206,7.3736,7.7082,7.6564,7.23,7.9052,7.0123,7.0965,7.4386,7.4676,6.7113,7.2049,7.9907,6.9527,7.6366,7.1599,7.3026,7.1118,7.307,7.537,7.7511,7.5894,7.8144,8.3247,7.471
BSU25930,7.0746,7.1853,7.2745,6.854,7.5376,6.7898,6.9158,6.736,7.053,6.657,7.0402,7.3979,7.457,6.6031,7.5419,6.3524,6.513,7.0656,6.97,6.3681,7.07,7.7354,7.067,7.3727,6.6414,6.8065,6.5951,6.9314,7.2763,7.726,7.3771,7.5435,8.1466,7.0615
BSU25940,7.1717,7.2355,7.2882,6.9718,7.5581,6.88,6.9836,6.7858,7.1005,6.6975,7.0505,7.7339,7.5638,6.6985,7.5851,6.4976,6.5935,7.0809,7.0355,6.4357,7.0772,7.7554,7.0404,7.3933,6.8053,6.9057,6.7235,6.9364,7.3043,7.6921,7.4616,7.5733,8.2234,7.1272
