M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
new_3355486_3355592_c,14.0885,13.22,14.1464,11.5995,12.226,12.1332,13.2902,13.795,13.3402,11.8377,12.1418,12.8504
BSU32670,16.1024,15.5706,15.9982,14.8303,14.5249,15.3757,15.9126,16.359,16.386,15.3541,15.1277,15.8299
BSU32680,16.0322,15.644,16.27,14.757,14.7017,15.4274,16.1323,16.0179,16.4723,15.1904,15.1174,15.7272
BSU32690,15.9455,15.3499,16.0825,14.2404,14.0295,15.1824,15.9601,15.9401,16.0903,14.9527,14.6511,15.5059
BSU32700,16.392,15.6985,16.3325,14.8796,14.2307,15.5197,16.1527,16.3305,16.3118,15.1805,14.9135,15.9162
BSU32710,15.9574,15.4581,16.1636,14.2485,13.9193,15.0485,15.8358,15.618,16.1288,14.622,14.2948,15.3209
new_3360892_3360973_c,9.7975,10.2486,10.0508,9.8998,9.7607,9.3735,10.0653,9.2271,10.1115,9.1705,9.8901,9.8514
BSU32719,11.0264,10.5555,11.3066,9.9967,10.8257,10.3063,10.4485,10.9033,11.1892,9.9985,10.7924,11.0734
new_3361112_3361196_c,11.0841,10.9269,11.2978,10.1112,10.9057,10.7044,10.6012,10.9915,11.1206,10.1624,11.0082,11.5559
new_3361198_3361304_c,7.5853,7.5953,7.429,7.561,7.4175,7.5186,7.649,7.4193,7.5244,7.4861,7.5777,7.6874
BSU32720,7.8026,7.9994,7.7465,7.7317,7.6006,7.6485,7.8618,7.9743,7.8384,7.5684,7.791,7.951
BSU32730,14.0772,14.6033,14.058,11.8904,12.7769,12.4205,13.8619,13.2476,14.1885,12.2154,12.8758,12.8315
BSU32740,12.4654,13.5369,12.924,10.2258,11.6098,11.0102,12.4623,11.7118,13.1199,10.7548,11.6668,11.5832
BSU32750,12.609,13.4216,12.6562,10.3834,11.5625,11.1023,12.4135,11.581,13.0352,10.6196,11.6491,11.5274
new_3364292_3364396_c,13.3244,13.4564,13.2284,11.449,12.1413,11.6974,12.8147,12.3504,13.2418,11.6143,12.0968,12.3617
BSU_misc_RNA_53,13.466,13.4766,13.1979,11.6188,12.5777,12.3132,12.9996,12.5849,13.2796,12.1868,12.827,12.8671
new_3364544_3364617_c,9.8973,9.601,9.5964,10.0416,10.87,10.4006,9.2381,10.194,9.9389,9.8819,10.796,10.632
BSU32760,10.0848,10.2114,10.174,10.0941,11.3845,10.9157,9.6672,10.5629,10.4205,10.4422,11.2883,11.2754
new_3364963_3365068_c,10.4043,10.6313,10.4619,10.079,11.1989,10.7729,9.8743,10.5934,10.8381,10.1974,11.1431,11.0517
BSU32770,10.8712,10.7954,10.6438,10.0305,11.145,10.6836,10.0607,10.6074,11.062,10.1916,11.0866,11.0843
BSU32780,11.1207,11.2431,11.1582,10.2095,11.4161,10.8285,10.4737,11.0186,11.4316,10.3711,11.4257,11.2732
BSU32790,14.6651,14.4358,14.2756,13.6401,14.2425,14.1742,13.8273,14.686,14.2751,13.9178,14.6189,14.9361
BSU32800,15.3383,15.4542,15.3993,14.7442,15.2553,15.1214,14.9472,15.556,15.4937,15.2828,15.6118,15.8282
BSU32810,13.9274,14.2243,13.832,12.2343,12.4184,12.6839,13.4247,12.7769,13.9313,12.5076,13.0212,13.5828
BSU32820,8.4323,8.8431,9.1061,10.3423,11.974,10.8628,8.5389,9.7976,9.0499,11.2512,12.4335,12.4453
BSU32830,8.4003,8.6911,9.1282,10.4901,12.3976,11.0837,8.8143,10.065,9.3332,11.5091,12.7912,12.6421
BSU32840,8.3551,8.1758,8.7734,10.2196,11.8578,10.6683,8.6129,9.8971,8.8919,11.1197,12.2936,12.2637
new_3372473_3372739_c,6.9105,6.6436,6.5813,7.2537,6.6105,6.9168,7.1514,6.9882,6.3424,6.9502,6.704,7.0076
BSU32849,7.2082,7.1705,6.908,7.3845,7.076,7.2019,7.4359,7.6028,6.7835,7.2756,7.1948,7.2685
new_3372716_3373742,6.9125,6.5579,6.6034,7.251,6.6196,6.7926,7.1359,7.0043,6.4472,6.9247,6.7039,6.6789
BSU32850,7.0213,6.7255,6.7221,7.2635,6.7474,6.9317,7.24,7.0959,6.6048,7.0207,6.7979,6.8787
new_3373649_3374171_c,6.9319,6.8621,6.5774,7.2351,6.6226,6.8587,7.2121,7.022,6.5077,6.9343,6.6949,6.7932
BSU32859,7.247,6.9281,7.0457,7.3689,6.9593,7.1672,7.4631,7.4591,6.9325,7.236,7.1607,7.2079
BSU32860,7.2939,6.9781,7.0585,7.4219,7.0356,7.246,7.4507,7.4906,6.9019,7.242,7.2435,7.2626
BSU32870,10.7459,11.4196,10.6904,9.0209,10.9328,10.0077,10.2041,10.7495,11.1941,9.067,10.6277,10.0849
BSU32880,10.7737,11.6738,10.9092,8.6944,10.7872,9.8227,10.6089,10.706,11.2154,9.1678,10.4952,10.1946
BSU32890,8.1889,8.2525,8.1489,8.2706,8.6361,8.5174,8.1933,9.1791,8.2724,8.2866,8.8795,9.0545
BSU32900,8.4389,8.2665,8.6546,8.2518,8.9173,8.6408,8.5866,9.4179,8.7533,8.639,9.1751,9.3447
BSU32910,8.6624,8.3335,8.6619,8.3255,8.8926,8.7232,8.7066,9.5343,8.5924,8.7286,9.2053,9.3767
BSU32920,9.5642,8.8511,9.3936,8.4022,9.0417,8.8426,9.1709,10.1296,9.529,8.6692,9.157,9.2336
BSU32930,11.8043,12.3684,11.8401,10.5463,9.9815,11.8043,10.9024,11.2369,12.1812,10.4479,10.1761,11.6003
BSU32940,13.1215,13.811,13.8977,12.1627,12.0816,13.4731,12.7167,13.7427,14.1652,12.3724,12.3341,13.3181
new_3379940_3380077_c,13.0442,13.6532,13.6111,12.0412,11.5239,13.0953,12.4358,12.888,14.088,11.4223,11.2838,12.5473
BSU32950,8.2547,7.9915,7.8677,8.4991,8.0242,8.589,8.1988,8.1922,7.8284,8.2953,7.9999,8.9378
BSU32960,10.7618,10.4994,10.4765,11.9508,12.2917,12.6683,10.6852,11.8181,10.5838,12.4812,12.5235,13.1127
BSU32970,10.6868,10.396,10.237,11.8022,12.0131,12.8419,10.7302,11.7819,10.5288,12.4725,12.3337,13.1793
BSU32980,9.7658,9.521,9.9637,9.9499,10.5591,10.3954,9.5979,9.8827,10.0788,10.5139,10.8074,10.8978
BSU32990,14.4233,11.9138,14.2991,12.7553,12.0213,13.2961,14.064,14.8109,14.4186,13.3358,12.7397,13.6337
BSU33000,11.736,11.5289,11.6729,11.0745,11.7989,11.5697,11.1829,11.4291,11.7335,11.3644,12.0408,11.9815
new_3385447_3385618_c,10.5232,10.2374,10.5469,10.1957,10.9797,10.9168,9.9993,10.5084,10.7555,9.7813,11.2535,11.0266
new_3385699_3386762_c,7.5052,8.048,7.4079,7.4381,7.4976,7.2133,7.5088,7.5052,7.2136,7.1517,7.135,7.1429
BSU33010,11.1803,11.0243,11.4994,10.3642,11.5554,11.2474,10.847,11.3307,11.4962,10.9704,11.8476,11.9513
BSU33020,11.0434,11.1078,11.4134,10.4202,11.5766,11.2302,10.7584,11.3652,11.4654,10.8978,11.6717,11.7992
new_3386852_3387780_c,9.1932,9.2347,9.378,8.5414,10.23,9.0571,8.8053,8.5506,9.5711,8.3521,9.5216,8.9302
BSU33029,11.7342,11.5608,12.0891,11.2236,12.7157,11.7768,10.9724,11.1679,12.066,11.1364,12.3586,12.0511
new_3388000_3388112,10.2079,9.8909,10.5927,9.2017,10.4592,10.1048,9.6279,9.9211,10.6166,9.0335,10.234,10.2652
new_3388009_3388287_c,10.201,10.7675,10.7738,9.7912,11.4861,10.7088,9.9884,10.8583,10.8229,9.9425,10.8776,10.8054
BSU33030,9.9251,10.1809,10.7023,9.1588,10.2975,9.9943,9.8131,10.003,10.8898,9.3286,10.0643,10.2089
new_3388289_3388830_c,10.7566,11.0349,10.8898,10.1253,11.5583,11.0432,10.5782,11.2214,11.0514,10.4228,11.258,11.2611
new_3388832_3388961_c,10.7994,10.3609,10.8495,10.0134,11.2103,11.2004,10.5958,11.445,11.0929,10.4563,11.294,11.2926
BSU33040,14.1797,14.2948,14.5235,13.2926,13.9154,13.9607,13.9174,14.9093,14.5198,13.8637,14.3236,14.7269
BSU33049,13.484,13.8492,13.9474,12.055,12.9141,12.5586,13.3305,13.3619,14.1224,11.9062,12.932,13.1249
BSU33050,7.0465,7.182,6.8507,7.3172,6.888,7.0177,7.3762,7.2275,6.7211,7.1028,6.8882,6.9789
new_3391778_3394421_c,9.3962,9.8413,9.7801,8.247,8.8809,8.5021,9.4641,9.1177,9.8973,8.1692,8.6204,8.5715
BSU33060,7.2248,7.5136,7.1743,7.409,7.0592,7.158,7.4055,7.3712,7.1639,7.139,7.0749,7.161
BSU33070,7.329,7.5538,7.2886,7.4617,7.1697,7.2619,7.5463,7.5887,7.1816,7.2569,7.1314,7.2326
BSU33080,10.9364,11.0613,11.4527,9.3231,10.549,9.8555,10.9344,10.8338,11.5049,9.7683,10.2628,10.1353
BSU33090,11.4355,11.2329,11.5596,9.721,10.7156,10.1403,11.2411,11.0717,11.7683,10.001,10.5986,10.3508
BSU33100,10.6424,10.3995,10.6924,9.1433,10.1183,9.6758,10.4601,10.2499,10.9625,9.3098,10.0241,9.6707
BSU33110,10.5101,10.6687,10.7418,8.9584,10.1661,9.5839,10.2058,10.1103,11.1016,9.2336,9.9496,9.7004
BSU33120,9.5964,10.38,9.4937,9.2298,9.6441,9.3891,9.375,9.8919,9.5449,9.4467,9.9196,10.0967
BSU33130,9.1665,10.2461,9.2616,8.6744,9.194,9.1964,9.0147,9.4272,9.2913,9.3027,9.7683,9.9232
BSU33140,8.1623,7.9737,8.15,8.7354,10.4708,9.9525,8.1882,9.4528,8.1426,8.9446,10.0603,9.3786
BSU33150,11.6029,12.1228,11.8912,9.7651,10.3997,9.8089,11.422,10.7485,11.8559,10.1316,10.3038,10.6333
BSU33160,11.223,11.6788,11.3675,9.412,9.9966,9.6315,11.1394,10.4454,11.5528,9.8216,10.1626,10.3027
BSU33170,10.3484,11.0011,10.96,8.7572,9.9154,9.4118,10.3841,10.1094,11.2353,9.3261,9.8829,10.0333
BSU33180,12.5549,12.8869,12.9255,11.5832,12.2204,11.9962,12.4319,12.2967,13.1127,11.8337,12.567,12.7641
new_3404438_3404707_c,13.3319,13.444,13.5372,11.7766,12.7788,12.5477,12.9768,12.7607,13.6602,12.434,13.1714,13.372
new_3404709_3405636_c,7.3947,7.8632,7.4958,7.2827,6.9998,7.0639,7.5807,7.6475,7.2506,7.0285,6.8966,7.0959
BSU33190,12.9227,12.5605,12.9983,10.2629,10.8345,11.1708,12.7012,12.7785,13.1118,10.9515,11.102,11.5599
BSU33200,12.0021,11.9322,12.0799,10.6315,11.184,11.1723,11.7364,11.5685,12.0974,10.9617,11.1155,11.6165
BSU33210,11.9142,11.5846,12.1936,10.5272,11.2777,11.365,11.7184,11.5882,12.2894,11.083,11.26,11.8574
BSU33221,11.5592,11.1667,11.7147,10.1293,10.7147,11.0067,11.2095,11.1846,11.8635,10.2389,10.7927,11.2013
BSU33222,7.9219,7.8302,7.7658,8.1429,8.8928,8.4979,7.785,8.0983,7.8098,8.1624,9.0904,9.0151
BSU33230,7.8656,7.7405,8.0292,8.1661,9.0976,8.5857,7.8892,8.0259,8.2183,8.3171,9.3871,9.2263
BSU33239,7.2056,7.0555,6.9814,7.8256,8.4727,7.7069,7.458,7.4062,6.7434,7.8011,8.7467,8.1243
new_3410379_3410465,9.4339,9.0753,9.6345,11.4974,13.1671,12.762,9.4184,10.2499,9.7025,12.3895,13.8997,13.3251
BSU33240,8.9464,8.8943,9.4858,10.8537,12.8742,11.969,8.925,9.9345,9.6093,11.7705,13.3468,12.9664
BSU33250,7.6522,8.2076,7.9879,7.6892,8.4006,8.2735,7.7648,8.0834,7.953,7.9596,8.7877,9.3041
BSU33260,11.7886,12.0819,11.7603,11.0446,11.8767,11.388,11.7624,11.6286,11.6733,11.219,11.5205,11.57
BSU33270,11.9908,12.07,11.8354,11.1461,11.9243,11.7387,11.7977,11.8162,11.648,11.2781,11.8734,11.9717
BSU33280,12.4555,12.0962,12.1488,11.4159,11.7967,11.7847,12.1818,11.738,12.1789,11.3472,11.8807,12.0421
BSU33290,11.5023,13.1229,12.8122,9.6755,9.4888,10.5878,11.1835,10.9782,12.9045,9.9005,9.4523,10.6719
BSU33300,10.8673,12.759,12.3153,8.9785,9.2203,10.0862,10.8176,10.4369,12.6184,9.388,9.4189,10.2619
BSU33310,9.8839,12.0342,11.3065,8.253,8.1337,9.2222,9.764,9.6976,11.784,8.3819,8.3204,9.2541
BSU33320,13.4004,14.5767,14.5018,11.5793,10.2584,12.9927,12.9075,13.2095,14.6235,11.7714,10.8868,13.0901
BSU33330,8.6057,9.3816,9.1292,7.2521,6.8846,6.9378,8.4568,7.2879,9.5628,7.0263,6.8707,6.8869
new_3420519_3421486,6.9977,7.1723,6.8055,7.2954,6.7867,6.9719,7.175,7.1395,6.6239,7.0213,6.9896,6.9489
BSU_misc_RNA_54,10.2852,10.734,10.7142,8.5027,9.4231,8.7591,9.3438,9.7122,11.6355,8.3042,8.9761,9.0719
BSU33340,8.3294,8.6974,8.3374,7.9382,7.9034,7.6966,8.3945,7.9902,8.4409,7.6099,8.0797,7.8254
new_3421635_3422223_c,8.0786,8.3896,8.1178,7.726,7.8391,7.5267,7.8611,7.7621,8.1924,7.4772,7.8746,7.7515
BSU33350,9.2967,10.3442,9.3505,7.5244,7.6921,7.579,10.0715,8.8171,10.5573,7.882,8.3543,8.112
BSU33360,10.5711,10.5822,10.8722,9.7731,10.473,10.639,10.644,10.8289,11.442,10.0838,10.8617,10.9911
BSU33370,12.3277,12.6353,12.7333,11.5687,12.5679,12.1001,12.0942,12.9643,12.7578,11.9654,12.8793,12.819
BSU33380,10.5677,10.7126,10.5754,8.4836,8.9579,9.0633,10.2587,11.6039,10.5235,9.0936,9.4051,9.7144
BSU33390,10.7206,11.1598,10.3517,8.6464,8.861,8.8636,10.5006,11.9521,10.593,9.078,9.5187,9.8443
BSU33400,14.5139,14.6596,14.5255,13.5038,14.2313,14.2403,14.0919,15.3069,14.6094,14.122,14.5459,15.1525
BSU33410,6.9428,7.5683,6.7099,7.4507,7.9057,7.6002,7.1815,7.561,6.5358,7.4719,7.8001,7.6993
BSU33420,11.7413,11.2969,12.0945,10.2887,11.9456,11.6822,11.6616,11.725,12.5573,10.9514,11.9821,12.0248
new_3430344_3430495_c,11.6843,10.6222,11.8484,10.142,11.4768,11.3393,11.2752,11.1208,12.3244,10.3947,11.3047,11.4538
BSU33430,11.2309,11.0547,11.0222,11.2125,12.1416,11.4291,11.0469,12.6293,11.0998,11.7888,12.238,12.6929
BSU33440,10.9778,10.6619,10.7709,10.8332,11.6258,11.1649,10.9432,12.3088,10.9161,11.385,11.8532,12.2534
BSU33450,8.9514,9.6487,9.2683,8.5199,9.2359,8.8798,8.8745,8.9124,9.4134,8.7007,9.1316,9.046
BSU33460,9.2262,10.3044,9.2596,7.9003,8.5455,7.9128,8.805,8.5322,9.7067,7.8143,8.3683,8.1873
BSU33470,13.7739,13.3613,14.2482,12.5369,14.0967,13.3184,13.2762,12.3419,14.4101,12.9027,14.0028,13.6686
BSU33480,14.2198,13.8484,14.7653,13.0922,14.4631,13.5856,13.7518,12.7202,14.7963,13.3681,14.536,14.0945
BSU33490,13.373,13.4732,11.7515,10.1919,11.1354,10.3726,13.0267,12.9986,12.2696,10.947,11.6923,11.9761
new_3440953_3441054_c,13.3438,13.194,11.9526,10.5222,11.2109,10.7458,13.2638,13.1225,12.223,10.9945,11.744,12.2708
BSU33500,10.8291,10.2703,10.4983,8.3121,8.703,8.6025,10.7647,9.9773,10.6423,8.5656,8.8681,8.8618
new_3443530_3443612_c,11.5874,9.9802,11.0064,8.2987,8.8275,8.0781,11.2182,10.3689,11.4684,8.0567,9.1896,8.9776
BSU33510,13.0099,11.6471,12.2965,10.1557,10.7063,10.8446,12.2735,12.575,12.4271,10.3582,11.0178,11.3661
BSU33520,11.675,11.2064,11.6718,10.1833,10.6824,10.7368,11.1885,11.9684,12.125,9.8622,10.7544,10.9636
BSU33530,11.1617,12.2063,11.5824,10.8381,11.5192,11.333,10.9464,11.5341,11.6831,11.2619,11.8704,12.4448
BSU33540,10.5895,10.1206,10.8104,10.0776,10.9394,10.8371,10.2761,10.9369,10.9573,10.6364,11.1174,11.3121
new_3446078_3446175_c,11.4976,11.0197,11.8756,10.9003,11.6423,11.7457,11.2751,12.016,11.8719,11.6629,12.0605,12.5838
BSU33550,7.0654,7.1584,6.8236,7.253,6.7488,6.9335,7.2766,7.1365,6.7225,7.0241,6.9051,6.8913
BSU33560,9.4448,9.5763,9.5568,8.0897,8.6285,8.801,9.3055,9.6667,9.9118,8.5597,9.1754,9.3513
BSU33570,9.3547,9.7137,9.6844,8.1521,8.943,8.9153,9.219,9.946,10.0999,8.7286,9.2517,9.4607
BSU33580,9.5371,9.7561,10.0574,8.5193,9.0339,8.9806,9.6202,10.2112,10.1283,8.9106,9.4232,9.7807
BSU33590,9.7892,10.3125,10.5239,9.0644,10.4416,9.8906,9.6815,10.6569,10.7608,9.9327,10.464,10.7379
new_3450605_3450670_c,8.3745,8.4435,8.626,7.6287,7.7567,7.5322,7.8022,7.9205,9.0222,7.6163,8.096,7.6277
BSU_misc_RNA_55,16.4784,16.4468,16.5041,16.4346,16.4727,16.4718,16.4495,16.4786,16.4768,16.4802,16.477,16.4645
new_3451133_3451197_c,15.6105,14.2249,15.3657,14.172,15.1931,15.0534,14.9723,15.505,16.1466,14.053,15.1982,15.0568
BSU33600,12.8711,12.5883,12.8868,10.4625,11.6046,11.1548,12.4026,11.9526,13.189,10.8703,11.5441,11.3767
new_3451771_3451862_c,10.7193,10.6652,10.861,10.1227,9.8722,9.7176,10.3112,10.168,10.6769,9.8551,10.0399,9.9908
BSU33610,12.1374,12.4195,12.322,10.8181,11.7359,11.3269,12.0657,12.0074,12.4974,11.3472,11.8458,11.8798
BSU33620,11.8938,12.5855,12.3623,10.6591,11.8692,11.5757,12.0111,12.0188,12.5382,11.3963,11.7509,11.9804
BSU33630,14.7371,14.5881,14.703,13.4699,14.4181,14.1354,14.4322,15.1447,14.8958,13.8998,14.654,14.5384
BSU33640,8.4303,8.2343,8.8111,8.3992,9.3918,8.9504,8.0941,9.232,8.6999,8.4028,9.1212,9.1179
BSU33650,8.1294,7.7491,7.8316,7.576,7.3248,7.4056,8.089,8.2013,7.8336,7.3202,7.377,7.5761
BSU33660,11.2002,10.908,11.5379,9.6852,10.4787,10.3182,10.7716,11.431,11.5777,9.8706,10.5575,10.6787
BSU33670,10.5092,9.9598,10.4996,9.1417,9.727,9.4825,9.6679,10.2422,10.8722,9.375,10.0593,10.0618
BSU33680,11.4612,10.9928,11.5097,9.4677,10.6549,10.2458,10.6432,11.4176,11.401,9.4264,10.5312,10.5628
new_3457942_3458026,10.5359,10.2398,10.4831,9.3877,9.9018,9.3167,10.1148,10.252,10.7439,9.0195,9.8038,9.844
BSU33690,10.8076,10.5464,10.5075,10.0007,10.6121,10.2387,10.3344,10.2552,10.5311,9.8806,10.2347,10.2289
new_3458782_3459775_c,6.9327,7.1821,6.7803,7.2508,6.8882,6.8755,7.1651,7.0952,6.4696,7.0067,6.7587,6.8223
BSU33700,7.4321,7.8918,7.4843,7.3293,6.8139,6.9988,7.6879,7.2945,7.4237,7.2064,7.0256,7.2195
new_3460206_3462957,6.9222,7.1381,6.6105,7.251,6.9519,7.0014,7.2475,7.1843,6.511,7.0024,7.0563,6.9272
BSU33710,7.3796,7.6439,7.2865,7.4183,6.8401,7.0149,7.6252,7.175,7.1885,7.2003,7.0238,7.0367
BSU33720,7.1169,7.288,6.855,7.2481,6.6995,6.9708,7.3753,7.1039,6.7034,7.0561,6.8349,6.8366
BSU33730,7.1504,7.262,6.9773,7.3373,6.7902,6.9695,7.4382,7.1698,6.782,7.0533,6.9066,6.9329
new_3463251_3463318_c,7.7882,7.8929,7.3183,7.63,7.3943,7.1984,7.7235,7.8962,7.5921,7.1557,7.3406,7.3883
BSU33740,10.9265,10.9501,11.0772,8.7051,10.0004,9.0115,10.1723,9.0871,11.4049,8.7335,9.6866,9.4291
new_3463734_3464253_c,9.56,9.092,8.9748,8.1609,9.5284,8.5375,8.4061,9.067,9.3479,8.1772,9.2267,8.6072
new_3464210_3464288,12.4651,11.3427,12.5595,12.148,13.9335,12.9967,11.8945,13.1019,12.323,13.1765,13.6583,13.0466
BSU33750,11.9469,10.6989,11.5618,11.3751,12.7354,12.0133,10.8376,11.8513,11.4399,11.4831,12.5741,12.2103
BSU33760,10.9974,10.2657,11.0586,10.627,12.1621,11.6441,10.1546,11.6124,10.7689,10.9161,11.6281,11.6085
new_3465665_3466067_c,9.3133,8.8754,8.8077,8.1672,9.3561,8.2644,8.2588,9.6536,8.9433,7.974,8.2593,8.3107
BSU33770,13.3224,12.2653,12.9427,13.7658,14.9833,14.3849,13.0248,14.3567,12.9153,14.3041,15.043,14.2122
new_3466069_3466155_c,9.0977,8.9808,8.9066,8.1429,9.7553,8.2849,8.2306,9.7737,9.1728,7.9276,8.4037,8.2083
new_3466157_3466342_c,9.1036,9.0144,9.0957,8.1457,8.759,8.4539,8.3051,9.6599,9.4899,7.9908,8.3653,8.4412
new_3466412_3467550,8.6182,8.7546,8.8027,7.9087,8.4928,8.0239,7.8402,9.1414,8.9044,7.6555,8.7093,8.3281
BSU33780,10.9578,11.4117,11.5802,9.7021,10.6531,10.4778,10.7133,11.7521,11.5548,9.9022,10.4702,10.5346
BSU33790,11.6227,11.5932,11.6272,10.1833,10.7832,11.0329,11.1782,12.2514,11.6685,10.1689,10.7802,10.7717
new_3467393_3467541_c,7.3515,7.5896,7.3731,7.6712,7.1378,7.6253,7.7125,7.8113,7.38,7.4545,7.6044,7.8111
BSU33800,9.0765,9.1564,8.9564,7.5719,7.3885,7.4494,9.3912,8.5038,8.832,7.8792,7.4114,7.6588
BSU33810,8.5768,8.547,8.4754,7.5046,7.1221,7.402,8.9226,7.9685,8.2886,7.589,7.2724,7.5766
BSU33820,8.1968,8.3145,8.1506,7.4638,7.0608,7.2879,8.707,7.8398,8.1635,7.5707,7.2416,7.5923
BSU33830,8.6411,8.4878,8.5177,7.5893,7.2592,7.5264,8.9444,7.9992,8.5855,7.7697,7.41,7.7481
BSU33840,9.6275,9.1405,9.8079,8.7669,9.262,9.2745,9.5297,9.8079,10.0297,8.9313,9.3226,9.733
new_3471824_3472588,8.9745,8.682,9.1919,8.1515,8.2638,8.4342,8.9965,9.0884,9.3585,8.1521,8.3743,8.6803
BSU33850,7.3801,7.5854,7.3515,7.4309,7.2463,7.2011,7.5019,7.6623,7.356,7.2269,7.1784,7.1308
BSU33860,11.555,11.8815,11.8172,10.004,10.7267,10.6812,11.1831,11.4805,11.8798,10.1823,10.7714,11.1776
BSU33870,12.3049,12.4606,12.3855,9.7078,10.941,10.3117,11.7192,11.9647,12.4799,9.8979,10.5409,10.2482
BSU33880,12.6854,13.5895,12.8871,10.5725,11.0632,10.9819,12.6549,12.0506,12.9024,11.0749,11.1297,11.4088
BSU33890,11.774,11.8983,12.0403,10.8729,12.0899,11.4458,11.2354,11.9408,12.1069,11.1503,12.0239,11.8011
BSU33900,16.2154,15.2442,15.8164,14.1507,15.0889,14.8486,15.6434,16.0698,15.9714,14.7007,15.6174,15.4934
BSU33910,16.2859,15.7599,16.4491,14.6417,15.7588,15.31,16.1786,16.4156,16.3921,15.5643,16.179,15.9345
BSU33920,16.4468,15.8207,16.3573,14.5488,15.6404,15.2697,16.3893,16.4644,16.4603,15.5186,16.0279,15.9096
BSU33930,16.3766,15.7796,16.2523,14.4874,15.4493,15.2243,16.2228,16.4331,16.4503,15.3708,15.8892,15.7318
new_3481382_3481622_c,16.4772,16.4268,16.4964,14.6924,16.0132,15.9243,16.4361,16.4819,16.5022,15.7669,16.4324,16.3977
new_3481624_3481697_c,16.4794,16.0542,16.5092,14.6724,15.8386,15.3209,16.4491,16.4769,16.5028,15.7013,16.35,15.601
BSU33940,16.4764,15.9189,16.4976,14.6616,15.7637,15.2274,16.4258,16.4781,16.4913,15.8124,16.3791,15.6464
BSU33950,14.3296,15.1371,14.8873,11.3484,13.3902,12.0162,13.9236,10.1063,15.0978,12.347,13.6787,12.4944
new_3483775_3483886_c,15.7199,16.1726,15.9636,12.5472,14.4156,13.7703,15.573,11.7117,15.9613,14.1519,15.1013,14.1703
new_3483888_3483998_c,7.6071,7.7428,7.7773,7.6675,7.8618,7.5531,7.698,7.4185,7.6915,7.4606,7.7605,7.6584
BSU33960,7.3682,7.8379,7.2869,9.5674,10.9445,10.4742,7.6178,9.444,7.2832,10.1076,10.9966,10.9692
BSU33970,10.657,11.0191,11.0081,9.0091,10.2608,9.3321,10.3445,10.7465,10.9692,9.3322,10.1172,9.8803
BSU33980,10.4139,10.0891,10.8253,8.7257,9.5605,9.2865,10.1456,9.6737,11.1572,9.0707,9.7442,9.605
new_3487818_3487895_c,10.5539,10.1105,11.0419,9.0047,9.9012,9.8151,10.425,9.9053,11.4324,9.2085,10.1058,10.0926
BSU33990,8.7987,8.3408,9.0571,7.7656,7.8086,7.7966,8.7053,8.6854,9.1903,7.8046,7.9364,7.9359
BSU34000,8.3306,8.4189,8.3669,7.3779,7.3862,7.2714,8.1124,7.9011,8.6422,7.2482,7.3981,7.3907
BSU34010,10.2123,9.9976,10.2442,7.7947,7.6764,7.7246,10.07,8.5947,10.4994,7.5807,7.5677,7.7062
BSU_misc_RNA_56,12.1089,11.8314,11.3799,10.6345,10.9726,10.8164,11.2105,10.8035,11.7289,10.5258,10.8408,10.9388
new_3491558_3491654_c,12.6802,13.2176,12.91,11.5749,12.6131,11.8707,12.3528,12.3895,12.725,11.8356,12.3783,12.577
BSU34020,12.6174,12.7456,12.2117,11.4483,12.1584,11.7095,12.1578,11.8556,12.1318,11.4665,12.1189,12.2189
BSU34030,13.6532,14.4992,13.1717,14.649,15.4913,15.1981,13.5455,14.804,13.4874,15.4943,15.7381,15.6609
BSU34040,13.6508,14.4966,13.2921,14.7746,15.2872,15.162,13.7568,14.8225,13.4404,15.567,15.9036,16.059
BSU34050,13.8331,14.8527,13.7717,14.8167,15.5238,15.1768,14.0517,15.3377,14.0716,15.6049,15.876,16.1492
new_3495702_3495768_c,13.5841,14.7497,13.6049,14.0846,15.533,15.6217,14.3132,15.3689,13.9949,15.5707,15.9144,16.244
BSU34060,10.201,9.7324,9.8148,9.6051,10.6349,10.4368,9.6989,10.4576,9.9834,9.9715,10.5076,10.8344
BSU34070,10.2589,10.1362,10.348,9.8648,10.9452,10.7462,10.0381,11.0665,10.5444,10.0738,10.9925,11.063
BSU34080,7.3573,7.2933,7.2403,7.3963,7.0964,7.266,7.5388,7.5135,7.2045,7.2307,7.2426,7.3524
BSU34090,7.5179,7.3428,7.3009,7.4905,7.2277,7.3765,7.6818,7.6134,7.2499,7.3411,7.2788,7.5094
BSU34100,11.6446,11.0876,12.0606,9.9684,11.1583,10.6552,11.3357,10.6445,12.375,10.6577,11.5632,11.2319
BSU34110,12.0158,11.4109,12.4843,10.4571,11.5685,10.9383,11.7165,11.354,12.6108,10.7374,11.4795,11.3093
BSU34120,7.2958,7.9743,7.6485,8.4198,8.9519,9.0264,7.5576,9.0778,7.4109,8.9433,9.2226,9.4606
BSU34130,7.8967,8.6842,8.733,9.5411,10.3954,10.4736,8.0091,10.4937,8.4482,10.442,10.8646,11.003
BSU34140,7.7736,8.4682,8.4279,9.0821,9.9237,10.2353,7.8942,10.4145,8.2102,9.9187,10.4329,10.626
