M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
new_1904268_1904392_c,7.7454,8.5175,8.3616,7.6764,8.4134,7.6717,7.7045,7.7311,8.4845,7.4005,7.7269,7.5874
BSU17699,7.6755,8.5507,8.2519,7.6273,8.3153,7.6227,7.4834,7.5626,8.3073,7.3598,7.6148,7.5826
BSU17700,9.7007,8.6813,10.0739,9.1615,10.3893,9.2528,8.8905,8.7328,10.0437,8.581,9.709,9.2238
BSU17710,12.6586,11.3137,13.1084,13.435,14.5065,14.0591,11.7354,12.7802,13.227,12.9775,14.6215,13.8742
new_1905706_1905808,7.0677,7.2348,6.7976,7.4165,6.9865,7.0286,7.3344,7.1978,6.741,7.1251,7.0118,6.9572
BSU17720,7.0237,7.2232,6.8259,7.3621,6.9767,6.9904,7.3134,7.1811,6.7032,7.1121,6.8873,6.9768
new_1906208_1907012,7.2568,7.3859,7.2306,7.3538,7.4884,7.1123,7.2734,7.6142,6.8795,7.0806,6.9569,7.0387
BSU17730,12.655,12.2141,12.7602,11.7835,13.1924,12.565,11.8078,12.5024,12.8752,11.8772,12.8486,12.751
BSU17740,9.3218,8.3498,8.8697,8.7037,8.9308,8.8178,8.4641,9.0352,8.7559,8.3181,8.6206,8.6604
new_1907202_1907287,9.5649,8.325,8.8249,8.4382,8.8607,8.7765,8.4791,8.9829,8.7559,8.2943,8.6384,8.6554
new_1907334_1907493,7.182,7.1271,6.9496,7.5828,7.1142,7.1456,7.3754,7.3743,6.8471,7.2675,7.0162,7.0972
BSU17750,7.1229,6.9667,6.9411,7.3757,7.1181,7.12,7.3436,7.2568,6.824,7.1251,7.0645,7.0211
BSU17760,7.1736,6.9842,6.9775,7.3794,7.0856,7.1631,7.3911,7.3189,6.8951,7.1914,7.103,7.0764
BSU17770,7.6434,7.5777,7.5999,7.7012,7.7235,7.6304,7.7309,7.7036,7.619,7.4644,7.4794,7.5091
BSU17780,9.126,10.2828,9.6026,8.5707,9.7253,8.9081,9.0165,8.5919,9.7854,8.6056,9.286,9.0127
new_1912142_1913240_c,7.0718,6.98,6.8086,7.4389,7.1728,7.118,7.2798,7.2972,6.6513,7.1319,7.1123,6.9952
BSU17790,9.661,10.8969,10.1437,8.9416,9.9297,8.9797,9.4594,8.9224,10.1067,8.6076,9.4205,9.1643
BSU17800,8.9972,10.4528,9.6637,8.2661,9.2346,8.5063,8.9712,8.364,9.6194,8.1955,8.7327,8.5945
new_1914233_1914999_c,7.4772,7.644,7.2073,8.0768,9.126,8.4627,7.4585,7.7092,7.0589,7.831,8.5535,8.0532
BSU17810,9.9721,11.2872,10.3915,8.8123,9.5619,8.623,9.6595,8.7948,10.4949,8.3484,8.8135,8.8909
new_1915001_1915132_c,8.5756,8.9182,8.4808,10.4466,12.2064,11.5221,8.1701,9.4929,8.7843,10.2004,11.8306,11.1662
new_1915122_1915220,7.0179,6.8118,6.7296,7.4412,7.0722,7.0914,7.3004,7.2647,6.5829,7.1235,6.875,6.963
new_1915134_1915264_c,8.5938,8.8244,8.436,10.4184,12.0389,11.2706,8.1883,9.4069,8.6733,10.1738,11.7784,10.9151
BSU17820,7.1484,6.8185,6.9054,7.6308,7.8703,7.5024,7.3611,7.2775,6.6532,7.3331,7.5329,7.2878
new_1915794_1916005_c,7.2272,7.0558,7.0499,7.445,6.9816,7.0824,7.3593,7.2498,6.7036,7.1243,6.8992,7.089
new_1916003_1916622,7.1223,6.9661,6.8641,7.5204,7.2299,7.2305,7.3967,7.2848,6.6814,7.2679,7.1617,7.0908
BSU17830,7.3221,7.5449,7.2351,7.5629,7.7103,7.5212,7.5426,7.6131,7.4147,7.2061,7.4063,7.4897
BSU17840,9.48,12.126,10.4576,8.9136,9.9085,9.1482,9.437,10.2498,10.2881,8.8585,9.4689,9.2001
new_1917098_1917430,9.3648,11.9798,10.2347,8.6734,9.584,8.9007,9.2837,9.9532,10.0451,8.4475,8.8398,8.7387
new_1917432_1917610,10.0107,11.2325,10.033,8.3871,10.0046,9.2958,8.7351,9.8142,9.7199,8.3467,9.019,9.0478
BSU17850,13.5017,12.891,13.4964,12.3605,13.2688,12.9202,14.8324,15.8784,15.2188,15.0019,15.501,15.3258
BSU17860,9.6367,9.6333,9.9503,9.5452,10.5634,10.0342,14.4259,15.8856,14.973,15.0252,15.7313,16.2508
BSU17870,9.5441,9.8776,10.0039,9.4963,10.6316,9.98,14.185,15.356,14.8489,14.8666,15.5418,15.8118
BSU17880,13.2788,12.7242,12.9679,11.7114,12.4032,12.2021,15.3008,16.3954,15.3777,15.5766,16.3345,16.4445
new_1919693_1919828,12.583,11.842,12.801,11.6976,12.3453,12.2461,13.5032,14.8326,13.8956,13.9404,14.3714,14.669
BSU17890,14.8534,15.098,14.8875,13.6833,14.5124,14.195,14.5167,14.8708,14.9454,14.2179,14.5445,14.8082
new_1921866_1922524_c,9.4208,8.5913,8.8975,9.015,10.3613,9.8393,8.3566,8.4297,9.1339,8.3311,9.7401,9.1025
BSU17900,8.6301,8.8671,9.4224,9.7276,10.0197,10.2308,8.4479,9.0037,9.5384,9.6656,10.1251,11.1952
BSU17910,13.7147,14.8905,14.255,12.9407,14.2059,13.4031,13.1368,13.4575,14.6497,12.2522,13.8498,13.8325
new_1922824_1923123,7.7563,9.1462,8.2443,7.7861,8.7496,7.8609,7.7713,8.1047,8.3742,7.4549,7.8375,7.6406
BSU17920,12.138,11.0221,12.1059,11.6382,12.8907,12.4015,11.3779,11.3819,12.29,10.8236,12.3691,11.742
new_1923125_1923233,10.2349,9.9206,10.5948,11.1054,12.3719,12.1302,10.1277,11.7475,10.1169,11.8382,12.1521,11.7399
BSU17930,9.1836,9.1879,9.8248,9.8524,11.4412,11.1896,9.0456,10.6995,9.8428,10.1505,10.9692,10.87
BSU17940,11.3486,10.9109,11.4339,10.8255,12.1468,11.678,10.7747,11.5391,11.8306,10.8407,11.4746,11.253
BSU17950,12.4262,12.4943,13.0018,12.1268,13.4473,12.9842,11.9727,13.0193,13.1764,12.1307,12.9836,12.9931
BSU17960,11.2928,11.1263,11.5432,10.7102,11.9058,11.1687,10.8403,11.3924,11.5739,10.6984,11.5258,11.1846
new_1925453_1925538_c,8.0425,8.9085,9.2744,7.6324,8.937,8.4812,8.5918,8.9473,9.4651,8.202,8.8718,8.7477
new_1925528_1925637,7.7416,8.1853,7.7336,7.7818,7.858,7.5552,7.7257,7.5499,7.6908,7.4674,7.6189,7.5945
new_1925540_1925623_c,7.204,7.2655,6.6278,7.6363,6.97,7.2062,7.3754,7.2605,6.4958,7.189,7.2124,6.9099
BSU17970,7.5598,7.5355,7.3822,7.8316,8.2431,7.9604,7.4618,7.505,7.2496,7.4367,7.9154,7.8201
BSU17980,7.2682,7.5754,6.948,7.7294,7.6054,7.7051,7.4675,7.4912,6.8242,7.312,7.6258,7.5487
BSU17990,7.247,7.9283,6.9674,7.6637,7.3565,7.3919,7.5393,7.3953,6.7494,7.2991,7.3305,7.4161
new_1926452_1926585,7.9953,8.7003,8.3443,7.853,8.4671,7.8466,8.1868,7.9195,8.3948,7.409,7.596,7.5308
new_1926587_1926679,13.5463,15.705,12.8652,15.709,16.061,15.9264,13.8035,15.1395,12.7456,16.4152,16.3623,16.3975
BSU18000,12.0122,14.6969,11.3817,14.5021,15.1833,14.8146,12.3123,13.9218,11.5433,15.5967,15.4568,15.6148
new_1929410_1929480,9.8484,13.0443,9.4507,13.2731,13.8679,13.1672,10.0281,11.5884,9.3121,13.8569,14.0542,13.925
BSU18010,9.8252,13.0692,9.2593,13.2116,13.915,13.2089,10.0287,11.4926,9.4132,13.7815,13.9684,14.064
BSU18019,7.606,8.5385,7.2031,8.293,8.5654,8.4681,7.7473,8.0424,7.0895,8.5434,8.5938,8.8097
BSU18020,7.5461,8.1096,7.1806,8.2028,8.1951,7.95,7.6613,7.8079,6.9543,8.2319,8.3206,8.3917
BSU18030,7.4731,7.5854,7.1407,8.065,7.9454,7.7961,7.5953,7.6213,6.9293,7.795,8.0678,8.0338
new_1930742_1930833,10.9582,10.2925,11.1169,9.2018,10.3696,9.9729,10.202,9.7452,11.5471,8.9114,9.965,9.8349
BSU18040,11.068,10.4105,11.3844,9.75,10.9105,10.3186,10.5186,10.3798,11.5897,9.5245,10.2169,10.2103
BSU18050,11.8547,10.921,11.8395,10.4329,11.2011,10.8015,11.0312,10.739,12.106,10.0471,10.6308,10.6893
BSU18060,13.3303,13.2771,13.4554,12.6025,13.8583,13.3287,12.7427,13.6068,13.6361,12.7001,13.3411,13.272
BSU18070,11.6301,12.4999,12.3251,10.7686,12.5379,11.7134,11.2464,11.5652,12.6042,10.8603,12.186,11.6438
new_1932502_1932632,7.649,9.0115,8.3235,7.5177,8.2278,7.5943,7.4831,7.4732,8.6005,7.3877,7.5921,7.6093
BSU18080,13.0573,11.8364,13.0662,12.6288,13.4657,13.4619,12.4575,13.6821,13.1395,12.9381,13.491,13.7106
new_1933162_1933476,12.4279,12.1532,12.8042,10.6674,11.9906,11.7885,12.6869,11.6138,13.4569,11.292,12.1446,12.2294
BSU18090,12.3361,12.3905,12.7073,10.7466,11.7016,11.5204,12.9388,11.8161,13.5007,11.6591,12.0788,12.3297
BSU18100,12.7315,12.9473,13.0461,11.2557,12.0296,11.8931,13.4864,12.2856,13.7874,12.1265,12.5063,12.7637
new_1937876_1938065_c,11.0418,9.7527,10.5902,9.425,10.5159,10.3279,10.327,11.6438,10.8873,9.0436,9.6574,9.8638
BSU18110,11.922,10.5028,11.7432,10.2011,11.2906,10.9541,11.2438,12.3463,11.9054,10.1592,10.5904,10.715
new_1938860_1938924,10.9846,13.3458,12.3602,8.2494,9.0231,8.7615,10.8095,9.737,12.3539,7.7675,9.1136,9.0193
BSU18120,10.0505,12.3181,11.1318,8.0791,8.9869,8.2779,9.774,9.0486,11.1468,7.8451,8.6106,8.325
new_1940412_1941158_c,6.9046,6.9177,6.7824,7.2531,6.9222,6.908,7.1524,7.2812,6.5507,6.9843,6.8096,6.9436
BSU18130,8.4654,8.5981,8.771,8.4642,9.211,8.8632,8.4906,8.9049,8.7878,8.65,9.1645,9.2346
BSU18140,7.0285,6.8249,6.8088,7.5134,6.973,7.0734,7.3612,7.2831,6.6216,7.1347,7.0333,7.0443
BSU18150,10.0902,9.6377,10.4477,10.457,11.5745,11.0247,9.9165,10.4732,10.4766,10.717,11.3493,11.2382
new_1943983_1944112_c,10.4933,9.9691,10.7742,10.888,11.9724,11.4851,10.3286,10.9162,10.708,11.1703,11.5974,11.6771
BSU18160,10.2477,9.7847,10.5689,10.5846,11.6904,11.2905,10.1411,10.6757,10.5682,10.9563,11.5572,11.5663
new_1945655_1945976_c,9.8901,9.4742,10.0548,10.3334,11.341,11.1576,9.8124,10.3798,10.1578,10.1864,10.7944,11.0808
BSU18170,9.4248,7.2076,9.6636,8.5555,9.4856,9.2957,9.2762,7.9825,9.7858,8.7433,9.2533,8.8785
BSU18180,10.0387,8.1745,10.1945,9.0884,9.9353,9.4113,9.6627,8.5763,10.3078,9.0753,9.739,9.3558
BSU18190,11.5176,11.9157,12.2862,10.9475,12.4307,11.856,11.3299,11.4464,12.3948,11.2001,12.0572,11.9306
BSU18200,7.9193,7.526,7.815,7.7055,7.8284,7.6261,7.8192,7.9381,7.8847,7.4622,7.7005,7.6057
new_1949513_1949584_c,7.6684,7.2875,7.5366,7.6141,7.3467,7.3685,7.7634,7.5346,6.7109,7.4094,7.6537,7.4199
BSU18210,7.1957,6.9222,6.9924,7.5385,7.4484,7.401,7.4203,7.2763,6.8518,7.3445,7.4047,7.4334
BSU18220,7.0187,6.7271,6.7576,7.4769,7.2905,7.3258,7.2692,7.1685,6.5617,7.1873,7.1856,7.2806
BSU18230,7.0201,6.5834,6.6738,7.4438,7.1799,7.2394,7.2789,7.1168,6.5158,7.1921,7.2091,7.223
BSU18239,7.0418,6.7825,6.9003,7.5182,7.2639,7.3726,7.2936,7.2431,6.5124,7.3211,7.2553,7.4198
BSU18240,7.0474,6.6495,6.7804,7.4962,7.4124,7.4225,7.2647,7.3893,6.6321,7.2972,7.3677,7.3961
BSU18250,6.9686,6.6314,6.6795,7.5178,7.326,7.4232,7.2645,7.4075,6.4959,7.347,7.3069,7.3946
BSU18260,6.9527,6.5915,6.7036,7.4312,7.0274,7.1815,7.2562,7.1967,6.4988,7.1517,7.0547,7.0808
BSU18270,6.8184,6.6982,6.7028,7.3076,7.0708,7.1681,7.2536,7.1578,6.5526,7.0879,6.9259,6.9549
BSU18280,7.1842,6.8147,7.0425,7.5517,7.3647,7.3913,7.4371,7.4606,7.0325,7.2512,7.3418,7.3207
BSU18290,7.0464,6.7202,6.9513,7.4765,7.3983,7.2768,7.1952,7.1739,6.6528,7.2191,7.3675,7.1237
BSU18300,9.1842,8.4255,9.9183,10.9931,12.4891,11.6145,9.0591,9.621,10.0229,11.2333,12.3085,11.3712
BSU18310,9.114,8.4239,9.7171,11.237,12.6102,11.8712,9.0723,9.6701,9.7108,11.4821,12.4332,11.6592
BSU18320,9.1231,8.5175,9.5661,11.8803,12.9506,12.3802,9.1181,9.8987,9.4586,11.8141,12.7101,12.2411
BSU18330,9.2754,8.5299,9.4501,11.8384,12.8095,12.4523,9.2032,10.0008,9.2068,11.8127,12.5642,12.3692
BSU18340,9.3749,8.3041,9.1462,11.6098,12.6875,12.3034,9.045,10.4147,8.9076,11.5267,12.496,12.2134
new_1997958_1998066_c,10.2427,11.0936,10.9095,11.7115,14.0689,13.6643,9.9809,12.936,11.1026,11.9304,13.7634,13.5616
BSU18350,10.9359,10.0124,11.35,11.6131,12.7864,12.3857,10.7697,12.3085,11.3039,11.9317,12.4149,12.5259
BSU18360,10.8911,9.9301,11.4774,11.4734,12.7109,12.3959,10.7561,12.2872,11.3872,11.801,12.4563,12.4379
BSU18370,11.0226,10.6906,11.5949,10.6309,12.3578,11.6865,10.9096,11.6572,11.666,10.9713,11.8172,11.5843
new_2002172_2002505,7.1512,7.3737,6.9182,7.4587,7.2903,7.2298,7.3426,7.3886,6.7336,7.1901,7.0635,7.2027
new_2002352_2002456_c,10.9164,10.3773,10.9629,9.894,10.8448,10.3812,10.6669,10.5311,10.9393,9.5902,10.3095,10.5984
BSU18380,13.0078,14.6945,13.2179,13.7491,15.2199,14.8878,13.126,16.298,13.0832,13.8711,15.2478,15.4774
BSU18390,9.825,9.8537,10.9264,10.0497,11.3548,10.6653,9.5975,10.3646,11.3578,10.3203,11.5362,11.3118
BSU18400,9.8503,9.7156,10.226,10.2741,11.4197,10.8528,9.3817,10.3043,10.549,9.7783,10.9835,10.7388
BSU18410,7.5176,6.953,7.3594,9.1329,10.087,9.7638,7.7395,8.5411,7.3368,9.3692,9.9595,10.1745
BSU18420,9.8467,9.3054,10.1425,8.8999,9.8001,9.1698,9.5764,9.0631,10.5234,8.6989,9.2131,8.9045
BSU18430,8.9131,8.8428,9.1643,8.277,9.0938,8.1616,8.8001,9.0198,9.2195,8.2891,8.7573,8.3544
new_2007582_2008540_c,7.1969,6.8892,7.0816,7.452,6.9158,7.351,7.47,7.2932,6.9633,7.0279,6.7487,7.1829
BSU18440,11.513,10.3434,12.2579,12.4464,11.4812,13.5447,11.5487,11.3017,12.137,12.4091,11.2064,13.8698
BSU18450,11.303,10.1211,11.9743,11.8844,10.6471,13.0936,11.3569,11.3034,11.8554,11.7778,10.4208,13.3321
new_2014633_2014704_c,10.6568,9.2934,11.1061,8.0411,10.1162,12.9003,9.1119,10.4521,11.2641,10.4731,9.2808,12.4051
BSU18460,11.1149,10.244,11.4818,10.007,10.6315,10.787,10.6453,11.0829,11.7417,9.9056,10.333,10.8407
BSU18470,7.9902,9.3967,8.4445,7.5591,7.4756,7.1901,8.6836,7.5156,9.5134,7.8534,8.1715,7.5637
BSU18480,8.5175,9.7409,8.9755,7.919,8.1497,7.652,9.1111,8.4284,10.2445,8.4203,9.1508,8.6799
BSU18490,10.1662,9.8388,10.6797,9.8537,10.3639,10.2642,9.752,11.2383,10.3775,9.2176,9.7104,10.1867
new_2018314_2018433_c,9.1715,9.5199,10.3915,8.4129,8.0915,8.7727,8.7783,8.6273,10.4281,7.9728,8.0664,9.0116
new_2018435_2018531_c,8.8962,8.5525,10.282,8.3934,7.9213,8.708,8.7,8.0466,10.3543,7.9502,7.841,8.9198
BSU18500,12.8516,13.7115,13.1069,10.1078,10.44,10.14,12.223,11.2833,13.4505,9.592,9.7977,10.5475
BSU18510,7.4859,7.8579,7.4297,7.7809,8.0921,7.7678,7.6493,7.9837,7.3681,7.6021,7.9899,7.7418
BSU18520,6.9692,6.9261,6.7883,7.3599,7.2707,7.0882,7.3144,7.1852,6.644,7.1362,7.092,7.0302
BSU18530,9.2611,8.2963,9.415,9.589,10.2862,10.3296,9.0666,10.1558,9.6234,9.6018,9.9205,10.1009
new_2021145_2021230,9.881,8.6007,10.4725,8.6495,11.1236,10.7339,9.392,10.8171,10.3585,10.3027,10.5802,11.3655
BSU18540,8.0159,7.1567,7.3749,7.7315,7.3359,8.0207,8.1007,7.7104,7.6089,7.5791,7.3133,7.7518
new_2021232_2021971,7.6077,7.0618,7.3092,7.7656,7.7788,7.6394,7.4691,7.6212,7.4428,7.4581,7.6193,7.6277
new_2022468_2022560_c,8.5069,7.5982,8.2133,8.4173,8.5211,8.9171,8.7666,8.3354,8.2255,8.2118,8.2238,8.9654
BSU18550,8.5584,7.5102,8.0055,8.5465,8.5351,9.0864,8.5705,8.3508,7.9699,8.5458,8.3724,8.8016
BSU18560,9.1539,8.487,8.8433,9.5112,10.0787,10.3381,9.0448,9.5164,9.0535,9.3733,9.587,10.2076
new_2025088_2025159_c,10.0205,8.7409,8.9896,10.2492,10.428,10.7262,9.5112,10.2924,9.3355,9.9869,10.2,10.5149
BSU_misc_RNA_31,10.2438,9.4287,9.8609,10.3932,11.1546,11.4564,9.6725,10.7085,10.0901,10.3637,10.6539,11.5506
BSU18570,10.7462,9.8556,10.3829,10.7794,11.0072,11.3334,10.6298,10.5128,10.3653,10.547,10.5682,11.0278
BSU18580,11.2492,12.0083,11.4383,11.0454,11.5832,11.6476,11.1736,11.3967,11.4369,10.849,10.9529,11.3334
new_2027827_2028174_c,10.739,12.5951,11.4879,9.6921,10.1716,9.7209,10.6462,10.7882,11.4227,9.2934,9.518,9.6381
BSU18590,11.2364,13.2374,12.2689,10.05,10.9164,10.3309,11.2181,11.4269,12.2869,10.0011,10.5131,10.399
new_2028580_2028675_c,11.3288,12.7866,11.9894,10.2377,10.8315,10.3149,11.3297,11.2673,11.9468,10.0871,10.4715,10.3567
new_2028811_2029019,7.9025,8.404,8.0776,8.2729,8.7561,8.6354,7.9397,8.3319,7.9514,7.9532,8.4707,8.4493
BSU18600,7.868,8.027,8.0104,8.3014,8.8686,8.6819,7.9262,8.3203,7.9383,7.9862,8.5458,8.5288
new_2029314_2029407,7.7273,7.6421,7.9251,7.9521,8.6337,8.6921,7.889,8.332,7.8441,7.974,8.2189,8.5288
BSU18610,10.6135,10.634,10.3948,10.414,11.4251,10.4746,10.1921,9.2904,10.2774,9.8759,10.4666,9.7162
new_2031115_2031202_c,10.2026,9.9142,9.4086,10.1697,10.8953,10.166,9.4485,8.4326,9.0572,9.2965,9.9929,9.1429
BSU18620,8.3426,7.2192,8.4235,8.0294,8.4047,8.0823,7.942,7.5603,8.4839,7.629,7.8857,7.7515
BSU18630,10.4952,10.6758,11.1972,9.5526,9.8277,10.017,10.2802,10.3924,11.3574,9.4975,9.5577,10.0972
new_2033681_2033894_c,9.9307,9.9178,10.2261,8.1911,9.0312,8.7205,9.8248,9.5155,10.3309,8.06,8.6675,8.6231
BSU18640,9.1853,9.4508,9.6933,8.1731,9.0968,8.6962,9.3073,9.1288,10.0705,7.9877,8.6747,8.5192
new_2034573_2037062_c,9.6058,9.9311,10.0103,8.4769,9.5818,8.8965,9.5224,9.4302,10.3389,8.2816,8.997,9.1623
BSU18650,7.5753,7.6398,7.8268,7.993,8.4014,8.0061,7.7209,7.7597,7.7521,7.7287,8.0558,8.2241
BSU18660,7.0178,7.0434,6.7638,7.3502,6.9342,7.001,7.3082,7.1796,6.4869,7.1039,6.9896,6.9387
BSU18669,10.7667,11.6246,11.5423,10.6501,12.4027,11.388,10.742,11.3486,11.5919,10.6067,11.8835,11.7583
new_2037369_2037470_c,10.9426,11.747,11.6286,10.6525,12.46,11.4534,11.0061,11.3181,11.6022,10.6992,11.9427,11.7823
new_2037498_2037600_c,6.9999,6.7301,6.6436,7.514,6.8262,6.9999,7.2356,7.1767,6.4597,7.0746,6.8008,6.9952
BSU18670,7.0015,6.7156,6.7343,7.2683,6.8225,6.9864,7.2814,7.1639,6.6174,7.0361,6.8554,6.9168
BSU18680,8.9955,9.211,9.2272,9.1113,10.1242,9.5821,8.6799,9.2108,9.3771,8.8411,9.2694,9.4643
BSU18690,8.1905,7.7041,8.2071,8.5792,9.548,9.4321,8.127,8.9485,8.2544,8.4925,8.9389,9.1269
BSU18700,7.3704,7.2044,7.2954,7.5621,7.7003,7.5271,7.3567,7.4787,7.4239,7.3249,7.5018,7.5411
BSU18709,7.1522,6.7746,7.0716,7.5949,7.6418,7.3847,7.3677,7.3512,6.7333,7.2292,7.3439,7.2784
new_2041030_2041466,7.2758,6.9624,6.9978,7.5642,7.6428,7.5665,7.3334,7.4602,7.0504,7.289,7.4114,7.5219
new_2041228_2041329_c,7.3253,7.295,7.1837,7.6233,7.7191,7.5581,7.4771,7.5116,7.1234,7.3791,7.3897,7.4288
BSU18710,7.2535,7.1326,7.1304,7.5943,7.6137,7.4659,7.4389,7.4894,7.1156,7.3221,7.3253,7.3509
new_2041828_2041927_c,7.2571,7.1933,7.0692,7.5385,7.3986,7.3334,7.4251,7.3403,6.8661,7.2969,7.2883,7.1926
BSU18720,6.9634,6.7113,6.7065,7.3537,6.857,6.9973,7.2759,7.1682,6.5184,7.0254,6.8576,6.9323
BSU18730,8.77,9.9465,9.4771,8.7523,9.6348,9.1534,9.1406,9.9154,9.624,9.0562,9.4004,9.6143
BSU18740,8.6854,9.5244,9.1312,8.509,9.4142,8.9664,8.7768,9.438,9.1902,8.771,9.1521,9.2094
new_2043933_2044037,8.7663,9.3359,9.0525,8.5075,9.3528,8.9688,8.7111,9.4066,9.1091,8.7735,9.1687,9.162
BSU18750,8.4642,9.2039,8.8696,8.2797,9.0222,8.7138,8.5449,9.1187,9.0117,8.4896,8.8394,8.834
new_2044833_2045843,7.3925,7.3809,7.3762,7.4868,7.5937,7.4264,7.5407,7.658,7.3745,7.3394,7.4059,7.4732
BSU18760,7.7663,7.6725,7.764,7.6774,7.6413,7.6535,7.8549,7.6318,7.7403,7.4383,7.4176,7.5455
BSU18770,7.7391,7.7337,7.7467,7.6817,7.8874,7.6134,7.8358,7.7827,7.9073,7.4058,7.6814,7.5537
new_2046920_2046979_c,8.671,8.1572,8.915,9.3823,10.8037,9.8705,8.4447,9.7618,9.1186,9.2968,9.9645,9.763
BSU18780,8.4639,7.9351,8.7875,9.3447,10.4905,9.6274,8.3711,9.5746,8.8652,8.9236,9.6988,9.3804
new_2047441_2047674_c,7.7359,7.4367,7.5363,7.6781,7.6323,7.6238,7.7575,7.5332,7.377,7.5076,7.4995,7.7009
BSU18790,8.6771,8.3918,8.8488,9.0395,9.5848,9.3442,8.5775,8.9323,8.7746,8.5911,9.1447,9.0171
BSU18800,11.5565,11.5012,11.6802,10.7124,11.5655,10.8572,11.101,11.38,11.7755,10.5271,11.1168,10.8578
new_2049454_2050111,8.6974,8.1125,8.5101,8.4664,9.3816,8.7363,7.8074,8.5497,8.9163,8.105,9.0497,8.607
BSU18810,7.8621,8.0786,7.8394,7.949,8.2344,7.7342,7.9566,7.7926,7.6576,7.6653,7.6708,7.5695
BSU18819,7.6909,8.0697,7.7808,7.7116,8.066,7.6098,7.7896,7.7269,7.7237,7.4614,7.5651,7.4203
BSU18820,7.5103,7.1056,7.2964,7.5846,8.124,7.637,7.3896,7.4982,7.2682,7.3191,7.5805,7.5548
BSU18830,8.533,9.1781,8.8671,8.1761,8.7966,8.1668,8.6053,8.5973,8.9674,8.0447,8.3468,8.0466
new_2053930_2054039_c,8.6027,9.8665,9.6294,8.0665,9.0042,8.5442,8.7057,8.9808,9.2422,8.094,8.5842,8.5129
new_2053985_2054612,9.1911,9.4787,9.3297,8.3025,9.333,8.5967,8.8947,8.7042,9.4254,8.0376,8.631,8.0376
new_2054085_2054544_c,11.2653,12.7982,12.0388,10.8808,11.9769,10.8991,10.9295,10.5702,12.113,10.4995,11.5335,11.3523
BSU18840,12.2195,13.2522,12.7296,11.4721,12.9827,11.6668,11.8925,12.9671,12.7905,11.4411,12.5349,12.123
new_2055241_2055358_c,12.9688,13.6453,13.388,12.0541,13.5336,12.4225,12.5054,13.4576,13.3346,12.2503,13.2569,13.1232
BSU18849,10.6269,12.0014,11.0471,8.6406,9.8104,8.9982,10.1734,9.9124,11.3511,8.6306,9.1386,9.1954
BSU18850,11.6868,11.4627,12.2037,11.4926,12.6551,11.9118,11.1803,11.9974,12.1277,11.1735,12.2745,12.1145
new_2056617_2057213,11.3015,11.1886,11.966,11.1949,12.5369,11.8298,10.6592,11.9719,11.999,10.9481,12.1061,11.9588
BSU18860,8.5889,7.7434,8.1693,7.7473,7.7882,7.6764,8.3401,8.0422,8.2508,7.2043,7.3569,7.3841
BSU18870,10.9363,10.4693,11.2915,10.9578,12.0403,11.3406,10.3932,11.4477,11.1703,10.4347,11.4535,11.229
new_2057588_2058714_c,11.1909,10.3845,11.5116,11.0702,12.2273,11.9086,10.7964,11.7886,11.7894,11.153,11.7223,12.0003
BSU18890,10.9187,10.3274,11.3367,11.0068,12.2149,11.9827,10.4984,11.7106,11.6765,10.791,11.7214,11.7512
BSU18898,8.2622,8.1726,8.3292,8.3214,8.9907,8.5097,8.2924,8.4523,8.3821,8.152,8.2848,8.2536
BSU18899,7.0358,7.377,6.8259,7.4507,6.9994,6.9939,7.3468,7.1846,6.6589,7.1508,7.0734,7.4472
BSU18900,7.7806,8.1426,8.1009,8.0308,8.2895,8.0841,7.8803,8.0862,8.079,7.5533,7.6505,7.8165
BSU18908,9.2713,9.189,10.6547,11.1222,12.6692,12.0819,9.1984,11.4083,10.7884,10.7578,12.1239,12.1527
BSU18909,7.3867,6.9141,6.8486,7.6648,8.2321,7.7192,7.3632,7.5101,7.0286,7.369,7.7736,7.773
BSU18910,11.6282,11.5685,11.7729,12.3835,12.9664,12.6916,11.2245,11.6821,11.5254,12.1259,12.7081,12.772
BSU18920,13.6138,11.9443,13.4585,13.8885,15.1327,14.4612,12.5397,13.712,13.4461,13.3221,14.4862,14.1251
BSU18950,7.7588,7.892,7.505,7.6529,7.8287,7.5234,8.3621,8.189,7.9598,7.5492,8.3781,8.7115
BSU18960,8.0128,7.9061,8.2201,8.9822,10.1731,9.4574,7.9886,8.7049,8.1243,8.5531,9.3743,9.1689
BSU18970,13.0112,12.8836,13.31,12.4198,13.6718,12.8691,12.6909,12.5958,13.208,12.1338,12.9046,12.753
new_2069030_2069174_c,12.9582,13.1382,13.5503,12.9005,14.6835,13.6504,12.992,13.4987,13.5953,12.9898,13.6695,13.6926
new_2069176_2069261_c,11.4686,11.579,11.7377,11.464,13.529,12.2903,10.563,10.8953,12.1347,10.8408,12.3736,11.7669
BSU18979,11.3152,10.975,11.17,11.3489,12.9219,11.806,10.4574,10.4523,11.3188,10.7657,12.0319,11.2536
new_2069562_2069699_c,11.7882,11.2626,11.5224,11.3124,13.4081,12.5683,11.0083,10.536,11.6537,11.3421,12.7705,11.7723
new_2069746_2069982_c,11.7815,12.4985,12.0861,11.0141,11.9175,11.7906,11.0899,11.769,12.2915,10.3862,11.2034,11.1332
