SMMPr_1,SMMPr_2,SMMPr_3,LoTm_1,LoTm_2,LoTm_3,BMM_1,BMM_2,BMM_3,Cold_1,Cold_2,Cold_3
new_3762778_3763121_c,8.0669,7.9041,7.9468,9.5728,9.5676,9.8405,7.5243,7.5789,7.9121,7.3326,7.6743,7.6526
BSU36600,8.7221,8.794,9.0081,8.6452,8.5551,8.3527,8.7458,8.5844,8.5931,8.4694,8.2689,8.0265
BSU36610,9.2738,9.1924,9.2498,9.1857,8.9188,8.9993,10.6383,10.4153,10.7246,10.0833,9.5958,9.7482
BSU36620,9.2274,9.3096,9.4867,9.977,9.5404,9.4765,9.4762,9.1317,9.5882,9.5123,8.9367,8.7219
BSU36630,11.1593,11.1753,11.4283,11.2833,11.2086,10.9928,11.7509,11.5426,11.6829,11.5851,10.7253,10.6383
new_3766640_3766713_c,9.0974,9.3619,9.7115,11.1127,11.2587,10.9876,8.4807,7.9674,8.3426,8.8994,8.7383,8.4208
BSU36640,10.4542,10.5337,10.3878,11.8556,11.8347,11.5076,9.073,8.7274,8.772,9.1746,8.6464,8.3305
BSU36650,11.2578,11.4504,11.3775,12.8053,12.9177,12.6555,9.5827,9.3074,9.1349,9.6318,8.9562,8.6164
BSU36660,11.582,11.6955,11.6256,13.1815,13.4165,12.9647,9.6822,9.658,9.4222,9.6733,9.0596,8.7292
new_3769109_3769193_c,11.7957,12.4007,11.7484,13.7183,14.2073,13.7993,10.1414,9.8141,10.0351,9.9535,9.3819,8.8424
new_3769195_3769288_c,10.9647,11.1005,10.968,11.9017,11.8099,11.6119,9.1897,8.9593,8.677,8.9884,8.3194,8.1771
BSU36668,10.5863,10.8793,10.5957,11.8583,11.8934,11.6982,9.0682,8.7285,8.6646,9.0099,8.669,8.2154
new_3769454_3769625_c,8.3862,8.2502,8.4189,9.2896,10.1126,9.3223,8.2968,8.0541,8.0659,8.3598,8.1813,7.9689
BSU36669,8.4004,8.2842,8.3844,9.4265,10.0579,9.5011,8.1959,8.1092,8.0253,8.3761,8.1206,7.7678
new_3769809_3769955_c,8.6555,8.8309,8.6044,9.523,10.6257,9.7322,8.6706,8.6394,8.335,8.8632,8.1979,7.9135
new_3769957_3770070_c,6.5021,6.9519,7.1692,8.652,10.579,8.5123,6.8542,6.9992,7.7919,7.294,7.4741,7.6769
BSU36670,8.3171,8.3463,8.5023,12.0308,14.4153,12.0922,9.4293,9.5905,12.6437,8.2475,7.8891,7.751
BSU36680,6.6094,6.9753,7.0958,7.2485,7.5214,7.0306,6.8551,6.9176,7.7071,7.2965,7.359,7.3771
BSU36690,12.4109,12.4393,12.6849,12.4683,12.2437,12.2815,12.4092,12.33,12.214,12.6243,11.9041,11.6327
BSU36700,10.1133,10.1303,10.238,10.418,10.1047,10.0536,10.888,10.6204,11.1835,12.057,11.094,10.4551
BSU36710,10.3868,10.2658,10.483,10.5977,10.6822,10.5552,11.1741,10.9505,11.557,12.5508,11.7858,11.105
new_3774188_3774399_c,7.1159,7.2708,7.2876,9.3692,10.0795,9.5935,7.3925,7.3821,8.7418,7.5293,7.5183,7.4356
BSU36720,8.1574,8.3016,7.9975,10.645,12.3124,10.6898,8.2843,8.5878,10.5679,7.5456,7.562,7.6632
BSU36730,8.25,8.3702,8.4722,9.5405,9.4015,9.2826,8.2459,7.9151,8.1005,8.7192,8.2391,8.0001
BSU36740,7.3463,7.6254,7.7496,9.0775,8.8523,8.8642,7.8427,7.7931,7.8829,8.0619,7.6989,7.7448
BSU36750,9.4064,9.2602,8.9981,13.3103,13.2475,13.3734,8.5055,8.3222,8.6265,9.3333,8.8618,8.6319
new_3777796_3777913_c,9.0064,8.992,9.2761,11.136,10.8652,10.78,9.9213,9.5479,10.0262,10.4423,9.9419,9.3964
new_3777872_3780532,7.4461,7.6368,7.5165,8.7395,8.7282,8.635,6.8245,7.1143,7.5059,7.0932,7.5198,7.4403
BSU36760,14.1956,14.2715,14.421,12.8631,12.4885,12.6527,14.0027,13.8353,13.9528,13.7535,12.9847,12.6628
BSU36770,14.087,13.8023,14.2794,13.7437,13.591,13.724,13.3544,13.3452,13.3876,14.3495,13.7314,13.4217
new_3780034_3780161_c,12.7122,13.1198,13.272,12.7347,12.5799,12.7104,12.8849,12.6052,12.3177,13.071,12.1838,11.3293
BSU36780,12.8258,13.4745,13.5238,13.0571,13.0751,13.2282,13.1343,12.9003,12.9526,13.3292,12.5771,11.8115
new_3780393_3780655_c,12.3101,13.143,13.2859,11.2766,10.7763,11.1419,12.3695,12.5227,12.219,11.6066,10.9438,10.5088
BSU36790,8.3659,8.2651,8.5957,9.8059,9.4987,9.4695,8.2574,8.2997,8.5445,9.3578,9.3174,9.0062
new_3780657_3781040_c,7.4991,8.0022,8.0614,9.1204,9.0688,8.6991,8.7177,8.5773,8.8553,9.9997,9.3285,9.0975
BSU36800,13.8165,14.1774,14.3428,13.45,13.4749,13.263,14.1182,13.7956,13.732,13.632,12.5463,12.2068
BSU36810,13.9952,14.4736,14.5554,13.4822,13.2994,13.1752,14.2204,14.0089,14.1433,13.6336,13.0874,12.5197
BSU36820,15.1328,15.4957,15.794,14.7472,14.575,14.5844,15.3033,15.1101,15.0261,14.6028,13.9284,13.403
new_3783802_3783877_c,15.3395,15.792,15.8992,14.9455,14.7744,14.6206,15.4737,15.2605,15.3289,14.6318,14.0864,13.8081
BSU36830,15.0598,15.4809,15.5364,14.6126,14.5337,14.3408,15.2424,15.0092,14.8991,14.4747,13.4993,13.1115
BSU36840,15.336,15.578,15.617,14.9209,14.76,14.6861,15.2792,15.22,15.1714,14.5906,13.7955,13.56
BSU36850,15.435,15.6251,15.8664,15.1725,14.9209,14.8666,15.4084,15.2927,15.3129,14.7449,14.1368,13.7039
new_3786458_3786619_c,14.6236,14.8606,15.3263,14.3202,14.2241,14.1996,14.8549,14.2442,14.4368,14.1429,13.4804,12.9187
BSU36860,14.9554,15.319,15.2919,14.882,14.3996,14.3077,15.0036,14.8473,14.4896,14.244,13.2518,12.753
BSU36870,14.7779,15.0778,15.1153,14.4944,14.0352,14.1353,14.7792,14.7067,14.5671,13.8911,13.113,12.5882
BSU36880,13.3428,13.6773,14.0857,14.5317,13.9745,13.9429,13.9663,13.707,13.8163,14.1441,13.4648,13.242
new_3788004_3788274_c,13.9613,14.5628,14.7231,14.8428,14.579,14.6235,14.4289,14.2893,14.1727,15.2993,14.1359,13.9214
new_3788276_3788397_c,7.9033,8.118,8.4257,9.3543,9.4053,8.8614,9.5014,9.5434,9.5898,9.1067,8.7912,8.3747
BSU36890,13.2999,13.4516,13.557,13.1577,13.0136,12.9069,14.0381,13.8953,14.0172,13.107,12.3848,11.9483
BSU36900,14.1151,13.9927,14.3034,14.4198,13.9451,13.8829,15.1019,14.7709,14.666,14.1922,13.5555,12.9139
new_3790498_3790582_c,12.2236,12.335,12.2753,12.6152,11.9103,12.1577,13.2397,13.0975,12.9364,12.5759,11.6432,11.1119
BSU36910,12.3222,12.2511,12.3535,12.3054,11.9016,11.8392,13.0984,12.8648,12.915,12.48,11.7396,11.1929
BSU36920,12.9905,12.9874,12.7596,12.8397,12.5025,12.6906,13.8194,13.494,13.1449,13.0429,11.978,11.0072
new_3791649_3791748_c,12.7731,12.9347,12.7745,12.7434,12.4461,12.4802,14.0701,13.8671,13.1419,13.2693,11.2602,10.6696
BSU36930,10.4521,10.6105,10.6279,12.0132,11.8227,11.6967,11.1732,11.0605,11.0161,11.3576,10.859,10.3506
BSU36940,8.431,8.402,8.4308,11.1433,11.1716,11.1236,8.9719,9.0108,8.6739,8.9201,8.2236,8.169
BSU36950,10.5053,10.277,10.2163,11.2465,10.989,10.941,11.0674,10.8075,10.5095,10.6768,9.8162,9.1834
new_3794010_3794074_c,11.0802,10.9617,10.8945,11.6629,11.4417,11.3787,12.0511,11.8125,11.9231,11.4734,10.8029,10.0438
new_3794076_3794165_c,7.4676,7.8991,7.6843,11.3042,11.4902,11.2281,7.4022,7.4631,7.9688,8.1414,7.4577,7.703
BSU36960,8.0807,8.1056,7.9432,11.8095,11.8547,11.7931,7.4874,7.4259,8.1484,8.109,7.73,7.8425
BSU36970,7.8699,7.9548,8.0708,10.504,10.7988,10.4713,7.9414,7.8311,8.4959,8.6072,8.2252,8.0719
BSU36980,9.6227,9.6812,9.5096,11.8341,11.2842,11.2675,10.1844,10.1038,10.237,11.4166,10.9802,10.942
BSU36990,10.2408,10.1629,10.4693,10.9094,10.6595,10.6889,10.8208,10.6317,10.6535,11.5834,10.6275,10.3475
new_3796158_3796216_c,9.7395,9.8117,9.9058,10.5433,10.2772,10.2294,10.4496,10.2019,10.4599,11.2538,10.4116,10.326
BSU37000,9.9521,9.9638,10.023,11.1908,10.7118,10.8152,11.1309,10.8662,10.9415,11.8462,11.1067,10.555
BSU37010,12.2951,12.0389,12.3984,12.9527,12.8597,12.9641,13.0096,12.8376,12.7355,13.7796,12.9653,12.4119
new_3798209_3798320_c,8.0429,7.7349,8.2519,7.8887,8.4774,8.4995,7.0499,7.0733,7.3049,7.6888,7.4385,7.4563
BSU37020,9.9555,10.151,10.1459,10.503,10.1829,10.1714,10.3796,10.1951,10.6356,10.2142,9.7182,9.1442
BSU37030,10.3513,10.5625,10.3661,13.3203,13.2514,12.9192,9.8238,9.6272,10.134,9.643,8.9379,8.8226
BSU37040,7.9651,7.8416,7.8416,8.6628,8.9345,8.9154,7.7498,7.6831,8.1239,7.8616,7.7683,7.7567
BSU37050,7.2655,7.5144,7.6724,8.4128,8.2819,8.0195,8.6037,8.4805,8.9914,8.4791,8.2332,8.1819
new_3802167_3802257_c,8.1985,8.5219,8.3733,9.4852,9.1395,9.0274,10.0186,9.8736,10.3478,9.5395,9.1101,8.8767
BSU37060,9.9887,9.8058,9.9789,10.4482,10.0445,10.0112,11.2446,11.0009,11.1751,12.3213,11.6358,11.1277
BSU37070,15.3074,15.5527,15.7329,15.0604,14.9613,14.8079,15.6551,15.5686,15.7411,16.4113,15.877,15.3182
new_3803282_3803359_c,14.8376,15.5637,15.4126,15.0102,14.8944,14.8141,15.7034,15.6364,14.2564,16.4159,14.4611,14.1948
BSU37080,12.5864,12.6713,12.8041,12.9035,12.5397,12.6207,12.8648,12.4628,12.7009,14.1624,13.2906,12.8931
new_3804684_3804986_c,12.9751,13.0818,13.3984,13.6547,13.4821,13.3045,13.2477,12.9846,13.1176,14.7767,14.1354,13.6739
BSU37090,13.1428,13.15,13.1362,13.2981,12.8518,12.9703,13.0839,12.7724,12.8122,13.8642,12.9816,12.2549
BSU37100,13.5822,13.528,13.5391,13.5882,13.1641,13.3303,13.6703,13.3708,13.0853,14.1584,13.0346,12.2729
new_3807376_3807735_c,14.0399,13.9012,14.1112,13.9844,13.5502,13.8751,14.1288,13.9346,13.7723,14.3777,13.5738,13.1246
BSU37110,14.2829,14.4901,14.5334,14.3692,14.1973,14.0857,14.4201,14.4276,14.4569,14.5894,14.1465,13.4649
new_3808393_3808511_c,14.6055,14.6558,15.0466,14.8888,14.3689,14.4214,14.68,14.6018,14.8645,14.9947,14.6357,14.1654
BSU37120,15.0282,15.2797,15.5122,14.9715,14.685,14.6014,15.3472,15.241,15.2767,15.6326,14.8632,14.4184
new_3809370_3809496_c,15.2204,15.2895,15.8096,15.1559,15.1685,14.8869,15.468,15.7809,15.4487,15.8919,15.1523,14.6389
BSU37130,12.9139,12.9261,12.9058,13.7116,13.4721,13.5045,11.9494,11.6273,11.7239,12.8181,11.8455,11.4491
new_3809980_3810619_c,9.651,9.5126,9.6509,9.1006,8.8412,8.791,9.3193,9.2288,9.574,9.6694,9.1495,8.9668
BSU37140,10.5125,10.791,10.926,9.5123,9.3182,9.5587,11.3029,11.1216,11.1047,11.2649,10.6723,10.2387
BSU37150,12.0196,11.9547,11.9221,11.6386,11.225,11.4776,13.3461,13.0568,12.8597,13.0775,11.9301,11.3702
new_3812301_3812488_c,12.5087,12.5219,12.2692,12.4524,12.2224,12.2817,13.7991,13.4017,13.3448,13.6356,12.7978,12.08
BSU37160,13.746,13.6503,13.5824,14.2278,13.9304,13.99,14.0723,13.8831,14.3195,13.9856,13.642,13.1373
new_3813064_3813166_c,14.0375,13.8944,13.735,14.295,14.0597,14.2572,14.8056,14.5245,14.8043,14.2146,13.7541,13.4387
new_3813168_3813245_c,9.3043,9.2889,9.4626,10.6957,10.5506,10.772,8.1941,8.1522,8.2841,8.4537,8.1928,8.2441
BSU37170,9.3106,9.1306,9.2459,10.7538,10.5068,10.9347,8.2133,8.0487,8.1773,8.5046,8.1588,7.9333
BSU37180,8.7682,8.6517,8.811,9.8174,9.6416,9.9894,7.6533,7.5443,7.5692,7.672,7.4339,7.407
new_3816500_3816558_c,8.8909,9.1563,8.9326,9.8958,9.3768,9.9376,7.6208,7.465,7.3087,7.3825,7.3157,7.3552
BSU37190,7.8937,7.6427,7.5785,9.212,9.1898,9.8543,6.7141,6.7614,6.9994,6.838,7.1028,7.2017
new_3816846_3817724_c,8.4588,8.1296,7.9443,11.0352,10.8497,11.0889,6.7129,6.7752,7.0235,7.2699,7.398,7.3667
BSU37200,7.6393,7.5267,7.4952,9.1689,9.3231,9.9932,6.7782,6.852,7.0666,7.0979,7.2483,7.2969
BSU37210,8.085,8.1237,8.5581,12.1855,13.9554,11.9681,8.903,8.9008,10.9946,7.4751,7.566,7.6453
new_3819213_3819619,7.2098,7.435,7.3844,8.2256,8.7774,7.7509,7.2247,7.1545,8.0262,7.0203,7.4366,7.4962
BSU37220,10.5799,10.7978,11.2259,12.4266,12.3723,12.168,11.4161,10.9779,11.4731,11.596,10.7359,10.417
BSU37230,10.5808,10.6501,10.8415,12.5207,12.8683,12.3968,11.4709,11.0654,11.4264,11.2747,10.3552,10.0271
BSU37240,8.2163,8.296,8.4497,12.8453,14.2216,12.765,9.2379,9.1841,9.8948,8.666,8.0131,7.8057
new_3823159_3823531_c,6.9317,7.0688,7.19,7.8507,7.6608,7.8254,7.1249,7.1514,7.3734,7.6414,7.5503,7.5869
BSU37250,6.6913,7.0861,7.1585,7.7592,7.6865,7.7078,6.7036,6.7591,7.1051,6.9104,7.0817,7.1944
BSU37260,6.8356,7.3274,7.3233,8.2295,8.2938,8.3796,6.966,7.0131,7.359,7.2563,7.3516,7.2559
BSU37270,6.8293,7.2169,7.2792,7.999,8.0057,8.2536,6.9311,6.9292,7.2286,7.1255,7.2903,7.2897
BSU37280,6.6677,7.1059,7.1245,7.9458,7.9686,8.1382,6.8211,6.8167,7.0288,6.9353,7.1278,7.1934
new_3830002_3830131_c,6.3319,6.7846,7.1694,6.8382,6.7904,6.3876,6.7489,6.7528,7.0591,6.8068,7.1126,7.275
BSU37290,6.6267,7.1428,7.1844,6.9289,7.0251,6.76,6.8067,6.8735,7.1169,6.8354,7.1195,7.2719
BSU37300,7.5073,7.7327,7.9125,7.6162,7.4991,7.4882,7.7732,7.8493,8.057,8.3569,7.8933,7.9342
BSU37310,9.7155,11.0823,11.1619,8.8003,8.813,8.7671,9.4104,9.2738,9.2985,8.7504,8.3361,8.2248
BSU37320,6.9928,7.3688,7.4441,7.6091,7.4807,7.2922,7.2842,7.2982,7.4428,7.7245,7.5134,7.4117
BSU37330,12.4996,12.5485,12.538,12.8737,12.4131,12.4756,13.1848,12.8954,12.8076,13.4347,12.6532,11.7861
BSU37340,12.569,12.4612,12.3824,13.0628,12.7856,12.79,13.2877,13.0023,13.0129,13.5896,12.9448,12.4615
BSU37350,9.4707,11.8038,11.4588,11.0935,10.606,10.6065,7.7598,7.8129,7.6588,7.9155,7.757,7.5689
BSU37360,9.0072,11.196,11.2716,10.528,10.4017,10.3688,7.604,7.6745,7.551,7.8605,7.5901,7.5469
BSU37370,11.8212,12.3257,12.3782,10.6933,10.3098,10.3779,11.3344,11.1312,11.8976,11.6561,10.5178,10.116
BSU37380,12.0174,12.719,12.7003,11.1187,10.6761,10.6524,11.5442,11.4825,12.3882,11.7266,10.9191,10.5132
BSU37390,11.3386,11.6692,11.794,10.4724,10.2058,10.1898,10.9678,10.8496,11.4332,11.0754,10.3696,9.7184
BSU37400,10.8197,11.4293,11.3336,10.2922,9.7258,9.8418,10.6021,10.4524,11.401,10.5796,9.9053,9.3571
BSU37410,9.7324,10.4885,10.3909,9.8173,9.2902,9.3829,9.3641,9.1283,9.9076,9.4452,8.6889,8.3679
BSU37420,9.2508,9.9268,9.6495,9.7366,9.3414,9.2907,8.6556,8.4633,9.0466,8.5569,8.1925,8.0176
BSU37430,9.1733,9.6285,9.5967,9.9527,9.4432,9.2442,8.1698,8.1522,9.0809,8.6572,8.3146,8.1037
new_3842651_3843000_c,8.082,7.6609,8.3078,7.7243,7.6368,7.5641,7.0841,7.0274,7.2838,7.7435,7.6481,7.6253
new_3842996_3845478,7.2948,7.6921,7.7721,7.9333,7.655,7.4806,7.0788,7.1574,7.5983,7.3287,7.3386,7.3893
BSU37440,8.1575,7.6732,8.4004,7.7051,7.6113,7.5014,7.0156,7.0435,7.2629,7.7145,7.5758,7.6429
BSU37450,8.0997,7.6807,8.5076,7.5036,7.4092,7.4144,7.0136,7.0646,7.2552,7.7995,7.6493,7.5186
BSU37460,15.9379,15.884,16.1092,15.4197,15.1408,14.832,15.3237,15.3097,15.1082,14.2034,13.7923,13.5226
BSU37470,15.5659,15.7738,15.7416,14.7811,14.6044,14.5042,15.0128,15.0203,14.9293,13.9163,13.5436,13.3587
new_3847279_3847347,11.3245,11.1292,11.2187,11.6685,11.1997,11.1852,11.2678,11.1755,10.7657,10.2912,9.8018,9.3346
BSU37480,11.2454,10.8827,11.1156,11.3438,11.004,10.9143,10.9103,10.7289,10.3096,9.8939,9.491,9.0141
BSU37490,10.454,10.3044,10.4616,10.5981,10.1767,10.4,12.0471,11.783,12.3701,10.6419,9.773,9.3979
BSU37500,11.8941,11.8565,11.8328,11.7829,11.5887,11.7701,13.506,13.226,13.7091,12.0611,11.2729,10.7837
new_3849617_3849712_c,10.8107,10.6255,10.5713,11.2118,11.1384,10.9354,13.3091,13.0791,13.2363,11.9928,11.0522,10.6212
BSU37510,7.5834,7.6378,7.564,9.1672,9.1019,9.3797,6.7804,6.8446,7.0219,7.0258,7.1843,7.2293
new_3852070_3852185_c,12.931,13.159,13.1819,12.8098,12.5991,12.8847,13.2667,13.3034,13.4171,13.4363,12.8769,12.3419
BSU37520,12.2555,12.2944,12.208,12.189,11.6794,11.9568,12.8122,12.5289,12.4688,12.6786,11.866,11.2961
BSU37530,11.7315,11.5964,11.6872,11.7852,11.5358,11.7022,12.441,12.279,12.2745,12.5684,11.7785,11.0481
new_3853433_3853716_c,10.2849,10.288,10.4112,10.1291,9.8079,9.9829,10.6253,10.7463,10.7657,10.5723,10.4789,10.3389
BSU37540,10.5596,10.6635,10.7711,11.4551,11.0681,10.9123,10.6863,10.3857,10.9244,11.3464,11.052,10.6856
BSU37550,10.6143,10.5327,10.6871,10.4952,10.1396,10.4976,11.1106,11.1086,10.9374,10.8819,10.5906,10.2259
BSU37560,8.3009,8.4534,8.6398,8.8559,8.641,8.9192,9.943,9.887,9.0514,9.0066,9.2444,9.0986
new_3856732_3856994_c,14.7537,14.4655,14.5357,16.0652,15.9605,15.7343,14.698,14.5548,14.9568,14.2273,14.0264,13.7166
BSU37570,8.4519,8.5138,8.559,7.9299,7.6241,7.5348,9.2063,8.9972,8.8516,9.0952,8.4609,8.0871
BSU37580,8.8929,9.057,9.0397,8.583,8.2639,8.2443,9.625,9.422,9.345,9.5397,8.9523,8.4029
BSU37590,11.2722,11.2142,11.3131,10.3219,10.0304,10.0303,12.3197,12.002,12.2673,11.5254,10.6988,10.4412
BSU37600,11.4994,11.3052,11.5365,10.8191,10.3564,10.5109,12.683,12.4025,12.5993,12.1502,11.3576,10.6789
new_3860876_3860997_c,10.1187,9.6922,9.8189,9.4789,8.9401,8.827,11.4742,11.0563,10.8483,11.3005,10.0817,10.3537
BSU37610,10.5902,10.3239,10.5717,9.9258,9.6309,9.7915,11.7947,11.4832,11.5255,11.9689,11.1305,10.6338
new_3861223_3861307_c,10.6543,10.129,10.4915,9.9204,9.738,9.8505,11.8658,11.7227,11.6356,12.1627,11.3129,10.8769
BSU37620,9.7303,9.6791,9.0677,13.2676,13.2687,13.3224,7.2681,7.2766,7.4776,7.2316,7.5024,7.5409
new_3862327_3866553,11.9408,12.0553,12.4983,9.4491,8.9711,9.065,8.8483,8.5826,8.8342,10.4512,10.3826,9.3389
BSU37630,7.153,7.3101,7.4603,8.2308,7.9032,8.0904,8.1259,8.2117,8.1747,8.3093,8.0123,7.9075
BSU37640,10.3231,10.2267,10.3542,10.4637,9.9406,10.0039,11.5245,11.3412,11.5372,10.6837,10.0664,9.6481
BSU37650,9.4609,9.5748,9.6078,9.9747,9.4791,9.5464,10.3134,10.1639,10.2261,9.5829,8.9082,8.7735
BSU37660,12.223,12.3294,12.3316,12.1546,11.6346,11.8089,13.3439,13.1485,13.4352,12.427,11.5544,11.2093
BSU37670,11.8134,12.345,12.4555,11.9311,11.3015,11.3253,11.3388,11.1072,11.5548,11.2683,10.9269,10.6687
BSU37680,13.0793,13.1708,13.2457,12.9333,12.4827,12.6304,12.1769,12.0952,12.0444,11.698,11.0595,10.3992
BSU37690,11.3974,11.3915,11.4152,10.9348,10.8646,10.6841,10.9543,10.715,10.4634,10.2032,9.5756,8.9441
BSU37700,11.8638,11.7894,11.8116,11.4478,11.2122,11.0812,11.3137,11.2537,10.8989,10.0454,9.4376,9.045
BSU37710,12.1869,12.1841,12.2348,11.8367,11.6147,11.642,11.5473,11.3905,11.0958,10.5673,9.6848,9.2797
BSU37720,12.2366,12.1848,12.2906,12.1135,11.9115,12.0072,11.6666,11.5062,11.118,10.6861,10.0135,9.4147
BSU37730,12.1636,12.2072,12.1275,12.1597,12.0571,12.0285,11.6279,11.2834,11.0659,10.8466,10.0278,9.4687
BSU37740,12.3769,12.3381,12.2193,12.7234,12.4501,12.4037,11.581,11.382,11.2322,8.1003,7.9757,7.9258
new_3873771_3874382,7.3714,7.6117,7.8605,7.7204,8.757,7.7204,8.0482,7.9468,9.2401,7.5072,7.3987,7.5348
BSU37750,6.9271,7.2762,7.4143,11.2754,11.2614,11.195,6.7595,6.8222,7.0197,6.8209,7.0918,7.1379
BSU37760,8.6217,8.7264,8.8594,7.9797,7.749,7.7445,7.5356,7.4383,7.5785,7.618,7.4998,7.5019
BSU37770,8.2178,8.454,8.645,7.8526,7.7384,7.7547,7.6356,7.4921,7.6344,7.5396,7.5297,7.5888
BSU37780,9.1743,9.1826,9.4796,7.8927,7.8185,7.8596,8.5866,8.2764,8.2371,8.2894,7.9345,7.7959
new_3880559_3880739_c,9.284,9.6933,9.849,7.767,7.4849,7.5039,8.8578,8.6184,8.8868,8.0101,7.9875,7.8711
BSU37790,9.1336,9.2839,9.4939,7.5423,7.3114,7.2082,8.7374,8.3818,8.2597,8.0156,7.5926,7.4815
new_3882015_3882097_c,9.1342,9.5645,9.9064,7.6576,7.5593,7.4449,8.9893,8.5598,8.6834,8.1324,7.9184,7.8423
BSU37800,12.6995,12.7492,13.274,11.7752,11.8139,11.9007,12.6536,12.3475,12.852,11.625,11.2888,10.7732
new_3882656_3882766_c,13.6002,13.5704,13.5933,12.4827,12.5279,12.3978,13.4557,13.108,13.2205,12.0839,11.5061,11.0662
BSU37810,10.1085,9.9325,10.1647,11.5065,11.4326,11.8291,8.3329,8.1439,8.3268,8.2352,7.9074,7.8154
BSU37820,10.1541,9.9255,10.1921,11.6992,11.3763,12.1476,8.7982,8.4176,8.6387,8.5169,8.11,7.8678
BSU37830,9.9396,9.822,10.0315,11.5748,11.2638,11.9663,8.5588,8.4521,8.5259,8.4365,8.0537,7.7488
BSU37840,9.9043,9.7798,10.1741,9.2685,8.9653,9.6278,8.9127,8.7746,8.8443,8.7387,8.2195,8.1476
BSU37850,9.5998,9.6575,9.923,8.9511,8.58,9.2071,7.6017,7.485,7.708,7.9846,7.7089,7.6384
BSU37860,9.2163,9.2751,9.7282,8.6595,8.4596,9.1809,7.5443,7.4342,7.6576,7.6719,7.5481,7.6119
BSU37870,9.2867,9.3133,9.618,8.7243,8.3718,9.0415,7.3599,7.2414,7.5598,7.6055,7.5278,7.397
BSU37880,9.282,9.2909,9.6012,8.7855,8.4614,9.1571,7.4106,7.3484,7.5389,7.6384,7.5217,7.4814
BSU37890,9.0194,9.1066,9.5147,8.4069,7.9105,8.6331,7.2139,7.2419,7.3704,7.4276,7.3391,7.3612
BSU37900,9.3032,9.2545,9.6617,8.287,7.9389,8.6582,6.974,6.9765,7.2227,7.2573,7.2402,7.2922
BSU37910,9.4576,9.5313,9.9253,8.4142,8.0675,8.7867,6.9506,6.9685,7.2434,7.1472,7.2637,7.3649
new_3893312_3893440,13.3094,12.9189,12.4702,14.8881,15.321,15.1632,7.315,7.295,7.279,6.9733,7.3176,7.3427
BSU37920,12.8995,12.4557,12.018,14.534,14.7009,14.738,7.2932,7.1769,7.2764,7.1472,7.2286,7.406
BSU37930,10.0363,10.378,10.5697,9.2701,8.7432,8.9338,10.4554,10.1662,11.001,10.069,9.6348,8.9543
BSU37940,10.2897,10.4877,10.6002,9.1968,8.8558,8.7803,10.8796,10.6701,11.5366,10.2099,9.2103,8.9071
BSU37950,11.1865,11.5066,11.4374,10.4668,10.4413,10.4095,11.8138,11.6406,12.4214,11.1685,10.609,9.3891
BSU37960,8.5777,8.5676,8.4065,7.9405,7.8122,7.8099,9.3845,9.3313,9.942,7.8003,7.5499,7.5645
BSU37970,10.6469,10.5659,10.6419,9.918,9.9913,9.7237,11.394,11.221,11.3197,10.2855,9.5023,8.9713
BSU37980,10.8654,10.9069,11.0183,10.3969,10.2323,10.0763,11.679,11.6478,11.5625,10.5071,9.5721,9.1233
BSU37990,8.8544,8.9399,8.9534,8.5349,8.1187,8.3293,9.3789,9.2784,9.2607,7.6962,7.5201,7.4945
BSU38000,10.1714,9.9305,9.9569,9.2138,8.6634,8.9731,9.9634,10.054,10.0221,8.053,7.9214,7.9462
BSU38018,11.9278,11.5549,11.4859,11.0639,10.8166,10.9145,11.5644,11.3949,11.4305,9.6653,9.2515,8.6798
BSU38020,11.2665,11.3186,11.2548,10.0863,9.8047,9.914,12.2904,12.1565,12.4437,10.3413,9.6709,9.316
BSU38030,9.7416,9.7156,9.8545,9.0346,8.9406,8.8872,9.5791,9.3434,9.7566,8.8058,8.5469,8.5568
new_3902136_3902209_c,9.0644,9.2413,9.6783,8.0315,7.9749,7.6448,7.9568,7.8609,8.0228,8.0263,7.9603,7.7189
BSU38040,8.8914,9.2415,9.3831,7.6409,7.4163,7.3278,8.0663,7.847,7.8076,8.0461,7.6175,7.5601
BSU38050,8.5739,9.0001,9.1277,7.4178,7.227,7.0224,7.9331,7.7232,7.7664,7.673,7.5627,7.5068
new_3905066_3905130_c,8.1321,8.631,9.6392,7.9949,8.036,7.433,7.55,7.5674,7.9255,7.4163,7.3905,7.5477
BSU38060,7.0016,9.7198,10.5235,7.0493,7.0135,6.8885,7.5496,7.6123,7.4632,7.2565,7.2448,7.2626
new_3906104_3907171,7.0056,7.6444,7.8581,7.2302,6.947,6.8595,7.1175,7.2499,7.6059,7.1227,7.3184,7.3881
BSU38070,12.3022,12.2917,11.836,16.2438,16.4199,16.3623,10.957,10.7423,11.545,9.1259,8.7687,8.4049
BSU38080,12.1189,12.1636,11.2953,16.2215,15.9318,16.4036,8.9957,8.5436,8.9181,8.3697,7.8002,7.5705
new_3907315_3907453_c,12.4269,12.5659,12.2611,16.2028,16.3958,16.4603,9.2733,8.9643,10.0405,8.6013,7.7646,7.8782
BSU38090,12.5018,12.3467,12.1174,9.7957,9.5625,9.5066,9.4533,9.1586,9.1545,8.4926,8.1438,7.9959
